;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
AIREASON_CONSANGUINITY;Í¬Ò»¼Ò×å;Consanguinité;Blutsverwandschaft;;Consanguinidad;;;;;;;;;x
AIREASON_TOO_YOUNG;§Y[GetTitledFirstName]§£¡Ì«ÄêÇá;§Y[GetTitledFirstName]§! est trop jeune.;§Y[GetTitledFirstName]§! ist zu jung;;§Y[GetTitledFirstName]§! es demasiado joven;;;;;;;;;x
AIREASON_GOT_MORE_ADVANCED_PLOT;ÒÑ¾­²ß»®ÁËÒ»¸öÀàËÆµÄÒõÄ±;Déjà à la tête d'un complot similaire;Führt bereits eine vergleichbare Verschwörung;;Ya lidera un complot similar;;;;;;;;;x
AIREASON_GOT_SAME_PLOT;ÒÑ¾­²ß»®Í¬Ò»ÒõÄ±;Même complot;Hat dieselbe Verschwörung;;Tiene el mismo complot;;;;;;;;;x
AIREASON_BACKING_SIMILAR_PLOT;ÒÑ¾­²ÎÓëÀàËÆÒõÄ±;Soutient déjà un complot similaire;Unterstützt bereits eine vergleichbare Verschwörung;;Ya apoya un complot similar;;;;;;;;;x
AIREASON_LIEGE_REALM_ATTACKED;¹ú¼ÒÔâÊÜÍâ¹ú¹¥»÷;Pays sous attaque étrangère;Ausländische Macht greift Reich an;;Reino bajo ataque extranjero;;;;;;;;;x
AIREASON_FIGHTING_WAR;Ã¦ÓÚ½øĞĞÕ½Õù;En guerre;Beschäftigt mit einem Krieg;;Ocupado combatiendo;;;;;;;;;x
AIREASON_WARY_OF_FOREIGN_INTERVENTION;Ìá·ÀÍâ¹ú¸ÉÉæ;Redoute une intervention étrangère;Ausländischer Intervention gegenüber skeptisch;;Cauto respecto a la intervención extranjera;;;;;;;;;x
AIREASON_AGE_POWER_DIFFERENCE;ÄêÁä¶Ô±ÈÇó»éÕßÈ¨Á¦;Âge contre pouvoir du soupirant;Alter gegen Bewerbermacht;;Edad versus poder del aspirante;;;;;;;;;x
AIREASON_WE_LIKE_ENEMY_BETTER;ÎÒÃÇ¸üÏ²»¶ÄãµÄµĞÈË;Nous apprécions trop vos ennemis;Wir mögen Eure Feinde zu sehr;;Nos gustan mucho tus enemigos;;;;;;;;;x
AIREASON_WE_LIKE_YOU_BETTER;ÎÒÃÇ¸üÏ²»¶Äã;Nous vous préférons à vos ennemis;Wir mögen Euch mehr als Eure Feinde;;Nos gustas más que tus enemigos;;;;;;;;;x
AIREASON_BASE_RELUCTANCE;»ù´¡²»ÇéÔ¸;Réticence de base;Grundzurückhaltung;;Reticencia de base;;;;;;;;;x
AIREASON_SMALL_TIER_DIFF;µØÎ»ÉÏµÄÎ¢Ğ¡²îÒì;Légère différence de rang;Geringfügiger Rangunterschied;;Ligera diferencia de clase;;;;;;;;;x
AIREASON_NOT_NEIGHBOR;¾àÀë¶àÔ¶;Pays lointain;Entferntes Reich;;Reino lejano;;;;;;;;;x
AIREASON_INFERTILE;Î´±ØÄÜÉúÓı;Faible probabilité d'avoir des enfants;Wird wohl kinderlos bleiben;;Improbable tener hijos;;;;;;;;;x
;#AIREASON_WANTS_GOOD_ALLIANCE;DesiresabetterAlliance;Souhaite une meilleure alliance;W¨¹nscht ein besseres B¨¹ndnis;;Desea una alianza mejor;;;;;;;;;x;
alert_casus_belli_will_expire_instant;§YÁÙÊ±ĞûÕ½½Ó¿ÚÕë¶Ô:§!;§YCasus belli temporaire contre : §!;§YTemporärer Kriegsgrund gegen:§!;§YCasus belli§!;§YCasus belli temporal contra§!;§YCasus belli§!;§YA Casus belli lejár:§!;§YDoèasná záminka k válce proti:§!;;;;;;x
alert_casus_belli_will_expire_delayed;$LIST$.;$LIST$.;$LIST$.;$LIST$.;$LIST$.;$LIST$.;$LIST$ Casus Bellije hamarosan lejár.;$LIST$.;;;;;;x
alert_build_province_improvement_instant;§YÄãÄÜ½¨Éè¿¤ÀïµÄÌáÉıÉèÊ©£¡§!;§YVous pouvez procéder à des améliorations comtales !§!;§YIhr könnt Provinzverbesserungen bauen!§!;§YMo¿esz budowaæ ulepszenia w prowincji!§!;§YPodéis construir mejoras de la provincia§!;§YPuoi costruire miglioramenti per la provincia!§!;§YFejlesztheted a tartományaidat!§!;§YMùete budovat provinciální vylepšení!§!;;;;;;x
alert_build_province_improvement_delayed;$LIST$;$LIST$;$LIST$;$LIST$;$LIST$;$LIST$;$LIST$;$LIST$;;;;;;x
alert_troops_in_foreign_territory_instant;§YÄãÔÚÍâ¹úÁìµØÓĞ¾ü¶Ó§!;§YVous avez des troupes à l'étranger.§!;§YIhr habt Truppen auf fremdem Territorium.§!;§YMasz oddzia³y na terytorium obcego pañstwa.§!;§YTenéis tropas en territorio extranjero.§!;§YHai truppe in territorio straniero.§!;§YCsapataid vannak idegen területen.§!;§YVaši vojáci se nacházejí v cizím teritoriu.§!;;;;;;x
alert_troops_in_foreign_territory_delayed;ÔÚ $LIST$.;En $LIST$.;In $LIST$.;W $LIST$.;En $LIST$.;In $LIST$.;Itt: $LIST$.;V $LIST$.;;;;;;x
alert_revoltrisk_in_provinces_instant;§YÅÑÂÒ¼¸ÂÊ§!;§YRévoltes possibles§!;§YRevolten möglich§!;§YMo¿liwoœæ buntu§!;§YPosibles rebeliones§!;Possibili rivolte;§YLázadás lehetséges§!;§YMoné revolty§!;;;;;;x
alert_revoltrisk_in_provinces_delayed;ÏÂÁĞ¿¤ÓĞÅÑÂÒµÄÎ£ÏÕ£º\n$LIST$;Les comtés suivants courent un risque de révolte.\n$LIST$.;In folgenden Provinzen gibt es die Gefahr einer Rebellion:\n$LIST$ ;Nastêpuj¹ce prowincje s¹ zagro¿one buntem.\n$LIST$;Las siguientes provincias corren el riego de sufrir una rebelión.\n$LIST$;Le seguenti province sono a rischio di rivolta.\n$LIST$;A következõ provinciákon áll fent lázadás esélye.\n$LIST$;V*následujících provinciích mùe propuknout revolta.\n$LIST$;;;;;;x
alert_noheir_delayed;µ±Ç°ÈËÎïËÀÍö½«½áÊøÓÎÏ·£¡;Si votre personnage mourrait maintenant, la partie prendrait fin !;Wenn Euer Herrscher jetzt stirbt, endet das Spiel!;;¡Si tu gobernante muere ahora terminará la partida!;;;;;;;;;x
alert_court_not_filled_instant;§Y¹¬Í¢³ÉÔ±¿ÕÈ±§£¡;§YPostes vacants au Conseil§!;§YOffene Ratspositionen§!;;§YPuestos en el consejo§!;;;;;;;;;x
alert_court_not_filled_delayed;ÒÔÏÂÖ°ÎñĞèÒªÓĞÈËµ£ÈÎ£º\n$LIST$\n§Gµã»÷½øÈë¹¬Í¢²é¿´§£¡;Les emplacements suivants doivent être complétés : \n$LIST$\n§GCliquez pour accéder à la vue Cour.§!;Folgende Spots müssen gefüllt werden:\n$LIST$\n§GKlickt zum Aufruf der Hofansicht§!;;Deben cubrirse las siguientes posiciones:\n$LIST$\n§GClic para ir a vista de corte§!;;;;;;;;;x
alert_lose_title_on_succ_instant;§Y¼Ì³ĞÊ±½«Ê§È¥Í·ÏÎ§£¡;§YPerte de titre lors de la succession§!;§YTitelverlust bei Nachfolge§!;;§YPérdida de títulos en la sucesión§!;;;;;;;;;x
alert_lose_title_on_succ_delayed;ÒÔÏÂÍ·ÏÎ½«ÔÚ¼Ì³ĞÊ±Ê§È¥£º\n$LIST$;Les titres suivants seront perdus lors de la succession : \n$LIST$;Folgende Titel gehen bei Nachfolge verloren:\n$LIST$;;Se perderán los siguientes títulos en la sucesión:\n$LIST$;;;;;;;;;x
alert_should_nominate_heir_instant;§YÌáÃû¼Ì³ĞÈË§£¡;§YNomination d'un successeur§!;§YNachfolgernominierung§!;;§YDesignación de sucesores§!;;;;;;;;;x
alert_should_nominate_heir_delayed;ÄãÓ¦¸ÃÎªÕâĞ©Í·ÏÎÌáÃû¼Ì³ĞÈË£º\n$LIST$;Vous devriez nommer des successeurs pour les titres suivants : \n$LIST$;Ihr solltet für diese Titel Nachfolger nominieren:\n$LIST$;;Deberías nombrar sucesores para estos títulos:\n$LIST$;;;;;;;;;x
alert_you_can_create_titles_instant;§Y$NUM$¸öÍ·ÏÎÄÜ±»´´½¨§£¡;§YTitres pouvant être créés ($NUM$)§!;§Y$NUM$ erstellbare(r) Titel§!;;§YPueden crearse $NUM$ título(s)§!;;;;;;;;;x
alert_you_can_create_titles_delayed;ÒÔÏÂÍ·ÏÎÄÜ±»´´½¨£º\n$LIST$;Les titres suivants peuvent être créés : \n$LIST$;Folgende Titel können geschaffen werden:\n$LIST$;;Pueden crearse los siguientes títulos:\n$LIST$;;;;;;;;;x
alert_you_can_usurp_titles_instant;§Y$NUM$¸öÍ·ÏÎ¿ÉÒÔ±»ß¥¶Ş§£¡;§YTitres pouvant être usurpés ($NUM$)§!;§Y$NUM$ übernehmbare(r) Titel§!;;§YPueden usurparse $NUM$ título(s)§!;;;;;;;;;x
alert_you_can_usurp_titles_delayed;ÒÔÏÂÍ·ÏÎ¿ÉÒÔ±»ß¥¶Ş£º\n$LIST$;Les titres suivants peuvent être usurpés : \n$LIST$;Folgende Titel können übernommen werden:\n$LIST$;;Pueden usurparse los siguientes títulos:\n$LIST$;;;;;;;;;x
alert_ruler_should_marry_instant;§YÍ³ÖÎÕßÎ´»é§£¡;§YDirigeant non marié§!;§YHerrscher unverheiratet§!;;§YGobernante soltero§!;;;;;;;;;x
alert_ruler_should_marry_delayed;ÄãÓ¦¸Ã½á»é\n§Gµã»÷ÖÁ½ÇÉ«²Ëµ¥§£¡;Vous devriez vous marier.\n§GCliquez pour accéder à la vue Personnage.§!;Ihr solltet heiraten\n§GKlickt zum Aufruf der Charakteransicht§!;;Deberías casarte\n§GClic para ir a vista de personajes§!;;;;;;;;;x
alert_heir_should_marry_instant;§Y¼Ì³ĞÈËÎ´»é§£¡;§YHéritier non marié§!;§YUnverheirateter Erbe§!;;§YHeredero soltero§!;;;;;;;;;x
alert_heir_should_marry_delayed;$HEIR$Ó¦¸Ã½á»é\n§Gµã»÷ÖÁ½ÇÉ«²Ëµ¥§£¡;$HEIR$ devrait se marier.\n§GCliquez pour accéder à la vue Personnage.§!;$HEIR$ sollte heiraten\n§GKlickt zum Aufruf der Charakteransicht§!;;$HEIR$ debería casarse\n§GClic para ir a vista de personajes§!;;;;;;;;;x
alert_should_appoint_guardian_instant;§Y$NUM$ÓĞº¢×ÓĞèÒª¼à»¤ÈË§£¡;§YEnfants sans tuteur ($NUM$)§!;§Y$NUM$ Kindern fehlt ein Vormund§!;;§YHay $NUM$ niños sin guardián§!;;;;;;;;;x
alert_should_appoint_guardian_delayed;ÒÔÏÂº¢Í¯ĞèÒª¼à»¤ÈË£º\n$LIST$;Les enfants suivants ont besoin d'un tuteur : \n$LIST$;Folgende Kinder benötigen einen Vormund:\n$LIST$;;Los siguientes niños necesitan un guardián:\n$LIST$;;;;;;;;;x
;#alert_demesne_too_big_instant;§YDemesnetooBig§£¡;;§YDom?ne zu gro?§!;;§YHeredad demasiado grande§!;;;;;;;;;x;
;#alert_demesne_too_big_delayed;Yourdemesnehas§Y$NUM$§£¡/§Y$MAX$§£¡holdings£¬causinginefficienttaxationandresentmentamongyourvassals¡£;;Eure Dom?ne hat §Y$NUM$§!/§Y$MAX$§! Besitzt¨¹mer, was zu ineffizienter Besteuerung f¨¹hrt und f¨¹r Groll bei Euren Vasallen sorgt.;;Tu heredad tiene §Y$NUM$§!/§Y$MAX$§! posesiones que originan impuestos in¨²tiles y resentimiento entre tus vasallos.;;;;;;;;;x;
alert_adult_sons_notitle_instant;§YÓĞ¶ù×ÓÎ´»ñµÃÍÁµØ§£¡;§YFils sans terres§!;§YLandlose Söhne§!;;§YHijos sin tierra§!;;;;;;;;;x
alert_adult_sons_notitle_delayed;ÒÔÏÂ³ÉÄê¶ù×ÓÃ»ÓĞÈÎºÎÍÁµØ£º\n$LIST$;Les fils adultes suivants n'ont pas de terres : \n$LIST$;Folgende erwachsene Söhne haben keinerlei Landbesitz:\n$LIST$;;Los siguientes hijos adultos no poseen ninguna tierra:\n$LIST$;;;;;;;;;x
alert_betrothed_should_marry_instant;§Y¶©»éÕß¿ÉÒÔ½á»é§£¡;§YLes fiancés peuvent se marier§!;§YVerlobte können heiraten§!;;§YLos prometidos pueden casarse§!;;;;;;;;;x
alert_betrothed_should_marry_delayed;ÒÔÏÂ¶©»éÕß¿ÉÒÔ½á»é£º\n$LIST$;Les fiancés suivants peuvent se marier : \n$LIST$;Folgende verlobte Charaktere können heiraten:\n$LIST$;;Los siguientes personajes prometidos pueden casarse:\n$LIST$;;;;;;;;;x
alert_can_imprison_instant;§Y¾Ğ½û´ş²¶§£¡;§YEmprisonnement justifié§!;§YRechtmäßige Einkerkerung§!;;§YEncarcelamiento justo§!;;;;;;;;;x
alert_can_imprison_delayed;ÄãÄÜ¾Ğ½ûÒÔÏÂÈËÊ¿£¬¶ø²»»áµÃµ½¶ñÃû\n$LIST$;Vous pouvez emprisonner les sujets suivants sans paraître tyrannique : \n$LIST$;Folgende Untertanen könnt Ihr einkerkern, ohne Tyrannei hervorzurufen:\n$LIST$;;Puedes encarcelar a los siguientes sujetos sin incurrir en tiranía:\n$LIST$;;;;;;;;;x
alert_titles_may_pass_from_realm_instant;§Y·â³¼¼Ì³ĞÎ£»ú§£¡;§YAvertissement sur la succession de certains vassaux§!;§YVasallen-Nachfolgewarnung§!;;§YAviso de herencia de vasallos§!;;;;;;;;;x
alert_titles_may_pass_from_realm_delayed;ÓĞ·â³¼ÃæÁÙ¼Ì³ĞÎ£»ú\nÒ»µ©ËÀÍö£¬ËûÃÇµÄÍ·ÏÎ»á±»Íâ¹ú¼Ì³Ğ£º\n$LIST$;Les lignes de succession de certains vassaux sont préoccupantes.\nÀ leur mort, leurs titres risquent de quitter votre royaume : \n$LIST$;Die Nachfolgesituation mancher Vasallen ist beunruhigend.\nNach ihrem Tod könnten ihre Titel aus Eurem Reich verschwinden:\n$LIST$;;Hay vasallos con inquietantes líneas de sucesión.\nA su muerte, sus títulos podrían salir de tu reino:\n$LIST$;;;;;;;;;x
alert_can_call_vassals_to_arms_instant;§YÎÒÃÇ¿ÉÒÔÕÙ»½ÎÒÃÇÇ°¾ıÖ÷µÄ·â³¼¡£?;§YNous pouvons faire appel à des vassaux de notre ancien seigneur lige.§!;§YVasallen unseres ehemaligen Lehnsherrn können uns unterstützen§!;;§YPodemos convocar a los vasallos de nuestro antiguo señor§!;;;;;;;;;x
alert_can_call_vassals_to_arms_delayed;ÒÔÏÂ·â³¼¿ÉÒÔ±»ÕÙ»½À´¶Ô¿¹ÎÒÃÇµÄÇ°¾ıÖ÷\n$LIST$;Les vassaux suivants peuvent se joindre à notre guerre contre notre ancien seigneur lige : \n$LIST$;Folgende Vasallen können unserem Krieg gegen unseren ehemaligen Lehnsherrn beitreten:\n$LIST$;;Los siguientes vasallos pueden unirse a nuestra guerra contra nuestro antiguo señor:\n$LIST$;;;;;;;;;x
CLICK_TO_ROTATE;§Gµã»÷ÒÔÑ­»·¼ìÔÄÁĞ±í§£¡;§GCliquez pour parcourir la liste.§!;§GKlickt zum Navigieren durch die Liste§!;;§GClic para recorrer el listado§!;;;;;;;;;x
ALERT_RIGHTCLICK;§GÓÒ¼üµã»÷ÏÔÊ¾¹Ø±Õ°´Å¥§£¡;§GFaites un clic droit pour afficher les boutons de refus.§!;§GRechtsklickt zur Anzeige der Ablehnungsschaltflächen§!;;§GClic derecho para mostrar los botones desactivados§!;;;;;;;;;x
ALERT_DISMISS;´ÓÏÖÔÚÆğ²»ÔÙÏÔÊ¾;Refuser pour le moment;Fürs Erste ablehnen;;Por ahora desactivado;;;;;;;;;x
ALERT_DISMISS_ALWAYS;¹Ø±Õ;Désactiver;Deaktivieren;;Desactivar;;;;;;;;;x
alert_available_decision_instant;§YÓĞĞÂµÄÖØÒª¾öÒé¿ÉÒÔÖ´ĞĞ§£¡;§YDe nouvelles décisions importantes sont disponibles.§!;§YNeue wichtige Entscheidungen verfügbar§!;;§YHay disponibles nuevas decisiones importantes§!;;;;;;;;;x
alert_available_decision_delayed;ÒÔÏÂÖØÒª¾öÒé¿ÉÒÔÖ´ĞĞ£º\n$LIST$;Les décisions importantes suivantes sont disponibles : \n$LIST$;Folgende wichtige Entscheidungen sind verfügbar:\n$LIST$;;Están disponibles las siguientes decisiones importantes:\n$LIST$;;;;;;;;;x
alert_available_plot_instant;§YĞÂµÄÃÜÄ±¿ÉÒÔ²ß»®¡£§£¡;§YDe nouveaux complots sont disponibles.§!;§YNeue Verschwörungen verfügbar§!;;§YHay nuevos complots disponibles§!;;;;;;;;;x
alert_available_plot_delayed;ÒÔÏÂÃÜÄ±¿ÉÒÔ²ß»®£º\n$LIST$;Les complots suivants sont désormais disponibles : \n$LIST$;Folgende Verschwörungen sind jetzt verfügbar:\n$LIST$;;Están disponibles los siguientes complots:\n$LIST$;;;;;;;;;x
;#ca_wall_q_1;ShallowCastleMoat;;Seichter Burggraben;;Foso de castillo poco profundo;;;;;;;;;x;
;#ca_wall_q_2;ArrowSlits;;Schie?scharte;;Hendiduras para lanzar flechas;;;;;;;;;x;
;#ca_wall_q_3;Portcullis;;Fallgitter;;Rastrillo;;;;;;;;;x;
;#ca_wall_q_4;DeepCastleMoat;;Tiefer Burggraben;;Foso de castillo profundo;;;;;;;;;x;
;#ca_wall_q_5;Barbicans;;Vorwerke;;Barbacanas;;;;;;;;;x;
;#ca_wall_1;WoodenPalisade;;Holzpalisade;;Empalizada de madera;;;;;;;;;x;
;#ca_wall_2;LowStoneWall;;Niedrige Steinmauer;;Muro de piedra bajo;;;;;;;;;x;
;#ca_wall_3;MediumStoneWall;;Mittlere Steinmauer;;Muro de piedra mediano;;;;;;;;;x;
;#ca_wall_4;LargeStoneWall;;Gro?e Steinmauer;;Muro de piedra grande;;;;;;;;;x;
;#ca_wall_5;HugeStoneWall;;Riesige Steinmauer;;Muro de piedra muy grande;;;;;;;;;x;
;#ca_keep_1;CastleDonjon;;Burgfried;;Torre del homenaje;;;;;;;;;x;
ca_keep_1;ÕıÂ¥;Tour;Bergfried;;Torreón;;;;;;;;;x
ca_keep_2;¶âÇ½;Tour;Bergfried;;Torreón;;;;;;;;;x
ca_keep_3;ËşÂ¥;Tour;Bergfried;;Torreón;;;;;;;;;x
ca_keep_4;Å®Ç½;Tour;Bergfried;;Torreón;;;;;;;;;x
ca_keep_5;Õ¢Â¥;Tour;Bergfried;;Torreón;;;;;;;;;x
ca_keep_6;ÎÍ³Ç;Tour;Bergfried;;Torreón;;;;;;;;;x
;#ca_keep_3;ExpandedKeep;;Erweiterter Bergfried;;Torre¨®n ampliado;;;;;;;;;x;
;#ca_keep_4;LargeKeep;;Gro?er Bergfried;;Torre¨®n grande;;;;;;;;;x;
ca_militia_barracks_1;Ğ¡ĞÍÃñ±øÑµÁ·³¡;Camp des miliciens;Miliz-Übungsplatz;;Campo de entrenamiento de la milicia;;;;;;;;;x
ca_militia_barracks_2;ÖĞĞÍÃñ±øÑµÁ·³¡;Camp des miliciens;Miliz-Übungsplatz;;Campo de entrenamiento de la milicia;;;;;;;;;x
ca_militia_barracks_3;´óĞÍÃñ±øÑµÁ·³¡;Camp des miliciens;Miliz-Übungsplatz;;Campo de entrenamiento de la milicia;;;;;;;;;x
ca_militia_barracks_4;ÓÎ»÷¶ÓÓªµØ;Camp des miliciens;Miliz-Übungsplatz;;Campo de entrenamiento de la milicia;;;;;;;;;x
;#ca_militia_barracks_2;ArcheryRange;;Bogenschie?platz;;Arquer¨ªa;;;;;;;;;x;
;#ca_militia_barracks_3;LargeArcheryRange;;Gro?er Bogenschie?platz;;Arquer¨ªa grande;;;;;;;;;x;
ca_training_grounds_1;ÑµÁ·³¡;Terrains d'entraînement;Übungsplätze;;Campo de entrenamiento;;;;;;;;;x
ca_training_grounds_2;ÑµÁ·³¡;Terrains d'entraînement;Übungsplätze;;Campo de entrenamiento;;;;;;;;;x
ca_training_grounds_3;ÑµÁ·³¡;Terrains d'entraînement;Übungsplätze;;Campo de entrenamiento;;;;;;;;;x
ca_warrior_cult;Õ½Ê¿ÓªµØ;Culte du guerrier;Kriegerkult;;Culto guerrero;;;;;;;;;x
ca_culture_saxon_english_1;³¤¹­Éä¼ı³¡;Archerie d'arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_2;³¤¹­Éä¼ı³¡;Archerie d'arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
