;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
;#MODIFIER_COMBAT_RATING;Combat Rating;;Kampfkraft;;Clasificaci¨®n de combate;;;;;;;;;x;
CR_DIFF_LOWER_THAN;§Y$FIRST$§!ºÍ§Y$SECOND$§!µÄ¾ö¶·µÈ¼¶²îÖµµÍÓÚ§Y$VAL$§!;La différence de classement de combat entre §Y$FIRST$? et §Y$SECOND$? est inférieure ?§Y$VAL$?;Kampfkraftunterschied zwischen §Y$FIRST$? und §Y$SECOND$? niedriger als §Y$VAL$?;;Clasificación de combate entre §Y$FIRST$?y §Y$SECOND$? §Y$VAL$? menor que §Y$VAL$?;;;;;;;;;x
desc_seduced_loyal_bodyguard;Í¨¹ı¹´Òı£¬¸Ã½ÇÉ«µÃµ½ÁË×îÖÒ³ÏµÄÎÀÊ¿¡£;Grâce ?ses talents de séduction, ce personnage a réussi ?se procurer les meilleurs gardes du corps.;Durch Verführungskünste hat diese Person sich den denkbar treuesten Leibwächter zugelegt.;;Mediante la seducción, este personaje ha conseguido el guardaespaldas más leal imaginable.;;;;;;;;;x
seduced_loyal_spy_maid;Å®ÆÍÇéÈË;Charmeur de domestiques;Magd-Geliebte;;Amante de sirvientas;;;;;;;;;x
desc_seduced_loyal_spy_maid;¸Ã½ÇÉ«¹´ÒıÁËÒ»Î»´ÏÃô»úÇÉµÄÅ®ÆÍ£¬Ëı»áÎªÇé·ò¿úÌ½ËûµÄ¹¬Í¢.;Ce personnage a séduit une domestique dotée d'une forte poitrine et d'un esprit vif, et l'utilise pour espionner les autres membres de la cour.;Diese Person hat eine Magd mit rascher Auffassungsgabe und wogendem Busen verführt. Diese schnüffelt und spioniert nun bei Hofe.;;Este personaje ha seducido a una doncella de mente rápida y amplio pecho, usándola para espiar y fisgonear por la corte.;;;;;;;;;x
minor_disease_herpes;ÇéÈËµÄæßÕî;Bouton de fièvre;Lustbläschen;;Viruela de amante;;;;;;;;;x
desc_minor_disease_herpes;¸Ã½ÇÉ«×ÜÊÇÖÜÆÚĞÔµØ³¤³öË®Åİ£¬·Ç³£ŞÏŞÎ¶øÇÒ²»¿°ÈëÄ¿¡£;Ce personnage souffre périodiquement de cloques embarrassantes et disgracieuses.;Diese Person leidet regelmäßig unter peinlichen und unansehnlichen Bläschen.;;Este personaje sufre periódicamente de ampollas embarazosas y antiestéticas.;;;;;;;;;x
DAMNATION;×çÖä;Damnation;Verdammung;;¡Maldición!;;;;;;;;;x
EVTDESC6031_ALL;¾ÍÔÚ[Root.Religion.GetPriestTitle]»ºÂıµØ½«ÎÒ´ÓÊ¥ÈªÖĞÍÏ³öÀ´µÄÊ±ºò£¬ÈªË®¿ªÊ¼·ĞÌÚÆğÀ´£¬¸²ÂúÈ«ÉíµÄÉñÃØ·ûÎÄ¿ªÊ¼ÏûÍË¡£Ææ¼£³öÏÖÁË£¡ÎÒÄÔÖĞµÄµÍÓïºÍÄØà«ÖÕÓÚÏûÊ§ÁË£¡;Alors que [Root.Religion.GetPriestTitle] me retirait lentement de la fontaine bénie, l'eau s'est mise ?bouillir violemment, tandis que la peinture coulait sur les runes arcaniques dessinées sur mon corps nu. Hystérique, je me suis rendu compte que ces voix folles que j'avais en tête s'étaient enfin tues?;Als der/die [Root.Religion.GetPriestTitle] mich langsam aus der heiligen Quelle zog, begann das Wasser zu kochen und zu schäumen. Die arkanen Runen, die auf meinen nackten Körper geschmiert worden waren, verliefen. Voller Verwunderung stellte ich fest, dass die wirren Stimmen in meinem Kopf endlich verstummt waren!;;Cuando el [Root.Religion.GetPriestTitle] me sac?lentamente de la fuente sagrada, el agua comenz?a hervir y espumar, la pintura de las runas arcanas corri?por mi cuerpo desnudo. ¡Maravillado, me di cuenta de que el barullo de voces de mi cabeza había callado definitivamente!;;;;;;;;;x
EVTDESC38309;ÄÔÖĞÖ®ÎíÒÑ¾­ÏûÉ¢¡£ÎÒÕâ²ÅÒâÊ¶µ½Ö®Ç°×Ô¼ºÒÑ¾­·èÁË!;Le brouillard autrefois présent dans mon esprit s'est dissip? Maintenant, tout est clair? j'étais lunatique?;Meine geistige Benommenheit ist verschwunden. Mir wird klar, dass ich bisher als verrückt hatte gelten müssen!;;La niebla en mi mente se ha levantado. ¡Ahora comprendo que me solía ser un lunático!;;;;;;;;;x
EVTDESC38310;ÎÒÏÖÔÚÓĞÁË¿ª·ÅµÄĞÄÌ¬£¬²»ÔÙÏñ¹ıÈ¥ÄÇÑù¼áÊØĞÅÑöÁË¡£ÎÒÊ§È¥ÁË¿ñÈÈÌØÖÊ¡£;J'ai perdu toutes mes convictions, et j'essaie de garder l'esprit ouvert. Mon zèle appartient au pass?;Ich habe meine absoluten Überzeugungen verloren und versuche, offen zu sein. Ich habe die Eigenschaft Eifernd verloren.;;He perdido mis convicciones absolutas y trato de mantener una mentalidad abierta. He perdido el rasgo celoso.;;;;;;;;;x
EVTDESC38311;ÎÒµÄÌ¹°×Ö±ÂÊÔÙÒ²²»»áÁî×Ô¼ºÏİÈëÂé·³ÁË£¬ÎÒÊ§È¥ÁË³ÏÊµÌØÖÊ¡£;Ma franchise ne me causera plus jamais de problèmes. Je ne suis plus honnête.;Meine unverblümte Direktheit wird mir keinen Ärger mehr einbringen ?ich habe die Eigenschaft Ehrlich verloren.;;Mi franca torpeza no me volver?a causar problemas. He perdido el rasgo Honesto.;;;;;;;;;x
EVTDESC38312;ÎÒÎª×Ô¼ºµÄĞĞÎªºÍ¼Ò×å¸Ğµ½½¾°Á¡£ÎÒÊ§È¥ÁËÇ«¹§ÓĞÀñÌØÖÊ¡£;J'ai appris ?avoir confiance en mes actions et ma formidable famille. Je ne fais plus preuve d'humilit?;Ich habe gelernt, stolz auf meine Taten und auf meine großartige Familie zu sein. Ich habe die Eigenschaft Bescheiden verloren.;;He aprendido a enorgullecerme de mis acciones y mi gran familia. He perdido el rasgo humilde.;;;;;;;;;x
EVTOPTC64130;Éú»îÕæÃÀÃî£¡;La vie est belle?;So lässt es sich leben!;;¡La vida es buena!;;;;;;;;;x
EVTDESC_WOL_40;ÔçÉÏÆğÀ´µÄÊ±ºòÎÒÍ´Ñ÷ÄÑÈÌ¡£ËÆºõÊÇ[Root.Religion.GetRandomGodName]ÒòÎÒµÄ×ï¶ñĞĞ¾¶½µÔÖÓÚÎÒ£¬ÈÃÎÒÕÅ³öÁËË®¶»¡£;Ce matin, je me suis réveillé[Root.GetNoneE] avec des démangeaisons douloureuses. Il semblerait que [Root.Religion.GetRandomGodName] a jug?que je méritais de souffrir d'une maladie vénérienne pour me punir de mes activités répréhensibles.;Heute morgen wachte ich mit einem schmerzhaften Juckreiz auf. Es scheint [Root.Religion.GetRandomGodName] zu behagen, mich für meine sündigen Aktivitäten mit einer leichten Infektion zu plagen.;;Esta mañana me despert?con una picazón dolorosa. Parece que [Root.Religion.GetRandomGodName] ha visto adecuado plagarme con una viruela menor por mis actividades pecadoras.;;;;;;;;;x
EVTDESC_WOL_40_NC;ÔçÉÏÆğÀ´µÄÊ±ºòÎÒÍ´Ñ÷ÄÑÈÌ¡­¡­ËÆºõÊÇÎÒ¸ĞÈ¾ÉÏÁËÇéÈËµÄË®¶»¡£;Ce matin, mon réveil s'est accompagn?de démangeaisons douloureuses... Il semblerait que j'ai des boutons de fièvres.;Diesen Morgen wachte ich mit einem schmerzhaften Juckreiz auf... es scheint, als hätte ich mir die Lustbläschen eingefangen.;;Esta mañana me despert?con una picazón dolorosa... parece que he adquirido la viruela del amante.;;;;;;;;;x
EVTDESC_WOL_500;ÎÒµÄâã»ÚÊ¦[target_priest.GetTitledName]ÊÇ¸ö÷ÈÁ¦Ê®×ãµÄ[target_priest.GetManWoman]!Í¨¹ıÔËÓÃ×Ô¼ºÄÇÁîÈËÎŞ·¨¾Ü¾øµÄ÷ÈÁ¦£¬ÎÒ¸ÒËµ[target_priest.GetSubjectPronoun]¿Ï¶¨ÔÚÏë×Å±È[target_priest.Religion.GetRandomGodName]¸üÖØÒªµÄÊÂ!;Mon confesseur, [target_priest.GetTitledName] est simplement ?tomber? J'ai travaill?mes charmes, et je peux voir qu'[target_priest.GetSubjectPronoun] en oublie parfois [target_priest.GetRandomGodName]?;Meine Beichtperson, [target_priest.GetTitledName], ist so attraktiv! Ich habe meinen umwerfenden Charme spielen lassen und sehe deutlich, dass [target_priest.GetSubjectPronoun] an andere Dinge als [target_priest.GetRandomGodName] denkt!;;Mi confesor, [target_priest.GetTitledName] es una/un [target_priest.GetManWoman] atractiva/atractivo! ¡He aplicado mis extensos encanto y puedo decir que [target_priest.GetSubjectPronoun] est?pensando en otras cosas que [target_priest.GetRandomGodName]!;;;;;;;;;x
EVTOPTA_WOL_500;ÈÃ[target_priest.GetObjectPronoun]µÃµ½[target_priest.GetSubjectPronoun]ËùÏëµÄ¶«Î÷£¡;Lui donner un avant-goût de ce qu'[target_priest.GetSubjectPronoun] manque?;Gebt [target_priest.GetObjectPronoun] einen Vorgeschmack darauf, was [target_priest.GetSubjectPronoun] versäumt!;;¡Dale una prueba de lo que se est?perdiendo!;;;;;;;;;x
EVTOPTB_WOL_500;ÎÒÕæµÄºÜ°®Ìô¶º[target_priest.GetManWoman]¡­¡­;Je dois avouer que j'adore [target_priest.GetHerHim] tenter...;Es macht soviel Spa? den/die [target_priest.GetManWoman] heißzumachen...;;Me encanta atormentar al buen/ a la buena [target_priest.GetManWoman]. ..;;;;;;;;;x
EVTDESC_WOL_520;×î½üÎÒ×ÜÊÇÒÔ¹´ÒıÒ»Î»ÄêÇáµÄÎÀÊ¿ÎªÀÖ¡£ËûÏÖÔÚÏñ¹·Ò»ÑùµÄ¸ú×ÅÎÒ¡­¡­Ò»ÌõÓÖ´óÓÖ×³µÄ¹·£¡;Je passe mes heures depuis peu ?séduire un jeune garde avenant. Il me suit comme un chiot désormais... un chiot très muscl?et imposant?;Vor Kurzem habe ich mir dadurch Vergnügen verschafft, indem ich einen hübschen jungen Wachsoldaten verführte. Jetzt folgt er mir überall hin, wie ein Hündchen... ein ziemlich großes und muskelbepacktes Hündchen!;;Recientemente, me he divertido seduciendo a un guapo guardia joven. Ahora me sigue como un cachorro.. ¡un gran y musculoso cachorro!;;;;;;;;;x
EVTOPTA_WOL_520;¸øËû¸öÉí·İ£¬ÈÃËû³ÉÎªÎÒµÄÇéÈË¡­¡­;En faire un écuyer et le garder comme mon amant...;Ich ernenne ihn zu einem Adeligen und behalte ihn als Liebhaber...;;Lo convertir?en escudero y lo guardar?como amante...;;;;;;;;;x
EVTOPTB_WOL_520;¸øËûµãÌğÍ·£¬ÎÒ¾ÍÄÜµÃµ½×îÖÒ³ÏµÄÎÀÊ¿ÁË£¡;Se livrer ?des petites cabrioles, et en faire le garde le plus loyal de tous les temps?;Ich lasse ihn in mein Bett und verschaffe mir den treuesten Leibwächter überhaupt!;;¡Le dar?un revolcón y tendr?el más guardaespaldas más leal jamás habido!;;;;;;;;;x
EVTOPTC_WOL_520;È·ÊµºÜÓĞÈ¤£¬µ«ÎÒÓ¦¸Ã°ÑÄ¿±ê·ÅÔÚ¸ü¸ßÔ¶µÄµØ·½¡£;C'était divertissant, mais je devrais viser plus haut.;Es hat Spa?gemacht, aber ich sollte mir eine bessere Partie suchen.;;Ha sido muy divertido, pero debería apuntar más alto.;;;;;;;;;x
EVTDESC_WOL_530;ÎÒ×î½üÒ»Ö±ÔÚ¹Ø×¢Ò»Î»Ï´ÍëÅ®ÆÍ£¬Ëı¸»ÓĞÖÇ»Û¶øÇÒÏ²»¶ÕùÇ¿ºÃÊ¤¡£¾¡¹ÜËıÊìÁ·µØ»Ø±Ü×Å¹¬Í¢ÄÚËùÓĞÄĞÈËµÄ×¢Òâ£¬µ«Ö»ÒªÎÒÒ»ÄıÊÓ×ÅËı£¬ËıµÄÁ³¾Í·É¿ìµØºìÆğÀ´¡£Í¨¹ı¹´Òı£¬ÎÒ¿ÉÒÔ°ÑËıÍæÅªÓÚ¹ÄÕÆÖ®¼ä£¬Ã»×¼¿ÉÒÔÅÉÉÏ´óÓÃ³¡¡£;J'ai mes vues sur une jeune vierge fougueuse dotée d'une énorme... intelligence, et cela fait déj?un moment. Bien qu'elle évite habilement les avances de tous les jeunots et vieux hommes de la cour, elle rougit furieusement chaque fois qu'elle croise mon regard. Une fois séduite et ?mes pieds, cette jeune femme pourrait s'avérer très utile...;Ich habe schon seit langem ein Auge auf ein freches, junges Küchenmädchen mit großen... geistigen Fähigkeiten geworfen. Obwohl sie es verstand, sich den Annäherungsversuchen aller Knaben und Graubärte bei Hofe zu entziehen, wird sie rot wie eine Tomate, wenn ich ihr in die Augen blicke. Wenn ich sie verführen und um den Finger wickeln könnte, wäre dieses helle Mädel sicherlich äußerst nützlich...;;Llevo un tiempo fijándome en una joven fregona de enorme... intelecto. Aunque esquiva hábilmente las atenciones de todo muchacho y anciano de la corte, hago que se ruborice furiosamente cuando la miro a los ojos. Seducida y en mis manos, esta zagala perspicaz podría ser muy útil...;;;;;;;;;x
EVTOPTA_WOL_530;¸øËı¸öÉí·İ£¬ÈÃËı³ÉÎªÎÒµÄ·òÈË¡­¡­;Faire d'elle une vraie dame, et la garder comme ma maîtresse...;Ich ernenne sie zu einer Adeligen und behalte sie als Liebhaberin...;;La convertir?en una dama y la mantendr?como amante...;;;;;;;;;x
EVTOPTB_WOL_530;Ë¯ÁËËı£¬½»¸öÅÚÓÑ¡£Ëı»á³ÉÎªÒ»¸öºÜºÃµÄ¼äµı£¡;Coucher avec elle, et en faire ma femme. Elle fera une espionne de choix?;Ich bringe sie dazu, mit mir ins Bett zu gehen und halte sie mir warm. Sie wird sich gut als Spionin machen!;;Que la costarás con ella y hacerla mía.¡Qu?espía har?;;;;;;;;;x
EVTOPTC_WOL_530;Ò»¸öÆÕÍ¨ÏçÏÂæ¤£¿ÎÒ¿ÉÒÔÉÏ¸ö¸üºÃµÄ£¡;Une gueuse issue du peuple? Je peux mieux faire?;Ein gewöhnliches Frauenzimmer? Da kann ich etwas Besseres haben.;;¿Una moza común? ¡Puedo aspirar a algo mejor!;;;;;;;;;x
;##;;;Die Gelegenheit ausnutzen;;Aprovechamiento;;;;;;;;x;
;##;;;Ich habe es mir zur Gewohnheit gemacht, die Verurteilten im Kerker zu besuchen und festgestellt, dass H?ftling [target_prisoner.GetTitledFirstNameNoRegnal] ?u?erst gutaussehend ist! Es ist offensichtlich, dass [target_prisoner.GetSubjectPronoun] mich begehrt, da [target_prisoner.GetSubjectPronoun] einsam ist und sich nach Zuwendung sehnt. Soll ich die Gelegenheit ausnutzen?;;?He llevado a visitar los condenados en las mazmorras, y he dado cuenta de que mi prisionero [target_prisoner.GetTitledFirstNameNoRegnal] es realmente atractivo! En soledad y pasando privaciones, [target_prisoner.GetSubjectPronounCap] obviamente me desea. ?Debo tomar ventaja?;;;;;;;;x;
;##;;;Die Gelegenheit ausnutzen? Als [Root.GetMasterMistress] nehme ich mir, was ich will!;;?Aprovecharme? ?Aqu¨ª mando yo!;;;;;;;;x;
;##;;;[target_prisoner.GetTitledFirstNameNoRegnal] wird Erleichterung angeboten... allerdings keine Hafterleichterung!;;Ofrecer escape a [target_prisoner.GetTitledFirstNameNoRegnal]. .. ?aunque no de la prisi¨®n!;;;;;;;;x;
;##;;;Das ist meiner unw¨¹rdig.;;Es indigno de m¨ª.;;;;;;;;x;
;##;;;Mein Kerkermeister [From.GetTitledFirstName] besucht mich oft in meiner Zelle und treibt mich mit grausamen Neckereien und Avancen zum Wahnsinn ¨C ich k?nnte schw?ren, dass [From.GetSubjectPronoun] jedes Mal weniger Kleidung tr?gt!;;Mi carcelero [From.GetTitledFirstName] ha estado visitando mi celda a menudo, volvi¨¦ndome loco con sus crueles burlas y coqueteos. ?Juro que cada vez lleva menos ropa!;;;;;;;;x;
;##;;;Ich gebe den Avancen nach. Ich muss mir Erleichterung verschaffen!;;Ceder ante sus avances. ?Debo tener alivio!;;;;;;;;x;
;##;;;Niemals! Hass ist st?rker als Lust!;;?Nunca! ?El odio es m¨¢s fuerte que el deseo!;;;;;;;;x;
;##;;;Ich streife die Fesseln ab f¨¹r eine einzige Nacht der Ekstase mit [From.GetTitledFirstNameNoRegnal];;Abandono mi reclusi¨®n durante una sola noche de felicidad con [From.GetTitledFirstNameNoRegnal]. ;;;;;;;;x;
;##;;;Ich legte meine rote Lederbekleidung an und lie? [From.GetTitledFirstNameNoRegnal] aus der Zelle in Ketten zu mir bringen f¨¹r eine Nacht voller Spa? und Spiel!;;?Vest¨ª mi traje de cuero rojo e hice que trajeran a [From.GetTitledFirstNameNoRegnal], con grilletes, desde su celda para una noche de diversi¨®n y juegos!;;;;;;;;x;
;##;;;Beherrsche deine Feinde!;;?Domina a los enemigos!;;;;;;;;x;
EVTDESC_WOL_560;ÎÒ¿´¼û»¨ÏÉ×ÓÅû×ÅºìÉ«³¤·¢£¬³àÉíÂãÌå´ÓÎÒµÄÑÛ½ÇÂÓ¹ı¡£Ëı×ÜÊÇÏ²»¶Ìô¶ºÎÒ£¬È´²»ÇáÒ×Ê¾ÈË£¬ÎÒ¸ÃÔõÑùÓ®µÃËıµÄ·¼ĞÄÄØ£¿;Je la vois du coin de l'œil, alors qu'elle se balade nue et rousse comme elle est, toute souriante. Il s'agit de la nymphe qui vit dans le jardin. Elle me taquine toujours, sans jamais se montrer clairement. Que dois-je faire pour gagner son cœur?;Aus den Augenwinkeln erhasche ich einen Blick auf sie, wie sie nackt, rothaarig und kichernd an mir vorbeisaust ?die Nymphe, die im Garten wohnt. Immer neckt sie mich und zeigt sich doch nie ganz. Wie kann ich ihr Herz gewinnen?;;Veo la revolotear all?por el rabillo del ojo, riendo desnuda y pelirroja -la ninfa que vive en el jardín. Siempre atormentándome, sin manifestarse claramente.¿Qu?debo hacer para ganar su corazón?;;;;;;;;;x
EVTOPTA_WOL_560;¸ß¹óµäÑÅµÄÃµ¹å»¨´Ô£¡ÄÇ¿Ï¶¨¾ÍÊÇËı£¡;Le magnifique vieux rosier? Elle doit être son esprit.;Der wunderbare alte Rosenbusch! Sie muss sein Geist sein.;;¡El magnífico viejo rosal! Debe ser su espíritu.;;;;;;;;;x
EVTOPTB_WOL_560;µÈµÈ¡­¡­ÎªÊ²Ã´ÎÒÒª´©×Å½ôÉíÒÂ´óÀÏÔ¶ÅÜµ½ÕâÀ´£¿;Une seconde... pourquoi suis-je ici, dans mes sous-vêtements ?cette heure-ci?;Moment... weshalb bin ich hier draußen in meiner Unterwäsche, zu dieser Uhrzeit?;;Espera... ¿por qu?estoy aqu? en ropa interior, a estas horas?;;;;;;;;;x
EVTTOOLTIP_WoL_561;ÄãÀ´µ½ÁËÃµ¹å»¨´Ô£¬¿ªÊ¼Ê¾°®¡£;Vous entrez dans le rosier, confessant ainsi votre amour.;Ihr betretet den Rosenbusch, Eure Liebe beteuernd.;;Entras en el rosal, profesando tu amor.;;;;;;;;;x
EVTDESC_WOL_561;µ±ÎÒÖÕÓÚõçõÇµØ×ß³öÃµ¹å´ÔµÄÊ±ºò£¬ÒÑ¾­¹ıÈ¥ºÃ¼¸¸öĞ¡Ê±ÁË¡£ÎÒÏÖÔÚÂúÄÔ×Ó¶¼ÊÇÄ£ºıµÄÈâÌå¼ÇÒä£¬È«Éí¶¼±»´ÌÔú³öÁËÑª£¬¿´À´Òª¸ÉÕâÄ¥ÈËµÄĞ¡Ñı¾«µÃ¸¶³öµã´ú¼Û¡­¡­;Quand je suis enfin sorti[Root.GetNoneE] du rosier, plusieurs heures s'étaient déj?écoulées, et ma tête était remplie de mémoires aussi charnelles que vagues. Mon corps entier saigne ?cause des cruelles épines. La dryade voluptueuse a pris son d?..;Als ich Stunden später aus dem Rosenbusch taumelte, war mein Kopf voller sinnlicher, aber verschwommener Erinnerungen. Wegen der grausamen Dornen blute ich überall. Die üppige Dryade hat ihren Preis gefordert...;;Cuando sal?tambaleándome del rosal, habían pasado horas, con la cabeza llena de recuerdos carnales pero imprecisos. Estoy sangrando por todas partes por las crueles espinas. La dríade voluptuosa ha exigido su precio...;;;;;;;;;x
EVTOPTA_WOL_561;ÎÒ»¹ÄÜÔÙ¼ûµ½ËıÂğ£¿;Pourrai-je la revoir un jour?;Werde ich sie jemals wiedersehen?;;¿Volver?a verla alguna vez?;;;;;;;;;x
EVTDESC_WOL_562;½ñÌì£¬ÆÍÈËÃÇÔÚÃµ¹å»¨´ÔÖĞµÄÒ»¸öÀº¿ğÀï£¬·¢ÏÖÁË¸öĞÂÉú¶ù¡£ÄÇÒ»¶¨ÊÇÎÒºÍÏÉÅ®ÇéÈËµÄÖÖ£¡;Aujourd'hui, les servants ont trouv?un nouveau-n?dans un panier sous le rosier magique de ma dryade chérie?;Heute fanden die Dienstboten ein Neugeborenes in einem Korb unter dem magischen Rosenbusch meiner Geliebten, der Dryade!;;¡Hoy los criados encontraron un beb?recién nacido en una cesta bajo el rosal mágico mi dríada amante!;;;;;;;;;x
