;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
BM_CHARLEMAGNE_ERA_INFO;中世纪早期始于5世纪西罗马的毁灭。这一时期早期伴随着日耳曼和斯拉夫民族跨越欧洲的迁徙。这些民族里包括在南部欧洲定居的哥特人和伦巴第人，在高卢定居的法兰克人，渡海占领不列颠的萨克森人。与此同时，东罗马受到哥特人与阿瓦人的威胁，又与古老的波斯敌人苦战。伊斯兰教的崛起让阿拉伯人横扫中东与北非、征服大量的土地。而在东方的印度，数个大王朝为了曲女城的支配权展开了激烈的竞争，其中包括8世纪末崛起的罗湿陀罗拘陀。而在草原上，可萨人崭露头角；在斯堪的纳维亚，一股搅动世界的力量还未成熟……;Le haut Moyen 耮e commence avec la chute de l'Empire romain d'Occident ?la fin du Ve si鑓le. Cette p閞iode s'ouvre avec les grandes migrations germaniques et slaves qui traversent l'Europe, et avec l'installation de peuples tels les Goths et les Lombards dans le Sud. Les Francs, eux, s'installent en Gaule et les Saxons traversent la mer et s'installent sur l'頻e de Bretagne. L'Empire romain d'Occident est violemment 閎ranl?par les attaques des Goths et des Avars, et affronte son vieil ennemi perse dans une lutte sanglante. La mont閑 de l'islam voit les Arabes d閒erler sur d'immenses territoires du Moyen-Orient et d'Afrique du Nord, tandis qu'en Inde, plusieurs grandes dynasties luttent pour asseoir leur domination. Dans les steppes, les Khazars gagnent en puissance et en Scandinavie, de grands changements se pr閜arent qui vont toucher tout le continent.;Das Fr黨mittelalter beginnt mit dem Fall Westroms zu Beginn des 5. Jahrhunderts. In seine fr黨e Phase fallen die Wanderungen der germanischen und slawischen St鋗me durch Europa, in deren Folge sich Goten und Lombarden in S黡europa ansiedelten, w鋒rend die Franken sich in Gallien niederlie遝n und die Sachsen 黚er das Meer nach England wanderten. Der 鰏tliche Teil des R鰉ischen Reiches erzitterte unter dem Druck der Goten und Awaren und k鋗pfte einen erbitterten Krieg gegen seinen alten Feind Persien. Der Aufstieg des Islam f黨rte zu weitreichenden Eroberungen der Araber im Nahen Osten und in Nordafrika, w鋒rend in Indien mehrere m鋍htige Dynastien um die Vorherrschaft stritten, wobei gegen Ende des 8. Jh. die Dynastie der Rashtrakuta zu Bedeutung gelangte. In den Steppen erlebten die Khasaren einen Aufschwung und in Skandinavien fand eine Entwicklung statt, die den ganzen europ鋓schen Kontinent beeinflussen sollte...;;La Temprana Edad Media se inici?con la ca韉a del Imperio romano de Occidente a principios del siglo V. Al inicio de esta 閜oca tuvieron lugar las grandes migraciones germ醤icas y eslavas a trav閟 de Europa, con pueblos como los godos y los lombardos estableci閚dose en el sur de Europa, los francos asent醤dose en la Galia y los sajones cruzando el mar y situ醤dose en la Breta馻. El Imperio romano de Oriente fue violentamente sacudido por la presi髇 de godos y 醰aros, y lucharon implacablemente con el antiguo enemigo persa. El auge del islam vio c髆o los 醨abes conquistaban enormes extensiones de territorio en Oriente Medio y norte de 羏rica, y varias dinast韆s compitieron por el dominio de la India, donde los Rashtrakutas se hicieron con el poder a finales del siglo VIII. En las estepas, los j醶aros acumularon poder, y en Escandinavia  las cosas iban a cambiar de una manera que iba a afectar el continente entero...;;;;;;;;;x
BM_THE_OLD_GODS_ERA;维京时代;L'鈍e des Vikings;Das Zeitalter der Wikinger;;蓀oca Vikinga;;;;;;;;;x
BM_THE_OLD_GODS_ERA_INFO;9世纪中叶，一群来自北境被称作维京人的掠夺者和冒险者在欧洲版图上留下了不可磨灭的痕迹。他们在俄罗斯、不列颠群岛建立国家，步伐远及黑海和地中海。查理曼的后人、加洛林王朝的统治者们在法兰西、日耳曼和意大利统治着强大的国度，与此同时，在伍麦叶王朝统治下，穆斯林的信仰深深地扎根在西班牙的土地上。拜占庭的皇帝在哈里发与保加利亚人的双重压力下仍坚守着。马扎尔人为了争夺喀尔巴阡盆地而蓄势待发。伊斯兰教在萨法尔王朝等君主的统治下快速传遍了波斯，并逐渐渗透进印度河谷。再往东，印度教的瞿折罗·波罗提诃罗王朝在不断扩张。;Vers le milieu du IXe si鑓le, les pillards et aventuriers nordiques connus sous le nom de Vikings commencent d閖??imprimer leur marque ind閘閎ile en Europe, 閠ablissant des royaumes en Russie et dans les 頻es britanniques, pillant des contr閑s aussi lointaines que la mer Noire et la M閐iterran閑. Les souverains carolingiens, descendants de Charlemagne, poss閐ent de puissants royaumes en France, en Germanie et en Italie, tandis que l'islam d閠ient de solides bases en Espagne avec la dynastie des Omeyyades. L'empereur byzantin connait des moments difficiles face ?la pression du Califat et des Bulgares. ?l'ouest des steppes, les Magyars se pr閜arent ?envahir le bassin des Carpates. L'Islam se r閜and rapidement en Perse sous l'impulsion de souverains tels que les Saffarides, et se propage jusqu'?la vall閑 de l'Indus. Plus ?l'est encore, la dynastie hindoue des Pratih鈘a s'閠end.;Zu Mitte des 9. Jh. hatten die skandinavischen Pl黱derer und Abenteurer, die unter der Bezeichnung Wikinger zusammengefasst werden, der europ鋓schen Landkarte bereits ihren unausl鰏chlichen Stempel aufgedr點kt. Sie gr黱deten Reiche in Russland und auf den Britischen Inseln und segelten auf ihren Raub- und Erkundungsfahrten bis ins Schwarze Meer und ins Mittelmeer. Als die Nachkommen Karls des Gro遝n herrschten die Karolinger 黚er m鋍htige Reiche in Frankreich, Deutschland und Italien, w鋒rend der Islam unter den Umayyaden in Spanien nun eine gesicherte Machtbasis hatte. Im Osten musste sich der Kaiser von Byzanz des wachsenden Drucks der Kalifen und der Bulgaren erwehren. Westlich der in Einzelreiche zersplitterten Steppen waren die Magyaren in einer g黱stigen Position, Anspruch auf das Karpatenbecken zu erheben. In Persien breitete sich der Islam schnell unter den Herrscherdynastien wie den Saffariden aus und drang dabei bis zum Indus vor. Und noch weiter 鰏tlich erweiterten die Hindus der Pratihara-Dynastie ihre Machtbasis.;;A mediados del siglo IX, los aventureros e invasores n髍dicos conocidos como vikingos, ya hab韆n empezado a situar su imborrable marca en el mapa de Europa. Estableciendo reinos en Rusia y las Islas Brit醤icas y viajaron y saquearon en lugares tan lejanos como el Mar Negro y el Mediterr醤eo. Los gobernantes carolingios, descendientes de Carlomagno, estuvieron al mando de poderosos reinos en Francia, Alemania e Italia, mientras que la religi髇 musulmana se estableci?fuertemente en Espa馻 a manos de los omeyas. El emperador bizantino no se rindi?  a pesar de ser cada vez m醩 presionado por el califato y los b鷏garos. Al oeste de las fracturadas estepas, los magiares estaban preparados para reclamar la Cuenca  de los C醨patos. El Islam se expandi?r醦idamente por Persia, bajo unos gobernantes como los saffar韘, y penetr?en el Valle del Indo. M醩 hacia el este, se expandi?la dinast韆 hind?Pratihara.;;;;;;;;;x
BM_FATE_OF_ENGLAND_ERA;中世纪盛期;Moyen 耮e classique;Hochmittelalter;;Plena Edad Media;;;;;;;;;x
BM_FATE_OF_ENGLAND_ERA_INFO;10世纪末至11世纪初，穆斯林世界经历着巨大变动——塞尔柱、伽色尼等突厥王朝控制着波斯。拜占庭帝国仍然坚守着国土，但可以预料到更差的情况正在到来。中欧和西欧被法兰西和强盛的神圣罗马帝国所瓜分，与此同时，基督教诸王正着手向分崩离析而虚弱的西班牙穆斯林发起进攻。斯堪的纳维亚迅速地皈依了基督教，而在俄罗斯和不列颠定居的诺斯人也逐渐与当地居民同化。然而，在诺曼底和西西里的维京人后裔仍在准备着新的征服，第一次十字军东征也即将到来……;Vers la fin du Xe et le d閎ut du XIe si鑓les, le monde musulman conna顃 des changements? les dynasties turques telles que les Seldjoukides et des Ghaznavides dominent ?pr閟ent la Perse. L'Empire byzantin perdure toujours, mais le pire reste encore ?venir. L'Europe centrale et occidentale est divis閑 entre la France et le puissant Saint-Empire romain tandis que les rois chr閠iens gagnent du terrain sur une Espagne musulmane divis閑 et affaiblie. La Scandinavie se convertit rapidement au christianisme, tandis que les colons nordiques install閟 en Russie et en Bretagne s'assimilent aux populations locales. Cependant, les descendants des Vikings implant閟 en Normandie et en Italie se pr閜arent ?de nouvelles conqu阾es, et le temps de la premi鑢e croisade approche...;Im sp鋞en 10. und fr黨en 11. Jh. 鋘derten sich die Machtverh鋖tnisse der muslimischen Welt, als t黵kische Dynastien wie die Seldschuken und Ghaznaviden die Vorherrschaft in Persien 黚ernahmen. Das Byzantinische Reich bestand fort, doch ihm sollten schlimme Zeiten bevorstehen. Frankreich und das Heilige R鰉ische Reich teilten sich die Herrschaft 黚er den Westen und die Mitte des europ鋓schen Festlandes, w鋒rend christliche K鰊ige gegen ein ungeeintes und geschw鋍htes muslimisches Spanien vorr點kten. In Skandinavien breitete sich das Christentum schnell aus und die Wikinger, die sich in Russland und auf der Britischen Insel niedergelassen hatten, wurden von der dortigen Bev鰈kerung assimiliert. Ihre Nachkommen jedoch, in der Normandie und in Italien, r黶teten sich f黵 neue Eroberungsz黦e und das Zeitalter der Kreuzz黦e nahte...;;A finales del siglo X y comienzos del XI, el mundo musulm醤 cambi? con dinast韆s turcas como los selij鷆idas y los gazn醰idas ahora dominando Persia. El Imperio bizantino a鷑 se manten韆 pero se le acercaban tiempos dif韈iles. La Europa continental central y occidental estaba escindida entre Francia y un fuerte Sacro Imperio Romano, mientras que los reyes cristianos avanzaban ante una debilitada y fracturada Espa馻 musulmana. Escandinavia pronto se convirti?a la cristiandad y los colonos n髍dicos en Rusia y Breta馻 fueron integrados a las poblaciones locales. Adem醩, los descendientes de los vikingos en Normand韆 e Italia se preparaban para nuevas conquistas, y se acercaba el momento de la Primera Cruzada... ;;;;;;;;;x
BM_THE_MONGOLS_ERA;蒙古人时代;L'鈍e des Mongols;Der Mongolensturm;;Edad de los Mongoles;;;;;;;;;x
BM_THE_MONGOLS_ERA_INFO;当欧洲进入13世纪，君士但丁堡已被突厥人削弱，又经历了第四次十字军的血洗，拜占庭已是强弩之末。突厥人仍然统治着中东和波斯；而在印度，随着旧王朝的衰落，许多新的王国崛起并激烈地争夺权力。诺曼征服为英格兰和法兰西带来了新的政治与王室冲突；西班牙的基督教国家继续成长；斯堪的纳维亚彻底摒弃了原始宗教、中央集权不断加强。在俄罗斯，几个大公国在东边的保加尔人与库曼人的威胁下争权夺利。在日耳曼和意大利，神圣罗马帝国仍然稳若泰山。但在这一切之外，一股新的力量在东方正准备登场——当蒙古人策马扬鞭进入东欧和波斯，他们讲颠覆整个欧亚大陆西部的力量平衡……;Alors que l'Europe entre dans le XIIIe si鑓le, Constantinople est affaiblie par les Turcs et pill閑 par la quatri鑝e croisade, et l'Empire byzantin connait de grandes difficult閟. Les Turcs r鑗nent encore au Moyen-Orient et en Perse. En Inde, de nouveaux royaumes luttent pour la domination apr鑣 la chute des vieilles dynasties. Les conqu阾es normandes ont cr殚 de nouvelles luttes politiques et dynastiques en Angleterre et en France, les royaumes chr閠iens d'Espagne se renforcent un peu plus chaque jour, la Scandinavie abandonne le paganisme et devient plus centralis閑. En Russie, plusieurs principaut閟 luttent pour gagner en puissance dans l'ombre des Bulgares et des Cumans. En Germanie et en Italie, le Saint-Empire romain tient bon, mais plus ?l'est, une nouvelle puissance s'appr阾e ?entrer en jeu. Lorsque les Mongols arrivent dans l'est de l'Europe et en Perse, ils modifient l'閝uilibre du monde dans toute l'Eurasie occidentale...;Als Europa ins 13. Jh. eintrat, war Konstantinopel von den T黵ken geschw鋍ht und vom Vierten Kreuzzug gebrandschatzt worden. Byzanz hatte seine Machtposition so gut wie verloren. Die T黵ken herrschten 黚er den Nahen Osten und Persien, und in Indien versuchten viele neue K鰊igreiche nach dem Niedergang alter Herrscherdynastien die Vorherrschaft an sich zu rei遝n. Die Eroberung Englands durch die Normannen l鰏te neue politische und dynastische Konflikte in England und Frankreich aus, die christlichen K鰊igreiche Spaniens wurden stetig m鋍htiger und im nun endg黮tig christianisierten Skandinavien wurde die Herrschaft allm鋒lich zentralisierter. In Russland k鋗pften mehrere F黵stent黰er im Schatten der Bulgaren und Kumanen im Osten um die Macht. In Deutschland und Italien behielt das Heilige R鰉ische Reich seine zentrale Bedeutung, doch jenseits dieser Entwicklungen erhob sich am 鰏tlichen Horizont eine neue Gro適acht. Als die Mongolen in Osteuropa und Persien einfielen, sollte dies das Kr鋐tegleichgewicht in Westeurasien von Grund auf 鋘dern...;;Cuando Europa entr?en el siglo XIII Constantinopla ya hab韆 sido debilitada por los turcos y saqueada por la Cuarta Cruzada, as?que el Imperio bizantino era d閎il. Los turcos a鷑 reinaban en el Oriente Medio y Persia, en la India muchos nuevos reinos compet韆n por el poder tras la ca韉a de las viejas dinast韆s. La conquista normanda hab韆 tra韉o nuevas disputas a Inglaterra y Francia, los reinos cristianos de Espa馻 segu韆n fortaleci閚dose, Escandinavia hab韆 abandonado el paganismo y se hab韆 centralizado. En Rusia, varios principados luchaban por el poder a la sombra de los b鷏garos y los cumanos, al este. En Alemania e Italia, el Sacro Imperio Romano a鷑 segu韆 firme, pero con todo lo que estaba sucediendo al este, estaba a punto de aparecer un nueva potencia. Cuando los mongoles irrumpieron en Europa del Este y Persia, cambi?el equilibrio de poderes en toda la Eurasia Occidental...;;;;;;;;;x
BM_100_YEARS_WAR_ERA;中世纪晚期;Bas Moyen 耮e;Sp鋞mittelalter;;Crisis de la Edad Media;;;;;;;;;x
BM_100_YEARS_WAR_ERA_INFO;中世纪晚期的欧洲与几百年前相比大不相同。西班牙由基督教诸王国所统治，穆斯林只能在最南端的一小片土地负隅顽抗。神圣罗马帝国仍然控制着中欧，但紧邻着一个强大的匈牙利；与此同时，从诺曼征服起就已埋下祸根的英法王朝纷争将带来更加血腥和旷日长久的战争。金帐汗国和伊尔汗国统治着大草原和波斯，使得从印度到中欧的所有君主都不得不重视蒙古人。图格鲁克王朝在印度拥有广袤的领土，与此同时北非则被众多阿拉伯王朝所分割。突厥人对中东的主导似乎止于蒙古人的入侵，但在安纳托利亚一个叫奥斯曼的王朝才刚开始崭露头角……;L'Europe du bas Moyen 耮e est bien diff閞ente de ce qu'elle 閠ait quelques si鑓les auparavant. L'Espagne est domin閑 par les royaumes chr閠iens, les souverains musulmans ne contr鬺ant plus que le sud de la p閚insule. Le Saint-Empire romain domine encore le centre de l'Europe aux c魌閟 d'une Hongrie puissante, tandis que la France et l'Angleterre s'embourbent dans des conflits dynastiques longs et sanglants qui trouvent leurs racines dans la conqu阾e normande. La Horde d'or et les Ilkhanides dominent les steppes et la Perse, contraignant tous les souverains d'Europe centrale et d'Inde ?prendre les Mongols au s閞ieux. La dynastie des Tughl鹮 contr鬺e un immense empire en Inde, tandis que l'Afrique du Nord est divis閑 entre diverses dynasties arabes. La domination turque sur le Moyen-Orient semble avoir mis un terme aux conqu阾es mongoles, mais en Anatolie, une dynastie du nom des Ottomans vient d'appara顃re...;Das Europa des Sp鋞mittelalter unterschied sich deutlich vom Europa nur einige hundert Jahre zuvor. Spanien wurde nun von christlichen K鰊igreichen beherrscht, und nur im S黡en hielten sich muslimische Herrscher. Das Heilige R鰉ische Reich dominierte weiterhin Zentraleuropa, in Nachbarschaft zu einem starken Ungarn, w鋒rend in Frankreich und England dynastische Konflikte, die ihre Wurzeln in der Zeit der normannischen Eroberung hatten, lange, blutige Kriege heraufbeschworen. Die Goldene Horde und das Ilkhanat herrschten 黚er die Steppen und 黚er Persien, was die Herrscher Europas und Indiens zwang, die Mongolen in etwaige 躡erlegungen miteinzubeziehen. Die Dynastie der Tughluq herrschte 黚er ein riesiges Reich in Indien, w鋒rend Nordafrika unter verschiedenen arabische Dynastien aufgeteilt war. Die t黵kische Vorherrschaft im Nahen und Mittleren Osten war nach dem Vordringen der Mongolen scheinbar beendet, allerdings gab es in Anatolien eine neue Herrscherfamilie, die Osmanen, die bald auf sich aufmerksam machte...;;Durante la Crisis de la Edad Media, Europa era un lugar muy diferente respecto a lo que hab韆 sido unos pocos siglos antes. Espa馻 estaba dominada por los reinos cristianos y los gobernantes musulmanes solamente permanec韆n aferrados en el sur. El Sacro Imperio Romano a鷑 dominaba la Europa Central pr髕ima a la fuerte Hungr韆, mientras que en Francia e Inglaterra los conflictos din醩ticos con ra韈es en la conquista normanda, iban a llevarlas a largas y sangrientas guerras. La Horda Dorada y el Iljanato dominaban las Estepas y Persia, obligando a todos los gobernantes entre la Europa Central e India a tener en cuenta a los mongoles. La dinast韆 tughl鷔uida gobern?un inmenso imperio en la India, mientras que el Norte de 羏rica estaba dividido entre varias dinast韆s 醨abes. El dominio turco en el Oriente Medio parec韆 que hab韆 llegado a su fin con las conquistas de los mongoles, pero en Anatolia estaba despertando una nueva dinast韆 conocida como los otomanos...;;;;;;;;;x
ze_administration_laws_0;封建管理;Administration f閛dale;Feudale Verwaltung;;Administraci髇 Feudal;;;;;;;;;x
ze_administration_laws_0_option;封建的;F閛dale;Feudal;;Feudal;;;;;;;;;x
ze_administration_laws_0_desc;封建社会是一种拥有大量土地的领主的等级制社会；在这种社会中，每个人都需要对直接上级领主效忠并可以命令他们的直接下级。大多数中世纪国家都采取这样的方式运作，这意义着统治者非常依赖强大封臣 [Player.GetHerHis] 的忠诚。;Une soci閠?f閛dale est une hi閞archie de seigneurs terriens. Chaque personne dans ce syst鑝e jure all間eance ?celles qui se trouvent au-dessus d'elle et commande ?celles qui se trouvent en dessous. C'est ainsi que la majorit?du monde m閐i関al fonctionne. Cela signifie qu'un souverain d閜end grandement de la loyaut?de ses plus puissants vassaux.;Eine Feudalgesellschaft bezeichnet ein hierarchisches System von F黵sten mit Landbesitz. Jede Person hat einen Lehnsherrn, dem sie direkt unterstellt ist, sowie Lehnsm鋘ner, die ihr direkt unterstellt sind. Der Gro遲eil der mittelalterlichen Welt folgte diesem Prinzip. Als Konsequenz davon war der Herrscher stark von der Loyalit鋞 [Player.GetHerHis] einflussreicheren Vasallen abh鋘gig.;;Una sociedad feudal es una jerarqu韆 de terratenientes en la cual cada persona del sistema debe lealtad a sus superiores y dan 髍denes a los que tienen por debajo. La mayor parte del mundo medieval funciona de este modo, lo que significa que el gobernante depende, en gran medida, de la lealtad de [Player.GetHerHis] vasallos m醩 poderosos.;;;;;;;;;x
ze_administration_laws_2;帝国体制;Administration imp閞iale;Kaiserlich-imperiale Verwaltung;;Administraci髇 Imperial;;;;;;;;;x
ze_administration_laws_2_option;帝国;Imp閞iale;Kaiserlich;;Imperial;;;;;;;;;x
ze_administration_laws_2_desc;这种政治体制类似于罗马帝国时期的体制，是由不同等级的官吏体系以皇帝的名义对国家日常事物进行处理，这种体制通过削弱地方附庸的圈里来使得政权稳固。;Ce syst鑝e est similaire ?celui qui existait dans l'Empire romain? une hi閞archie de magistrats et de fonctionnaires s'occupe de la gestion au quotidien au nom de l'empereur. Ce syst鑝e permet une structure puissante qui accorde moins de pouvoirs aux vassaux d閒initivement attach閟 ?leur terre.;Dieses Verwaltungssystem 鋒nelt dem des R鰉ischen Reiches. Eine Hierarchie von Magistraten und Funktion鋜en erledigt die Regierungsgesch鋐te im Namen des Kaisers. Dabei entsteht ein Machtgef黦e, bei dem weniger Macht in die H鋘de der F黵sten bzw. Grundherren 黚ergeht.;;Este sistema de administraci髇 es similar al del Imperio Romano, cuenta con una jerarqu韆 de magistrados y funcionarios que llevan diariamente los asuntos en nombre del emperador. Esto permite crear una estructura de poder que ofrece menos poder a los vasallos que poseen tierras de forma permanente.;;;;;;;;;x
SUPPLY_LIMIT_TOOLTIP;补给限制：$VALUE|Y$;Capacit?de ravitaillement: $VALUE|Y$;Nachschublimit: $VALUE|Y$;Limit zapas體: $VALUE|Y$;L韒ite de suministros: $VALUE|Y$;Limite rifornimenti: $VALUE|Y$;K閟zlethat醨: $VALUE|Y$;Limit dod醰ek: $VALUE|Y$;;;;;;x
MAKE_GREY;$TEXT|g$;$TEXT|g$;$TEXT|g$;;$TEXT|g$;;;;;;;;;x
Zeus;御前议会;Le Conseil;Conclave;;Conclave;;;;;;;;;x
EVTOPTC_SOA_4032;与[FromFrom.GetObjectPronoun]进行神学辩论;Une confrontation th閛logique s'impose;Verwickelnt [FromFrom.GetObjectPronoun] in eine theologische Debatte;;Involucrar[FromFrom.GetObjectPronoun] en un debate teol骻ico;;;;;;;;;x
EVTDESC_WOL_55_FF_MARRIED;就在几天前 - 我如常地潜伏了起来 - 我把[FromFrom.GetTitledName]和我的[GetFromRelation] [From.GetFirstName]抓个现行！他们并没有注意到我，但我依然感到非常震惊！[Root.Religion.GetRandomGodName]在上，[FromFrom.GetSubjectPronounCap]可是一位已婚的[FromFrom.GetManWoman]！;L'autre jour - alors que je r鬱ais comme je le fais souvent - j'ai pris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation] [From.GetFirstName] en flagrant d閘it? Ils ne m'ont pas vu, mais je suis toujours sous le choc? [From.GetSubjectPronounCap] est une personne mari閑, nom de [Root.Religion.GetRandomGodName]?;Neulich habe ich beim Spionieren tats鋍hlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt. [From.GetSubjectPronounCap] ist ein/e verheiratete/r [From.GetManWoman], bei [Root.Religion.GetRandomGodName]!;;Justo el otro d韆 -escondi閚dome, como hago a menudo- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti!o me vieron, pero a鷑 estoy impactado! '[From.GetSubjectPronounCap] es [From.GetManWoman] casado/ casada con [Root.Religion.GetRandomGodName]! ;;;;;;;;;x
maintaining_mercenary_band_2;维持佣兵团2;R閍pprovisionnement d'une bande de mercenaires;Unterh鋖t S鰈dnertrupp;;Mantenimiento de compa耥a mercenaria;;;;;;;;;x
maintaining_mercenary_band_3;维持佣兵团3;R閍pprovisionnement d'une bande de mercenaires;Unterh鋖t S鰈dnertrupp;;Mantenimiento de compa耥a mercenaria;;;;;;;;;x
maintaining_mercenary_band_4;维持佣兵团4;R閍pprovisionnement d'une bande de mercenaires;Unterh鋖t S鰈dnertrupp;;Mantenimiento de compa耥a mercenaria;;;;;;;;;x
maintaining_mercenary_band_5;维持佣兵团5;R閍pprovisionnement d'une bande de mercenaires;Unterh鋖t S鰈dnertrupp;;Mantenimiento de compa耥a mercenaria;;;;;;;;;x
maintaining_mercenary_band_6;维持佣兵团6;R閍pprovisionnement d'une bande de mercenaires;Unterh鋖t S鰈dnertrupp;;Mantenimiento de compa耥a mercenaria;;;;;;;;;x
maintaining_mercenary_band_7;维持佣兵团7;R閍pprovisionnement d'une bande de mercenaires;Unterh鋖t S鰈dnertrupp;;Mantenimiento de compa耥a mercenaria;;;;;;;;;x
desc_maintaining_mercenary_band_2;这块领地用于补充佣兵团2;Cette propri閠?est utilis閑 pour r閍pprovisionner en hommes une bande de mercenaires;Diese Liegenschaft wird verwendet, um S鰈dnertrupps aufzuf黮len.;;Esta posesi髇 es usada para rellenar compa耥as mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_3;这块领地用于补充佣兵团3;Cette propri閠?est utilis閑 pour r閍pprovisionner en hommes une bande de mercenaires;Diese Liegenschaft wird verwendet, um S鰈dnertrupps aufzuf黮len.;;Esta posesi髇 es usada para rellenar compa耥as mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_4;这块领地用于补充佣兵团4;Cette propri閠?est utilis閑 pour r閍pprovisionner en hommes une bande de mercenaires;Diese Liegenschaft wird verwendet, um S鰈dnertrupps aufzuf黮len.;;Esta posesi髇 es usada para rellenar compa耥as mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_5;这块领地用于补充佣兵团5;Cette propri閠?est utilis閑 pour r閍pprovisionner en hommes une bande de mercenaires;Diese Liegenschaft wird verwendet, um S鰈dnertrupps aufzuf黮len.;;Esta posesi髇 es usada para rellenar compa耥as mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_6;这块领地用于补充佣兵团6;Cette propri閠?est utilis閑 pour r閍pprovisionner en hommes une bande de mercenaires;Diese Liegenschaft wird verwendet, um S鰈dnertrupps aufzuf黮len.;;Esta posesi髇 es usada para rellenar compa耥as mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_7;这块领地用于补充佣兵团7;Cette propri閠?est utilis閑 pour r閍pprovisionner en hommes une bande de mercenaires;Diese Liegenschaft wird verwendet, um S鰈dnertrupps aufzuf黮len.;;Esta posesi髇 es usada para rellenar compa耥as mercenarias;;;;;;;;;x
