;#b_amalfi;Amalfi;;Amalfi;;Amalfi;;;;;;;;;x;
;#CODE;ENGLISH;;GERMAN;;ESPA?OL;;;;;;;;;x;
;#duchy_of_norse_pagan;Jarldom of;;Jarltum von;;Jarldom de;;;;;;;;;x;
;#duchy_of_norse_pagan_reformed;Jarldom of;;Jarltum von;;Jarldom de;;;;;;;;;x;
;#duke_norse_pagan;Jarl;;Jarl;;Jarl;;;;;;;;;x;
;#duke_norse_pagan_reformed;Jarl;;Jarl;;Jarl;;;;;;;;;x;
;#EVTDESC39101;A new Christian military order has been founded by a small group of wealthy knights。The Poor Fellow——Soldiers of Christ and of the Temple of Solomon —— or the Knights Templar for short —— have sworn to protect pilgrims travelling through the Holy Land。[ThePope.GetTitledFirstName] fully endorses the Order	and will allow pious Catholic rulers to call on their aid	though they will only fight against heretics and infidels。;;Ein neuer christlich-milit?rischer Orden wurde von einer kleinen Gruppe reicher Ritter gegründet. Die Arme Ritterschaft Christi und des salomonischen Tempels zu Jerusalem – kurz Tempelritter – haben geschworen	alle Pilger auf ihren Reisen durch das Heilige Land zu schützen. [ThePope.GetTitledFirstName] unterstützt den Orden vollkommen und erlaubt frommen katholischen Herrschern	den Orden zu Hilfe zu rufen. Er k?mpft jedoch nur gegen Ketzer und Ungl?ubige.;;Una nueva orden militar Cristiana ha sido fundada por un peque?o grupo de caballeros ricos. Los Miembros Pobres	Soldados de Cristo y del Templo de Salomón	o los Caballeros Templarios	para abreviar	han jurado proteger a los peregrinos que viajan a través de la Tierra Santa. [ThePope.GetTitledFirstName] respalda plenamente la Orden	y permitirá a los gobernantes Católicos piadosos pedir su ayuda	a pesar de que sólo van a luchar contra los herejes e infieles.;;;;;;;;;x;
;#EVTDESC39102;The Order of Brothers of the German House of Saint Mary in Jerusalem has been formed	sponsored by [ThePope.GetTitledFirstName] and the Holy Roman Emperor。The Teutonic Order	much like the Knights of St。John and the Knights Templar	primarily protect and care for pilgrims to the Holy Land	but will serve any good Catholic ruler willing to pay for their upkeep。Being a religious order	they will only fight against heretics and infidels。;;Der Orden der Brüder vom deutschen Haus Sankt Mariens in Jerusalem wurde mit der Unterstützung von [ThePope.GetTitledFirstName] und des Heiligen R?mischen Kaisers gegründet. Der Teutonische Orden beschützt	?hnlich wie die Ritter von St. John und den Tempelrittern	die Pilger zum Heiligen Land	wird aber jedem guten	katholischen Herrscher dienen der bereit ist	ihren Unterhalt zu zahlen. Als religi?ser Orden k?mpfen sie nur gegen Ketzer und Ungl?ubige.;;La Orden de los Hermanos de la Casa Alemana de Santa María en Jerusalén se ha formado	patrocinada por [ThePope.GetTitledFirstName] y el Santo Emperador Romano. La Orden Teutónica	al igual que los Caballeros de San Juan y los Caballeros Templarios	principalmente protegen y cuidan a los peregrinos a Tierra Santa	pero servirán a cualquier buen gobernante Católico dispuesto a pagar por su mantenimiento. Siendo una orden religiosa	sólo lucharán contra los herejes e infieles.;;;;;;;;;x;
;#EVTDESC62920;With our new capital in León	I have decided to rename the kingdom of Asturias to León	thereby clearly declaring my ambitions in the Iberian heartlands……;;Mit unserer neuen Hauptstadt in León habe ich beschlossen	das K?nigreich von Asturien in León umzubennen und hiermit meine Ambitionen im iberischen Kernland zu verkünden…;;Con nuestra nueva capital en León	he decidido cambiar el nombre del reino de Asturias a León	con lo que se declaran claramente mis ambiciones en la zona Ibérica central...;;;;;;;;;x;
;#EVTDESC62921;[From.GetTitledName] has decided to rename [From.GetPossPronoun] kingdom to León after its new capital	signaling an increased political focus on the Iberian heartlands and away from the coastal periphery。;;[From.GetTitledName] hat beschlossen	das [From.GetPossPronoun] K?nigreich nach seiner Hauptstadt zu León umzubennenn	und seinen verst?rkten politischen Fokus auf das iberische Kernland und weg von den Küsten-Randgebieten zu signalisieren.;;[From.GetTitledName] ha decidido cambiar el nombre de [From.GetPossPronoun] reino a León por su nueva capital	lo que indica una mayor atención política en la zona Ibérica central y fuera de la periferia costera.;;;;;;;;;x;
;#EVTNAME62920;The Kingdom of León;;Das K?nigreich von León;;El Reino de León;;;;;;;;;x;
;#EVTNAME62921;The Kingdom of León;;Das K?nigreich von León;;El Reino de León;;;;;;;;;x;
;#EVTTOOLTIP62920;I am crowned King of León;;Ich bin gekr?nter K?nig von León;;Soy coronado Rey de León;;;;;;;;;x;
;#job_marshal_greek;Strategos;;Strategos;;Estratega;;;;;;;;;x;
;#k_seljuk_turks;Seljuk Turks;;Seldschuken;;Turcos Selyúcidas;;;;;;;;;x;
;#LIEGE_PIETY;Piety from temple vassals：+$VALUE$?;;Fr?mmigkeit von Tempelvasallen: +$VALUE$?;;Piedad de los vasallos del templo: +$VALUE$?;;;;;;;;;x;
;#LIEGE_PIETY_BUILDING;Piety to Liege：+$VALUE$?;;Fr?mmigkeit für den Lehnsherrn: +$VALUE$?;;Piedad al Se?or Feudal: +$VALUE$?;;;;;;;;;x;
;#MAKE_CONSORT_INTERACTION_LONG_DESC;Pagan rulers can have up to three concubines in addition to their wife。Concubines are not truly married	but will bear their liege's legitimate children。A woman who is the prisoner of a Pagan ruler can be forced to become his concubine	even if she is already married。;;Heidnische Herrscher k?nnen bis zu drei Konkubinen neben ihrer Frau haben. Konkubinen sind nicht wirklich verheiratet	geb?ren ihrem Lehnsherrn aber legitime Kinder. Eine Frau	die eine Gefangene eines heidnischen Herrschers ist	kann dazu gezwungen werden	seine Konkubine zu werden	selbst wenn sie bereits verheiratet ist.;;Los gobernantes Paganos pueden tener hasta tres concubinas además de su esposa. Las concubinas no están realmente casadas	pero darán hijos legítimos a sus se?ores. Una mujer prisionera de un gobernante Pagano puede ser obligada a convertirse en su concubina	aunque ya esté casada.;;;;;;;;;x;
;#MONTHLY_PIETY_TO_LIEGE;Monthly Piety to Liege：\n;;Monatl. Fr?mmigkeit zum Lehnsherrn:\n;;Piedad Mensual a Se?or Feudal:\n;;;;;;;;;x;
;#norse_pagan_reformed;Norse;;nordisch;;Nórdico;;;;;;;;;x;
;#obj_become_king_desc;[This.GetTitledFirstName] wants to become King of [This.Capital.Kingdom.GetName]。If pagan	it allows [This.GetObjectPronoun] the unlimited use of the Subjugation Casus Belli within the kingdom。;;[This.GetTitledFirstName] m?chte K?nig von [This.Capital.Kingdom.GetName] werden. Bei heidnischer Herrschaft erlaubt dies [This.GetObjectPronoun] die unbegrenzte Verwendung des Kriegsgrunds Unterwerfung in diesem K?nigreich.;; [This.GetTitledFirstName] quiere convertirse en Rey de [This.Capital.Kingdom.GetName]. Si es pagano	permite a [This.GetObjectPronoun] el uso ilimitado de la Casus Belli Subyugación dentro del reino.;;;;;;;;;x;
;#obj_become_king_tip;Is King of [This.Capital.Kingdom.GetName];;Ist K?nig von [This.Capital.Kingdom.GetName];;Es Rey de [This.Capital.Kingdom.GetName];;;;;;;;;x;
;#obj_become_king_title;Become King of [This.Capital.Kingdom.GetName];;Werdet K?nig von [This.Capital.Kingdom.GetName];;Convertirse en Rey de [This.Capital.Kingdom.GetName];;;;;;;;;x;
;#peasant_leader_desc;This character is a jumped up peasant who revolted against his betters。;Ce personnage est un paysan furieux qui se révolte contre ses supérieurs.;Dieser Charakter ist ein aufst?ndiger Bauer	der gegen seine Obrigkeiten rebelliert.;;Este personaje es un campesino que se rebeló contra sus superiores.;;;;;;;;;x;
;#SETTLEMENT_LOOTED_LOG;$SETTLEMENT$? Has been looted by $LOOTER$?;;$SETTLEMENT$? wurde von $LOOTER$? geplündert;;$SETTLEMENT$? Ha sido saqueado por $LOOTER$?;;;;;;;;;x;
;#VASSAL_OPINION_CHANGE;All vassals' opinion of $ABOUT$? changes by $MUCH$;;Die Haltung aller Vasallen von $ABOUT$? ver?ndert sich um $MUCH$;;La opinión de todos los vasallos acerca de $ABOUT$? cambia por $MUCH$;;;;;;;;;x;
;#vassal_sacrifice_decision;Sacrifice [Root.GetTitledFirstName];;Opfert [Root.GetTitledFirstName];;Sacrifica a [Root.GetTitledFirstName];;;;;;;;;x;
action_inquisition;传教;Faire du pros閘ytisme;Bekehren;;Hacer proselitismo;;;;;;;;;x
EVTDESC_TOG_3256;树林中的吟唱声突然停止了，几名少女尖叫着跑了出来，身上的白色长袍带着其他人的血.你害怕发生了最坏的情况，急忙赶了回去，但是当你抵达平台的时候你只看见[From.GetFirstName]的残骸……，以及[FromFrom.GetFirstName]微笑着站在它们旁边。;Les incantations qui proviennent du bosquet s'arr阾ent soudainement et plusieurs jeunes filles	la robe blanche macul閑 du sang d'un autre	en sortent en hurlant. Craignant le pire	vous accourez ?la plateforme o?vous ne trouvez que des restes d閏hiquet閟 de [From.GetFirstName]... et [FromFrom.GetFirstName] tout sourire juste ?c魌?;Die Ges鋘ge aus dem Hain h鰎en pl鰐zlich auf und einige der M鋎chen	ihre wei遝n Kleider rot von fremden Blut	rennen schreiend davon. Das Schlimmste bef黵chtend eilt Ihr zur點k	doch als Ihr die Plattform erreicht	findet Ihr nur die zerfleischten 躡erreste von [From.GetFirstName]... und [FromFrom.GetFirstName] steht l鋍helnd daneben.;;Los encantamientos de la arboleda paran de repente	y varias doncellas	con sus togas blancas de color rojo con la sangre de otra persona	pasan corriendo gritando. Temiendo lo peor te das prisa en regresar	pero al llegar a la plataforma s髄o encuentras los restos descuartizados de [From.GetFirstName]... y [FromFrom.GetFirstName] sonriendo a su lado.;;;;;;;;;x
EVTDESC_TOG_3257;在[From.GetTitledName]带领下的一队庄严的少女终于从树林中走了出来，但是没有看见[FromFrom.GetFirstName]。仪式完成了，[From.GetFirstName]说.魔鬼已经被消灭了……但是我很遗憾没能保住你的孩子.因为受到的精神污染太严重了。;Une procession solennelle de jeunes filles	guid閑 par [From.GetTitledName] 閙erge finalement du bosquet mais nul signe de [FromFrom.GetFirstName]. 'C'est fait	annonce [From.GetFirstName]. Le d閙on n'est plus... mais je crains n'avoir pu sauver votre enfant. Le mal 閠ait trop enracin?';Eine feierliche Prozession von M鋎chen	angef黨rt von [From.GetTitledName]	verl鋝st endlich den Hain	aber ohne ein Zeichen von [FromFrom.GetFirstName]. 'Es ist vollbracht	' meint [From.GetFirstName]. 'Der D鋗on ist nicht mehr... doch ich f黵chte	es gab keinen Weg	das Kind zu retten. Das Verderben war schon zu tief eingedrungen.';;Una solemne procesi髇 de doncellas lideradas por [From.GetTitledName] finalmente emerge del bosque	pero no hay ninguna se馻l de [FromFrom.GetFirstName]. Ya est?hecho	anuncia [From.GetFirstName]. El demonio ya no est?.. pero me temo que no ha habido manera de salvar a tu hijo. La corrupci髇 simplemente fue demasiado profunda.;;;;;;;;;x
EVTDESC_TOG_3258;树林中的吟唱声渐渐靠近，[From.GetTitledName]和[FromFrom.GetFirstName]一起出现，两边排着唱着歌的少女们.孩子看上去很虚弱，但是并没有受伤.仪式完成了，[From.GetFirstName]说.魔鬼已经被消灭了。[FromFrom.GetFirstName]又变回[FromFrom.GetHerselfHimself]了。;Les chants qui proviennent du bosquet se rapprochent et [From.GetTitledName] appara顃 en compagnie de [FromFrom.GetFirstName] et entour?des jeunes filles qui chantent. L'enfant semble secou?mais sain et sauf. 'C'est fait	annonce [From.GetFirstName]. Le d閙on n'est plus. [FromFrom.GetFirstName] est de nouveau [FromFrom.GetHerselfHimself]-m阭e.';Die Ges鋘ge aus dem Hain kommen n鋒er und [From.GetTitledName] erscheint zusammen mit [FromFrom.GetFirstName]	flankiert von singenden M鋎chen. Das Kind wirkt verwirrt	aber unverletzt. 'Es ist vollbracht	' ruft [From.GetFirstName] aus. 'Der D鋗on ist hinfort. [FromFrom.GetFirstName] ist wieder [FromFrom.GetHerselfHimself].';;Los cantos de la arboleda se oyen m醩 cerca y [From.GetTitledName] aparece junto a [FromFrom.GetFirstName]	flanqueado a ambos lados por doncellas cantando. El ni駉 se ve sacudido	pero por lo dem醩 sano y salvo. Ya est?hecho	anuncia [From.GetFirstName]. El demonio ya no existe. [FromFrom.GetFirstName] es [FromFrom.GetHerselfHimself] de nuevo.;;;;;;;;;x
EVTDESC_TOG_3259;树林中的吟唱声渐渐靠近，[From.GetTitledName]和[FromFrom.GetFirstName]一起出现，两边排着唱着歌的少女们.孩子空洞的眼神表明事情有些不妙.仪式完成了，[From.GetFirstName]说.魔鬼已经被消灭了，但是它的抵抗非常顽强.我很遗憾在[FromFrom.GetFirstName]的身上留下了无法治愈的伤痕……;Les chants qui proviennent du bois?se rapprochent et [From.GetTitledName] appara顃 avec [FromFrom.GetFirstName]	entour閟 de jeunes filles qui chantent. Le regard fixe et vide de votre enfant indique que quelque chose ne tourne pas rond. 'C'est fait	annonce [From.GetFirstName]. Le d閙on n'est plus	mais ce fut une dure bataille. Je crains que [FromFrom.GetFirstName] n'ait subi d'incurables s閝uelles.';Die Ges鋘ge aus dem Hain kommen n鋒er und [From.GetTitledName] erscheint zusammen mit [FromFrom.GetFirstName]	flankiert von singenden M鋎chen. Der starre Blick des Kindes zeigt	dass etwas nicht stimmt. 'Es ist vollbracht	' ruft [From.GetFirstName] aus. 'Der D鋗on ist hinfort	doch der Kampf war schwer. Ich f黵chte	er hat bei [FromFrom.GetFirstName] Narben hinterlassen	die vielleicht niemals heilen werden...';;Los cantos de la arboleda se oyen m醩 cerca y [From.GetTitledName] aparece junto a [FromFrom.GetFirstName]	flanqueado a ambos lados por doncellas cantando. La vacante mirada del ni駉 revela que algo anda mal. Ya est?hecho	anuncia [From.GetFirstName]. El demonio ya no existe	pero la lucha fue enorme. Me temo que ha dejado cicatrices en [FromFrom.GetFirstName] que quiz?nunca curen...;;;;;;;;;x
EVTDESC_TOG_3300;你的人劫掠战利品归来，有柄斧头闪耀着紫色的光辉，并在手柄上蚀刻着符文.你仔细掂量了一下，换掉了你的旧武器。;Lorsque vos hommes reviennent de leur pillage	l'un d'eux vous apporte une hache ?l'閠range lustre violet avec un plus grav?sur son manche	suivi du nombre deux. Apr鑣 l'avoir soupes閑 avec pr閏aution	vous jetez votre vieille hache grise pour adopter la nouvelle arme.;Als Eure M鋘ner von der Pl黱derung zur點kkehren	黚ergibt Euch einer von ihnen eine Axt mit einem merkw黵digen	violetten Leuchten und einem eingeritzten Pluszeichen im Griff	gefolgt von der Zahl zwei. Ihr balanciert die Axt sorgf鋖tig in Euren H鋘den und schleudert schlie遧ich Eure alte	graue Axt von Euch und behaltet die neue Waffe.;;Cuando tus hombres regresan de saquear la propiedad	uno de ellos te da un hacha con un extra駉 brillo y un signo m醩 grabado en el mango	seguido del n鷐ero dos. Despu閟 de sopesarla con cuidado en sus manos	tiras a un lado tu hacha vieja y gris a favor del nuevo arma.;;;;;;;;;x
EVTDESC_TOG_3301;你的士兵的战利品中有个用未知的金属制成的箱子.他们用尽全力也没能打开，里面是什么仍然是个谜团.这引起了你的注意。;Un 閠range coffre d'un m閠al inconnu a 閠?rapport?par vos hommes apr鑣 le pillage de la propri閠? Malgr?tous leurs efforts	ils n'ont pas r閡ssi ?forcer l'ouverture du coffre et son contenu demeure un myst鑢e. Ils vous l'ont confi?;Eine merkw黵dige Truhe aus unbekanntem Metall wurde von Euren M鋘nern bei der Pl黱derung der Liegenschaft geborgen. Doch egal wie hart sie es probierten	die Truhe lie?sich nicht 鰂fnen und ihr Inhalt bleibt ein R鋞sel. Die Truhe befindet sich nun in Eurer Obhut.;;Un extra駉 cofre hecho de un metal desconocido fue recuperado por tus hombres mientras saqueaban la propiedad. Hagan lo que hagan	no han sido capaces de abrirlo y su contenido sigue siendo un misterio. Lo han dejado a tu cargo. ;;;;;;;;;x
EVTDESC_TOG_3302;你的人从战利品中呈上了一个用未知金属制造的钥匙.在你的询问下，你想起了早先得到的没能打开的箱子.也许这个能打开！;En pillant la propri閠? un de vos hommes a trouv?une 閠range clef forg閑 dans un m閠al inconnu. En l'examinant	vous remarquez que ce m閠al ressemble au myst閞ieux coffre qui a 閠?trouv?un peu plus t魌. Les deux sont peut-阾re li閟?;W鋒rend der Pl黱derung der Liegenschaft fand einer Eurer M鋘ner einen merkw黵dig aussehenden Schl黶sel aus unbekanntem Metall. Als Ihr ihn untersucht	erinnert Euch das Metall an die mysteri鰏e Truhe	die Ihr zuvor gefunden habt. Vielleicht gibt es da eine Verbindung!;;Mientras saquean la propiedad	uno de tus hombres llega con una extra馻 llave hecha de un metal desconocido. Mientras lo examinas	el metal te recuerda a ese cofre misterioso que recuperaste anteriormente. al vez hay una conexi髇!;;;;;;;;;x
EVTDESC_TOG_3303;你的人从战利品中呈上了一个用未知金属制造的钥匙.你好像之前看过这样的金属那个从你家族中继承的箱子.它在你的密室中积满了灰尘…… 这个就是它的钥匙吗;En pillant la propri閠? un de vos hommes a trouv?une 閠range clef forg閑 dans un m閠al inconnu. Vous n'avez vu cette sorte de m閠al qu'une seule fois	il s'agissait d'un myst閞ieux coffre poss閐?par votre famille depuis des g閚閞ations. Il est toujours dans une de vos salles	sous une 閜aisse couche de poussi鑢e... serait-ce la clef qui l'ouvrirait?;W鋒rend der Pl黱derung der Liegenschaft fand einer Eurer M鋘ner einen merkw黵dig aussehenden Schl黶sel aus unbekanntem Metall. Ihr habt ein solches Metall nur einmal zuvor gesehen ?an der mysteri鰏en Truhe	die in Eurer Familie seit Generationen weitervererbt wird. Sie dient irgendwo in Euren Gem鋍hern als Staubf鋘ger?k鰊nte dies der Schl黶sel zur Truhe sein?;;Mientras saquean la propiedad	uno de tus hombres llega con una extra馻 llave hecha de un metal desconocido. S髄o  has visto un metal as?una vez: ese misterioso cofre que ha sido heredado y transmitido en tu familia. Todav韆 est?acumulando polvo en alg鷑 lugar de tus habitaciones... 縫odr韆 ser esa la llave que lo abre?;;;;;;;;;x
EVTDESC_TOG_3306;这个钥匙能打开，满怀期待的你颤抖着打开了箱子.里面装满了古代金币，上面刻着某个罗马皇帝的肖像，写着奇怪的文字！;La clef entre dans la serrure et	tremblant d'excitation	vous ouvrez lentement le coffre. Il est rempli d'anciennes pi鑓es d'or grav閑s d'un seau similaire ?celui des empereurs romains morts depuis des lustres et de mots 閏rits dans leur langue 閠range?;Der Schl黶sel passt perfekt ins Schloss und zitternd vor Erwartung 鰂fnet Ihr langsam die Truhe. Sie ist mit uralten Goldm黱zen gef黮lt	die das Antlitz l鋘gst verstorbener	r鰉ischer Imperatoren eingepr鋑t haben sowie Worte in ihrer fremden Sprache.;;La llave encaja en la cerradura	y temblando de emoci髇 abres el cofre poco a poco. st?lleno de antiguas monedas de oro	talladas con la imagen de los Emperadores de Roma muertos hace mucho tiempo y palabras escritas en su extra駉 idioma!;;;;;;;;;x
EVTDESC_TOG_3307;这个钥匙能打开，满怀期待的你颤抖着打开了箱子.令你失望的是，里面只有一些焦黄的卷轴，并且在你的触碰下变成了粉碎.上面不管记载了多少智慧，永远都不会知道了。;La clef entre dans la serrure et	tremblant d'excitation	vous ouvrez lentement le coffre. ?votre grande d閏eption	vous n'y trouvez que de vieux parchemins poussi閞eux qui s'effritent sous vos mains. Quel que soit le savoir qu'ils renfermaient	celui-ci est perdu ?jamais.;Der Schl黶sel passt perfekt ins Schloss und zitternd vor Erwartung 鰂fnet Ihr langsam die Truhe. Zu Eurer Entt鋟schung enth鋖t sie nur einige Pergamentrollen	die zudem unter Eurer Ber黨rung zu Staub zerfallen. Das Wissen	das sie enthalten haben m鰃en	ist f黵 immer verloren.;;La llave encaja en la cerradura	y temblando de emoci髇 abres el cofre poco a poco. Lamentablemente	s髄o contiene algunos pergaminos resecos que se convierten en polvo cuando los tocas. Cualquiera que sea la sabidur韆 que conten韆n	se ha perdido para siempre.;;;;;;;;;x
EVTDESC_TOG_3308;这个钥匙能打开，满怀期待的你颤抖着打开了箱子.可悲的是，里面除了一些小饰品外什么都没有.虽然丝毫没有金子的影子，但里面的东西也许多少能卖点钱吧。;La clef entre dans la serrure et	tremblant d'excitation	vous ouvrez lentement le coffre. Il est malheureusement rempli de babioles sans valeur et autres colifichets. Il n'y a aucune trace d'or	mais on pourrait probablement tirer quelques pi鑓es du coffre lui-m阭e.;Der Schl黶sel passt perfekt ins Schloss und zitternd vor Erwartung 鰂fnet Ihr langsam die Truhe. Zu Eurer Entt鋟schung enth鋖t sie nur wertlose Glaskugeln und Tand. Nicht ein K鰎nchen Gold ist zu finden	aber eventuell kann der Inhalt wenigstens gegen einige M黱zen eingetauscht werden.;;La llave encaja en la cerradura	y temblando de emoci髇 abres el cofre poco a poco. Lamentablemente	est?lleno de adornos in鷗iles y baratijas diversas. No hay ni rastro de oro aqu? pero el contenido del cofre probablemente podr韆 ser comercializado por unas pocas monedas por lo menos.;;;;;;;;;x
EVTDESC_TOG_3309;这个钥匙能打开，你慢慢打开了箱子.里面除了灰尘设么也没有！当你的手穿过它时，奇怪的光出现在了屋子里，幽灵一出现你就闭上了眼睛，你听到了守卫的尖叫，等你睁开眼时幽灵已经走了……你的守卫被变成了一堆灰烬。;La clef entre dans la serrure et vous ouvrez lentement le coffre. Il ne contient que de la poussi鑢e? Alors que vous passez la main ?l'int閞ieur	d'閠ranges lumi鑢es fusent dans la pi鑓e et vous fermez les yeux au moment o?le premier fant鬽e appara顃. Vous entendez les cris de vos gardes et	lorsque vous rouvrez enfin les yeux	les spectres sont disparus... mais vos gardes ont 閠?r閐uits en cendres.;Der Schl黶sel passt perfekt ins Schloss und Ihr 鰂fnet langsam die Truhe. Sie enth鋖t nichts als Staub! Als Ihr den Staub durch Eure Finger rinnen lasst	manifestiert sich ein merkw黵diges Licht im Raum und Ihr schlie遲 Eure Augen	als die erste Geistererscheinung auftaucht. Ihr h鰎t die Schreie Eurer Wachen	und als Ihr es wagt	Eure Augen wieder zu 鰂fnen	sind die Geister verschwunden?und Eure Wachen zu Staub zerfallen.;;La llave encaja en la cerradura	y poco a poco abres el cofre. o contiene nada m醩 que polvo! Al pasar la mano a trav閟 de 閘	extra馻s luces comienzan a manifestarse en la habitaci髇 y cierras los ojos cuando aparecen las primeras apariciones fantasmales. Se oyen los gritos de tus guardias	y cuando por fin abres los ojos de nuevo	los fantasmas se han ido... y tus guardias han sido reducidos a cenizas.;;;;;;;;;x
EVTDESC_TOG_3320;在你名义下的劫掠使你并称作维京海盗.在欧洲沿岸	父母们为了吓唬他们的孩子	都用那个可怕的名字 [Root.GetFirstName] 海上之鞭，会和他的不死战士上岸吃人。;Les pillages commis en votre nom vous ont valu une r閜utation de redoutable pillard viking. Tout le long des c魌es	les m鑢es bordent leurs enfants le soir en leur disant que s'ils ne sont pas sages	le terrible [Root.GetFirstName]	le fl閍u des mers	d閎arquera avec ses guerriers morts-vivants pour les manger.;Das Brandschatzen und Pl黱dern in Eurem Namen hat Euch den Ruf eines furchtlosen Wikinger-R鋟bers eingebracht. An allen K黶ten Europas bringen M黷ter ihre Kinder abends zu Bett und fl黶tern Warnungen	dass der Schrecken [Root.GetFirstName]	die Gei遝l der Meere	mit seinen untoten Kriegern kommen und sie fressen wird	wenn sie sich nicht benehmen.;;El pillaje y el saqueo llevado a cabo en tu nombre te ha dado una reputaci髇 de temible asaltante Vikingo. A lo largo de las costas de Europa	las madres advierten a sus hijos cuando llega la noche que si no se comportan	el terrible [Root.GetFirstName]	castigo de los mares	llegar?a tierra con sus guerreros muertos vivientes y se los comer醤.;;;;;;;;;x
EVTDESC_TOG_400;在冰岛西方的大海彼岸发现了一片新的陆地！ 贡比约恩 武尔夫松及其船员在从挪威往雷克雅未克航行时被强风吹离了航线。他们发现了一个比冰岛大得多的岛屿，也许是一个新大陆。\n\n 尽管贡比约恩并没有登岸，但这座岛屿似乎是无主乃至于无人岛.冰岛的水手们声称要对这个发现做进一步的调查。;Une nouvelle terre a 閠?aper鐄e de l'autre c魌?de l'oc閍n ?l'ouest de l'Islande? Revenant de Norv鑗e en direction de Reykjavik	Gunnbj鴕n Ulfsson et son 閝uipage ont d関i?de leur trajectoire et ont d閏ouvert plusieurs r閏ifs longeant la c魌e d'une 頻e beaucoup plus grande	peut-阾re m阭e d'un nouveau continent.\n\nM阭e s'il n'y est pas d閎arqu? Gunnbj鴕n a remarqu?que la terre ne semble ni colonis閑 ni m阭e revendiqu閑. Des marins islandais ont promis d'examiner davantage cette d閏ouverte.;Neues Land wurde westlich von Island jenseits der Meere gesichtet! W鋒rend Gunnbj鴕n Ulfsson von Norwegen nach Reykjavik segelte	wurden er und seine Besatzung durch starke Winde vom Kurs abgebracht und trafen auf mehrere kleine Felseninseln vor der K黶te einer viel gr鲞eren Insel ?wahrscheinlich ein neuer Kontinent.\n\nGunnbj鴕n ging zwar nicht an Land	doch das Land schien unbesiedelt und unbeansprucht. Seefahrer in Island wollen diese Entdeckung weiter untersuchen.;;ierra nueva ha sido avistada en el mar al oeste de Islandia! Durante la navegaci髇 a Reykjavik desde Noruega	Gunnbj鴕n Ulfsson y su tripulaci髇 volaron fuera de rumbo y se encontraron con varios islotes situados frente a la costa de una isla mucho m醩 grande	posiblemente un nuevo continente.\n\nAunque Gunnbj鴕n no desembarc? la tierra parece ser sin reclamar y sin colonizar. Los marineros en Islandia se han comprometido a investigar este descubrimiento a鷑 m醩.;;;;;;;;;x
EVTDESC_TOG_4001;祝您健康，[Root.GetTitledFirstName]。我的名字叫帕那托克，我以此为名建立了崇拜索尔和奥丁的兄弟会.沿着斯德丁的海岸，我发现了一个建立城堡的完美之处，在此我希望获得您的批准\n\n签署	\n[From.GetTitledName];J'esp鑢e que vous allez bien	[Root.GetTitledFirstName]. Je m'appelle Palnatoke	et j'ai pris la d閏ision de cr閑r une fraternit?de guerriers d関ou閟 ?Thor et Odin. En naviguant pr鑣 des c魌es de Stettin	j'ai trouv?l'endroit id閍l pour b鈚ir notre forteresse et je viens vous demander la permission de m'閠ablir sur cette terre.\n\nSign?\n[From.GetTitledName];Ich hoffe	es geht Euch gut	[Root.GetTitledFirstName]. Mein Name ist Palnatoke und ich habe es auf mich genommen	eine Bruderschaft der Krieger zu Ehren von Thor und Odin zu gr黱den. W鋒rend ich die K黶te von Stettin entlangsegelte	entdeckte ich den perfekten Ort f黵 unsere Festung und ich m鯿hte um Eure Erlaubnis bitten	dieses Land besiedeln zu d黵fen.\n\nGezeichnet	\n[From.GetTitledName];;Conf韔 en que te encuentras bien de salud	[Root.GetTitledFirstName]. Mi nombre es Palnatoke	y me he nombrado para crear una hermandad de guerreros dedicados a Thor y Od韓. Mientras navegaba a lo largo de la costa de Stettin	descubr?el sitio perfecto para construir nuestra fortaleza y te pido permiso para establecerme en esta tierra.\n\nFirmado	\n[From.GetTitledName];;;;;;;;;x
EVTDESC_TOG_4002;维京人帕那托克在[Root.Location.GetName]建立了城堡，兄弟会作为其总部.这座城堡将成为约姆斯堡。;Les Vikings de Palnatoke ont termin?leur forteresse ?[Root.Location.GetName] et la fraternit?de guerriers y a 閠abli ses quartiers g閚閞aux. Le nouveau ch鈚eau sera d閟ormais connu sous le nom de Jomsborg.;Die Wikinger unter Palnatoke haben ihre Festung in [Root.Location.GetName] fertiggestellt und als Hauptquartier ihrer Krieger-Bruderschaft etabliert. Von nun an soll das Schloss Jomsburg hei遝n.;;Los vikingos bajo Palnatoke han terminado su fortaleza en [Root.Location.GetName] y la hermandad guerrera la ha establecido como su sede. De ahora en adelante el nuevo castillo se conocer?como Jomsborg.;;;;;;;;;x
