;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
alert_you_can_usurp_titles_name;¿ÉÒÔ´Û¶áÍ·ÏÎ;Des titres peuvent être usurpés;Es können Titel ursupiert werden;;Puedes usurpar títulos;;;;;;;;;x
alert_ruler_should_marry_name;Í³ÖÎÕßÎ´»é;Souverain célibataire;Herrscher ist nicht vermählt;;Gobernante soltero;;;;;;;;;x
alert_heir_should_marry_name;¼Ì³ĞÈËÎ´»é;Héritier célibataire;Erbe ist nicht vermählt;;Heredero soltero;;;;;;;;;x
alert_should_appoint_guardian_name;Î´³ÉÄêÈËÃ»ÓĞ¼à»¤ÈË;Enfants sans tuteur;Kein Vormund für Kinder;;Infante sin tutor;;;;;;;;;x
alert_demesne_too_big_name;Ö±Ï½ÁìµØ¹ı´ó;Domaine trop vaste;Domäne zu gro?;Heredad demasiado grande;;;;;;;;;x
alert_adult_sons_notitle_name;¶ù×ÓÃ»ÓĞ·âµØ;Fils sans terres;Söhne besitzen kein Land;;Hijos sin tierras;;;;;;;;;x
alert_betrothed_should_marry_name;¶©»éÕß¿ÉÒÔ³É»é;Les fiancés peuvent se marier;Verlobte können heiraten;;Prometido se puede casar;;;;;;;;;x
alert_can_imprison_name;ºÏ·¨¾Ğ½û;Emprisonnement justifi?Rechtmäßige Inhaftierung;;Arresto legítimo;;;;;;;;;x
alert_titles_may_pass_from_realm_name;·â³¼¼Ì³ĞÎ£»ú;Avertissement sur la succession de certains vassaux;Titel fällt möglicherweise an eine Person außerhalb des Reiches;;Aviso de herencia de vasallos;;;;;;;;;x
alert_can_call_vassals_to_arms_name;¿ÉÒÔÕÙ»½Ç°ÁìÖ÷µÄ·â³¼;Nous pouvons faire appel ?des vassaux de notre ancien seigneur lige;Vasallen unseres früheren Lehensherrn können um Beistand ersucht werden;;Puedes llamar a los vasallos de tu antiguo señor;;;;;;;;;x
alert_available_plot_name;¿ÉÒÔ²ß»®ĞÂÒõÄ±;De nouveaux complots sont disponibles;Neue Verschwörung möglich;;Nuevos complots disponibles;;;;;;;;;x
alert_vassal_levies_raised_long_name;·â³¼²¿¶ÓÕ÷ÕÙÊ±¼ä¹ı³¤;Les troupes des vassaux sont levées depuis trop longtemps;Wir beanspruchen die Streikräfte unserer Vasallen zu lang;;Levas de los vasallos reclutadas durante mucho tiempo;;;;;;;;;x
alert_owns_wrong_settlement_type_name;´íÎóµÄÖ±Ï½ÁìµØÀàĞÍ£¨³ÇÊĞ¡¢ĞŞµÀÔº£©;Mauvais type de possession dans le domaine;Falscher Herrschafftstyp für eine Herrschaft in unserer Domäne;;Tipo de población erróneo en la heredad;;;;;;;;;x
alert_no_ambition_name;Ñ¡ÔñÒ»ÏîÒ°ĞÄ;Choisissez une ambition;Wähle ein Lebensziel;;Escoge una ambición;;;;;;;;;x
alert_dejure_claim_name;¿ÉÒÔ¹«¿ª·¨ÀíĞû³ÆÈ¨;Peut revendiquer des titres de jure;Es können herzögliche Ansprüche durchgesetzt werden;;Puedes ejercer una reclamación de ducado de iure;;;;;;;;;x
alert_truce_expiring_name;ºÍÔ¼½«µ½ÆÚ;Des trêves s'achèvent;Waffenstillstand läuft aus;;Finalizando treguas;;;;;;;;;x
OPINION_OF_ME;¶ÔÎÒµÄºÃ¸Ğ;Son opinion sur moi;Meinung über mich;;Opinión sobre mi;;;;;;;;;x
MY_OPINION_OF_CHAR;ÎÒ¶Ô$CHAR$µÄºÃ¸Ğ;Mon opinion sur $CHAR$;Meine Meinung von $CHAR$;;Mi opinión sobre $CHAR$;;;;;;;;;x
ALERT_DISABLED;¹Ø±Õ;Désactiv?Deaktiviert;;Desactivada;;;;;;;;;x
ALERT_DISABLED_TOOLTIP;ÒÑ¹Ø±Õ\n§Yµã»÷ÖØĞÂÆôÓÃ§!;Désactivé\n§YCliquez pour réactiver?;Deaktiviert\n§YWählen zum reaktivieren?;;Desactivada\n§YPincha para activar?;;;;;;;;;x
ALERT_DISMISSED;È¡Ïû;Écart?Abgelehnt;;Descartada;;;;;;;;;x
ALERT_DISMISSED_TOOLTIP;ÒÑÈ¡Ïû\n§Y»÷ÖØĞÂÆôÓÃ§!;Écarté\n§YCliquez pour réactiver?;Abgelehnt\n§YWählen zum reaktivieren?;;Descartada\n§YPincha para activar?;;;;;;;;;x
SAME_GUARDIAN_AS;ÓëºóÕß¼à»¤ÈËÏàÍ¬ ;Même tuteur que ;Hat den gleichen Vormund wie ;;Mismo tutor que ;;;;;;;;;x
NOT_SAME_GUARDIAN_AS;ÓëºóÕß¼à»¤ÈË²»Í¬ ;DIFFERENT tuteur que ;Hat nicht den gleichen Vormund wie;;Distinto tutor que ;;;;;;;;;x
GARRISON_REINFORCE_PROVINCEVIEW_TOOLTIP;²¹³ä±øÔ±: §Y+$NUM$§!/ÔÂ;Renforts? §Y+$NUM$?/mois;Verstärkung: §Y+$NUM$?/month;;Refuerzos: §Y+$NUM$?/mes;;;;;;;;;x
NO_LEVY_REINF_GARRISON;§RÔÚÎÀÊù²¿¶Ó²¹³äÍê±ÏÖ®Ç°Õ÷ÕÙ±øÎŞ·¨µÃµ½²¹³ä§!;§RLes troupes ne se renforceront pas tant que la garnison restera incomplète?;§Rstreitkräfte werden nicht verstärkt, solange die Garnision nicht vollzählig ist?;;§RLa leva no se reforzar?hasta que la guarnición est?completa?;;;;;;;;;x
d_ghilman;¹ÅÀ­Ä·;Ghulman;Ghilman;;Ghilman;;;;;;;;;x
d_ghilman_adj;¹ÅÀ­Ä·;Ghulmane;Ghilman;;Ghulam;;;;;;;;;x
county_isolated;·ÉµØ;Comt?isol?Isolierte Grafschaft;;Condado Aislado;;;;;;;;;x
TITLE_TIER_IS_LOWER;§Y$NAME$§!µÄÉí·İµÍÓÚ §Y$RANK$§!\n;Le rang de §Y$NAME$? est inférieur ?§Y$RANK$?\n;§Y$NAME$'s? Rang ist geringer als der von §Y$RANK$?\n;;El rango de §Y$NAME$'s? es inferior al de §Y$RANK$?\n;;;;;;;;;x
TITLE_TIER_IS_NOT_LOWER;§Y$NAME$§!µÄÉí·İ²»µÍÓÚ §Y$RANK$§!\n;Le rang de §Y$NAME$? n'est pas inférieur ?§Y$RANK$?\n;§Y$NAME$'s? Rang ist nicht geringer als der von §Y$RANK$?\n;;El rango de §Y$NAME$'s? NO es inferior al de §Y$RANK$?\n;;;;;;;;;x
TITLE_TIER_IS_HIGHER;§Y$NAME$§!µÄÉí·İ¸ßÓÚ §Y$RANK$§!\n;Le rang de §Y$NAME$? est supérieur ?§Y$RANK$?\n;§Y$NAME$'s? Rang ist höher als der von §Y$RANK$?\n;;El rango de §Y$NAME$'s? es superior al de §Y$RANK$?\n;;;;;;;;;x
TITLE_TIER_IS_NOT_HIGHER;§Y$NAME$§!µÄÉí·İ²»¸ßÓÚ §Y$RANK$§!\n;Le rang de §Y$NAME$? n'est pas supérieur ?§Y$RANK$?\n;§Y$NAME$'s? Rang ist nicht höher als der von §Y$RANK$?\n;;El rango de §Y$NAME$'s? NO es superior al de §Y$RANK$?\n;;;;;;;;;x
MSG_SETTING_PRIO6;½«ÔİÍ£ÓÎÏ·.;Mettre le jeu en pause;Pausiert das Spiel;;Pausar?el juego;;;;;;;;;x
MSG_SETTING_CLOSE_COL;Õâ¸ö±êÖ¾¿ØÖÆÄã»òÄãµÄ½üÇ×ÇÒÎŞÁìµØ¼ÒÍ¥³ÉÔ±µÄÏûÏ¢;Cette colonne contrôle le comportement de ce message vous concernant ou ceux d'un membre de la famille qui est sans terre;Dieser Schalter beeinflusst das Verhalten dieser Nachricht in Hinsicht auf dich oder nahe und besitzlose Familienmitgliedern;;Esta columna controla el comportamiento de los mensajes que te atañen a ti o a tus familiares cercanos en la Corte;;;;;;;;;x
MSG_SETTING_OTHER_COL;Õâ¸ö±êÖ¾¿ØÖÆÆäËû¹Ø×¢ÈËÎïµÄÏûÏ¢;Cette colonne contrôle le comportement de ce message concernant d'autres personnages;Dieser Schalter beeinflusst das Verhalten dieser Nachricht in Hinsicht auf das Interesse von Nachrichten anderer Charaktere;;Esta columna controla el comportamiento de los mensajes que atañen a otros personajes interesantes;;;;;;;;;x
MSG_SETTING_INTEREST_COL;Õâ¸ö±êÖ¾¿ØÖÆÌØ±ğ¹Ø×¢ÈËÎïµÄÏûÏ¢;Cette colonne contrôle le comportement du message concernant des personnages importants;Dieser Schalter beeinflusst das Verhalten dieser Nachricht bezüglich Charakteren von besonderem Interesse;;Esta columna controla el comportamiento de los mensajes que atañen a personajes marcados como especialmente interesantes;;;;;;;;;x
MSG_SETTING_CLOSE_BUT;Õâ¸ö°´Å¥¿ØÖÆÄãºÍÄãµÄ½üÇ×¼°ÎŞÁìµØ¼ÒÍ¥³ÉÔ±µÄÏûÏ¢;Ce bouton affiche les options pour les messages vous concernant ou ?propos des membres de votre famille sans terre;;;Este botón muestra las opciones para mensajes referentes a t?o a tu familia cercana o en la corte;;;;;;;;;x
MSG_SETTING_INTEREST_BUT;Õâ¸ö°´Å¥¿ØÖÆÌØ±ğ¹Ø×¢ÈËÎïµÄÏûÏ¢;Ce bouton affiche les options pour les messages concernant les personnages importants;;;Este botón muestra las opciones para mensajes referentes a personajes especialmente interesantes;;;;;;;;;x
MSG_SETTING_OTHER_BUT;Õâ¸ö°´Å¥¿ØÖÆÆäËû¹Ø×¢ÈËÎïµÄÏûÏ¢;Ce bouton affiche les options pour les messages concernant les personnages anodins;;;Este botón muestra las opciones para mensajes referentes a otros personajes interesantes;;;;;;;;;x
SPECIAL_INTEREST_CHARACTERS;ÌØ±ğ¹Ø×¢ÈËÎï;Personnages importants;Charaktere von besonderem Interesse;;Personajes especialmente interesantes;;;;;;;;;x
CIW_MESSAGES;§Y±ê¼ÇÌØ±ğ¹Ø×¢ÈËÎï§!;§YMarquer comme personnage soit important soit quelconque?;Kennzeichne als Charakter von besonderem Interesse;;Seleccionar/Deseleccionar como personaje especialmente interesante;;;;;;;;;x
CIW_MESSAGES_DEL;ÌØ±ğ¹Ø×¢ÈËÎï¸üÈİÒ××·×Ù£¬ËûÃÇÓĞ×Ô¼ºµÄĞÅÏ¢À¸ºÍÏûÏ¢ÉèÖÃ.;Les personnages qui sont marqués comme important sont plus faciles ?suivre car ils sont dans l'index et ont leur propre configuration de messages;Charaktere von besonderem Interesse sind leichter zu verfolgen, da sie eine Outlinerkategorie und ihre eigenen Nachrichteneinstellung haben.;;Los personajes especialmente interesantes son más fáciles de seguir pues tienen una categoría especial y su propia configuración de mensajes;;;;;;;;;x
EVTDESC24503;The rest of my sons are nowhere near the abilities of [From.GetTitledFirstName]. He knew how to handle a sword, and would have been a great [Root.GetTitle] after my death.;Mes fils survivants, hélas, n'arrivent pas ?la cheville de [From.GetTitledFirstName]. Lui, au moins, savait manier l'épée, et aurait ét?un grand [Root.GetTitle] après ma mort.;Meine verbleibenden Söhne haben bei weitem nicht die Fähigkeiten die [From.GetTitledFirstName] hatte. Er wusste wie man ein Schwert führte und wäre ein großartiger [Root.GetTitle], nach meinem Tod gewesen.;;El resto de mis hijos ni se acercan a la capacidad de [From.GetTitledFirstName]. Sabía como blandir una espada, y hubiera sido un gran [Root.GetTitle] a mi muerte;;;;;;;;;x
EVTOPTD50006;µ«ÊÇ... ÎÒ²»ÊÇ·ÅÁËÄãÃ´£¿;Mais... ne t'avais-je pas libéré ?;Aber...habe ich dich nicht freigelassen? ;;Pero... ¿No te había liberado? ;;;;;;;;;x
