#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
INTERACTION_RELIGION_MUST_MARRY_REGULARLY;$RELIGION$ ¸Ã½ÇÉ«²»ÄÜÈë×¸»éÒö;Les adeptes de la religion $RELIGION$ ne peuvent pas contracter de mariage matrilinéaire;$RELIGION$ Charaktere können nicht matrilineal heiraten;;Los personajes de religión $RELIGION$ no pueden casarse matrilinealmente;;;;;;;;;x
EVTDESC8200;Äã¶ÔÒ»¸ö¶ÔÁ¢½Ì×ÚµÄ¿É³ÜµÄÖ§³Ö±ØĞëÁ¢¿ÌÍê½á¡£Ê¥¸¸ÔŞ³É[Root.PrimaryTitle.GetName]µÄ±¦×ùÓ¦´«Î»¸øÎÒ£¬ÒÔ±ãÕâ¸ö¹ú¼Ò¿ÉÒÔ±»´ø»Øµ½ÕæÉÆÃÀ[From.Religion.GetName]ĞÅÍ½¡£ºÍÆ½µØ´ğÓ¦Õâ¸öÒªÇó»òÃæ¶Ôºó¹û¡£ÕıÒåÕıÕ¾ÔÚÎÒ±³ºó£¡\n\nÇ©ÊğÈË£¬\n[From.GetTitledName];Votre soutien honteux au faux pape doit prendre fin immédiatement.\nLe Saint-Père a reconnu que le trône de [Root.PrimaryTitle.GetName] doit nous être remis afin que le royaume puisse être ramen??sa véritable bergerie [From.Religion.GetName].\nSoumettez-vous paisiblement ou vous en subirez les conséquences. Les vertueux me suivent? \n\nAvec le soutien papal,\n[From.GetTitledName];Eure schändliche Unterstützung für den falschen Papst muss aufhören. Der Heilige Vater hat entschieden dass der Thron von [Root.PrimaryTitle.GetName] an mich gehen muss, damit das Reich zur wahren Religion des [From.Religion.GetName] zurückgeführt werden kann. Akzeptiert diese Forderung oder spürt die Konsequenzen. Gott ist mit uns!\n\nSigned,\n[From.GetTitledName];;Tu lamentable apoyo a un falso Papa debe terminar inmediatamente. El Santo Padre acord?que el trono de [Root.PrimaryTitle.GetName] debe ser mio para que el Reino pueda volver a la única y verdadera senda [From.Religion.GetName]. Acepta pacificamente esta propuesta o atente a las consecuencias. ¡Los justos están conmigo!\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC8201;Ïà¶ÔÓÚÈÃÄÚÕ½·ÖÁÑÒ»¸ö¹ú¼Ò, [From.GetTitledName] ÒÑ¾­Í¬Òâ·ÅÆúÈ¨Î»¶ø½«Æä½»¸øÎÒ. Äã±¦¹óµÄÖ§Ô®ÔÚÕâ´Î³åÍ»ÖĞ²»»á±»ÒÅÍü.\n\n³ÏÖ¿µÄ,\n[FromFrom.GetTitledName];Plutôt que de laisser le fléau de la guerre civile déchirer ses domaines, [From.GetTitledName] a accept?de renoncer au trône ?notre profit.\nLe précieux soutient que vous nous avez apport?durant ce conflit ne sera pas oubli?\n\nSincèrement,\n[FromFrom.GetTitledName];Um zu verhindern, dass ein Bürgerkrieg das Reich zerreißt, hat [From.GetTitledName] beschlossen, mir den Thron zu überlassen. Ich werde Eure wertvolle Unterstützung in diesem Konflikt nicht vergessen.\n\nHochachtungsvoll,\n[FromFrom.GetTitledName];;No queriendo llevar al Reino a una sangrienta Guerra Civil, [From.GetTitledName] ha aceptado entregarme la corona. Tu valioso apoyo en este conflicto no ser?olvidado.\n\nAtentamente,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTDESC8202;ÔÚ½Ì×ÚÈÏ¿ÉµÄ¶ÔÁ¢ÍõÅÉÏµÑ¹Á¦Ö®ÏÂ£¬[From.GetTitledName]ÒÑ¾­Í¬Òâ·ÅÆúÈ¨Î»¡£;Sous la pression de la faction de l'antiroi soutenue par le pape, [From.GetTitledName] a accept?de renoncer ?son trône.;Unter dem Druck der Antikönigs-Fraktion, welche die Unterstützung des Papstes genießt, hat [From.GetTitledName] entschieden seinen Thron aufzugeben.;;Bajo la presión de la facción antirreal apoyada por el Papa, [From.GetTitledName] ha acordado abdicar al trono.;;;;;;;;;x
EVTDESC8203;Ïà¶ÔÓÚÃ°×ÅÄÚÕ½·ÖÁÑÒ»¸ö¹ú¼ÒµÄÎ£ÏÕ, ÎÒÒÑ¾­¾ö¶¨Âú×ãÄãµÄĞèÇóºÍ·ÅÆú»ÊÎ». µ«ÊÇÕâ¸ö¼éÕ©µÄÀÕË÷×÷Îª²»»á±»ÒÅÍü...\n\nÇ©ÊğÈË,\n[From.GetTitledName];Plutôt que de prendre le risque d'une guerre civile déchirant nos domaines, nous avons décid?d'accéder ?votre demande en renonçant ?notre trône.\nSoyez cependant sûr que ce traître chantage ne sera pas oubli?..\n\nVotre désormais vassal,\n[From.GetTitledName];Um zu verhindern, dass ein Bürgerkrieg das Reich zerreißt, habe ich beschlossen, Eure Forderung zu akzeptieren und meinen Thron aufgegeben. Aber ich werde eure Erpressung nicht vergessen...\n\nHochachtungsvoll,\n[From.GetTitledName];;No queriendo arriesgar que el Reino se resquebraje en una Guerra Civil, he decidido aceptar tu demanda y ceder mi corona. Pero este vil acto de chantaje no ser?olvidado...\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
REL_HEAD_ALLY_CB;×Ú½ÌÁìĞäÕ½ÕùÃËÓÑ ;Alli?au chef religieux;Verbündeter des im Krieg befindlichen Religionsoberhauptes;;Cabeza Religiosa aliada en guerra;;;;;;;;;x
ANTIPOPE_CREATOR_MUST_BE_INDEPENDENT;§RÄã±ØĞëÒª¶ÀÁ¢²ÅÄÜ·öÖ²Ò»Ãû¶ÔÁ¢½Ì×Ú§!;§RVous devez être indépendant pour pouvoir nommer un antipape?;§Rihr müsst unabhängig sein, um einen Gegenpapst zu ernennen?;;§RDebes ser independiente para crear un Antipapa?;;;;;;;;;x
ca_culture_jewish_1;ÓÌÌ«ÖØ²½±ø¾üÓª;Baraquement d'infanterie juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_2;ÓÌÌ«ÖØ²½±ø¾üÓª;Baraquement d'infanterie lourde juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_3;ÓÌÌ«ÖØ²½±ø¾üÓª;Caserne d'infanterie juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_4;ÓÌÌ«ÖØ²½±ø¾üÓª;Caserne d'infanterie lourde juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_1_desc;ÕâÊÇ·şÎñÓÚÓÌÌ«Í³ÖÎµÄ¾«Èñ²½±øµÄÑµÁ·Ö®µØ.½ğÇ®¿ÉÒÔÂòµ½×îºÃµÄÖØĞÍ×°¼×À´Îä×°À´×°±¸Ê¿±ø.£¬¼ÓÉÏÑÏ¸ñµÄÑµÁ·ºÍÌúµÄ¼ÍÂÉ£¬Ê¹ËûÃÇ³ÉÎªÕæÕı¿ÉÅÂµÄ¾«Ó¢²¿¶Ó.;C'est dans ces bâtiments que l'infanterie d'élite au service d'un seigneur juif peut s'entraîner.\nUne attention spéciale est donnée pour équiper les soldats avec les meilleures armures lourdes qui puissent être fabriquées. Cela, combin?avec un entraînement rigoureux et une discipline de fer, fait de ces soldats une terrifiante force de frappe.;Hier übt die Elite-Infanterie der jüdischen Herrscher. Besonderer Aufwand wird betrieben um die Soldaten mit den besten und teuersten schweren Rüstungen auszustatten. Kombiniert mit rigorosem Training und eisener Disziplin werden diese Soldaten zu einer gefürchteten Elitetruppe.;;Aqu?es donde se entrena la infantería de élite que sirve a los señores judios. Se pone especial atención en equipar a los soldados con la mejor armadura que el dinero pueda comprar. Combinado esto con el entrenamiento riguroso y la disciplina férrea, hacen que estas fuerzas de élite sean realmente temidas.;;;;;;;;;x
RETTYPE_CUL_JEWISH;°Í¶û¿ÆºÕ°ÍÎÀ±ø;Garde de Bar Kochba;Garde Bar Kochba;;Guardias Bar Kochba;;;;;;;;;x
narrow_flank_leader;Õ½³¡µØĞÎ´óÊ¦;Maître des champs de bataille;Meister im Geländekampf;;Maestro del Terreno del Campo de Batalla;;;;;;;;;x
narrow_flank_leader_desc;Õâ¸ö½ÇÉ«ÄÜ¹»ÍêÃÀµÄÀûÓÃÓĞÀûµØĞÎ½øĞĞ²àÒí·ÀÓù.;Ce personnage maîtrise l'art de trouver une position parfaite lors des manœuvres de batailles défensives.;Dieser Charakter ist ein Meister im Geländekampf und kann oft das geeignete Terrain für eine defensive Schlacht finden.;;Este personaje se ha especializado en el arte de encontrar el terreno perfecto para las batallas defensivas.;;;;;;;;;x
NARROW_FLANK;ÓĞÏŞµÄ²àÒí;Front étroit;Enge Flanke;;Flanco angosto;;;;;;;;;x
TITLE_CANNOT_USURP_COUNTIES;ÎŞ¿ÉÄÜ´Û¶á²®¾ô¼¶µÄ·âºÅ!;Impossible d'usurper des titres de rang comtal.;Titel von Grafschaften können nicht übernommen werden!;;¡No es posible usurpar condados!;;;;;;;;;x
EVTOPTC65155;ÎÒ³ÉÎªÁËÊ²Ã´ £¿²»Òª¸æËßÎÒ.;Que suis-je devenu? C'est décid? j'arrête de me goinfrer?;Was ist aus mir geworden? Kein Schnitzel mehr für mich.;;¿En qu?me he convertido? Ni un solomillo más para m?;;;;;;;;;x
#IRONMAN_MODE_CHECKSUM_DESC;The game data files have been altered in some way, disabling achievements in Ironman mode. Check so you don't have a mod loaded or verify your game files.;;Spieldateien sind ver?ndert worden, daher sind Achievements und der Iron Man Modus deaktiviert. Pr¨¹fen sie, dass weder Mods aktiv sind noch Spieldateien ge?ndert wurden.;;Los archivos del juego han sido modificados y por eso los logros est¨¢n desactivados el modo Hombre de Hierro. Aseg¨²rate que no tengas ninguna modificaci¨®n del juego activada o verifica los ficheros del mismo.;;;;;;;;;x;
EVTDESC_SoA_561;ÁìµØÊÜÒæÓÚ[From.GetTitledName]£¬ÄãµÄÓÌÌ«ÈË[Root.GetChancellorName]£¬ÒÑÔÚÁìµØÍâ½¨Á¢µÄÅÓ´ó½»Á÷ÍøÂç¡£²»ÖªºÎ¹Ê[From.GetSheHe]×ÜÄÜÊÊÓ¦ĞÂ·çË×ÒÔ¼°ĞÂµÄÍâ½»ĞÎÊ½¡£;Notre domaine bénéficit d'un vaste réseau de contacts qui est entretenu ?l'étranger par [From.GetTitledName], notre [Root.GetChancellorName] juif.\nDe quelques façons que ce soit, [From.GetSheHe] parvient toujours ?rester ?la pointe des us et coutumes diplomatiques ainsi que de s'informer des dernières évolutions en la matière.;Das Kontaktnetzwerk von [From.GetTitledName], eurem jüdischen [Root.GetChancellorName], im Ausland hat eurem Reich viele Vorteile gebracht. Irgendwie gelingt es [From.GetSheHe] immer, an aktuelle Information über neue Sitten und diplomatische Entwicklungen zu gelangen.;;Nuestro reino se ha beneficiado de la amplia red de contactos que [From.GetTitledName], tu [Root.GetChancellorName] judio, ha creado en el extranjero. De alguna manera siempre est?al día de todas las nuevas costumbres y los últimos acontecimientos diplomáticos.;;;;;;;;;x
EVTOPTA_SoA_561;×öµÃºÃ.;Excellent travail.;Ausgezeichnete Arbeit.;;Un trabajo excelente;;;;;;;;;x
EVTDESC_SoA_563;[From.GetTitledName], ÄãµÄ[Root.GetTreasurerName],ºÍÓÌÌ«ÈËÓĞÒ»Ğ©ÁªÏµ. ÓÌÌ«ÉÌÈËµÄÉÌÒµÍøÑÓÉìµ½Õû¸öÒÑÖªÊÀ½ç, ÓÉÎ÷Å·µ½Ò£Ô¶µÄÖĞ¹ú, ÕâĞ©ÍøÂç¼«´óµÄ·¢Õ¹ÁË¹ú¼ÒµÄ¾­¼Ã.;[From.GetTitledName], notre [Root.GetTreasurerName], a de nombreux contacts auprès des radhanites. Ce réseau marchand juif s'étend prétendument au travers de l'ensemble du Monde connu, depuis l'Europe occidentale jusqu'?la lointaine Cathay. Ces contacts ont constitu?une grande aubaine pour le développement de l'économie du domaine.;[From.GetTitledName], euer [Root.GetTreasurerName], hat viele Kontakte unter den Rhadaniten. Dieses  Netzwerk von jüdischen Händlern erstreckt sich über die ganze bekannte Welt, von Westeuropa bis hin nach Cathay. Seine Kontakte haben  sich als großer Vorteil für die Wirtschaft des Reiches erwiesen.;;[From.GetTitledName]. tu [Root.GetTreasurerName], tiene bastantes contactos entre los Radanitas. Esta red mercantil judía se extiende a lo largo del mundo conocido, desde la Europa más occidental a la lejana Catay, y estos contactos han conllevado a un boom en el desarrollo de la economía de nuestro Reino.;;;;;;;;;x
EVTDESC_SoA_565;ÄãµÄ[Root.GetSpymasterName], [From.GetTitledName],ËÆºõÔÚÔÚÅ·ÖŞµÄÃ¿¸öÓÌÌ«Ğ¡ÇøÖĞ¶¼ÓĞÅóÓÑºÍ¹ØÏµ. ´«ĞÅÊ¹Õßµ½´ï [From.GetHerHis] ¶ºÁôÒ»ÈÕÎªÏŞ, ¾­³£´øÀ´ÓÉÍâ¹ú´«Èë¹ØÓÚĞÂÎäÆ÷ºÍ¼¼ÊõµÄÖØÒªÖªÊ¶.;Notre [Root.GetSpymasterName], [From.GetTitledName], semble avoir des amis et des indicateurs au sein de chaque communaut?juive d'Europe. Les pigeons voyageurs qui arrivent quotidiennement ?sa demeure délivrent souvent de l'étranger des informations capitales ?propos de nouvelles armes ou de nouvelles tactiques.;Euer [Root.GetSpymasterName], [From.GetTitledName], scheint  Freunde und Informanten in allen jüdischen Gemeinschafte in ganz Europa zu haben. Tägliche treffen neue Brieftauben bei [From.GetHerHis] ein, welche wichtige Nachrichten über neue Waffen und Taktiken aus dem Ausland bringen.;;Tu [Root.GetSpymasterName], [From.GetTitledName], parece tener amigos e informantes dentro de todas y cada una de las comunidades judías de europa. Las palomas mensajeras llegan a su morada todos los días, portando información vital del exterior sobre nuevas armas y tácticas.;;;;;;;;;x
LOADING_TIP_53;ÓÌÌ«ÈËÊàÃÜ´ó³¼ÓĞÊ±ÓĞÀûÓÚ·¢Ã÷ĞÂ¿Æ¼¼.;Les conseillers juifs bénéficient parfois des dernières avancées technologiques.;Jüdische Berater können gelegentlich den technologischen Fortschritt beschleunigen.;;Los consejeros judíos pueden beneficiarte con avances tecnológicos.;;;;;;;;;x
AIREASON_EXISTING_BETROTHAL;¶©»éÊÇÈÙÒ«µÄ;Honorera les fiançailles;Wird die Verlobung achten.;;Respetar?el compromiso matrimonial;;;;;;;;;x
cathar_DESC;¿¨ÌØÀïÅÉ»ò°¢¶û±ÈÅÉ£¬Òì¶Ë¾Ü¾ø³ĞÈÏÉñÖ°ÈËÔ±ºÍ½Ì×ÚµÄÊ¥½à¡£ËûÃÇÖ»ÓĞÒ»¸öµ¥Ò»µÄÊ¥Àñ - °²Î¿ - ³ıÈ¥Ğ°¶ñ£¬°ÑĞÅÍ½±ä³É¿¨ÌØÀïÅÉµÄ¡®ÍêÃÀ¡¯½ÌÍ½¡£;L'hérésie cathare, ou albigeoise, rejette la confession et le caractère sacr?du clerg?et du pape. Ils ne reconnaissent qu'un seul sacrement, celui du consolament, utilis?pour absoudre les péchés et être ordonn?parfait.;Die Katharer (oder Albigenser) akzeptieren weder die Beichte, noch die Heiligkeit der klerikalen Hierarchie oder des Papstes. Sie haben nur ein Sakrament - die Tröstung - die Reinigung von der Sünd.;;La herejía cátara, o albigense, rechaza la confesión y la santidad del clero y el Papa. Sólo tienen un Sacramento, la Consolación, que consiste en eliminar el pecado y convertir al creyente en un cátaro 'perfecto'.;;;;;;;;;x
fraticelli_DESC;Fraticelli£¬»ò'Ğ¡ĞÖµÜ»á'£¬ÊÇÒ»¸öÌìÖ÷½ÌÒì¶ËÆğÔ´ÓÚÉ®ÂÂµÄ·½¼Ã¸÷ĞÖµÜ»á¡£ËüÖÂÁ¦ÓÚÆ¶À§ºÍ½ûÓûÖ÷Òå¡ª¡ªÓÈÆäÊÇ¶Ô´©×ÅÉİÃÒµÄÈË¡£Ğ¡ĞÖµÜ»áÒì¶ËÇ¿ÁÒ·´¶Ô½Ì»áµÄ²Æ¸»ºÍ¶Ô¸»Ô£µÄìÅÒ«¡£;Les fraticelles, ou « petits frères », sont des hérétiques catholiques qui ont pour origine l'ordre des moines franciscains. Ils consacrent leur vie ?tout particulièrement les hommes de robe ??la pauvret?et ?l'ascétisme. Les hérétiques fraticelles s'opposent violemment ?la richesse de l'Église et ?son opulence ostentatoire.;Die Fratizellen sind eine katolische Häresie mit Ursprung im Franziskanischen Orden. Höchstes Gebot sind Armut und Askese - insbesondere für Priester. Die Fratizellen wenden sich entschieden gegen den Reichtum der Kirche.;;Los fraticelli, o 'hermanos menores', son una herejía católica originada dentro de la Orden monástica Franciscana. Dedicados a la pobreza y al ascetismo, especialmente para los religiosos. Los fraticelli se opusieron violentamente a las riquezas de la Iglesia y sus muestras de opulencia.;;;;;;;;;x
bogomilist_DESC;²¨¸ñÃ×ÀÕÅÉÊÇÔ­±¾ÕıÍ³»ù¶½½ÌÒì¶ËÓëÅµË¹Ìæ½Ì×ÔÈ»ÔªËØ£¬ËûÃÇÍêÈ«¾Ü¾ø½Ì»áµÄ²ã´Î£¬Ö÷ÕÅ»Ø¹éµ½ÔçÆÚ»ù¶½½Ì¡£ ĞÅ½ÌÕßÈÏÎª£¬ÊÀ½çÊÇÓÉÒ»¸öĞ°¶ñµÄÔìÎïÖ÷´´ÔìµÄ - Ä§¹í¡£;Le bogomilisme est ?l'origine une hérésie chrétienne orthodoxe incluant des éléments gnostiques rejetant la hiérarchie ecclésiale et prêchant le retour au christianisme primitif. Les bogomiles croient que le monde fut crée par un démiurge démoniaque? le Diable.;Die Bogomilen sind eine orthodoxe Heräsie mit gnostische Elemente. Sie lehnen die kirchliche Hierachie gänzlich ab und arbeiten stattdessen auf eine Rückkehr zur frühen Form des Christentums hin. Sie glauben dass die Welt vom Teufel geschaffen ist.;;El bogomilismo es una herejía de los cristianos ortodoxos combinada con elementos gnósticos que rechazan totalmente la jerarquía eclesiástica y predican la vuelta al cristianismo original. Los bogomilistas creen que el mundo fue creado por un demiurgo malvado, el Diablo.;;;;;;;;;x
iconoclast_DESC;·´¶ÔÊ¥Ïñ³ç°İÒì¶ËÀ§ÈÅ×Å°İÕ¼Í¥µÛ¹úºÜ³¤Ê±¼ä¡£ËûÃÇÈÏÎª£¬×Ú½ÌÍ¼Ïñ - Í¼±êºÍÉñÊ¥ÈËÎïµÄÌØ±ğÃè»æ£¬ÊÇÅ¼Ïñ³ç°İµÄÒ»ÖÖĞÎÊ½£¬ÊÇ²»ÄÜ±»ÔÊĞíµÄ¡£ÔÚËûÃÇµÄÈ«Ê¢Ê±ÆÚ£¬Ôø´İ»ÙÎŞÊıÕâÑùµÄ×°ÊÎºÍÍ¼±ê£¬·´¶ÔÊ¥Ïñ³ç°İµÂ»ÊµÛÓĞÊ±ÉõÖÁ¶Ø´ÙËûÃÇ¡£;L'hérésie iconoclaste empesta l'Empire byzantin en de nombreuses vagues. Les iconoclastes croient que les images religieuses (icônes et représentation des figures sacrées en particulier) constituent une forme d'idolâtrie et doivent être interdites. ?leur apogée, les iconoclastes ?parfois exhortés par les empereurs iconoclastes ?détruisèrent d'innombrables décorations et icônes.;Die Bilderstürmer bedrängten das Byzantinische Reich in meheren Wellen. Sie glauben, dass religiöse Bildnisse - insbesondere Ikonen und Bilder von heiligen Figuren - Götzendienst sind und daher verboten werden müssen. Durch ihren religiösen Eifer wurden unzählige Kunstwerke und Ikonen zerstört, zum Teil mit dem Wohlwollen gleichgesinnter Kaiser.;;La herejía iconoclasta recorri?el Imperio Bizantino en múltiples oleadas. Los iconoclastas consideran que las imágenes religiosas, los iconos y representaciones de los santos en particular, eran una forma de idolatría y debían ser prohibidas. En sus mejores días los iconoclastas destruyeron innumerables iconos y decoraciones religiosas, a veces inducidos por Emperadores iconoclastas.;;;;;;;;;x
