;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
REL_CAPTOR;´ş²¶Õß;Ravisseur;Eroberer;;Captor;;;;;;;;;x
fp_mansion_2_desc;Õâ×ùÍşÑÏµÄ¹ÙÛ¡Ó®µÃÁËÖÜ±ßÏçÏÂÈËµÄ×ğ¾´.Ëü¿Ï¶¨ÊÇÊôÓÚ¼Ò×åÖĞÄ³¸öÖØÒªÈËÎïµÄ¡£;Cette villa est assez impressionnante pour imposer le respect au voisinage. Il est clair que c'est la demeure de quelqu'un d'importance.;Dieses Herrenhaus ist beeindruckend genug, um der umgebenden Landschaft Respekt abzuverlangen. Es ist wahrlich das Haus einer wichtigen Persönlichkeit. ;;Esta mansión es lo suficientemente impresionante para infundir respeto en las áreas circundantes. Sin lugar a dudas es el hogar de alguien importante.;;;;;;;;;x
fp_mansion_3_desc;Ò»×ù×ãÒÔÅäµÃÉÏ¹úÍõµÄ¹¬µî£¬ÔÚÇçÀÊµÄÈÕ×ÓÀï£¬´ÓÒ»Àï¸ñÍâ¾ÍÄÜ¿´¼ûËüÉÁÁÁµÄËşÂ¥£¬¼´±ãËüÖ»ÊÇÓÉ×©Ê¯ºÍ»ÒÄà¹¹³É£¬µ«´ú±í×ÅÕû¸ö¼Ò×åÌø¶¯µÄĞÄÔà¡£;Un palais digne d'un roi. Par temps clair, ses tours brillantes peuvent être vues ?des lieues ?la ronde. Il n'est peut-être fait que de briques et de mortier, mais c'est le coeur de toute la famille.;Ein Palast eines Königs würdig, dessen strahlende Türme an einem wolkenlosen Tag aus weiter Entfernung sichtbar sind. Auch wenn er nur aus Steinen und Mörtel besteht, ist es doch das schlagende Herz einer ganzen Dynastie. ;;Un palacio digno de un rey, sus brillantes torres pueden verse a una legua en un día despejado. Aunque este hecho sólo de ladrillo y argamasa, es el corazón de esta dinastía.;;;;;;;;;x
fp_mansion_4_desc;ÏÔ¶øÒ×¼ûµØ£¬Á¬Ò»Î»ÂŞÂí»ÊµÛ¶¼»áÏÛÄ½Õâ¹¬µîµÄÑ¤Àö¶áÄ¿¡£´óÌüÀïÓ³×Å»Æ½ğºÍ´óÀíÊ¯¶î¹âÃ¢£¬ÉÏ°Ù³ÉÇ§µÄÆÍÈË´©ËóÔÚ¹¬µîÖĞ·şÊÌËûÃÇµÄÖ÷ÈË¡£Ëü¿ÉÒÔËµÊÇÕÃÏÔÕâ¸ö¼Ò×åÎ°´óµÄ·á±®¡£;Ce somptueux palais susciterait sans aucun doute la convoitise d'un empereur romain. L'or et le marbre de ses grandes salles étincellent et les serviteurs qui s'y affairent pour servir leurs maîtres se comptent par centaines. Ce n'est rien de moins qu'un monument en l'honneur de la grandeur de cette famille.;Die Herrlichkeit dieses Palastes würde wahrlich den römischen Kaiser vor Neid zerfressen. Seine großen Hallen glänzen von Gold und Marmor und hunderte von Bediensteten eilen, im Dienste ihrer Herren, durch sie hindurch. Es ist nicht weniger als ein Monument für die Bedeutsamkeit dieser Dynastie.  ;;En realidad, el esplendor de este palacio sería la envidia de un emperador de Roma. Sus grandes salones inundados por el brillo del oro y el mármol, con cientos de sirvientes atravesándolos rápidamente para dar servicio a sus señores. Es un monumento a la grandeza de su dinastía.;;;;;;;;;x
fp_barracks_1_desc;ÔÚÕâĞ©¼òÂªµÄÓª·¿ÖĞÔİ×¡×ÅÕâ¸ö¼Ò×åµÄË½ÈË»¤ÎÀ¡£ËüÃÇ¼ÈÓµ¼·ÓÖ²»ÎÀÉú£¬µ«ÊÇÌá¹©ÁË×ã¹»µÄ·À»¤¡£;Les gardes personnels de la famille sont logés ici dans ces simples logements. Ils sont insalubres et surpeuplés mais offrent tout de même un abri contre les intempéries.;Die Wachen des dynastischen Haushalts sind in einfachen Kasernen untergebracht. Sie sind überfüllt und unhygienisch, bieten jedoch einen angemessenen Schutz gegen das Wetter.;;La guardia familiar de esta dinastía se apila en estos sencillos barracones. Un lugar atestado e insalubre, pero proporciona una protección decente contra los elementos.;;;;;;;;;x
fp_barracks_2_desc;Ò»¸öÇÚÀÍµÄÖı½£Ê¦ÔÚÍ¥ÔºÀï¿ª±ÙÁËÒ»¸öÌú½³ÆÌ£¬ÕâÊ¹µÃÎä×°ĞÂ±ø±äµÃ¸ü¼ÓÈİÒ×¡£;Un vaillant forgeron a établi sa forge dans la cour du palais. Les nouvelles recrues pourront ainsi plus facilement se munir d'armes.;Ein emsiger Schwertschmied hat eine Schmiede im Hofe des Palastes eröffnet. Dadurch wird es einfacher, neue Rekruten mit Waffen auszurüsten. ;;Un laborioso herrero ha abierto una forja en el patio de palacio. Esto facilitar?el armar a los nuevos reclutas.;;;;;;;;;x
fp_barracks_3_desc;Ò»¸öÅÓ´óµÄ¾üĞµ¿â½¨Á¢ÔÚÍ¥Ôº½ÇÂäÀï£¬Ëü´æ·Å×Å×ã¹»Æ¬¿Ì¼äÎä×°ÆğÒ»Ö§¾ü¶ÓµÄÎäÆ÷ºÍ¿ø¼×¡£;Une grande armurerie a ét?construite dans un coin de la cour du palais. Elle contient assez d'armes et d'armures pour équiper au pied lev?une petite armée.;Eine große Rüstkammer wurde in einer Ecke des  Palasthofes gebaut. Darin können ausreichend Waffen und Rüstungen gelagert werden, um eine kleine Armee kurzfristig auszurüsten.;;Una gran armería ha sido construida en un rincón del patio de palacio. Almacena suficientes armas y armaduras para equipar un pequeño ejército en un santiamén.;;;;;;;;;x
fp_stable_1_desc;Õâ×ùĞ¡Âí¾ÇÔÚÇ½ÍâÉ¢·¢×Å¸É²İºÍÂí·àµÄÆøÏ¢£¬ÓÃÀ´°²ÖÃÎÀ±øºÍ·Ã¿ÍµÄÂíÆ¥¡£;Cette petite écurie accolée aux murs extérieurs du palais empeste le foin et le fumier. Elle abrite les chevaux de la garde, ainsi que ceux des visiteurs.;Dieser kleine Stall außerhalb der Palastmauern verströmt den Geruch von Heu und Dung. Hier befinden sich die Pferde der Wachen, sowie die einiger Besucher.;;Este pequeño establo justo en el exterior de las murallas apesta a heno y estiércol. Alberga los caballos de la guardia, junto con los de las visitas.;;;;;;;;;x
fp_stable_2_desc;±¾µØÅ©ÃñÓÑÉÆ"¾èÏ×"µÄ¼¸¿é¿í¹ãÍÁµØ±»±ÙÎªÅÜÂí³¡.ÕâÑùÒ»À´Õ½Ê¿ÃÇ¾ÍÄÜ¹»Á·Ï°ÔÚÂí±³ÉÏµÄ¼¼ÒÕÁË.;Plusieurs vastes champs proches du palais ont ét?gracieusement « offerts » par des fermiers du coin et sont réservés pour les manèges. Ici, le combattant peut exercer l'art de la guerre ?cheval.;"Einige große Felder außerhalb des Palastes wurden großzügig von ansässigen Bauern ""gespendet"" und dienen als Reitplätze. Hier üben sich die kämpfenden Männer in der Kunst des Kampfes zu Pferd. ";;"Algunos campos en los aledaños del palacio han sido generosamente ""donados"" por granjeros locales y dispuestos como campos de monta. Aqu?los hombres de armas pueden practicar el arte de la guerra a caballo.";;;;;;;;;x
fp_stable_3_desc;Ò»¸öÑøÂíÈËÔÚÕ¬Û¡¸½½ü¿ªÁËÓıÂíËù¡£Õâ¸ö¾Ş´óÑøÖ³³¡×ã¹»°²ÖÃÉÏ°ÙµÄÉü¿Ú£¬È·±£ÁË±¾µØÕĞÄ¼Æï±øµÄÎÈ¶¨¹©Ó¦¡£;Un éleveur de chevaux s'est install?aux environs du palais. Ses larges enclos peuvent accueillir des centaines d'animaux, ce qui assure aux armées locales un approvisionnement constant en montures.;Ein Pferdezüchter hat seine Pforten in der Nähe des Palastes geöffnet. Die großen Koppeln bieten Platz für hunderte von Pferden und stellen einen stetigen Vorrat an Pferden für vor Ort ausgebildetenStreitkräfte dar. ;;Un criador de caballos ha montado una tienda en la vecindad de palacio. Los grandes corrales pueden albergar cientos de animales, y asegurar un suministro continuo de montas para los reclutas locales.;;;;;;;;;x
fp_bowyer_1_desc;ÔÚÕ¬Û¡Í¥ÔºÀï£¬Ò»¸öÊìÁ·µÄÖÆ¹­ÈË½¨Á¢ÁËËûµÄĞ¡¹¤·¿£¬µ±ĞèÒªÊ±ËûÄÜ¹»ÔÚÕâÖÆÔìºÍĞŞ¸´¹­¼ı¡£;Un fabriquant d'arcs fort habile a ouvert un petit atelier dans la cour du palais. Il peut fabriquer des arcs et des flèches, ou réparer ceux qui sont brisés.;Ein sachkundiger Bogenbauer hat seine kleine Werkstatt im Hofe des Palastes eröffnet. Hier kann er nach Bedarf neue Bögen bauen oder zerbrochene reparieren.;;Un diestro arquero ha instalado su pequeño taller dentro del patio de palacio. Aqu?puede hacer nuevos arcos o reparar los estropeados cuando se necesite.;;;;;;;;;x
fp_bowyer_2_desc;Õâ¸ö°Ğ³¡ÈÃÈËÃÇÄÜÔÚ´ËÁ·Ï°¼ıÊõ¡£ÕâÀïÓĞºÃ¼¸¸ö°Ğ×Ó·ÅÖÃÔÚ²»Í¬µÄ¾àÀë£¬²»¹ı¾ÍÏÖÔÚ¶øÑÔ£¬Ã»ÈËÄÜ³É¹¦ÉäÁÑÁíÒ»¸öÖ®Ç°ÔÚ°ĞÉÏµÄ¼ıÖ§¡£;Ce champ de tir permet aux archers d'exercer leur art. Il comporte plusieurs cibles placées ?différentes distances. Mais personne n'a encore réussi ?fendre la flèche d'un autre. ;Dieser Zielübungsplatz erlaubt es den Männern, sich im Bogenschießen zu üben. Hier sind einige Ziele in verschiedenen Distanzen platziert, doch bisher ist es noch niemandem gelungen, den Pfeil eines anderen zu spalten. ;;Este campo de tiro permite a los hombres practicar el tiro con arco. Hay varios objetivos posicionados a distintas distancias, pero a día de hoy, nadie ha sido capaz de partir en dos la flecha de otro.;;;;;;;;;x
fp_bowyer_3_desc;Ê®×ÖåóÊÇÒ»ÖÖÆæ¼£°ãµÄ·¢Ã÷¡£¼´±ãËüÃ»ÓĞ³¤¹­ÄÇÃ´¸ßµÄ·¢ÉäÆµÂÊ£¬µ«Î´¾­ÑµÁ·µÄĞÂ±øÒ²Ê®·ÖÓĞĞ§Ê¹ÓÃËü¡£Õâ¸ö¹¤·¿±£Ö¤ÁËÕâĞ©ÖÂÃüÎäÆ÷µÄÎÈ¶¨¹©Ó¦¡£;L'arbalète est une invention merveilleuse. Elle prend un peu plus de temps ?charger qu'un arc, mais elle ne nécessite qu'un léger entraînement pour être efficace. Ces armes mortelles sont constamment produites grâce ?cet atelier.;Die Armbrust ist eine großartige Erfindung. Auch wenn sie nicht so schnell wie ein Langbogen geschossen werden kann, bedarf es weniger Übung, um sie wirksam einsetzen zu können. Diese Werkstatt stellt einen steten Vorrat dieser tödlichen Waffen sicher. ;;La ballesta es un invento maravilloso. Aunque no puede disparar tan rápido como el arco largo, requiere menos entrenamiento el usarla con eficacia. Este taller asegura un suministro constante de estas armas mortales.;;;;;;;;;x
fp_shipyard_1_desc;ÓµÓĞÕâÑùÒ»¼şÎİ×Ó¿ÉÒÔËµÊÇÃ¿Ò»¸öÖÆÍ¼ÕßµÄÃÎÏë£¬ÆäÖĞ°üÀ¨ÁË¸÷ÀàÎŞ¼ÛµÄµØÍ¼×ÊÁÏ¡£Ò»Ğ©ÉõÖÁÄÜ×·Ëİµ½¹ÅÏ£À°£¬ÁíÒ»Ğ©Ã»·¨È·±£¾«¶ÈµÄÔòÃè»æÁËÎ»ÓÚÔ¶¶«Ä°ÉúµÄÍÁµØ¡£;Cette salle ?l'intérieur du palais est le rêve de tout cartographe? elle contient de précieuses cartes maritimes en tous genres. Certaines dateraient de l'époque de la Grèce antique. D'autres, dont la précision ne peut être évaluée avec certitude, dépeignent d'étranges contrées du lointain Orient.;Dieser Raum im Innern des Palastes ist der Traum eines jeden Kartographen und enthält unbezahlbare Karten aller Art. Manche sollen bis zu den alten Griechen zurückgehen, und andere, deren Genauigkeit nicht genau beurteilt werden kann, stellen fremde Länder aus dem fernen Osten dar. ;;Esta sala dentro del palacio es el sueño de un cartógrafo, contiene todo tipo de mapas. Algunos se supone que provienen de los antiguos griegos, y otros, cuya verosimilitud no puede medirse de ningún modo, describen extrañas tierras del lejano oriente.;;;;;;;;;x
fp_shipyard_2_desc;Õâ×ù×ùÂäÓÚº£°¶µÄ´¬ÎëÎªÕâ¸ö¼Ò×åÌá¹©¶À¼ÒµÄ·şÎñ£¬ÊìÁ·µÄ¹¤ÈËÃÇÊ±¿Ì×¼±¸×ÅÎªÖ÷ÈË½¨ÔìÉÌ´¬¡£;Ce vaste chantier naval est construit sur la côte, mais il est réserv??l'usage exclusif de la famille. D'habiles charpentiers sont toujours prêts ?y bâtir des navires marchands.;Diese große Werft befindet sich an der Küste, doch sie ist ausschließlich für die Benutzung durch diese Dynastie reserviert. Sachkundige Schiffsbauer stehen bereit, um Handelsschiffe zu bauen. ;;Este gran astillero se sitúa en la costa, pero est?reservado en exclusiva para que lo utilice esta dinastía. Habilidosos carpinteros de ribera están listos para construir galeras.;;;;;;;;;x
fp_shipyard_3_desc;Õâ×ùÍêÈ«±»Õâ¸ö¼Ò×å¿ØÖÆ×ÅµÄº£¾ü±ø¹¤³§×ùÂäÓÚÊ×¶¼£¬ÊÇÒ»×ùÄÜ×°ÅäºÍ²¹³äÒ»ÕûÖ§½¢¶ÓµÄÅÓÈ»´óÎï¡£;Bien que situ?dans la capitale, cet arsenal maritime est l'entière propriét?de la famille, qui le réserve ?son usage exclusif. C'est un immense complexe qui comprend tout ce qu'il faut pour assembler et affréter une flotte entière.;Dieses Marine-Waffenlager befindet sich in der Hauptstadt, ist jedoch vollständig im Besitz dieser Dynastie, die die gesamte Nutzung für sich beansprucht. Es ist ein riesiger Komplex, der alles enthält, um eine gesamte Flotte zusammenstellen und bemannen zu können. ;;Este arsenal naval est?situado en la capital, pero es propiedad de esta dinastía que la reserva para su propio uso. Es un enorme complejo que tiene todo lo necesario para ensamblar y aparejar una flota entera.;;;;;;;;;x
fp_warehouse_1_desc;Õâ×ù¾Ş´óµÄ²Ö¿âÈİÄÉ×ÅµÄ²¹¸øÆ·×ãÒÔÎ¬³ÖÒ»ÕûÖ§Â½¾ü»òÒ»Ö§½¢¶ÓµÄËùĞè¡£;Ce vaste entrepôt peut contenir tout l'équipement nécessaire ?une force militaire, que ce soit une armée ou une flotte.;Ein großes Lagerhaus, das alle nötigen Vorräte enthält, um eine militärische Streitkraft ins Feld zu führen;;Un gran almacén que contiene todos los suministros necesarios para abastecer una fuerza militar, bien sea un ejército o una flota.;;;;;;;;;x
fp_warehouse_2_desc;ÔÚÕâÑù¾Ş´óµÄµµ°¸¹İÖĞÃÔÂ·ÊÇÔÙÑ°³£²»¹ıµÄÊÂÀ²¡£ÆäÖĞ±£´æ×ÅËùÓĞÕâ¸ö¼Ò×å×Ê²úµÄ¼ÇÂ¼ÎÄ¼ş£¬´óµ½´¬Ö»ºÍ½¨ÖşĞ¡ÖÁµ¥¸öÎÀ±øºÍ°ìÊÂÔ±¡£;C'est facile de se perdre dans cette colossale salle des archives ?l'intérieur du palais. Elle contient les documents et les registres de tous les avoirs de la famille, des navires aux bâtiments en passant par les soldats et les clercs.;Es ist einfach in diesem riesigen Archiv, das sich vollständig innerhalb des Palastes befindet, verloren zu gehen. Es enthält alle Dokumente und Aufzeichnungen über das gesamte dynastische Vermögen, angefangen von Schiffen und Gebäuden bis hin zu einzelnen Soldaten und Angestellten.;;Es fácil perderse en el colosal archivo que se alberga en palacio. Contiene documentos y registros de todos los bienes dinásticos, desde barcos y edificios hasta cada soldado y empleado.;;;;;;;;;x
fp_warehouse_3_desc;Õâ¼ä°ìÊÂ´¦Î»ÓÚÔÚÕ¬Û¡Éî´¦£¬×÷ÎªÕâ¸ö¼Ò×åµÛ¹úµÄÉñ¾­ÖĞÊà£¬ÔÚÕâÀíÊÂºÍ°ìÊÂÔ±Éó²é×ÅÃ¿ÈÕµÄÃ³Ò×Ì¸ÅĞºÍ½¢¶Ó²¿ÊğÊÂÒË¡£;Au plus profond du palais se tient le centre nerveux de tout l'empire thalassocratique de la famille? l'administration. Ici, les clercs et les administrateurs veillent aux affaires quotidiennes, telles que les négociations commerciales ou le déploiement des flottes.;Dieses Büro tief im Palast dient als Nervenzentrum des gesamten dynastischen Reichs. Hier überwachen Angestellte und Beamte die tagtäglichen Handelsverhandlungen und Flotteneinsätze.;;Esta oficina en las profundidades de palacio actúa como la espina dorsal de todo el imperio dinástico. Aqu?empleados y oficiales supervisan los asuntos del día a día, las negociaciones comerciales y los despliegues de flotas.;;;;;;;;;x
fp_garden_1_desc;Õâ¸ö¾Ş´ó¶øÁîÈË²àÄ¿µÄ»¨Ô°Àï³äÂúÀï×ÔÈ»µÄÆæ¼££¬ÔÚÕâÑùÄş¾²µÄËùÔÚ¾²ĞÄ³ÁË¼ÊÇ¶àÃ´ÃÀÃîµÄÊÂÑ½¡£;On trouve dans ces grands et magnifiques jardins de multiples merveilles de la nature. Ce lieu paisible est idéal pour des moments de méditation.;Ein großer und beeindruckender Garten voller Wunder der Natur. Diese friedvolle Umgebung ist ideal für Momente der Besinnung;;Un gran jardín impresionante repleto de maravillas de la naturaleza. Este pacífico entorno es ideal para momentos de reflexión.;;;;;;;;;x
fp_garden_2_desc;Õâ¸öÊ±³£±»Ìì¶ìÕ¼¾İµÄ¾°¹Û³ØÊÇ»¨Ô°µÄÖĞĞÄ¡£ÔÚÖĞÑë£¬Ò»¸öĞ¡ÅçÈª½«Ë®ÖéÈ÷Ïò¿ÕÖĞ£¬ÔÚË®µÄ±íÃæ¿ÉÒÔÆ³¼ûÀğÓãµÄÉíÓ°¡£;Ce bassin pittoresque, souvent visit?par des cygnes, est la pièce maîtresse des jardins du palais. De l'eau jaillit d'une petite fontaine en son centre, tandis qu'on entr'aperçoit parfois des carpes ?la surface.;Dieser malerische Teich, der häufig von Schwänen besucht wird, ist das Herzstück des Palastgartens. Ein kleiner Springbrunnen in der Mitte sprüht Wasser in die Luft, während unter der Wasseroberfläche Karpfen zu sehen sind.;;Este pintoresco estanque, a menudo frecuentado por cisnes, es el plato fuerte del jardín de palacio. Una pequeña fuente en el centro difumina agua en el aire mientras las carpas pueden atisbarse bajo la superficie.;;;;;;;;;x
fp_garden_3_desc;Ã¿Ò»¸öÍêÃÀ»¨Ô°¶¼È±²»ÁËÕâ¸ö£¬´í×Û¸´ÔÓµÄÊ÷ÀéÃÔ¹¬ÏÔÈ»ÄÜÈÃ·Ã¿ÍĞËÖÂ¸ß°º£¬Ğí¶àÏÔ¹óÃÇ»á»¨·ÑºÃ¼¸Ğ¡Ê±À´Ì½Ë÷ÆäÖĞÇúÕÛòêÑÑµÄÂ·¾¶¡£;Aucun jardin digne de ce nom n'est complet sans un labyrinthe de haies. La complexit?de celui-ci ravit les visiteurs, et de nombreux dignitaires ont pass?des heures ?errer dans ses dédales.;Kein anständiger Garten ist ohne ein solches vollständig. Dieses verschlungene Hecken-Labyrinth erfreut Besucher, und viele Würdenträger haben Stunden damit verbracht, durch seine verzwickten Pfade zu wandeln. ;;No hay jardín que se precie sin uno de estos. Este intrincado laberinto hace las delicias de los visitantes, y muchos dignatarios han gastado horas recorriendo sus retorcidos senderos.;;;;;;;;;x
fp_cellar_1_desc;Ò»¸ö±¸»õ³ä×ãµÄ¾Æ½ÑÊÇÈÎºÎÒ»¸öÏÔ¹óµÄ±ØĞèÆ·£¬Õâ¸öÍ¬ÑùºÁ²»Ñ·É«£¬ÆäÖĞÒ»Ğ©´æ¾ÆÉõÖÁÄÜ×·Ëİ»Ø¼¸Ê®ÄêÇ°¡£;Une cave ?vins bien garnie est essentielle ?tout aristocrate qui se respecte, et celle-ci ne décevra assurément personne. Certains de ses vins ont plusieurs décennies.;Ein gut bestückter Weinkeller ist ein absolutes Muss für jeden Adeligen von Rang und dieser enttäuscht auf keinen Fall. Einige der Weine lagern hier schon seit Jahrzehnten.;;Una bodega bien aprovisionada es necesaria para cualquier aristócrata de buen rango, y esta desde luego no decepciona. Algunos de los vinos que se almacenan aqu?tienen décadas.;;;;;;;;;x
fp_cellar_2_desc;ÕâĞ©ÁêÄ¹Î»ÓÚÕ¬Û¡µØÏÂÉî´¦£¬ÎŞÊı´úÏÈÈËÔÚÕâ¶ù½øÈëÓÀºãµÄ³ÁÃß¡£Ô¸ËûÃÇ°²Ï¢!;Cet hypogée, situ?profondément sous le palais, renferme les tombes de la famille. Depuis des siècles, d'innombrables générations y sont réunies dans leur sommeil éternel. Qu'elles reposent en paix.;Diese Katakomben befinden sich unterhalb des Palastes und beinhalten die dynastischen Gruften. Hier vereinen sich sich Jahrhunderte alte Generationen im ewigen Schlaf. Mögen sie in Frieden ruhen.;;Estas catacumbas están situadas en las profundidades del palacio y contienen las tumbas de la dinastía. Aqu?incontables generaciones de distintos siglos comparten el sueño eterno. En paz descansen.;;;;;;;;;x
fp_cellar_3_desc;Õâ¸ö¹ãÀ«ÓÖ¸´ÔÓµÄµØÀÎÒş²ØÔÚÕ¬Û¡µÄµØÏÂÉî´¦ÒÔ¸ôÀëÄÇĞ©²»ĞÒ¾ÓÃñÃÇµÄ°§º¿¡£ÈÎºÎÏëÏóµÃµ½µÄ¿½´òÆ÷¾ß¶¼ÄÜÔÚÕâĞ©ÒõÀäºÚ°µµÄÃÜÊÒÖĞÕÒµ½¡£;Le vaste complexe de cachots est enfoui assez profondément sous le palais pour étouffer les hurlements de ses infortunés pensionnaires. On peut trouver dans ces salles obscures et glaciales tous les instruments de torture inimaginables.;Dieser weitläufige Kerkerkomplex ist tief genug unter dem Palast verborgen, dass die Schreie der bedauernswerten Bewohner ungehört bleiben. Jedes denkbare Folterinstrument kann in diesen kalten und dunklen Kammern gefunden werden. ;;Este vasto complejo de calabozos est?oculto en lo más profundo del palacio para apagar los gritos de sus desafortunados inquilinos. Cada instrumento de tortura que se pueda imaginar puede encontrarse en estas lóbregas cámaras.;;;;;;;;;x
fp_shrine_1_desc;Ò»¸öÒşÃØµÄÊ¥ÌÃÒş²ØÔÚÕ¬Û¡µÄÒ»¸ö°²¾²²àÌüÖĞ£¬ÄĞÈËÅ®ÈËÃÇÄÜÔÚÕâ¶ùÆíµ»ºÍ·´Ê¡ÉîË¼¡£;Un sanctuaire est nich?bien ?l'écart, dans une aile calme du palais. Chacun peut venir prier et faire leur examen de conscience.;Ein abgelegener Schrein, der sich in einem ruhigen Flügel des Palastes versteckt. Hier können Männer und Frauen ihre Zeit im Gebet und beschaulicher Seelensuche verbringen.  ;;Un recóndito santuario oculto en un ala tranquila de palacio. Aqu?hombres y mujeres pueden pasar el tiempo en oración y recogimiento.;;;;;;;;;x
