;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ACQUISITION_CLAIM;×÷ÎªĞû³ÆÕß¶øÕ÷·ş;Conquis en tant que revendicateur;Erobert als Anspruchsteller;;Conquistado como un pretendiente;;;;;;;;;x
INSULT_CLEFT_LIPPED;´½ÁÑµÄ;?la bouche déformée;Spaltlippen;;labio hendido;;;;;;;;;x
INSULT_BASTARD;ÔÓÖÖ;de bâtard;Bastarde;;bastardo/a;;;;;;;;;x
INSULT_BASEBORN;µÍ¼úµÄ;non légitim?Niedriggeborene;;ilegítimo/a;;;;;;;;;x
INSULT_KINSLAYER;ß±Ç×ÇİÊŞ;d'assassin d'un parent;Sippenmörder;;mataparientes;;;;;;;;;x
INSULT_SODOMITE;¼¦¼éÕß;de sodomite;Sodomiten;;sodomita;;;;;;;;;x
INSULT_DULLARD;ÓŞÕß;d'abruti;Dummköpfe;;zoquete;;;;;;;;;x
INSULT_DIM;ÒâÊ¶Ä£ºıµÄ;faible;Dumme;;tonto/a;;;;;;;;;x
INSULT_VACUOUS;¿ÕĞéµÄ;stupide;Stumpfsinnige;;vago/a;;;;;;;;;x
INSULT_NITWIT;±¿µ°;d'andouille;Schwachköpfe;;bobo/a;;;;;;;;;x
INSULT_IMBECILE;°×³Õ;d'imbécile;Imbezile;;imbécil;;;;;;;;;x
INSULT_FREAK;¹ÖÌ¥;de monstre;Missgeburten;;fanático;;;;;;;;;x
INSULT_ABOMINATION;¿ÉÔ÷Ö®ÈË;d'abomination;Scheusale;;aversión;;;;;;;;;x
INSULT_MONSTROUS;¹ÖÎï;terrible;Monströse Gestalten;;monstruoso/a;;;;;;;;;x
INSULT_HIDEOUS;ÁîÈËÑá¶ñµÄ;affreux;Abscheuliche Gestalten;;espantoso/a;;;;;;;;;x
INSULT_WEAKLING;ÈõÕß;d'avorton;Schwächlinge;;enclenque;;;;;;;;;x
INSULT_LESBIAN;Å®Í¬ĞÔÁµÕß;de lesbienne;Lesben;;lesbiana;;;;;;;;;x
INSULT_SAPPHIC;Å®Í¬ĞÔÁµµÄ;saphique;Lesbische;;sáfica;;;;;;;;;x
INSULT_HUNCHBACK;ÍÕ×Ó;de bossu;Bucklige;;jorobado /a;;;;;;;;;x
INSULT_CROOKED;Å¤ÇúµÄ;malhonnête;Krumme;;torcido/a;;;;;;;;;x
INSULT_LISPER;´óÉàÍ·;de zozoteur;Lispler;;ceceante;;;;;;;;;x
INSULT_FALTERING;Ö§Ö§ÎáÎáµÄ;indécis;Zögernde Gestalten;;balbuceante;;;;;;;;;x
INSULT_STUTTERING;¿Ú³Ô;bègue;Stotterer;;tartamudo;;;;;;;;;x
INSULT_GORGON;Å®Ñı;de gorgone;Gorgonen;;gorgona;;;;;;;;;x
INSULT_IDIOT;±¿µ°;idiot;Idioten;;idiota;;;;;;;;;x
INSULT_TORTURER;¿áĞÌÕß;de tortionnaire;Folterer;;torturador/a;;;;;;;;;x
INSULT_LECHER;É«¹í;d'obséd?Lüstlinge;;lascivo;;;;;;;;;x
INSULT_LECHEROUS;ºÃÉ«µÄ;déprav?Lüsterne;;libidinoso;;;;;;;;;x
INSULT_GLUTTON;Ì°³ÔÕß;de glouton;Fette;;glotón/ona;;;;;;;;;x
INSULT_GORGING;ÀÇÍÌ»¢ÑÊµÄ;goinfre;Fettwanste;;hartarse;;;;;;;;;x
INSULT_VENAL;¼ûÀûÍüÒåµÄ;corrompu;Korrupte;;venal;;;;;;;;;x
INSULT_INDOLENT;ÀÁ¶èµÄ;indolent;Träge;;indolente;;;;;;;;;x
INSULT_EVIL;Ä§¹í;de diable;Böse;;malo/a;;;;;;;;;x
INSULT_ENVIOUS;¶Ê¼ÉµÄ;envieux;Neidische;;envidioso/a;;;;;;;;;x
INSULT_HARRIDAN;ÆÃ¸¾;de mégère;Xanthippen;;bruja;;;;;;;;;x
INSULT_RAGING;±©Å­µÄ;enrag?Wüteriche;;furioso/a;;;;;;;;;x
INSULT_DECEITFUL;ÆÛÕ©µÄ;fourbe;Hinterlistige;;engañoso/a;;;;;;;;;x
INSULT_CRAVEN;ÇÓÅ³µÄ;lâche;Feige;;temeroso/a;;;;;;;;;x
INSULT_COWARD;Å³·ò;de veule;Feiglinge;;cobarde;;;;;;;;;x
INSULT_SCATTERBRAIN;½¡ÍüµÄÈË;de tête de linotte;Wirrköpfe;;cabeza de chorlito;;;;;;;;;x
INSULT_ERRATIC;·´¸´ÎŞ³£µÄ;fantasque;Launische;;errático/a;;;;;;;;;x
INSULT_BIGOT;Æ«Ö´Õß;de sectaire;Eiferer;;fanático/a;;;;;;;;;x
INSULT_BIGOTED;Æ«Ö´µÄ;fanatique;Eifernde;;intolerante;;;;;;;;;x
INSULT_PARANOID;Æ«Ö´¿ñ;paranoïaque;Paranoide;;paranoico;;;;;;;;;x
INSULT_FOOL;Éµ¹Ï;de bouffon;Narren;;bobo;;;;;;;;;x
INSULT_GULLIBLE;ÇáĞÅµÄ;crédule;Naive;;crédulo/a;;;;;;;;;x
INSULT_CRUEL;²Ğ¿áµÄ;cruel;Grausame;;cruel;;;;;;;;;x
INSULT_BRUTE;ÇİÊŞ;de brute;Ungehobelte;;bruto/a;;;;;;;;;x
INSULT_FIEND;Ä§Íõ;de maniaque;Unholde;;amigo;;;;;;;;;x
INSULT_CALLOUS;Àä¿áÎŞÇéµÄ;insensible;Herzlose;;insensible;;;;;;;;;x
INSULT_WANTON;²»»³ºÃÒâµÄ;dévergond?Schamlose;;displicente;;;;;;;;;x
INSULT_SENILE;ÄêÀÏºıÍ¿µÄ;sénile;Senile;;senil;;;;;;;;;x
INSULT_CRIPPLE;È³×Ó;d'éclop?Krüppel;;inválido/a;;;;;;;;;x
INSULT_VEGETABLE;Ö²ÎïÈË;de légume;Apalliker;;vegetal;;;;;;;;;x
INSULT_BESOTTED;³ÕÃÔµÄ;follement épris;Berauschte;;embobado/a;;;;;;;;;x
INSULT_DRUNKARD;¾Æ¹í;d'ivrogne;Säufer;;borracho;;;;;;;;;x
INSULT_UNCLEAN;²»½à¾»µÄ;impur;Unreine;;sucio/a;;;;;;;;;x
INSULT_LEPER;Âé·ç²¡ÈË;de lépreux;Lepröse;;leproso/a;;;;;;;;;x
INSULT_BAT;òùòğ;de chauve-souris;Wahnwitzige;;murciélago;;;;;;;;;x
INSULT_DEMONIC;¶ñÄ§°ãµÄ;démoniaque;Dämonische;;demoníaco/a;;;;;;;;;x
INSULT_DEMENTED;ÓÇÂÇÊ§³£µÄ;dément;Demente;;loco/a;;;;;;;;;x
INSULT_LUNATIC;·è×Ó;de lunatique;Irre;;lunático/a;;;;;;;;;x
INSULT_LUGUBRIOUS;ÒõÓôµÄ;lugubre;Trauerklöße;;lúgubre;;;;;;;;;x
INSULT_CRAZED;·¢¿ñµÄ;dingue;Durchgedrehte;;delirante;;;;;;;;;x
INSULT_DEVIL_WOMAN;¹íÆÅ;de femme du diable;Teufelsweiber;;diablesa;;;;;;;;;x
INSULT_WARLOCK;ÄĞÎ×;de démoniste;Hexer;;brujo;;;;;;;;;x
INSULT_EFFEMINATE;ÄïÄïÇ»µÄ;effémin?Weibische;;afeminado/a;;;;;;;;;x
INSULT_UNMANNED;±»ÑËµÄ;émascul?Entmannte;;castrado;;;;;;;;;x
INSULT_EUNUCH;ÑËÈË;d'eunuque;Eunuchen;;eunuco;;;;;;;;;x
INSULT_BLIND;Ã¤ÈË;aveugle;Blinde;;ciego;;;;;;;;;x
INSULT_PEASANT;Ïç°ÍÀĞ;de paysan;Bauern;;campesino;;;;;;;;;x
INSULT_PEASANT_WOMAN;Å©¸¾;de paysanne;Bäuerinnen;;campesina;;;;;;;;;x
INSULT_LOWBORN;³öÉíµÍÎ¢µÄ;de basse extraction;Niedriggeborene;;de humilde cuna;;;;;;;;;x
INSULT_HERESIARCH;Òì¶ËÍ·Ä¿;d'hérésiarque;Häresiarchen;;heresiarca;;;;;;;;;x
INSULT_SYBARITE;×İÇéÒİÀÖÕß;de sybarite;Schlemmer;;sibarita;;;;;;;;;x
INSULT_DECADENT;¶éÂäÕß;décadent;Dekadente;;decadente;;;;;;;;;x
INSULT_WHOREMONGER;æÎ¿Í;de fornicateur;Hurengänger;;putero;;;;;;;;;x
INSULT_WHORING;æ½¼Ë;débauch?Hurende;;putear;;;;;;;;;x
INSULT_DEBASED;ÏÂ¼úµÄ;avili;Heruntergekommene;;degradar;;;;;;;;;x
INSULT_TEMPTRESS;µ´¸¾;de tentatrice;Verführerinnen;;tentadora;;;;;;;;;x
INSULT_DODDERER;²½ÂÄõçõÇÕß;de débris;Tattrige;;tembloroso;;;;;;;;;x
INSULT_DEBAUCHER;·Åµ´Õß;de débauch?Schwelger;;corruptor;;;;;;;;;x
INSULT_LITTLE;Ğ¡×Ó;feluette;Kleine;;pequeño;;;;;;;;;x
INSULT_DEGENERATE;¶éÂäµÄ;dégénér?Degenerierte;;degenerado/a;;;;;;;;;x
INSULT_PERVERTED;±äÌ¬µÄ;pervers;Perverse;;pervertido/a;;;;;;;;;x
INSULT_TROLLOP;åååİµÄÅ®ÈË;de traînée;Flittchen;;mujerzuela;;;;;;;;;x
INSULT_PRUNE;¹ıÓÚÕı¾­µÄÅ®ÈË;de rabat-joie;Sauertöpfige;;atontado/a;;;;;;;;;x
INSULT_PRUDE;Õı¾­¹ı¶ÈµÄÈË;de prude;Prüde;;mojigato/a;;;;;;;;;x
INSULT_PRUDISH;Î±ÉÆµÄ;pudibond;Zimperliesen;;mojigato/a;;;;;;;;;x
INSULT_BORE;ÁîÈËÑá·³µÄÈË;de raseur;Langweiler;;pesado;;;;;;;;;x
INSULT_IDLER;ÎŞËùÊÂÊÂÕß;de fainéant;Nichtsnutze;;ocioso/a;;;;;;;;;x
INSULT_COVETOUS;Ì°À·µÄ;avare;Gierschlunde;;codicioso/a;;;;;;;;;x
INSULT_SOFT;Èí¹ÇÍ·;mollasson;Weichliche Gestalten;;tonto/a;;;;;;;;;x
INSULT_SPIDER;Ö©Öë;d'araignée;Spinnen;;araña;;;;;;;;;x
INSULT_WUSSY;Å³ÈõµÄ;chochotte;Memmen;;nenaza;;;;;;;;;x
INSULT_TIMID;Ã»ÓÂÆøµÄ;timide;Zaghafte;;tímido/a;;;;;;;;;x
INSULT_COY;º¦ĞßµÄ;offens?Schüchterne;;reservado/a;;;;;;;;;x
INSULT_RAPACIOUS;Ç¿È¡µÄ;rapace;Raubgierige;;rapaz;;;;;;;;;x
INSULT_GRASPING;Ò»Î¶¾ğÈ¡µÄ;cupide;Habgierige;;avaricioso/a;;;;;;;;;x
INSULT_UNBELIEVER;²»ĞÅÖ÷Õß;de mécréant;Ungläubige;;no creyente;;;;;;;;;x
INSULT_NARROWMINDED;Ğ¡ĞÄÑÛµÄ;?l'esprit étroit;Engstirnige;;estrecho de miras;;;;;;;;;x
COMPL_VIVACIOUS;ÉúÆø²ª²ªµÄ;enjou?lebhafte;;vivaz;;;;;;;;;x
COMPL_DEMURE;¶Ë×¯µÄ;discret;züchtige;;remilgado/a;;;;;;;;;x
COMPL_SINCERE;Õæ³ÏµÄ;sincère;aufrichtige;;sincero/a;;;;;;;;;x
COMPL_FORTHRIGHT;Ö±ÂÊµÄ;franc;aufrechte;;directo/a;;;;;;;;;x
COMPL_ROGUE;Ğ¡ÌÔÆø;fripouille;skrupellose;;pícaro/a;;;;;;;;;x
COMPL_RAFFISH;·Åµ´²»î¿µÄ;canaille;verwegene;;disoluto/a;;;;;;;;;x
COMPL_AFFABLE;Æ½Ò×½üÈËµÄ;affable;umgängliche;;afable;;;;;;;;;x
COMPL_WIT;ÖÇ»ÛµÄ;intelligent;scharfsinnige;;ingenioso;;;;;;;;;x
COMPL_DEVIL;Ä§Íõ;ténébreux;teuflische;;demonio;;;;;;;;;x
COMPL_IMPISH;ÌÔÆøµÄ;espiègle;schelmische;;travieso;;;;;;;;;x
COMPL_PIRATE;º£µÁ;pirate;piratenhafte;;pirata;;;;;;;;;x
COMPL_BERSERKER;¿ñÕ½Ê¿;berserk;berserkerhafte;;berserker;;;;;;;;;x
COMPL_SAOSHYANT;¾ÈÊÀÖ÷;Saoshyant;saoschjante;;Saoshyant;;;;;;;;;x
COMPL_VALKYRIE;Å®ÎäÉñ;valkyrie;walkürenhafte;;Valquiria;;;;;;;;;x
COMPL_VIKING;Î¬¾©ÈË;de viking;wikingerhafte;;vikingo/a;;;;;;;;;x
COMPL_FAIR;ÃÀÄĞ×Ó;juste;hübsche;;limpio/a;;;;;;;;;x
COMPL_BEAUTY;ÃÀÈË;beaut?schöne;;belleza;;;;;;;;;x
COMPL_HANDSOME;Ë§ÆøµÄ;beau;stattliche;;guapo/a;;;;;;;;;x
COMPL_BRILLIANT;²Å»ªºáÒçµÄ;brillant;brillante;;brillante;;;;;;;;;x
COMPL_GENIUS;Ìì²Å;génie;geniale;;genio;;;;;;;;;x
COMPL_STRONG;Ç¿×³µÄ;fort;starke;;fuerte;;;;;;;;;x
COMPL_SCHOLAR;Ñ§Õß;érudit;belesene;;erudito;;;;;;;;;x
COMPL_LEARNED;ÓĞÑ§ÎÊµÄ;éduqu?gebildete;;distinguido/a;;;;;;;;;x
COMPL_MYSTIC;ÉñÃØÖ÷ÒåÕß;mystique;mystisch interessierte;;místico;;;;;;;;;x
COMPL_POET;Ê«ÈË;poète;poetische;;poeta/poetisa;;;;;;;;;x
COMPL_CHASTE;Õê½àµÄ;chaste;keusche;;casto/a;;;;;;;;;x
COMPL_GOOD;ºÃÈË;bon;gute;;bueno/a;;;;;;;;;x
COMPL_DILIGENT;ÇÚÃãµÄ;diligent;fleißige;;diligente;;;;;;;;;x
COMPL_KINDLY;ÌåÌùµÄ;bienveillant;nette;;amable;;;;;;;;;x
COMPL_KINDHEARTED;ĞÄµØÉÆÁ¼µÄ;au grand cœur;gutherzige;;amable;;;;;;;;;x
COMPL_BRAVE;ÓÂ¸ÒµÄ;brave;mutige;;valiente;;;;;;;;;x
COMPL_PROUD;½¾°ÁµÄ;fier;stolze;;orgulloso/a;;;;;;;;;x
COMPL_HUMBLE;Ç«±°µÄ;humble;demütige;;humilde;;;;;;;;;x
COMPL_JUST;¹«ÕıµÄ;juste;gerechte;;justo/a;;;;;;;;;x
COMPL_RIGHTEOUS;ÕıÖ±µÄ;vertueux;rechtschaffene;;virtuoso/a;;;;;;;;;x
COMPL_SAYYID;ÈüÒåµÂ;Sayyid;sayyidische;;Sayyid;;;;;;;;;x
COMPL_SAYYIDA;ÈüÒå´ï;Sayyida;sayyidahafte;;Sayyida;;;;;;;;;x
COMPL_PILGRIM;³¯êîÕß;pèlerin;pilgerhafte;;peregrino;;;;;;;;;x
COMPL_MIRZA;Ã×¶ûÔú;mirza;mirzahafte;;mirza;;;;;;;;;x
COMPL_HAJJAJ;¹şÒÁ;hajjaj;hadschihafte;;Hajjaj;;;;;;;;;x
COMPL_MUJAHID;Ê¥Õ½Ê¿;moudjahidine;mudschahedinnische;;Mujahid;;;;;;;;;x
COMPL_CRUSADER;Ê®×Ö¾üÕ½Ê¿;crois?kreuzritterhafte;;Cruzado;;;;;;;;;x
COMPL_HAFIZ;¹ş·Æ×È;hafiz;hafizhafte;;Hafiz;;;;;;;;;x
COMPL_FAQIH;½Ì·¨Ñ§¼Ò;faqih;faqihhafte;;Faqih;;;;;;;;;x
COMPL_WISE;Ó¢Ã÷µÄ;sage;weise;;sabio/a;;;;;;;;;x
COMPL_PURPLE_BORN;ÉúÓÚ×Ï¹¬µÄ;n?dans le pourpre;purpurngeborene;;nacido/a en la púrpura;;;;;;;;;x
COMPL_AUGUSTUS;°Â¹ÅË¹¶¼;auguste;augustinische;;Augusto;;;;;;;;;x
COMPL_HOLY_WARRIOR;Ê¥Õ½Ê¿;guerrier saint;heiligekriegerhafte;;guerrero sagrado;;;;;;;;;x
COMPL_MONK;É®ÂÂ;moine;mönchische;;monje;;;;;;;;;x
COMPL_NUN;ĞŞÅ®;nonne;nonnenhafte;;monja;;;;;;;;;x
COMPL_CHARMER;ÓĞ÷ÈÁ¦µÄÈË;charmeur;charmante;;encantador/a;;;;;;;;;x
COMPL_CHARMING;ÃÔÈËµÄ;charmant;charmante;;encantador/a;;;;;;;;;x
COMPL_RAVISHING;¼«ÆäÃÀÀöµÄ;ravissante;hinreißende;;deslumbrante;;;;;;;;;x
COMPL_ENCHANTRESS;ÃÔÈËµÄÅ®×Ó;enchanteresse;bezaubernde;;seductora;;;;;;;;;x
COMPL_FETCHING;ÃÔÈËµÄ;superbe;reizende;;atractivo/a;;;;;;;;;x
COMPL_GREAT;Î°ÈË;éminent;große;;gran;;;;;;;;;x
COMPL_SWEET;±¦±´¶ù;doux;süße;;dulce;;;;;;;;;x
COMPL_DEAR;Ç×°®µÄ;cher;liebliche;;querido/a;;;;;;;;;x
COMPL_LORD;´óÈË;seigneur;fürstliche;;señor;;;;;;;;;x
COMPL_LADY;·òÈË;dame;fürstliche;;señora;;;;;;;;;x
COMPL_SEDUCER;ÓÕ¼éÕß;séducteur;verführische;;seductor;;;;;;;;;x
COMPL_PLEASANT;ÎüÒıÈËµÄ;plaisant;angenehme;;agradable;;;;;;;;;x
COMPL_LEVELHEADED;Í·ÄÔÀä¾²µÄ;calme;nüchterne;;sensato/a;;;;;;;;;x
COMPL_WRY;ÍÚ¿àµÄ;narquois;krumme;;irónico;;;;;;;;;x
AIREASON_UNFAITHFULNESS;²»ÖÒ;Infidélit?Untreue;;Infidelidad;;;;;;;;;x
HAS_NOT_POLYGAMY;Ã»ÓĞÒ»·ò¶àÆŞÖÆ;Ne possède pas polygamie;Hat keine Polygamie;;No tiene poligamia;;;;;;;;;x
HAS_POLYGAMY;ÓĞÒ»·ò¶àÆŞÖÆ;Possède polygamie;Hat Polygamie;;Tiene poligamia;;;;;;;;;x
HAS_NOT_CONCUBINAGE;Ã»ÓĞÄÉæªÖÆ;Ne possède pas concubinage;Hat kein Konkubinat;;No tiene concubinato;;;;;;;;;x
HAS_CONCUBINAGE;ÓĞÄÉæªÖÆ;Possède concubinage;Hat ein Konkubinat;;Tiene concubinato;;;;;;;;;x
DIVORCE_INTERACTION_2;Àë»é §Y[Recipient.GetTitledFirstName]§! ÒòÎª [Recipient.GetPossPronoun] Ö¤Ã÷²»ÖÒ! [Recipient.GetPossPronounCap] ½üÇ×ÈÔ½«±»ÎêÈè (§R$OPINION$§! Òâ¼û)...;Divorcer de §Y[Recipient.GetTitledFirstName]? pour son infidélit?irréfutable? Ses proches se sentiront quand même insultés (opinion §R$OPINION$?)...;Scheidung von §Y[Recipient.GetTitledFirstName]? aufgrund ihrer erwiesenen Untreue. Ihre nahen Verwandten werden dies trotzdem als Beleidigung auffassen (§R$OPINION$? Meinung).;;¡Divórciate de §Y[Recipient.GetTitledFirstName] por su probada infidelidad! Sus parientes cercanos se seguirán sintiendo insultados (§R$OPINION$? opinion)...;;;;;;;;;x
