;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ADD_AMBITION_EFFECT;$CHAR$ 获得野心 $OBJECTIVE$?\n;$CHAR$ acquiert l'ambition? $OBJECTIVE$?\n;$CHAR$ erh鋖t die Ambition $OBJECTIVE$?\n;;$CHAR$ gana la ambici髇 $OBJECTIVE$?\n;;;;;;;;;x
AI_DEFENDING_AGAINST_EXTERNAL_THREAT;我正在被危险的外来力量攻击;Je fais face ?une attaque provenant d'une dangereuse puissance exterieure.;Ich werde von einer gef鋒rlichen externen Macht attackiert.;;Estoy bajo el ataque de un peligroso Poder externo;;;;;;;;;x
BM_KOMNENOS_DYNASTY;阿莱克修斯传;L'Alexiade;Die Alexiade;;La Alexiada;;;;;;;;;x
BM_KOMNENOS_DYNASTY_DESC;在土耳其入侵者造成了一系列毁坏性的损失之后, 拜占庭帝国摇摇欲坠. 然而希望之火并没有熄灭 - 杰出的阿历克修斯·科穆宁将军刚刚取代了堕落的尼基弗鲁斯三世，加冕为帝.传奇的一生被他博学的女儿载入史册的阿历克修斯和他的继承者们挽狂澜于既倒，中兴了帝国，将土耳其侵略者从安纳托利亚西部驱逐了出去，为衰败、残破的古老帝国赢得了更久的存续.回到一切的开始，眼下,安纳托利亚的统治者，塞尔柱家族的苏莱曼一世傲慢得宣称他的王国为罗姆（罗马）苏丹国.;Apr鑣 une s閞ie d'閏hecs cons閏utifs en tentant d'an閍ntir les forces turques, l'Empire byzantin est fragilis? Mais il reste un espoir? le grand g閚閞al Alexis Ier Comn鑞e vient de s'emparer du tr鬾e occup?jusqu'alors par Nic閜hore III, un homme d'閠at corrompu. Alexis, dont la vie a 閠?relat閑 dans l'Alexiade par sa fille Anne, et ses successeurs ont mis un terme au d閏lin de l'Empire byzantin et repouss?les envahisseurs turcs de l'Anatolie occidentale, laissant quelque r閜it ?l'ancien Empire romain fort affaibli. ?pr閟ent, l'Anatolie est dirig閑 par Soliman Ier, membre de la dynastie seldjoukide, qui a donn?le nom arrogant de 玈ultanat de Roum?(Rome) ?son nouvel 閠at.;Nach einer Reihe von verheerenden Verlusten gegen eindringende t黵kische Streitkr鋐te, ist das byzantinische Reich ins Wanken geraten. Aber es gibt Hoffnung - der gro遝 Feldherr Alexios Komnenos hat gerade den Thron vom korrupten Nikephoros III ergriffen. Alexios - dessen Leben von seiner Tochter Anna in der 'Alexiade' dokumentiert wird - und seine Nachfolger wollten den Niedergang des Reiches aufhalten und die t黵kischen Angreifer aus Westanatolien zur點kdr鋘gen, um mehr Zeit f黵 die notleidenden Reste des alten r鰉ischen Reiches gewinnen zu k鰊nen. Derzeit herrscht in Anatolien Suleyman I, ein Mitglied der Seldschuken-Dynastie, der arroganterweise seinen neuen Staat das "Sultanat des Rums" (Rom) nennt.;;Tras sufrir p閞didas devastadoras ante las fuerzas turcas invasoras, el Imperio Bizantino se tambalea. Pero a鷑 hay esperanza: el gran general Alejo Comneno acaba de hacerse con el trono del corrupto Nic閒oro III. Alejo, cuya vida document?su hija Ana en 'La Alexiada', y sus sucesores detendr韆n la decadencia del imperio y expulsar韆n a los invasores turcos de la Anatolia occidental, lo que conceder韆 m醩 tiempo a los fr醙iles vestigios del antiguo Imperio Romano. Por ahora, Anatolia est?bajo el mandato de Suleyman I, miembro de la dinast韆 Seljuk, quien denomina con arrogancia a su nuevo estado 'Sultanato de R黰' (Roma).;;;;;;;;;x
BM_THE_LATIN_EMPIRE;拉丁帝国;L'Empire latin;Das lateinische Reich;;El Imperio Latino;;;;;;;;;x
BM_THE_LATIN_EMPIRE_DESC;声名狼藉、受诅咒的第四次十字军东征, 原本的计划是在入侵埃及后收复圣城耶路撒冷,然而却在狡诈的威尼斯人、堕落的十字军领袖和妄图夺回皇位的拜占廷贵族小阿历克修斯的诱导下偏离了道路. 其结果是拜占庭悲剧性的被洗劫，以及随之而来建立在废墟上的所谓拉丁帝国.可笑的是几乎没有一个圣战者踏上耶路撒冷的土地. 与此同时, 狮心王理查德的弟弟，臭名昭著的失地王约翰统治着英格兰, 捍卫基督信仰的伊比利亚诸国正面临强大的阿尔摩哈德王朝的威胁 .;La tristement c閘鑒re Quatri鑝e croisade, cens閑 permettre de r閏up閞er J閞usalem au terme d'une invasion ?travers l'蒰ypte, a 閠?mise en 閏hec par des dirigeants v閚itiens corrompus et manipulateurs ainsi que par l'Empereur byzantin d閏hu Alexis IV, d閟irant ?tout prix reconqu閞ir son tr鬾e. Cette croisade a abouti au pillage tragique de Constantinople et ?l'閠ablissement ult閞ieur dudit Empire latin. Quasiment aucun crois?n'est parvenu jusqu'?la Terre sainte. Pendant ce temps, l'inf鈓e roi Jean sans Terre, fr鑢e de Richard C渦r de Lion, dirige l'Angleterre et les 閠ats chr閠iens d'Espagne doivent se d閒endre contre la puissante dynastie almohade.;Der ber點htigte und ungl點kselige vierte Kreuzzug, der Jerusalem nach einer Invasion durch 膅ypten zur點kerobern sollte, schlug stattdessen wegen intriganter Venezianer, korrupter Anf黨rer und des gest黵zten byzantinischen Kaisers Alexios IV fehl, der seinen verlorenen Thron zur點kgewinnen wollte. Das Ergebnis war die tragische Pl黱derung von Konstantinopel und die anschlie遝nde Gr黱dung des sogenannten lateinischen Kaiserreichs. Fast keiner der Kreuzfahrer erreichte 黚erhaupt das heilige Land. Mittlerweile herrscht der ber點htigte K鰊ig Johann, der Bruder von Richard L鰓enherz, in England und die christlichen Staaten von Spanien k鋗pfen gegen die m鋍htige Almohaden-Dynastie.;;La notoria y malograda Cuarta Cruzada, que deb韆 reconquistar Jerusal閚 tras una invasi髇 a trav閟 de Egipto, se desbarat?por intrigas venecianas, l韉eres corruptos y la pretensi髇 del destronado emperador bizantino Alejo IV de recuperar el trono perdido. El resultado fue el tr醙ico saqueo de Constantinopla y el posterior establecimiento del llamado Imperio Latino. Pr醕ticamente ning鷑 Cruzado logr?alcanzar Tierra Santa. Mientras tanto, el infame rey Juan, hermano de Ricardo Coraz髇 de Le髇, reina en Inglaterra y los estados cristianos de Espa馻 se enfrentan a la poderosa dinast韆 Almohade.;;;;;;;;;x
MARRIAGEEFFECT_MAT;$WHO$? 与 $SPOUSE$? 举行了母系婚礼.\n;$WHO$? 閜ouse $SPOUSE$? matrilin閍irement.\n;$WHO$? heiratet $SPOUSE$? matrilineal.\n;;$WHO$? se casa con $SPOUSE$? de forma matrilineal.\n;;;;;;;;;x
HAS_PLOT;拥有密谋;A un complot;Verschw鰎t sich;;Ha conspirado;;;;;;;;;x
I_SEE;我明白了...;Je vois...;Ich sehe...;;Ya veo...;;;;;;;;;x
NOT_DEFENDING_AGAINST_CLAIMANT;不在保卫 $TITLE$? 对抗 $CLAIMANT$? 宣称;Ne d閒end pas son $TITLE$? face au pr閠endant $CLAIMANT$?.;Verteidigt $TITLE$? NICHT gegen den Kl鋑er $CLAIMANT$?;;NO defiende a $TITLE$? contra el demandante $CLAIMANT$?;;;;;;;;;x
DEFENDING_AGAINST_CLAIMANT;在保卫 $TITLE$? 对抗 $CLAIMANT$? 宣称;D閒end son $TITLE$? face au pr閠endant $CLAIMANT$?.;Verteidigt $TITLE$? gegen den Kl鋑er $CLAIMANT$?;;Defiende a $TITLE$? contra el demandante $CLAIMANT$?;;;;;;;;;x
AT_WAR_OVER_TITLE_NOT;与 $TITLE$? 无关的战争;La guerre ne remet pas en jeu le $TITLE$?.;Der Krieg bezieht $TITLE$? NICHT ein;;La guerra NO involucra al $TITLE$?;;;;;;;;;x
AT_WAR_OVER_TITLE;围绕 $TITLE$? 的战争;La guerre remet en jeu le $TITLE$?.;Der Krieg bezieht $TITLE$? ein;;La guerra involucra al $TITLE$?;;;;;;;;;x
nick_the_jackal;胡狼;le Chacal;der Schakal;;el Chacal;;;;;;;;;x
opinion_foreign_conqueror;外国征服者;Conqu閞ant 閠ranger ;Fremde Eroberer;;Conquistador extranjero;;;;;;;;;x
IS_CONQUERED;被征服;Est vaincu;Wird erobert;;est?conquistado;;;;;;;;;x
IS_NOT_CONQUERED;没有被征服;N'est pas vaincu;Wird NICHT erobert;;NO est?conquistado;;;;;;;;;x
CANCEL_AMBITION;放弃野心;Annuler ambition;Ambition beenden;;Cancelar ambici髇;;;;;;;;;x
CANNOT_START_NEW_FOR_YEARS;如果你放弃了你的野心, 在 $YEARS$? 年以内你不能选择一个新的野心.;Si vous annulez votre ambition, vous ne pourrez pas en choisir d'autre pendant $YEARS$? ans.;Wenn Ihr Eure Ambition beendet, k鰊nt Ihr $YEARS$? Jahre keine neue w鋒len.;;Si cancelas tu ambici髇, no podr醩 elegir una nueva durante $YEARS$? a駉s.;;;;;;;;;x
HAS_A_PLOT;拥有一个密谋;A un complot;Verschw鰎t sich;;Tiene una conspiraci髇;;;;;;;;;x
HAS_NO_PLOT;没有密谋;N'a pas de complot;Verschw鰎t sich nicht;;No tiene conspiraci髇;;;;;;;;;x
TITLE_CREATION_REQ_KINGDOMS;你至少需要持有 $KINGDOMS$? 个国王头衔.;Vous devez d閠enir au moins $KINGDOMS$? titres de royaume.;Ihr m黶st mindestens $KINGDOMS$? k鰊igliche Titel f黨ren.;;Necesitas ostentar al menos $KINGDOMS$? t韙ulos de reino.;;;;;;;;;x
HAS_CONFLICTING_PLOT;与 $CHAR2$ 密谋有冲突;A un complot conflictuel avec $CHAR2$.;Die Verschw鰎ung ist widerspr點hlich zu $CHAR2$;;Tiene una conspiraci髇 en conflicto con $CHAR2$;;;;;;;;;x
CANNOT_CHANGE_PLOT;在 $DATE$ 之前我不能改变密谋!;Je ne peux modifier mon complot avant la date du $DATE$!.;Ich kann die Verschw鰎ung bis $DATE$! nicht 鋘dern;;No puedo cambiar de conspiraci髇 hasta el $DATE$!;;;;;;;;;x
alert_no_ambition_delayed;你可以选择一个野心;Vous devriez choisir une ambition.;Ihr solltet eine Ambition w鋒len;;Deber韆s elegir una ambici髇;;;;;;;;;x
CLICK_TO_SELECT_PLOT;单击选择一个密谋;Cliquez pour choisir un complot;Zur Auswahl einer Verschw鰎ung klicken;;Haz clic para elegir una conspiraci髇;;;;;;;;;x
CLICK_TO_SELECT_AMBITION;单击选择一个野心;Cliquez pour choisir une ambition;Zur Auswahl einer Ambition klicken;;Haz clic para elegir una ambici髇;;;;;;;;;x
SELECT_AMBITION_DESC;你应该为你的角色选择一个生活中的野心 - 如果成功会带来多种益处.;Vous devriez choisir une ambition qui servira de fil rouge ?votre personnage - tout succ鑣 entra頽era certains avantages.;Ihr solltet eine Lebensambition f黵 Euren Charakter w鋒len ?Erfolg wird verschiedene Vorteile bringen.;;Deber韆s elegir una ambici髇 en la vida para tu personaje: el 閤ito te proporcionar?diversos beneficios.;;;;;;;;;x
SELECT_PLOT_DESC;你可以发起一个密谋 - 但是要留意，如果你的密谋技能很低或是你的间谍总管不可靠的话.;Vous pouvez fomenter un complot. Cependant, faites preuve de prudence si votre aptitude en intrigue est faible ou si votre ma顃re-espion n'est pas digne de confiance.;Ihr k鰊nt eine Verschw鰎ung beginnen - aber Vorsicht, falls Eure Intrigen-Fertigkeit niedrig oder Euer Meisterspion nicht vertrauensw黵dig ist.;;Puedes iniciar una conspiraci髇- ten cuidado si tu habilidad en intriga es baja o si tu Maestro de Esp韆s no es de fiar.;;;;;;;;;x
SUCCESS_CONDITION;成功条件;Conditions de r閡ssite;Erfolgsbedingung;;Condici髇 del 閤ito;;;;;;;;;x
SUCCESS_EFFECT;成功效果;Effets de la r閡ssite;Erfolgseffekt;;Efecto del 閤ito;;;;;;;;;x
SELECT_PLOT_NO_AVAILABLE;没有适合的密谋可用;Il n'y a actuellement aucun complot disponible.;Derzeit gibt es keine verf黦baren Verschw鰎ungen;;Actualmente no hay conspiraciones adecuadas disponibles;;;;;;;;;x
FACTIONS;派系;Factions;Fraktionen;;Facciones;;;;;;;;;x
;#JOIN_FACTION;Join Faction;;Fraktion beitreten;;Unirse a la facción;;;;;;;;;x;
JOIN_FACTION_DESC;加入派系意味着你必须服从派系领袖的决定. 如果这个派系被卷入一场叛乱, 你除了加入战争别无选择.;蕋re membre d'une faction signifie que vous devez respecter toutes les d閏isions du chef de la faction. Si votre faction d閏ide de s'impliquer dans une r関olte, vous ne pourrez refuser d'y prendre part.;Die Mitgliedschaft in einer Partei bedeutet, dass Ihr Euch an die Entscheidungen des Fraktionsleiters halten musst. Wenn die Fraktion eine offene Revolte vor sich hat, k鰊nt Ihr nicht ablehnen, in den Krieg zu gehen.;;Pertenecer a una facci髇 supone que debes acatar las decisiones de su l韉er. Si la facci髇 decide sublevarse, no puedes negarte a participar en la guerra. ;;;;;;;;;x
LEAVE_FACTION;退出派系?;Quitter la faction?;Fraktion verlassen;;Abandonar facci髇;;;;;;;;;x
FACTION_POWER;强度: $MEN$ 军力 (封君的$PERC$% );$MEN$ hommes ($PERC$% du seigneur);St鋜ke: $MEN$ M鋘ner ($PERC$% vom Lehnsherrn);;Fuerza: $MEN$ hombres ($PERC$% del Se駉r);;;;;;;;;x
LEADS_FACTION;领导  '$FACTION$?' 派系;Est ?la t阾e de la faction '$FACTION$?';Leitet die Fraktion '$FACTION$?';;Lidera la facci髇 '$FACTION$?';;;;;;;;;x
LEADS_A_FACTION;领导一个派系;Est ?la t阾e d'une faction;Leitet eine Fraktion;;Lidera una facci髇;;;;;;;;;x
LEADS_NO_FACTION;不领导派系;N'est ?la t阾e d'aucune faction;Leitet keine Fraktion;;No lidera facci髇;;;;;;;;;x
IN_FACTION;参加 '$FACTION$?' 派系;Est membre de la faction '$FACTION$?';In der Fraktion '$FACTION$?';;En la facci髇 '$FACTION$?';;;;;;;;;x
IN_A_FACTION;参加一个派系;Est membre d'une faction;In einer Fraktion;;En una facci髇;;;;;;;;;x
IN_NO_FACTION;不参加派系;N'est membre d'aucune faction;In keiner Fraktion;;En ninguna facci髇;;;;;;;;;x
HAS_LOWER_FACTION_POWER;派系强度比封君的 $VAL$% 弱.;La puissance de la faction est inf閞ieure ?$VAL$% de celle du seigneur lige. ;Die Fraktionsst鋜ke betr鋑t weniger als $VAL$% des Lehnsherrn.;;La fuerza de la facci髇 es inferior al $VAL$% del Se駉r.;;;;;;;;;x
HAS_HIGHER_FACTION_POWER;派系强度至少是封君的 $VAL$%.;La puissance de la faction est 間ale ou sup閞ieure ?$VAL$% de celle du seigneur lige. ;Die Fraktionsst鋜ke betr鋑t mindestens $VAL$% des Lehnsherrn.;;La fuerza de la facci髇 es al menos del $VAL$% del Se駉r.;;;;;;;;;x
ANY_FACTION_BACKER_STARTS;任何派系成员;N'importe quel partisan de la faction;Jeder Fraktionshelfer;;Partidario de cualquier facci髇;;;;;;;;;x
LegacyOfRomeDLC;罗马的荣光;L'H閞itage de Rome;Legacy of Rome;;Legado de Roma;;;;;;;;;x
COMPLETELY_CONTROLLED;完全控制$TITLE$?头衔\n;$TITLE$? est enti鑢ement sous contr鬺e\n;$TITLE$? wird v鰈lig kontrolliert\n;;El $TITLE$? est?completamente controlado\n;;;;;;;;;x
NOT_COMPLETELY_CONTROLLED;没有完全掌握 $TITLE$?;Le $TITLE$? n'est pas enti鑢ement sous contr鬺e.;$TITLE$? wird NICHT v鰈lig kontrolliert;;El $TITLE$? NO est?completamente controlado;;;;;;;;;x
GOOD;好;Bien;Gut;;Bueno;;;;;;;;;x
OPINION_OF_CHAR_AS_LIEGE;对 $CHAR$? 的好感(作为封君);Opinion envers $CHAR$? (comme seigneur lige);Die Meinung von $CHAR$? (als Lehnsherr);;Opini髇 de $CHAR$? (como Se駉r);;;;;;;;;x
RULER_HAS_MOVED_CAPITAL;[GetTitledFirstName]?  在 [GetPossPronoun] 一生中不允许再次迁都 - 除非是回到 [PrimaryTitle.GetName] 的传统首都.;[GetTitledFirstName]? n'a pas l'autorisation de d閜lacer de nouveau la capitale au cours de sa vie, sauf s'il s'agit de r閠ablir la capitale d'origine de [PrimaryTitle.GetName].;[GetTitledFirstName]? ist es nicht gestattet, die Hauptstadt zu [GetPossPronoun] Lebenszeit erneut zu versetzen - es sei denn, es handelt sich wieder um die traditionelle Hauptstadt der [PrimaryTitle.GetName].;;[GetTitledFirstName]? no puede volver a desplazar la capital en [GetPossPronoun] vida, excepto si restituye la capital tradicional de [PrimaryTitle.GetName].;;;;;;;;;x
RULER_CAN_MOVE_CAPITAL_TO_OLD;即使 [GetTitledFirstName]? 已经迁都过一次, [GetSubjectPronoun] 可以把首都迁回到  [PrimaryTitle.GetName] 的传统首都.;M阭e si [GetTitledFirstName]? a d閖?chang?de capitale une fois, [GetSubjectPronoun] peut la d閜lacer ici car ce lieu est la capitale traditionnelle de [PrimaryTitle.GetName].;Obwohl [GetTitledFirstName]? schon einmal die Hauptstadt versetzt hat, ist es [GetSubjectPronoun] gestattet, sie hierher zu versetzen, da es sich um die alte Hauptstadt des [PrimaryTitle.GetName] handelt.;;A pesar de que [GetTitledFirstName]? ya ha cambiado de capital en una ocasi髇, puede traerla aqu?dado que esta es la antigua capital de [PrimaryTitle.GetName].;;;;;;;;;x
CAN_ONLY_LEAD_X_FACTIONS;最多可以领导 $NUM$? 个派系!;Peut diriger seulement $NUM$? Factions?;Ist es nur gestattet, $NUM$? Fraktionen zu leiten!;;utorizado a liderar solo $NUM$? facciones!;;;;;;;;;x
START_FACTION_DESC;你最多可以领导 $NUM$? 个派系. 请理智选择.;Vous ne pouvez prendre la t阾e que de $NUM$? factions. Choisissez-les donc ?bon escient.;Euch wird gestattet, nur $NUM$? Fraktionen zu leiten. W鋒lt weise.;;Solo est醩 autorizado a liderar $NUM$? facciones. Elige prudentemente;;;;;;;;;x
PATRIARCHATE_TITLE; $TITLE$的牧首区;Patriarcat de $TITLE$;Der Patriarchat von $TITLE$;;Patriarcado de $TITLE$;;;;;;;;;x
e_roman_empire;罗马帝国;Empire romain;R鰉isches Reich;;Imperio Romano;;;;;;;;;x
e_roman_empire_adj;罗马;romaine;r鰉isch;;Romano;;;;;;;;;x
ANY_CLAIMANT_STARTS;罗马的;N'importe quel pr閠endant;Jeder Kl鋑er;;Cualquier demandante;;;;;;;;;x
TRIGGER_SENIORITY_HEIR;罗马的;H閞itier par anciennet?Der Erbe nach Seniorit鋞;;El heredero de mayor edad;;;;;;;;;x
TRIGGER_PRIMOGENITURE_HEIR;罗马的;H閞itier par primog閚iture;Der Erbe nach Primogenitur;;El heredero primog閚ito;;;;;;;;;x
;#PENTARCH_DESC;There is currently no Orthodox Bishop of $TITLE$?;;Derzeit gibt es keinen orthodoxen Bischof von $TITLE$?;;Actualmente no hay Obispo Ortodoxo de $TITLE$?;;;;;;;;;x;
AUTOCEPHALOUS_PATRIARCHS;自主牧首;Patriarches autoc閜hales;Autokephale Patriarche;;Patriarcas autoc閒alos;;;;;;;;;x
AUTOCEPHALOUS_REL_HEAD_TITLE;牧首;Patriarche;Patriarch;;Patriarca;;;;;;;;;x
REL_HEAD;宗教领袖;Chef religieux ;Religi鰏er Anf黨rer;;Cabeza religiosa;;;;;;;;;x
AUTOCEPHALY_IRO;额外的自主牧首?;Patriarches autoc閜hales?;Zus鋞zliche autokephale Patriarche?;;Patriacas autoc閒alos adicionales? ;;;;;;;;;x
;#AUTOCEPHALY_DRO;Apart from the original five Patriarchs - the Pentarchy - all other Orthodox kingdoms or empires also have their own autonomous Patriarchs. The Court Chaplain of an Orthodox kingdom or empire is also considered the Patriarch of that realm. He will always do what his liege asks of him, but only the Ecumenical Patriarch can grant the Invasion Casus Belli. Each autocephalous Patriarch controls Excommunication within their respective realm.;;Neben den ursprünglichen fünf Patriarchen - der Pentarchie – haben alle anderen orthodoxen K?nigreichen oder Imperien ihre eigenen autonomen Patriarchen. Der Hofprediger eines orthodoxen K?nigreichs oder Reichs wird auch als der Patriarch dieses Gebiets a;;Además de los cinco Patriarcas originales – la Pentarquía –, todos los demás reinos e imperios ortodoxos también cuentan con sus propios patriarcas independientes. El Capellán de la Corte de un reino o imperio ortodoxo también es considerado Patriarca de ;;;;;;;;;x;
SET_PARENT_RELIGION;$RELIGION$? 的信仰 成为$PARENT$? 的一个异端信仰.;La foi $RELIGION$? est devenue une h閞閟ie $PARENT$?.;Die Religion $RELIGION$? wird zu einer Ketzerei des $PARENT$? Glaubens.;;La religi髇 $RELIGION$? se convierte en herej韆 de la fe $PARENT$?.;;;;;;;;;x
SET_PARENT_RELIGION_NONE;$RELIGION$? 的信仰不再是 $OLD_PARENT$? 的一个异端信仰  .;La foi $RELIGION$? n'est plus une h閞閟ie $OLD_PARENT$?.;Die Religion $RELIGION$? ist nicht l鋘ger eine Ketzerei des $OLD_PARENT$? Glaubens.;;La religi髇 $RELIGION$? deja de ser una herej韆 de la fe $OLD_PARENT$?.;;;;;;;;;x
BECOMES_INDEPENDENT_EFFECT;$VASSAL$? 获得独立;$VASSAL$? devient ind閜endant.;$VASSAL$? wird unabh鋘gig;;$VASSAL$? se independiza;;;;;;;;;x
BECOMES_LIEGE_EFFECT;$LIEGE$? 成为 $VASSAL$? 的新封君;$LIEGE$? devient le nouveau seigneur lige de $VASSAL$?.;$LIEGE$? wird zu einem neuen Lehnsherrn des $VASSAL$?;;$LIEGE$? se convierte en el nuevo se駉r de $VASSAL$?;;;;;;;;;x
opinion_granted_independence;给予独立;Ind閜endance accord閑 ;Erstattete Unabh鋘gigkeit;;Independencia concedida;;;;;;;;;x
EVTTOOLTIP8000;[Root.PlotTarget.GetTitledName] 收到了你的最后通牒.;[Root.PlotTarget.GetTitledName] re鏾it votre ultimatum.;[Root.PlotTarget.GetTitledName] erh鋖t Euer Ultimatum.;;[Root.PlotTarget.GetTitledName] recibe tu ultim醫um.;;;;;;;;;x
EVTDESC8005;恐怕我代表的派系必须坚持采用长者继承. 我们有充足的准备付诸于武力，如果你敢于拒绝的话, 确信无疑的是, 我们有足够的军力来达成我们的合理要求...\n\n签署人,\n[From.GetTitledName];M[Root.GetHerHis] [Root.GetLordLady], \nJe crains que la faction que je repr閟ente se doive d'insister quant ?la question de la succession par anciennet? Nous sommes pr阾s ?prendre les armes en cas de refus de votre part et soyez assur?que nous disposons de suffisamment d'hommes pour faire valoir nos l間itimes demandes...\n\nSign?\n[From.GetTitledName];Ich f黵chte, die Fraktion, die ich vertrete, muss auf eine Nachfolge nach Seniorit鋞 bestehen. Wir sind absolut darauf vorbereitet, zu den Waffen zu greifen, falls Ihr Euch weigern solltet, und seid versichert, dass wir genug M鋘ner haben, um unsere gerec;;Me temo que la Facci髇 que represento debe insistir en la sucesi髇 por antig黣dad. Tomaremos las armas si lo rechaz醝s,y tened por seguro, que suficientes hombres respaldan nuestra justa demanda...\n\nFirmado:\n[From.GetTitledName];;;;;;;;;x
EVTTOOLTIP8005;[Root.Liege.GetTitledName] 收到了一个最后通牒.;[Root.Liege.GetTitledName] re鏾it un ultimatum.;[Root.Liege.GetTitledName] erh鋖t ein Ultimatum.;;[Root.Liege.GetTitledName] recibe un ultim醫um.;;;;;;;;;x
EVTOPTB8005;除非从我的尸体上踏过去!;Il faudra me marcher sur le corps?;Nur 黚er meine Leiche!;;or encima de mi cad醰er!;;;;;;;;;x
EVTDESC8010;恐怕我代表的派系必须坚持采用长子继承.我们有充足的准备付诸于武力，如果你敢于拒绝的话, 确信无疑的是, 我们有足够的军力来达成我们的合理要求 ...\n\n签署人,\n[From.GetTitledName];M[Root.GetHerHis] [Root.GetLordLady], \nJe crains que la faction que je repr閟ente se doive d'insister quant ?la question de la succession par primog閚iture. Nous sommes pr阾s ?prendre les armes en cas de refus de votre part et soyez assur?que nous disposons de suffisamment d'hommes pour faire valoir nos l間itimes demandes...\n\nSign?\n[From.GetTitledName];Ich f黵chte, die Fraktion, die ich vertrete, muss auf eine Nachfolge nach Primogenitur bestehen. Wir sind absolut darauf vorbereitet, zu den Waffen zu greifen, falls Ihr Euch weigern solltet, und seid versichert, dass wir genug M鋘ner haben, um unsere ger;;Me temo que la Facci髇 que represento debe insistir en la sucesi髇 por Primogenitura. Tomaremos las armas si lo rechaz醝s,y tened por seguro, que suficientes hombres respaldan nuestra justa demanda...\n\nFirmado:\n[From.GetTitledName];;;;;;;;;x
