;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
e_germany;日耳曼尼亚;Germanie;Ostfrankenreich;;Germania;;;;;;;;;x
k_lombardy_adj;伦巴第;Lombard;Lombardisch;;Lombardo;;;;;;;;;x
WELCOME_HEADER;欢迎来到王国风云2的世界;Bienvenue ?Crusader Kings II;Willkommen zu Crusader Kings II;;Bienvenido a Crusader Kings II;;;;;;;;;x
;#WELCOME_TEXT;Youcanplayasanymedievalruleratanypointintime，fromalowlycounttoanall——powerfulemperor。Whenyourcharacterdies，youwillneedanheirtotakeover，andsoon，downtheages。Thestartingsituationishistorical——andthuscompletelyunbalanced。Checkthedifficultyestimationofarulerbeforeyoustartplaying！;;Ihr k?nnt zum Spielen jeden mittelalterlichen Herrscher zu jedem beliebigen Zeitpunkt ausw?hlen, vom einfachen Grafen bis zum m?chtigen Kaiser. Jedes Mal, wenn Eure Spielfigur stirbt, ben?tigt Ihr einen Erben, der Euer Erbe weiterführt, und so schreitet Ihr fort durch die Zeitalter. Die Ausgangssituation ist historisch und damit absolut unausgewogen. Beachtet vor dem Start eines neuen Spiels den voraussichtlichen Schwierigkeitsgrad des Herrschers, den Ihr ausw?hlen m?chtet!;;Puedes jugar como gobernante medieval de cualquier época, ya sea como modesto conde o como emperador todopoderoso. Cuando muera tu personaje, precisarás un heredero que tome el poder, y así sucesivamente a lo largo del tiempo. La situación inicial es histórica, por lo tanto totalmente desequilibrada. ?Comprueba la estimación de dificultad de un gobernante antes de empezar a jugar!;;;;;;;;;x;
WELCOME_FIRST_PLAY_RECOMMEND;\n\n强烈建议新玩家通过莱昂王国的阿方索?教学战役。结束后您可以普通模式继续战役。;\n\nPour votre premi鑢e exp閞ience, nous vous recommandons fortement d'incarner le Roi Alphonse VI de Le髇? lors d'un sc閚ario d'apprentissage. ?la fin du sc閚ario, vous pourrez poursuivre votre partie en mode normal.;\n\nF黵 das erste Spiel empfehlen wir das 躡ungsszenario und die Auswahl von K鰊ig Alfons VI. von Le髇?. Im Anschluss daran k鰊nt Ihr normal weiterspielen.;;\n\ne recomendamos que en tu primera partida elijas un escenario especial de aprendizaje y juegues como el Rey Alfonso VI de Le髇? Despu閟 de ello, podr醩 seguir jugando de manera normal.;;;;;;;;;x
WELCOME_PLAY_LEARNING_SCENARIO;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
WELCOME_PLAY_NORMAL_GAME;普通游戏;Partie normale;Normales Spiel;;Juego Normal;;;;;;;;;x
DONT_SHOW_AGAIN;不要再问我这个啦！;Ne plus afficher;Nicht wieder anzeigen;;No mostrar esto de nuevo;;;;;;;;;x
EVTNAME107000;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
;#EVTDESC107000;Behold！TheworldasweknowitintheyearofourSaviour，1066。Asyoucantell，itisdividedintodistinctregions——Counties——eachcontrolledbysomelordoranother。CrusaderKingsIIisagameabouttheselords，theirfamilies，relations，intrigue……andpower。Beaconquerororapeacefulfamilyfather，asyouwill，butknowthatmostothercharacterswilllustaftermoreland，moreCounties。\n\nCrusaderKingsIIisareal——timegame。Closethiswindowandunpausethegameusingthespeedwidget……;;Willkommen im übungsszenario! Crusader Kings II ist ein Spiel in Echtzeit. Mit der Geschwindigkeitskontrolle oben rechts stellt Ihr ein, wie schnell die Zeit voranschreitet. Hier kann das Spiel auch pausiert und fortgesetzt werden. Um fortzufahren, schlie?t bitte dieses Fenster, beendet die Pause und lasst einige Tage verstreichen...;;?Bienvenido al Escenario de Aprendizaje! Crusader Kings II es un juego a tiempo real. La herramienta de velocidad situada en la esquina superior derecha te ayudará a controlar la velocidad con la que pasa el tiempo y también te permitirá detener y reanudar el juego. Cierra esta ventana, reanuda el juego y deja que pase un par de días...;;;;;;;;;x;
EVTOPTA107000;收到！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107001;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
;#EVTDESC107001;YouwillplayasasuccessionofcharactersfromthesameDynasty，downtheages。InthisLearningScenario，youwillbesafefromattackandinternalstrifeuntilyourrulerturns40yearsold。Whenthishappens，[Root.GetFirstName]willdie（normallythough，charactersdieofoldage，diseaseorviolence）andtheLearningScenariowillend。When[Root.GetSubjectPronoun]dies，youcankeepplayinganormalgameas[Root.GetPossPronoun]Heir。Feelfreetonavigatethroughthegameasyouwish，butnotethatifyoudonotfollowtheLearningScenarioinstructionsyoumightmissoutonfurtherhelp。;;Ihr spielt alsNachfolger von Personen aus derselben Dynastie und durchlauft als diese die Zeitalter. In diesem übungsszenario werdet Ihr vor Angriffen und inneren Zwistigkeiten geschützt sein, bis Euer Herrscher 40 Jahre alt ist. Im Anschluss daran wird [Root.GetFirstName] sterben (eines natürlichen Todes, wobei Personen altersbedingt, gewaltsam oder an Seuchen sterben k?nnen) und das übungsszenario endet. Wenn [Root.GetSubjectPronoun] stirbt, k?nnt Ihr das Spiel als [Root.GetPossPronoun] Erbe wie ein normales Spiel fortsetzen.;;Jugarás una sucesión de diferentes personajes de la misma dinastía a través de los a?os. En este Escenario de Aprendizaje estarás libre de ataques y conflictos internos hasta que tu gobernante cumpla los 40 a?os de edad. Llegado este momento, [Root.GetFirstName] morirá (aunque normalmente los personajes mueren a causa de su avanzada edad, por enfermedades o por violencia) y el Escenario de Aprendizaje habrá finalizado. Cuando [Root.GetSubjectPronoun] muera, podrás continuar como el Heredero de [Root.GetPossPronoun] en un juego normal.;;;;;;;;;x;
EVTOPTA107001;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107002;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107002;游戏中的主要资源是你的财富、威望以及虔诚。财富自然是小钱钱，主要通过税收获取。威望衡量您作为君主的成就和名望，而虔诚代表了宗教阶级对您的态度。所有扮演过角色的威望与虔诚会计算入总分，用于衡量游戏结束时您的分数等级。;Les principales valeurs de ce jeu sont votre Richesse, votre Prestige et votre Pi閠? Votre Richesse englobe vos gains mon閠aires (que vous pouvez appeler votre 'or' si vous le d閟irez) et augmente gr鈉e ?la taxation. Votre Prestige est une 関aluation de votre succ鑣 et votre prestige en tant que souverain. Votre Pi閠?d閙ontre ?quel point le clerg?vous respecte. Le Prestige et la Pi閠?de tous vos personnages seront additionn閟 ?votre pointage ce qui d閠erminera votre rang global ?la fin de votre partie. ;Die wichtigsten Zahlungsmittel im Spiel sind Reichtum, Prestige und Piet鋞. Reichtum steht f黵 die Geldmittel (sprich: Gold) und entsteht haupts鋍hlich aus Steuereinnahmen. Prestige ist ein Gradmesser f黵 den Erfolg und das Ansehen als Herrscher, w鋒rend Piet鋞 Aufschluss dar黚er gibt, wie viel Respekt der Klerus Euch entgegenbringt. Die Summe aus Prestige und Piet鋞 all Eurer Charaktere wird zu Euren Punkten hinzuaddiert, aus der sich bei Spielende Euer abschlie遝nder Rang ergibt.;;Los principales valores en este juego son tu Riqueza, tu Prestigio y tu Devoci髇. La Riqueza es, obviamente, un valor monetario (si quieres puedes nombrarla "oro"), y se incrementa, fundamentalmente, con los impuestos. El Prestigio es el grado de 閤ito y de prestigio que tienes como gobernante, y tu Devoci髇 indica el respeto que te tiene el clero. El Prestigio y la Devoci髇 de todos tus personajes se a馻dir醤 a tu puntuaci髇, lo que determinar?tu clasificaci髇 final cuando termine el juego.;;;;;;;;;x
EVTOPTA107002;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107003;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107003;在教学战役中，您会收到类似这枚信息的提示以助于您了解后续如何游玩.您仍可选择自由探索游戏.当您觉得无事可做时，上方的提示有助于您决定如何继续游戏。;Des messages comme celui-ci apparaitront tout au long du Sc閚ario d'apprentissage afin de vous aider ?entrevoir vos possibilit閟 futures. Vous 阾es tout de m阭e libre de faire ce que bon vous semble. Lorsque vous semblez ?court d'options, prenez le temps de v閞ifier les Alertes qui apparaissent dans le haut de votre 閏ran. ;Im 躡ungsszenario erhaltet Ihr Nachrichten wie diese hier, damit Ihr erfahrt, worin Eure n鋍hsten Schritte bestehen k鰊nten. Allerdings ist dabei nicht jeder Mausklick vorgeschrieben, d. h. es steht Euch frei, in Eigenregie zu handeln. Falls Ihr Tipps oder Inspiration braucht, beachtet einfach die Hinweise, die am oberen Bildschirmrand erscheinen.;;Mientras juegues en el Escenario de Aprendizaje recibir醩 mensajes como 閟te que te ayudar醤 a averiguar qu?hacer a continuaci髇. De todos modos, siempre puedes hacer clic sobre lo que t?consideres. Cuando ya no sepas que m醩 hacer, puede serte 鷗il ir a las Alertas, que aparecen en la parte superior de la pantalla.;;;;;;;;;x
EVTOPTA107003;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107004;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107004;根据您的需求，游戏里有多个地图模式可供选择.默认模式是地形。其他有用的地图模式包括表现独立国度间国界的自由国度模式.尝试探索一下右下角各个地图模式的作用。;Il existe plusieurs modes de cartes diff閞ents afin de convenir ?toutes les actions que vous d閟irez entreprendre. Le mode de carte par d閒aut est celui des Reliefs. Un autre mode de carte utile est celui des Royaumes ind閜endants. Prenez le temps de parcourir les diff閞ents modes de cartes disponibles dans la partie inf閞ieure droite de votre 閏ran.;Es gibt verschiedene Kartenmodi, die Euch bei Eurem gegenw鋜tigen Vorhaben unterst黷zen k鰊nen. Standardm溥ig aktiv ist der Kartenmodus 'Gel鋘de'. Ebenfalls hilfreich ist der Modus 'Unabh鋘gige Reiche', in dem die Grenzen der verschiedenen Reiche angezeigt werden. Schaut Euch die verschiedenen Modi einmal an. Ihr findet sie in der rechten unteren Ecke des Bildschirms.;;Seg鷑 lo que est閟 haciendo, te convendr?utilizar un modo de mapa u otro. El modo de mapa por defecto es el Modo de Mapa del Terreno. Otro modo de mapa que te puede ser 鷗il es el de los Reinos Independientes, que muestra los l韒ites de los distintos Reinos que hay en el mundo. Puedes consultar libremente los diferentes modos de mapa en la esquina inferior derecha y ver lo que muestran.;;;;;;;;;x
EVTOPTA107004;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107005;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107005;左上角色的觉得就是您。点击头像可获得更多关于[Root.GetTitledFirstName]和他家人的信息。您也可以点击头像旁的徽记来了解您的国度。\n\n点击头像以查看君主以及他家人.注意，您现在单身而继承人是您的弟弟，卡斯提尔国王。如果您现在就挂彩，就可用身为同一家族的他继续游戏.当然这意味着他会获得列昂王国，一君治二国……;C'est vous dans le coin sup閞ieur gauche. Cliquer sur le portrait vous donne plus d'informations sur [Root.GetTitledFirstName] et sa famille. Les armoiries sous le portrait vous renseigne sur votre pays.\n\nCliquez sur le portrait pour en apprendre plus. Notez que puisque vous n'阾es pas encore mari? votre h閞itier est votre fr鑢e, le Roi de Castille. Si votre personnage mourrait maintenant, vous pourriez continuer votre progression en incarnant son fr鑢e, puisqu'il est de la m阭e dynastie. Cela signifie qu'il h閞iterait de Le髇 et que vous deviendriez le roi de deux royaumes...;Dies seid Ihr, in der Ecke oben links. Wenn Ihr das Portr鋞 anklickt, erhaltet Ihr weitere Informationen zu [Root.GetTitledFirstName] und seiner Familie. Au遝rdem k鰊nt Ihr auf das benachbarte Wappen klicken, um Informationen 黚er Euer Land zu erhalten.\n\nKlickt das Portr鋞 an, um mehr 黚er Euren Herrscher und seine Familie zu erfahren. Wie Ihr seht, seid Ihr unverheiratet und bei Eurem Erben handelt es sich um Euren Bruder, den K鰊ig von Kastilien. W黵det Ihr jetzt sterben, k鰊ntet Ihr als jener weiterspielen, denn er ist ein Angeh鰎iger Eurer Dynastie. 躡rigens w黵de dabei - das ist tats鋍hlich so - Le髇 an Euren Bruder fallen, d. h. Ihr w黵det zum K鰊ig zweier K鰊igreiche...;;蓅te eres t? arriba en la esquina izquierda. Al hacer clic sobre el retrato obtendr醩 m醩 informaci髇 sobre [Root.GetTitledFirstName] y su familia. Tambi閚 puedes hacer clic sobre el emblema junto al retrato para obtener informaci髇 sobre tu pa韘.\n\nHaz clic sobre el retrato para averiguar m醩 sobre tu gobernante y su familia. F韏ate que actualmente est醩 soltero y que tu heredero es tu hermano, el Rey de Castilla. Si murieras en este momento, podr韆s seguir jugando siendo 閘, dado que pertenece a tu Dinast韆. S? esto significa que 閘 heredar韆 Le髇, de manera que ser韆s rey de dos reinos... ;;;;;;;;;x
EVTOPTA107005;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107006;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107006;在同一窗口下，您可以查看属性和特质。\n\n在同时，角色还可拥有一个代表短期目标的野心。辛苦达成野心后自然有奖励，比如一些威望或虔诚。点击"选择野心"按钮，选择一个野心.目前较好的野心也许可以是结婚。;Dans la m阭e fen阾re, vous pouvez aussi voir vos comp閠ences et vos traits.\n\nLes personnages peuvent aussi avoir une ambition, qui repr閟ente leur objectif ?court terme. Chaque fois que vous compl鑤erez une ambition, le personnage obtiendra une r閏ompense telle qu'un bonus de prestige ou de pi閠? Cliquez sur 'Choisir une ambition' et s閘ectionnez une des options. Pour l'instant, un bon choix d'ambition serait 'Se marier'. ;Im gleichen Fenster findet Ihr au遝rdem Eure F鋒igkeiten und Eigenschaften. Sie geben Auskunft 黚er Eure F鋒igkeiten und Pers鰊lichkeit.\n\nDaneben k鰊nen alle Spielfiguren eine Ambition hegen, d. h. ein pers鰊liches Ziel f黵 die n鋒ere Zukunft. Jedes Mal, wenn eine Ambition verwirklicht wird, erh鋖t der Charakter eine Belohnung, z. B. einen Prestige- oder Piet鋞sbonus. Klickt auf die Schaltfl鋍he 'Ambition ausw鋒len' und w鋒lt eine der verf黦baren Ambitionen aus. Aktuell w鋜e die Ambition 'Heiraten' eine gute Wahl.;;En la misma pantalla tambi閚 puedes ver tus Atributos y Caracter韘ticas, lo que representa tus habilidades y personalidad.\n\nLos personajes tambi閚 pueden tener una Ambici髇, que representa su objetivo a corto plazo. Cuando se satisface una Ambici髇, el personaje recibe una recompensa como ser韆 un mayor Prestigio o Devoci髇. Haz clic en el bot髇 "Elegir Ambici髇", echa un vistazo a tus Ambiciones y escoge una. Por ejemplo ahora, una buena Ambici髇 podr韆 ser Casarse.;;;;;;;;;x
EVTOPTA107006;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107007;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107007;尽管你的家族有合适的继承人（你的兄弟），自己生孩子能保障家族有下一世代的继承人.此外，你的兄弟也许会比你早死。当你有儿子的时候，他会成为你的新继承人。获得合法的子女，你首先得结婚！点击你的头像，可以用安排结婚选择合适的配后（两枚金戒指图案的按钮）。你也可以用右下角的角色查找器找到更多合适的角色。;Bien que vous ayez un h閞itier valable pour votre dynastie (votre fr鑢e), avoir des enfants vous assurerait qu'il y ait une nouvelle g閚閞ation de successeurs. De plus, votre fr鑢e pourrait bien mourir avant vous. D鑣 que vous aurez un fils, il deviendra votre nouvel h閞itier. Pour avoir des enfants l間itimes, vous devez d'abord vous marier? L'option 'Organiser un mariage' (le bouton avec deux anneaux dor閟 sous votre portrait), vous aide ?trouver la bonne 閜ouse. Vous pouvez 間alement utiliser le Navigateur de personnage dans le coin inf閞ieur droit afin de trouver d'autres personnages.;Auch wenn es bereits einen g黮tigen Erben gibt (Euren Bruder), w黵den eigene Kinder das Fortbestehen Eurer Dynastie in der folgenden Generation zus鋞zlich absichern. Davon abgesehen k鰊nte es sein, dass Euer Bruder vor Euch stirbt. Sobald Ihr einen Sohn bekommt, wird dieser zu Eurem Erben. Um legitime Nachkommen zeugen zu k鰊nen, m黶st Ihr erst einmal heiraten! Wenn Ihr auf Euer Portr鋞 klickt, k鰊nt Ihr dort die 躡ersicht 'Heirat arrangieren' 鰂fnen (klickt auf die Schaltfl鋍he mit den goldenen Ringen). Die Liste hilft Euch bei der Suche nach passenden Heiratskandidaten. Alternativ k鰊nt Ihr den Charakter-Browser (Schaltfl鋍he unten rechts) verwenden, um weitere Kandidaten zu finden.;;A pesar de que tienes un leg韙imo heredero de tu Dinast韆 (tu hermano), tener tus propios hijos asegurar韆 una nueva generaci髇 de sucesores. Adem醩, podr韆 ser que tu hermano muriera antes que t? Tan pronto como tengas un hijo, 閟te ser?tu nuevo heredero. ero para tener hijos leg韙imos tienes que casarte! Haciendo clic sobre tu retrato encontrar醩 la opci髇 Concertar Matrimonio, es una buena herramienta para encontrar esposas apropiadas (es el bot髇 con las alianzas doradas). Tambi閚 puedes usar el Buscador de Personajes en la esquina inferior derecha de la pantalla para encontrar m醩 personajes.;;;;;;;;;x
EVTOPTA107007;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTTOOLTIP107008;关于如何找到好配后的提示在之后。;De l'aide pour trouver de bonnes 閜ouses suivra.;Hilfe bei der Suche nach guten Partnern folgt.;;La ayuda para encontrar buenas c髇yuges continuar?;;;;;;;;;x
EVTNAME107008;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107008;当寻找配偶时，有几个要点：首先，配偶的属性会提升你自身的，所以一个优秀的配偶很重要。第二，婚姻几乎是唯一获得盟友的机会，因此尽量同你目标盟友近亲结婚.第三，你无法同未成年人结婚，但可以定婚约（但这不会得到属性加成）。现在最好还是找一个健康年轻的女子结婚。;Lorsque vous cherchez les conjoints id閍ux, il y a trois variables ?toujours garder en t阾e. La premi鑢e? les comp閠ences de votre conjoint renforcent les v魌res, il est donc pr閒閞able d'opter pour un candidat plus exp閞iment? La deuxi鑝e? le mariage est la seule fa鏾n de garantir une alliance, essayez donc de marier un candidat qui compte dans sa famille proche les dirigeants avec lesquels vous d閟irez vous allier. La troisi鑝e? vous ne pouvez pas 閜ouser un enfant, mais vous pouvez les promettre en mariage, vous ne recevrez cependant aucun b閚閒ice de comp閠ences. Pour le moment votre meilleure option serait d'閜ouser une femme en 鈍e de procr閑r.;Hinsichtlich der potenziellen Ehegatten solltet Ihr Folgendes beachten: Da die F鋒igkeiten des Gatten (bzw. der Gattin) teilweise zu Euren F鋒igkeiten addiert werden, lohnt es sich, eine Person mit F鋒igkeiten zu heiraten. Des Weiteren sind Eheschlie遳ngen die einzige Form des B黱dnisses im gesamten Spiel. Wenn Ihr also ein B黱dnis anstrebt, so m黶st Ihr versuchen, in die engere Familie des jeweiligen Herrschers einzuheiraten. Und zuletzt solltet Ihr wissen, dass Kinder nicht verheiratet, wohl aber verlobt werden k鰊nen (dabei gibt es allerdings keinen Bonus auf die F鋒igkeitswerte). Zum jetzigen Zeitpunkt w鋜e es klug, eine gesunde, erwachsene Frau im geb鋜f鋒igen Alter zu heiraten.;;Cuando busques esposas potenciales, deber醩 tener en mente unas cuantas cosas: Primero, los Atributos de tu esposa deber醤 incrementar los tuyos, as?que elije preferiblemente a una esposa habilidosa. En segundo lugar, la uni髇 matrimonial es la 鷑ica manera de asegurar alianzas en el juego, por lo cual deber醩 intentar emparentarte con la familia de gobernantes que quieras tener como aliados. Tercero, no puedes casarte con ni馻s, pero s?puedes comprometerte con ellas (aunque esto no har?incrementar tus Atributos). En estos momentos lo inteligente ser韆 casarte con una mujer adulta y sana en edad f閞til.;;;;;;;;;x
EVTOPTA107008;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107009;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
;#EVTDESC107009;Whenyouhavefoundagoodcharactertomarry，clickontheirportraitandtheDiplomacyIcontoopentheDiplomaticView（ifyoudothisthroughtheArrangeMarriagefunctionyouneedonlyclicktheportrait）。HereyoumayasktheLiegeofyourintendedwifeaboutthepossibilityofarrangingamarriage。TheDiplomaticViewisthemainwaytointeractwithothercharacters。Goaheadandarrangethemarriage！;;Durch einen Klick auf das Portr?t der Person, die Ihr zu ehelichen gedenkt, ?ffnet Ihr die Diplomatieansicht, wo Ihr den Lehnsherrn Eurer Zukünftigen darum bitten k?nnt, eine Heirat zu arrangieren. Die Diplomatieansicht ist das haupts?chliche Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando hayas encontrado un buen personaje con el que casarte, haz clic en su retrato para abrir la Vista Diplomática. Allí podrás pedir al se?or feudal de tu posible futura esposa la posibilidad de planificar una boda. La Vista Diplomática es la principal vía para relacionarte con otros personajes. ?Sigue adelante y prepara tu boda!;;;;;;;;;x;
EVTOPTA107009;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107100;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
;#EVTDESC107100;Congratulationsonyourmarriage！WhileAlfonsoisbusytryingtoget[Root.Spouse.GetFirstName]withchild，youmightwanttoselectanewAmbition，forexample'HaveaSon'or'HaveaDaughter'。;Félicitations aux nouveaux mariés?! Pendant qu'Alphonse et [Root.Spouse.GetFirstName] sont occupés à assurer leur descendance dans la chambre à coucher, vous pouriez sélectionner une nouvelle Ambition, par exemple?: 'Avoir un fils' ou 'Avoir une fille'.;Herzlichen Glückwunsch zur Heirat! W?hrend Alfons damit zu tun hat, mit [Root.Spouse.GetFirstName] einen Erben zu zeugen, k?nntet Ihr für ihn eine neue Ambition ausw?hlen, zum Beispiel 'Einen Sohn haben' oder 'Eine Tochter haben'.;;?Felicidades por tu boda! Mientras Alfonso está ocupado intentando conseguir [Root.Spouse.GetFirstName] con descendencia, podrías seleccionar una nueva Ambición, por ejemplo "Tener un Hijo" o "Tener una hija".;;;;;;;;;x;
EVTOPTA107100;了解！;Compris?;In Ordnung!;;onseguido!;;;;;;;;;x
EVTNAME107101;教学战役;Sc閚ario d'apprentissage;躡ungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
