;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
CONVERTING;×ª±ä;CONVERSION;KONVERTIERUNG;;CONVERSIÓN;;;;;;;;;x
EVTDESC_GR_1;¼øÓÚÄã²¢²»³ÖÓĞ[title_to_destroy.GetName][title_to_destroy.GetTier]ÄÚµÄÈÎÒ»·¨ÀíÁìµØ£¬Äã²»ÔÙÄÜ¹»ÃûÕıÑÔË³µØ×Ô³ÆÎª´ËÍ·ÏÎµÄÍ³ÖÎÕß¡£ÄãÏÖÔÚ½ö±»ÊÓÎª¶Ô´Ë²»ÔÚÄãÕÆ¿ØÏÂµÄ±¦×ùµÄÈõĞû³ÆÕß¡£;Puisque vous ne détenez pas de terre de jure en [title_to_destroy.GetTier] de [title_to_destroy.GetName], vous ne pouvez plus légitimement vous déclarer être son propriétaire. Vous êtes maintenant considéré[Root.GetNoneE] comme un[Root.GetNoneE] simple prétendant[Root.GetNoneE].;Da Ihr keine De-jure-Ländereien innerhalb des [title_to_destroy.GetTier] von [title_to_destroy.GetName] innehabt, seid Ihr nicht mehr berechtigt, es zu beherrschen. Ihr werdet jetzt als bloßer Anwärter auf einen Thron außerhalb Eurer Reichweite erachtet.;;Dado que no ostentas tierras de iure en el [title_to_destroy.GetTier] de [title_to_destroy.GetName], ya no podrás reclamar el gobierno como legítimo. Ahora se te considera como un mero aspirante a un trono fuera de tu alcance.;;;;;;;;;x
EVTOPTA_GR_1;µ«[title_to_destroy.GetName]ÖÕ½«»Øµ½ÎÒÊÖÖĞ£¡;Mais [title_to_destroy.GetName] était ?moi?;Aber [title_to_destroy.GetName] sollte mir gehören!;;¡Pero [title_to_destroy.GetName] debía ser de mi propiedad!;;;;;;;;;x
EVTDESC_GR_11;[From.GetFullName]Ö®ËÀµÄĞúÏù¸øÁËÎÒÃÇÒ»¸ö¾ø¼ÑµÄ»ú»áÈ¥Ğû²¼¶ÀÁ¢¡£µ±È»£¬[nomadic_heir.GetFullName]¿ÉÄÜ»áÏòÎÒÃÇ·¢Æğ¹¥»÷ÒÔ±¨¸´ÎÒÃÇ¾Ü³â[nomadic_heir.GetHerHis]Í³ÖÎ¡­¡­;La mort tumultueuse de [From.GetFullName] nous donne une excellente opportunit?pour déclarer notre indépendance. Bien sûr, [nomadic_heir.GetFullName] pourrait nous attaquer pour avoir défi?son autorit?..;Der turbulente Tod von [From.GetFullName] eröffnet uns eine hervorragende Gelegenheit, unsere Unabhängigkeit zu erklären. Natürlich kann [nomadic_heir.GetFullName] an uns Rache üben, dass wir uns gegen seine [nomadic_heir.GetHerHis] Herrschaft gestellt haben ...;;La tumultuosa muerte de [From.GetFullName] nos brinda una oportunidad excelente para proclamar nuestra independencia. Claro que [nomadic_heir.GetFullName] podría vengarse de nosotros por desafiar su autoridad...;;;;;;;;;x
EVTOPTA_GR_11;²»£¬ÎÒÃÇÓ¦¼ÌĞøĞ§ÖÒ¡£;Non, nous devons rester loyaux.;Nein, wir bleiben lieber loyal.;;No, seremos leales.;;;;;;;;;x
EVTOPTB_GR_11;ÎÒÃÇÊÇ×Ô¼ºÃüÔËµÄÖ÷ÈË£¡;Nous sommes les maîtres de notre destin?;Wir sind unseres eigenen Schicksals Schmied!;;¡Nosotros decidimos nuestro destino!;;;;;;;;;x
EVTDESC_GR_12;ÎÒÔø¾­µÄ³¼Ãñ£¬[From.GetFirstName]£¬ÒÑ¾­Ğû²¼ÍÑÀëÎÒµÄÍ³ÖÎ£¬Ñ¡Ôñ¶ÀÁ¢¡£;Mon ancien sujet, [From.GetFirstName], a choisi l'indépendance.;Mein ehemaliger Untertan [From.GetFirstName] hat die Unabhängigkeit über meine Herrschaft gewählt.;;[From.GetFirstName], antes mi súbdito, ha elegido independizarse de mi gobierno.;;;;;;;;;x
EVTOPTA_GR_12;ÎÒÒªËûÃÇµÄÄÔ´ü£¡;Je prendrai sa tête?;Köpfe werden rollen!;;¡Le cortar?la cabeza!;;;;;;;;;x
RULE_SUPERNATURAL_UNRESTRICTED_DESC;AIÍ³ÖÎÕß¿ÉÒÔ»ñµÃ³¬×ÔÈ»ÊÂ¼şÈç¶ñÄ§Ö®×Ó¡¢ÀÇÖ®ÑªºÍÓÀÉú²»ĞàÊÂ¼şÁ´¡£;Les personnages dirigés par l'IA sont éligibles aux chaînes d'événements telles que l'enfant démon, le sang du loup et l'immortalit?;KI-Herrscher sind berechtigt, übernatürliche Ereignisse wie das Dämonenkind, Wolfsblut und Unsterblichkeit-Ereignisketten zu erhalten.;;Los gobernantes de IA podrán optar a recibir eventos sobrenaturales como las cadenas de eventos Hijo del demonio, Sangre de lobo e Inmortalidad.;;;;;;;;;x
EVTDESC_NE_1;[invited_character.GetFullName]ÒÑ¾­µÖ´ïÄúµÄ¹¬Í¢£¬ËæÊ±ºòÃü¡£;[invited_character.GetFullName] est ?présent ?votre Cour, prêt[invited_character.GetNoneE] ?travailler.;[invited_character.GetFullName] ist an Eurem Hof eingetroffen und ist einsatzbereit.;;[invited_character.GetFullName] ha llegado a tu corte con ganas de trabajar.;;;;;;;;;x
EVTOPTA_NE_1;ÎÒÓ¦¸ÃÈÃ[invited_character.GetFirstName]³ÉÎªÒ»ÃûÖ¸»Ó¹Ù¡£;J'en ferai un commandant.;Ich werde [invited_character.GetFirstName] zum Befehlshaber ernennen.;;Nombrar?comandante a [invited_character.GetFirstName].;;;;;;;;;x
EVTOPTB_NE_1;[invited_character.GetFirstName]²»ÊÇÎÒÏëÒªµÄÈË£¬¹öµ°£¡;[invited_character.GetFirstName] n'est pas ce que je demandais. Partez?;[invited_character.GetFirstName] habe ich nicht gemeint. Von dannen!;;¡[invited_character.GetFirstName] no es lo que he pedido! ¡Largo de mi vista!;;;;;;;;;x
RULE_OPTION_DELAYED_RANDOM;ÑÓ³ÙËæ»úÊ±¼ä;Aléatoire retard?Verzögerter Zufall;;Retraso aleatorio;;;;;;;;;x
RULE_MONGOL_INVASION_DELAYED_RANDOM_DESC;ÃÉ¹Å²¿Âä»áÔÚËæ»úÈÕÆÚÈëÇÖ£¬µ«×îÔçÔÚ¹«Ôª1000Äê£¬ÒÔ¼°ÓÎÏ·¿ªÊ¼50Äêºó¡£;L'invasion de la Horde mongole se produira ?une date aléatoire, mais au plus tôt en l'an 1000 et 50 ans après le début de la partie.;Die mongolische Horde fällt an einem zufällig festgelegten Zeitpunkt ein, aber frühestens ab dem Jahr 100, und 50 Jahre nach Spielstart.;;El ejército mongol invadir?en una fecha aleatoria, aunque no antes del año 1000 y 50 años después del comienzo de la partida.;;;;;;;;;x
RULE_AZTEC_INVASION_DELAYED_RANDOM_DESC;°¢×ÈÌØ¿ËÈëÇÖ½«·¢ÉúÔÚËæ»úÈÕÆÚ£¬µ«×îÔçÔÚ¹«Ôª1000Äê£¬²¢ÇÒÊÇÓÎÏ·¿ªÊ¼50Äêºó¡£;L'invasion aztèque se produira ?une date aléatoire, mais au plus tôt en l'an 1000 et 50 ans après le début de la partie.;Die aztekische Invasion finden an einem zufällig festgelegten Zeitpunkt statt, aber frühestens ab dem Jahr 100, und 50 Jahre nach Spielstart.;;La invasión azteca tendr?lugar en una fecha aleatoria, aunque no antes del año 1000 y 50 años después del comienzo de la partida.;;;;;;;;;x
RIP.30300.title;ÓÀÉúÕßµÄ´«Ëµ;Rumeurs d'immortalit?Gerüchte eines Unsterblichen;;Rumores de un Inmortal;;;;;;;;;x
RIP.30300.title.b;ÊÕµ½Ò»·â×Ö¼£ÁÊ²İµÄĞÅ;Une lettre griffonnée arrive;Ein gekritzelter Brief trifft ein.;;La llegada de una carta emborronada;;;;;;;;;x
RIP.30300.d.highlander;ÄãÊÕµ½ÏûÏ¢Ëµ£¬ÁíÒ»¸öÓÀÉúÕß£¬À­Ã×À××È£¬ÕıÔÚÑ°ÕÒÄã¡£Õâ¸öÎ÷°àÑÀÈËÌıËµÄãÓÀÉú²»Ğà£¬·¢ÊÄÒªÁË½áÄã¡£ËäÈ»¶¯»ú²»Ã÷£¬µ«ËûÒâÍ¼Ã÷È·£¬ÕÒµ½Äã²»¹ıÊÇÊ±¼äÎÊÌâ¡£;Il paraît qu'il y a un autre immortel, Ramirez, qui vous recherche. Cet Espagnol a entendu parler de votre immortalit?et a jur?d'y mettre un terme. Tandis que ses motivations sont inconnues, ses intentions paraissent claires et ce n'est qu'une affaire de temps avant qu'il ne vous trouve.;Ihr habt Gerüchte vernommen, dass es einen anderen Unsterblichen gibt, Ramirez, der nach Euch sucht. Dieser Spanier hat von Eurer Unsterblichkeit gehört, und geschworen, ihr ein Ende zu setzen. Seine Motive sind zwar unbekannt, seine Absichten jedoch eindeutig und es ist nur eine Frage der Zeit, bis er Euch findet.;;Oyes rumores de que hay otro Inmortal, Ramirez, que te est?buscando. Dicho español ha oído sobre tu inmortalidad y ha jurado ponerle fin. Aunque se desconocen sus motivos, sus intenciones s?están claras, y solo es cuestión de tiempo que d?con tu paradero.;;;;;;;;;x
RIP.30300.d.evildude;ÄãÌıËµÁËÒ»¸ö¹ÖÎï°ãµÄÄĞÈË¡£Õâ¸ö²ĞÈÌµÄÉúÎï£¬ÈË³ÆÎÚÀ¼£¬Ò²ÊÇ¸öÓÀÉúÕß£¬°ÑÎŞÏŞµÄÉúÃüÓÃÀ´ÒÔËûËùÄÜÏëÏóµÄ×î¿ÉÅÂµÄ·½Ê½ÁèÅ°ËûÈË¡£ÓĞÁ÷ÑÔËµËûµÄ²ĞÈÌÊÇÒòÎªÄÚĞÄ³äÂú¼µ¶Ê£¬ÊÀÉÏ»¹ÓĞÒ»¸öÓÀÉúÕßµÄÏûÏ¢ÆøµÃËûÆßÇÏÉúÑÌ¡£Èç¹ûÕâĞ©Á÷ÑÔ¿ÉĞÅ£¬Ëû¿Ï¶¨»á×·×ÙÄã£¬²¢ÔçÍí³¢ÊÔÉ±ËÀÄã¡­¡­;Des rumeurs vous sont parvenues au sujet d'un homme monstrueux. Cet être sadique, qui s'appelle Uran, est aussi un immortel et il a pass?sa longue vie ?infliger aux autres les sévices les plus horribles qui puissent être. Sa cruaut?est seulement surpassée par sa jalousie dévorante, et entendre parler d'un autre immortel l'aurait fait écumer de rage. Il serait même ?votre recherche afin de vous tuer le plus vite possible.;Ihr habt Gerüchte über einen monströsen Menschen vernommen. Dieses sadistische Wesen ist als Uran bekannt. Er ist auch ein Unsterblicher und hat sein langes Leben dazu gewidmet, anderen auf die schrecklichst mögliche Weise Grausamkeiten zuzufügen. Gerüchten zufolge wird seine Grausamkeit nur von einer alles verzehrenden Eifersucht übertroffen. Er hat gehört, dass es noch einen anderen Unsterblichen gibt und ist in schäumenden Wahn ausgebrochen. Wenn man diesen Gerüchten Glauben schenken kann, wird er Euch mit Sicherheit ausfindig machen und früher oder später versuchen, Euch zu töten ...;;Te han llegado rumores de un hombre monstruoso. Dicha criatura sádica, conocida como Uran, también es Inmortal y ha dedicado su larga vida a derrochar crueldad sobre los demás de una manera inimaginable. Se rumorea que su crueldad es tanta como su envidia obsesiva, y al saber de la existencia de otro Inmortal, se ha despertado una ira irrefrenable en su ser. Si los rumores son ciertos, no cabe duda de que hallar?tu paradero y tratar?de matarte antes o después...;;;;;;;;;x
RIP.30300.d.goodguy;×î½üÄãÌıËµÁËÁíÒ»¸öÓÀÉúÕß£¬ÑÇÉª¡£ÕâÎ»ÃÀµÂµä·¶°ãµÄÄĞÈËËÆºõÈ«ÉíĞÄ°ïÖúËûÈË²¢¾ÀÕı´íÎó¡£ÕâÑùµÄÉú»îËÆºõºÜÎŞÁÄ£¬µ«Äã¾õµÃ£¬Ë­Ã»µã°®ºÃÄØ£¿Äã´ÓÎ´¾õµÃ×Ô¼ºÊÇ¸ö»µÈË£¬»òĞíÅ¼¶ûÓĞĞ©µ÷Æ¤£¬µ«ÑÇÉªËÆºõ¶ÔÄãÓĞÄ³ÖÖÔ¹ºŞ£¬Ìáµ½¹ı¡°½áÊø¿Ö²ÀÍ³ÖÎ¡±¡¢¡°Í£Ö¹ÎŞÇîÑªĞÈ¡±ÕâÑùµÄ´Ê¾ä¡£Õâ¾ÍÌ«¹ı·ÖÁË¡£;Dernièrement, vous avez entendu des histoires au sujet d'un Immortel, Arthur. Cet homme, ce parangon de bont? semble avoir consacr?sa vie ?aider les autres et ?redresser les torts. Sans doute une vie terne, mais vous supposez que tout le monde a besoin d'un passe-temps. Vous n'avez jamais pens?être une mauvaise personne, même si vous pouvez parfois être un peu turbulent[Root.GetNoneE], mais Arthur semble avoir une sorte de rancune envers vous. Des expressions telles que « mettre fin au règne de la terreur » et « arrêter l'interminable effusion de sang » ont ét?avancées. Tout cela semble très excessif.;In letzter Zeit sind Euch Geschichten über einen anderen Unsterblichen, Arthur, zu Ohren gekommen. Dieser Mann, ein wahrer Tugendbold, scheint sein Leben dazu zu widmen, anderen zu helfen und Fehler wieder gut zu machen. Scheint ein sehr ödes Leben zu sein, aber jeder braucht wohl ein Hobby. Ihr habt Euch nie selbst für schlecht gehalten, vielleicht hin und wieder etwas übermütig, aber Arthur scheint anscheinend was gegen Euch zu haben. Phrasen wie "der Terrorherrschaft ein Ende setzen", und "das endlose Blutvergießen beenden" scheinen in aller Munde zu sein. Scheint alles sehr übertrieben.;;"Últimamente has oído historias sobre otro ser Inmortal, Arthur. Ese ser, ese ejemplo de bondad, parece haber dedicado su vida a ayudar a los demás y a resarcir sus errores. Podría parecer una vida insulsa, pero supones que todos necesitamos una ocupación. Nunca te has considerado mala persona, quizás un poco beligerante a veces, pero Arthur siente algún tipo de rencor por ti. Ha mencionado frases como ""terminar con la era del terror"" y ""detener este baño de sangre eterno"". Parece excesivo.";;;;;;;;;x
RIP.30300.d.shieldmaiden;Ê«ÈËÓ½³ªÒ»Î»½Ğ×öÍĞ¶ûÏ£µÂµÄ¶ÜÅ®£¬ÓÖ»òÕßÊÇÔÚ·²¼äĞĞ×ßµÄÅ®ÎäÉñ¡£²»¹ÜÔõÑù£¬¾İËµËıÒ²ÊÇÓÀÉúÕß£¬ÔÚÕ½³¡ÉÏ¹âÒ«ËÄ·½¡£ÔÚ×îÖøÃûµÄÃñ¸èÖĞ£¬Ëı×îÎ°´óµÄ¾ö¶·ÊÇÓëÒ»Î»½Ğ¿­¶÷µÄÓÀÉúÕßÕ¹¿ªµÄ£¬ËıÈ¡Ê¤Ö®ºóÎªÔÙÒ²ÎŞ·¨ÕÒµ½ÕâÑùÏà³ÆµÄ¶ÔÊÖ¶ø¿ŞÆü¡£Èç¹ûÕâ¹ÊÊÂÊÇÕæµÄ£¬Ëı¿ÉÄÜÒ²»áÕÒµ½Äã£¬ÌôÆğ¾ö¶·¡£;Les bardes chantent les exploits de Torhild, une skjaldm?ou une Valkyrie foulant la terre. Quoi qu'il en soit, il est dit que c'est une immortelle et qu'elle se nourrit de batailles. Dans la ballade la plus populaire, elle se bat dans son plus grand duel contre un homme immortel nomm?Caine, et après sa victoire, elle pleure parce qu'elle ne trouvera jamais ?nouveau un tel adversaire. Si ces histoires sont vraies, elle pourrait bien vous être ?votre recherche pour vous défier en duel.;Die Barden singen von einer Schildmaid namens Torhild, oder vielleicht ist sie eine Walküre auf Erden. Egal, sie soll eine andere Unsterbliche sein, die im Kampf aufblüht. In der beliebtesten Ballade kämpft sie ihr größtes Duell gegen einen Unsterblichen namens Caine, und nach ihrem Sieg weint sie, weil sie nie wieder einen so galanten Gegner finden wird. Sollten diese Geschichten stimmen, kann es gut sein, dass sie Euch aufsucht und zu einem Duell herausfordert.;;Los bardos cantan sobre una doncella escudera llamada Torhild, aunque quizás sea una valkiria que ha bajado a la tierra. Bueno, da igual. Dicen que es otra Inmortal y que la guerra le ayuda a prosperar. La balada más popular cuenta que en su mejor duelo se enfrenta a un Inmortal llamado Caine, y que tras su victoria llora porque nunca encontrar?a un enemigo tan respetable. Si la historia es cierta, podría buscarte a ti y desafiarte a un duelo.;;;;;;;;;x
RIP.30300.d.horse;ËäÈ»±Ê¼£´Ö±©£¬µ«ÄãºÃÆæµØ×¢Òâµ½£¬ĞÅÖĞµÄÇ²´ÊÔì¾äÏÔÊ¾Õâ¿ÉÄÜÊÇÒ»Î»Ïàµ±´ÏÃ÷µÄ×÷Õß£º\n'ÎÒÏòÀ´±ÉÊÓ¶«Ê©Ğ§ò­Ö®Í½£¬ÓÈÆäÊÇÕĞÒ¡¹ıÊĞ¡¢Òı·¢ÎÒ×å¹Ø×¢Õß¡£ÎÒ½«×·ÖğÃÙ×Ù£¬Äã±ØÎŞÂ·¿ÉÌÓ¡£ÎÒ½«°ÑÄãµÄ³ÇÊĞÉÕ³É°×µØ£¬Ëü²¢·ÇµÚÒ»×ù£»ÎÒ»áÍÀÃğÄãµÄÁìÃñ¡¢¼ùÌ¤ÄãµÄÒÅ²ú£¬´ËÇ°¸üÇ¿´óµÄÈËÒ²Î´ÄÜĞÒÃâ¡£ÀúÊ·½«Èç´Ë¼ÇÊöÄã£º½¾°ÁÓŞ´À£¬×ÔÑ°ËÀÂ·µÄµÄ·è×Ó¡£ÔÚÕ½ÀõÖĞµÈ´ıÎÒ°É¡£¡±\nĞÅÉÏÃ»ÓĞÇ©Ãû¡£;Bien que la calligraphie soit atroce, vous remarquez que, curieusement, le choix des mots indique un écrivain assez intelligent: \n« Je n'apprécie pas les imitateurs, surtout un si peu discret qui pourrait attirer l'attention sur l'ensemble de notre genre. Je viens pour vous. Vous ne pouvez pas me distancer. Je réduirai en cendres votre cit? qui ne sera pas la première. Je dévasterai votre peuple et piétinerai votre héritage, comme je l'ai fait avant avec de plus grands hommes. L'histoire vous considérera comme un lunatique que son orgueil et sa folie ont détruit. Attendez-moi dans la terreur. »\nLa lettre n'est pas signée.;Das Gekritzle mag zwar grauenhaft sein, aber seltsamerweise fällt dir auf, dass die Wortwahl auf einen ziemlich intelligenten Verfasser schließen lässt:\n"Ich wei?Nachahmer nicht zu schätzen, besonders in einem derartig eklatanten Auftreten, dass die Aufmerksamkeit auf alle unserer Art lenken könnte. Ich werde Euch aufsuchen. Ihr könnt mir nicht entkommen. Ich werde deine Stadt in Schutt und Asche legen, es wäre nicht die erste, die ich zerstört habe. Ich werde dein Volk vernichten und deine Hinterlassenschaft in Grund und Boden stampfen, wie dich das schon mit größeren Männern getan habe. Die Geschichte wird Euch als Wahnsinnigen betrachten, der aus Stolz und Eselei unterging. Zittert vor mir.'\nDer Brief wurde nicht unterschrieben.;;"Aunque la caligrafía es atroz, adviertes que, curiosamente, el estilo sugiere bastante inteligencia por parte del escritor:\n""No me gustan los imitadores, sobre todo con un alarde tan imprudente que pudiera atraer la atención de los nuestros. Voy a por ti. No puedes vencerme. Reducir?tu ciudad a cenizas. No ser?la primera vez. Devastar?a tu pueblo y enterrar?tu legado, como ya hice con otros grandes hombres. La historia te recordar?como a alguien lunático que lo perdi?todo por culpa de su orgullo y su estupidez. Espérame en el terror"".\nLa carta no est?firmada.";;;;;;;;;x
RIP.30300.a;°ÑËûÃÇ´øÉÏÀ´£¡;Venez, je vous attends?;Na komm schon!;;¡Acepto el desafío!;;;;;;;;;x
RIP.30300.b;ÎÒ²»Ï²»¶ÕâÉùÒô£¡;Cela ne me dit rien qui vaille?;Das hört sich ja gar nicht gut an!;;¡No me gusta la idea!;;;;;;;;;x
RIP.30300.c;ÎÒ²»°şÈËµÄÆ¤¡£Í¨³£¡£;Ce n'est pas comme si je fouettais les gens. Du moins, pas souvent.;Ist ja nicht so, als würde ich Leute schinden. Jedenfalls nicht oft.;;Yo no soy de los que van por ah?desollando a la gente. A menudo.;;;;;;;;;x
RIP.30301.title;ÄãµÄ¶ÔÊÖ·¢ÏÖÁËÄã£¡;Votre rival[immortal_rival.GetNoneE] vous a trouvé !;Euer Rivale hat Euch gefunden!;;¡Tu rival te ha encontrado!;;;;;;;;;x
RIP.30301.d.highlander;µ±Äã×ß³ö·¿¼ä£¬ÉĞÎ´¿ªÊ¼ÒÉ»óÄãµÄÊØÎÀÃÇ¶¼È¥ÁËÄÄÀï±ãÓ­ÃæÅö¼ûÁË[immortal_rival.GetFirstName]¡£\n¡°ÄãÃü¾ø½ñÈÕ£¡¡±Ëû´óºÈÒ»Éù£¬¾ÙÆğÁË½£¡£;Alors que vous sortez de votre chambre, vous avez ?peine le temps de vous demander o?sont vos gardes avant d'être confront??[immortal_rival.GetFirstName].\n« Votre vie doit prendre fin? », crie-t-il, brandissant son épée.;Aus Ihr aus Euren Gemächern kommt, habt Ihr kaum die Zeit, Euch zu fragen, wo Eure Wachen sind, bevor Euch [immortal_rival.GetFirstName]konfrontiert.\n‚Dein Leben ist zu Ende!' ruft er und hebt sein Schwert.;;"Según pones un pie fuera de tus aposentos, apenas tienes tiempo de preguntarte dónde están tus guardias y te ves cara a cara con [immortal_rival.GetFirstName]\n""¡Tu vida acaba hoy!"", grita mientras levanta su espada.";;;;;;;;;x
RIP.30301.d.evildude;µ±Äã×ß³ö·¿¼ä£¬ÉĞÎ´¿ªÊ¼ÒÉ»óÄãµÄÊØÎÀÃÇ¶¼È¥ÁËÄÄÀï±ãÓ­ÃæÅö¼ûÁË[immortal_rival.GetFirstName]¡£\n¡°Ê±ºòµ½ÁË£¬ÄãÕâ[GetFromRootInsult]£¡¡±ËûÅØÏø×Å£¬¸ß¾Ù³¤½£¡£;Alors que vous sortez de votre chambre, vous avez ?peine le temps de vous demander o?sont vos gardes avant d'être confront??[immortal_rival.GetFirstName].\n« C'est l'heure de mourir, espèce [GetFromRootInsultNounAdj]? », grogne-t-il, soulevant son épée.;Aus Ihr aus Euren Gemächern kommt, habt Ihr kaum die Zeit, Euch zu fragen, wo Eure Wachen sind, bevor Euch [immortal_rival.GetFirstName]konfrontiert.\n‚‘Stirb, du[GetFromRootInsult]!' knurrt er und zückt sein Schwert.;;"Según pones un pie fuera de tus aposentos, apenas tienes tiempo de preguntarte dónde están tus guardias y te ves cara a cara con [immortal_rival.GetFirstName]\n""¡Te ha llegado la hora, [GetFromRootInsult]!"", gruñe mientras levanta su espada.";;;;;;;;;x
RIP.30301.d.goodguy;Äã×ß³ö·¿¼ä£¬·¢ÏÖÄãµÄÊØÎÀÉÙµÃ¿ÉÁ¯£¬Á¢¿Ì·¢ÏÖ[immortal_rival.GetFirstName]Âı²½×ßµ½ÄãµÄÃæÇ°¡£\n¡°ÄãµÄÉúÃü½«ÔÚ´ËÖÕ½á¡£¡±ËûËµµÀ£¬´ø×Å¼¸·ÖÉË¸Ğ£¬¡°Ô¸ÄãÓëÄãµÄÉñÒ»Í¬°²Ï¢¡£¡±;Alors que vous sortez de votre chambre, vous remarquez l'absence de vos gardes l'espace d'un instant avant que [immortal_rival.GetFirstName] n'apparaisse devant vous.\n« Il est temps de mettre un terme ?votre existence » dit-il, un peu triste, « et de vous réconcilier votre dieu ».;Als Ihr aus Euren Gemächern kommt, bemerkt Ihr einen Moment lang, dass die Wachen seltsamerweise fehlen, bevor [immortal_rival.GetFirstName] vor Euch tritt.\n‚Es ist an der Zeit, dass ich Euch ein Ende setze? murmelt er fast traurig, ‚schließe Frieden mit deinem Gott.";;"Según pones un pie fuera de tus aposentos, por un instante notas la extraña ausencia de tus guardias antes de que [immortal_rival.GetFirstName] se plante ante ti. \n""Es hora de poner fin a tu vida"" y añade con tono triste: ""Queda en paz con tu dios"".";;;;;;;;;x
