;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
GOVERNMENT_NO_LIEGE_LEVY;¶ÀÁ¢µÄ²¿Âä»òÓÎÄÁÁìÖ÷²»»á´ÓËûÃÇµÄ¸½Êô²¿ÂäÄÇµÃµ½Õ÷ÕÙ±ø;Les dirigeants tribaux et nomades indépendants ne peuvent percevoir de levées seigneuriales de leurs tribus vassales;Unabhängige Stammesherrscher erhalten von ihren Vasallen keine Lehnstruppen.;;Los dirigentes tribales independientes no puede reclutar levas de sus vasallos tribales.;;;;;;;;;x
PLAYERS_IN_UNIT;Íæ¼ÒµÄ½ÇÉ«ÔÚ´Ë²¿¶Ó;Personnages joueurs de l'unit?Spieler-Charaktere in der Einheit;;Personajes de Jugadores en la Unidad;;;;;;;;;x
PLAYERS_IN_ATTACKERS;ÕıÔÚ½ø¹¥ÖĞµÄÍæ¼Ò½ÇÉ«;Attaque de personnages joueurs;Angreifende Spieler-Charaktere;;Atacar a personajes humanos;;;;;;;;;x
YOU_IN_ATTACKERS;ÄãÊÇÕâ³¡Õ½ÒÛµÄÒ»¸ö½ø¹¥Õß;Vous êtes un attaquant dans ce combat;Ihr seid unter den Angreifern in dieser Schlacht.;;Eres un atacante en esta batalla;;;;;;;;;x
PLAYERS_IN_DEFENDERS;ÕıÔÚ·ÀÊØÖĞµÄÍæ¼Ò½ÇÉ«;Défense de personnages joueurs;Verteidigende Spieler-Charaktere;;Defender personajes humanos;;;;;;;;;x
YOU_IN_DEFENDERS;ÄãÊÇÕâ³¡Õ½ÒÛµÄÒ»¸ö·ÀÓùÕß;Vous êtes un défenseur dans ce combat;Ihr gehört zu den Verteidigern in dieser Schlacht.;;Eres un defensor en esta batalla;;;;;;;;;x
destroy_title_interaction_LONG_DESC;Ïú»Ù¸ÃÍ·ÏÎ;Détruisez ce titre.;Diesen Titel vernichten.;;Destruye este título.;;;;;;;;;x
usurp_title_interaction_TITLE;´Û¶áÍ·ÏÎ;Usurper le titre;Titel usurpieren;;Usurpa título;;;;;;;;;x
usurp_title_interaction_LONG_DESC;´Û¶á¸ÃÍ·ÏÎ;Usurpez ce titre.;Diesen Titel usurpieren.;;Usurpa este título.;;;;;;;;;x
create_title_interaction_LONG_DESC;´´Éè¸ÃÍ·ÏÎ;Créez ce titre.;Diesen Titel erschaffen.;;Crear este título.;;;;;;;;;x
make_primary_title_interaction_LONG_DESC;Éè´ËÍ·ÏÎÎªÄãµÄÖ÷Í·ÏÎ¡£;Désignez ce titre comme votre titre principal.;Diesen Titel zu Eurem Primärtitel machen.;;Haz de este título tu título primario.;;;;;;;;;x
make_capital_settlement_interaction_TITLE;Ç¨¶¼;Désigner comme capitale;Zur Hauptstadt machen;;Haga capital;;;;;;;;;x
make_capital_settlement_interaction_DESC;ÎÒÄÜÉè´ËµØÎªÊ×¶¼;Je peux désigner cette propriét?comme capitale.;Ich kann diese Stadt zur Hauptstadt machen.;;Puedo hacer que esta sea mi capital.;;;;;;;;;x
make_capital_settlement_interaction_LONG_DESC;Éè´ËµØ²úÎªÄãµÄÊ×¶¼;Désigner cette propriét?comme votre capitale.;Siedlung zur Hauptstadt machen.;;Haz de este asentamiento tu capital.;;;;;;;;;x
WILL_CANCEL_OLD_PLOT;ÄãÍ¬Ò»Ê±¼äÖ»ÄÜ¼¤»îÒ»¸öÃÜÄ±¡£Ñ¡ÔñÒ»¸öĞÂµÄÃÜÄ±½«»áÈ¡ÏûÄãÏÖÔÚµÄÃÜÄ±¡£;Vous ne pouvez prendre part qu'?un seul complot ?la fois. Choisir un nouveau complot annulera celui en cours.;Maximal kann eine Intrige aktiv sein. Bei der Auswahl einer neuen Intrige wird die aktuelle abgebrochen.;;Sólo puedes tener una trama activa a la vez. Al elegir una nueva trama, cancelarás la actual.;;;;;;;;;x
WILL_CANCEL_OLD_AMBITION;ÄãÍ¬Ò»Ê±¼äÖ»ÄÜ¼¤»îÒ»¸öÒ°ĞÄ¡£Ñ¡ÔñÒ»¸öĞÂµÄÒ°ĞÄ½«»áÈ¡ÏûÄãÏÖÔÚµÄÒ°ĞÄ¡£;Vous pouvez seulement avoir une ambition active ?la fois. Choisir une nouvelle ambition annulera celle en cours.;Maximal kann eine Ambition ausgewählt sein. Bei der Auswahl einer neuen wird die aktuelle aufgehoben.;;Sólo puedes tener un ambición activa a la vez. Al elegir una nueva ambición, cancelarás la actual.;;;;;;;;;x
WILL_CANCEL_OLD_FOCUS;ÄãÍ¬Ò»Ê±¼äÖ»ÄÜ¼¤»îÒ»¸öÉú»îÖØĞÄ¡£Ñ¡ÔñÒ»¸öĞÂµÄÖØĞÄ½«»áÈ¡ÏûÄãÏÖÔÚµÄÖØĞÄ¡£;Vous pouvez seulement avoir un intérêt ?la fois. Choisir un nouvel intérêt annulera celui en cours.;Maximal kann ein Fokus ausgewählt sein. Bei der Auswahl eines neuen wird der aktuelle aufgehoben.;;Sólo puedes tener un enfoque activo a la vez. Al elegir un enfoque nuevo, cancelarás el actual.;;;;;;;;;x
alert_available_targetted_decision_instant;§YÌØÊâ½ÇÉ«ĞĞÎª¿ÉÓÃ§!;§YActions spéciales de personnage possibles?;§YSpezielle Personenaktionen möglich?;;¡§YPosibles acciones especiales de personaje?;;;;;;;;;x
alert_available_targetted_decision_delayed;ÏÂÁĞÌØÊâ½ÇÉ«ĞĞÎª¿ÉÓÃ£º\n$LIST$;Les actions spéciales de personnage suivantes sont disponibles?\n$LIST$;Folgende Sonderaktionen sind verfügbar:\n$LIST$;;Están disponibles las siguientes acciones especiales de personaje: \n$LIST$;;;;;;;;;x
alert_available_title_decision_instant;§YÌØÊâÍ·ÏÎĞĞÎª¿ÉÓÃ§!;§YActions spéciales de titre possibles?;§YSpezielle Titelaktionen möglich?;;¡§YPosibles acciones especiales de título?;;;;;;;;;x
alert_available_title_decision_delayed;ÏÂÊöÌØÊâÍ·ÏÎĞĞÎª¿ÉÓÃ£º\n$LIST$;Les actions spéciales de titre suivantes sont disponibles?\n$LIST$;Folgende Sonderaktionen sind verfügbar:\n$LIST$;;Están disponibles las siguientes acciones especiales de título: \n$LIST$;;;;;;;;;x
alert_available_settlement_decision_instant;§YÌØÊâµØ²úĞĞÎª¿ÉÓÃ§!;§YActions spéciales de propriét?possibles!?;§YSpezielle Siedlungsaktionen möglich?;;¡§YPosibles acciones especiales de asentamiento?;;;;;;;;;x
alert_available_settlement_decision_delayed;ÏÂÊöÌØÊâµØ²úĞĞÎª¿ÉÓÃ£º\n$LIST$;Les actions spéciales de propriét?suivantes sont disponibles?\n$LIST$;Folgende Sonderaktionen sind verfügbar:\n$LIST$;;Están disponibles las siguientes acciones especiales de asentamiento: \n$LIST$;;;;;;;;;x
FLANK_DAMAGE_FINAL;×îÖÕÉËº¦Öµ£º§Y$DAMAGE$§!ÉËº¦(£1£)£¬§Y$MORALE_DAMAGE$§!Ê¿ÆøÉËº¦(£2£);Valeur finale de dégâts? §Y$DAMAGE$? Dégâts (??, §Y$MORALE_DAMAGE$? Dégâts moraux (??;Abschließende Schadenswerte: §Y$DAMAGE$? Schaden (??, §Y$MORALE_DAMAGE$? Moralschaden (??;;Valores de daño final: §Y$DAMAGE$? Daño (??, §Y$MORALE_DAMAGE$? Daño moral (??;;;;;;;;;x
TACTICAL_DISADVANTAGE;Ãæ¶Ô§Y$TACTIC$§!£¬ÊÜµ½³Í·££º$PERC$;Pénalit?contre §Y$TACTIC$?? $PERC$;Malus bei §Y$TACTIC$?: $PERC$;;Penalización contra §Y$TACTIC$?: $PERC$;;;;;;;;;x
TOTAL_DEFENCE;·ÀÓùºÏ¼Æ£º§Y$DEF$§!;Défense totale? §Y$DEF$?;Gesamtwert Verteidigung: §Y$DEF$?;;Defensa total:§Y$DEF$?;;;;;;;;;x
COMBATVIEW_TOTALTROOPS;Ê£Óà×Ü±øÁ¦\n§Gµã»÷ÏÔÊ¾²àÒíµÄ×é³É§!;Total des troupes restantes\n§GCliquez pour afficher la composition des flancs?;Gesamtzahl verbleibender Truppen\n§GMausklick für Details der Flanken?;;Total de tropas restantes\n§G¡Haz clic para mostrar composición de flancos?;;;;;;;;;x
COMBATVALUES;$NAME$\nÉËº¦(£1£)£º§Y$DAMAGE$§!\nÊ¿ÆøÉËº¦(£2£)£º§Y$MORALEDMG$§!\n·ÀÓù(£3£)£º§Y$DEFENCE$§!;$NAME$\nDégâts (?)? §Y$DAMAGE$?\nDégâts moraux (??? §Y$MORALEDMG$?\nDéfense (??? §Y$DEFENCE$?;$NAME$\nSchaden (??: §Y$DAMAGE$?\nMoralschaden (??: §Y$MORALEDMG$?\nVerteidigung (??: §Y$DEFENCE$?;;$NAME$\nDaño (??§Y$DAMAGE$?\nDaño moral(??: §Y$MORALEDMG$?: §Y$MORALEDMG$?\nDefensa (??: §Y$DEFENCE$?;;;;;;;;;x
COMBATVALUES_SUBUNIT;µ¥±øÉËº¦£º§Y$DAMAGE$§!\nµ¥±ø·ÀÓù£º§Y$DEFENCE$§!\n\n×ÜÉËº¦£º§Y$TOTAL_DAMAGE$§!\n×Ü·ÀÓù£º§Y$TOTAL_DEFENCE$§!;Dégâts par soldat? §Y$DAMAGE$?\nDéfense par soldat? §Y$DEFENCE$?\n\nTotal des dégâts? §Y$TOTAL_DAMAGE$?\nDéfense totale? §Y$TOTAL_DEFENCE$?;Schaden pro Soldat: §Y$DAMAGE$?\nVerteidigung pro Soldat: §Y$DEFENCE$?\n\nGesamtschaden: §Y$TOTAL_DAMAGE$?\nGesamtverteidigung: §Y$TOTAL_DEFENCE$?;;Daño por soldado: §Y$DAMAGE$?\nDefensa por soldado: §Y$DEFENCE$?\n\nDaño total: §Y$TOTAL_DAMAGE$?\nDefensa total: §Y$TOTAL_DEFENCE$?;;;;;;;;;x
COMBATVIEW_FLANK_MORALE;¸Ã²àÒíÆ½¾ùÊ¿Æø£º$MORALE$(§Y+$DELTA$§W/ÖÜ)\n×ÜÊ¿Æø£º§Y$TOTAL_MORALE$§!;Moral moyen de ce flanc? $MORALE$ (§Y+$DELTA$§W/semaine)\n Moral total? §Y$TOTAL_MORALE$?;Durchschnittsmoral dieser Flanke: $MORALE$ (§Y+$DELTA$§W / Woche)\nGesamtmoral: §Y$TOTAL_MORALE$?;;Moral media en este flanco: $MORALE$ (§Y+$DELTA$§W / semana)\nMoral total: §Y$TOTAL_MORALE$?;;;;;;;;;x
COMBATVIEW_MORALE;Æ½¾ùÊ¿Æø£º§Y$MORALE$§W(§Y+$DELTA$§W/ÖÜ)\n×ÜÊ¿Æø£º§Y$TOTAL_MORALE$§!;Moral moyen? §Y$MORALE$§W (§Y+$DELTA$§W/semaine)\n Moral total? §Y$TOTAL_MORALE$?;Durchschnittsmoral: §Y$MORALE$§W (§Y+$DELTA$§W / Woche)\nGesamtmoral: §Y$TOTAL_MORALE$?;;Moral media:§Y$MORALE$§W (§Y+$DELTA$§W / semana)\nMoral total: §Y$TOTAL_MORALE$? ;;;;;;;;;x
FLANK_DESIGNER_SHOW_VALUES;ÏÔÊ¾ÊıÖµ;Afficher les valeurs;Werte anzeigen;;Mostrar valores;;;;;;;;;x
FLANK_DESIGNER_SHOW_TROOPS;ÏÔÊ¾²¿¶Ó;Afficher les troupes;Truppen anzeigen;;Mostrar tropas;;;;;;;;;x
convert_tribal_to_city;Éı¼¶Îª³ÇÊĞ;Améliorer en ville;Ausbau zur Stadt;;Actualización a ciudad;;;;;;;;;x
convert_tribal_to_city_named;Éı¼¶[Root.GetName]ÎªÒ»¸ö³ÇÊĞ;Améliorer [Root.GetName] en cit?[Root.GetName] zu einer Stadt ausbauen;;Actualizar [Root.GetName] a ciudad;;;;;;;;;x
;#convert_tribal_to_city_desc;ÎÒ¿ÉÉı¼¶[Root.GetFullName]ÎªÒ»¸öÕæÕıµÄ³ÇÊĞ¡£;;Ich kann [Root.GetFullName] zu einer echten Stadt ausbauen.;;Puedo actualizar [Root.GetFullName] a una ciudad como es debida.;;;;;;;;;x;
convert_tribal_to_castle;Éı¼¶Îª³Ç±¤;Améliorer en château;Ausbau zur Burg;;Actualización a castillo;;;;;;;;;x
convert_tribal_to_castle_named;Éı¼¶[Root.GetName]ÎªÒ»¸ö³Ç±¤;Améliorer [Root.GetName] en château;[Root.GetName] zur Burg ausbauen;;Actualizar [Root.GetName] a castillo;;;;;;;;;x
;#convert_tribal_to_castle_desc;ÎÒ¿ÉÉı¼¶[Root.GetFullName]ÎªÒ»¸öÕæÕıµÄ³Ç±¤¡£;;Ich kann aus [Root.GetFullName] eine echte Burg machen.;;Puedo actualizar [Root.GetFullName] a un castillo como es debido.;;;;;;;;;x;
MODIFIER_TRIBAL_OPINION;²¿Âä·â³¼ºÃ¸Ğ;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;;;;;;;;;x
MODIFIER_UNREFORMED_TRIBAL_OPINION;Î´¸Ä¸ïÔ­Ê¼×Ú½Ì²¿Âä·â³¼µÄºÃ¸Ğ;Opinion de la part des vassaux tribaux païens non réformés;Meinung unreformierter heidnischer Stammesvasallen;;Opinión del vasallo tribal pagano no reformado;;;;;;;;;x
UNREFORMED_TRIBAL_VIEW_ON_TRAIT;Î´¸Ä¸ïÔ­Ê¼×Ú½Ì²¿Âä¶Ô$TRAIT$ÌØÖÊµÄºÃ¸Ğ£º$VALUE$;Opinion des personnages tribaux païens non réformés sur '$TRAIT$'? $VALUE$;Reaktion unreformierter heidnischer Stammesvasallen auf $TRAIT$: $VALUE$;;Opinión Tribal Pagana no reformada sobre $TRAIT$: $VALUE$;;;;;;;;;x
TRAIT_OPINION_UNREFORMED_TRIBAL;Î´¸Ä¸ïÔ­Ê¼×Ú½Ì²¿ÂäµÄºÃ¸Ğ£º$VALUE$;Opinion de la part des personnages tribaux païens non réformés? $VALUE$;Meinung unreformierter heidnischer Stämme: $VALUE$;;Opinión Tribal pagano no reformado: $VALUE$;;;;;;;;;x
TRIBAL_VASSAL_OPINION;²¿Âä·â³¼µÄºÃ¸Ğ;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;;;;;;;;;x
PROVINCE_HAS_NO_REGION;´ËÊ¡·İ²»ÊôÓÚÈÎºÎÒ»¸öÇøÓò; Ce comt?n'appartient ?aucune région;  Diese Provinz gehört keiner bestimmten Region an.;;Esta provincia no pertenece a ninguna región;;;;;;;;;x
PROVINCE_HAS_REGION_SELECT;°´§YÊó±ê×ó¼ü§WÒÔÑ¡È¡ÏÂÒ»¸öÇøÓò¡£;§YClic gauche§W pour sélectionner la région suivante.;§YLinksklick§W zur Auswahl der nächsten Region.;;Haz §YClick con el botón izquierdo§W para seleccionar la siguiente región.;;;;;;;;;x
PROVINCE_HAS_REGION_DESELECT;°´§YÊó±êÓÒ¼ü§WÒÔÈ¡ÏûÑ¡ÔñÇøÓò¡£;§YClic droit§W pour désélectionner la région.;§YRechtsklick§W, um Region abzuwählen.;;Haz §YClic con el botón derecho§W para deseleccionar región.;;;;;;;;;x ;
PROVINCE_HAS_REGION;´ËÊ¡·İÊôÓÚÒÔÏÂÇøÓò£º;Ce comt?appartient aux régions suivantes?;Diese Provinz gehört zu den nächsten Regionen:;;Esta provincia pertenece a las siguientes regiones:;;;;;;;;;x
FIND_PROVINCE;²éÕÒÍ·ÏÎ»òÇøÓò;Trouver un titre ou une région;Titel oder Region suchen;;Encuentra título o región;;;;;;;;;x
REGION_OF;ÇøÓò;Région de;Region:;;Región de;;;;;;;;;x
HINT_DIPLO_VIEW_TITLE;Íâ½»½çÃæ ;Le menu diplomatique;Das Diplomatiemen?;Men?de diplomacia;;;;;;;;;x
EVTDESC107104;"ÏÖÔÚÄãÓĞÒ»¸ö²»Ï²»¶ÄãµÄ·â³¼¡£Äã¿ÉÒÔÍ¨¹ıµã»÷×Ô¼ºÍ·Ïñ²¢Ñ¡Ôñ¡°·â³¼¡±Ñ¡Ïî¿¨À´²é¿´¡£ÊÔ×ÅÊ¹ËûÃÇµÄºÃ¸ĞÎªÕıÊı¡£Äã¿ÉÒÔÍ¨¹ıÊıÖÖ°ì·¨Ôö¼Ó·â³¼¶ÔÄãµÄºÃ¸Ğ£¬±ÈÈç¸øËûÃÇ¸ü¶àÍÁµØ(²»Òª×Ü±£³ÖÖ±Ï½ÁìµØµ½ÉÏÏŞ!)¡¢¸øÓèÈÙÓşÍ·ÏÎ»òÕßÖ±½ÓËÍÀñ¡£ËùÓĞÕâĞ©¾ù¿ÉÔÚÍâ½»½çÃæÍê³É¡£";L'un de vos vassaux n'est pas heureux. Repérez-le en cliquant sur votre portrait puis en ouvrant l'onglet «Vassaux? Essayez d'améliorer l'opinion de ce vassal jusqu'?obtenir un nombre positif. Pour ce faire, il existe plusieurs façons. Par exemple, vous pouvez lui donner plus de propriétés (tentez cependant de toujours garder le nombre de propriétés ?hauteur de la limite). Sinon, offrez-lui un titre honorifique ou un présent. Toutes ces options sont disponibles depuis le menu diplomatique.;Im Moment habt Ihr einen unzufriedenen Vasallen. Ihr könnt ihn ausfindig machen, indem Ihr auf Euer Porträt klickt und das Register "Vasallen" öffnet. Ihr könnt nun versuchen, die Meinung dieses Vasallen ins Positive zu wenden. Dazu habt Ihr verschiedene Möglichkeiten: Ihr könnt ihm mehr Land geben (allerdings solltet Ihr immer versuchen, so viel Land zu besitzen, wie es Euer Domänenlimit erlaubt!). Ihr könntet ihm auch einen Ehrentitel verleihen oder ihm ein Geschenk machen. Diese Aktionen werden im Diplomatiemen?ausgeführt.;;"Actualmente tienes un vasallo infeliz. Puedes encontrar este vasallo haciendo clic en su retrato y abriendo la etiqueta ""vasallos"". Trata de mejorar la opinión de este vasallo a un número positivo. Puedes aumentar la opinión de tus vasallos de varios modos, por ejemplo, dándoles más tierras (¡pero intenta guardarte tanta tierra como tu límite de dominios permita!). También puedes darles un título honorario, o enviarles un regalo. Todo esto puede hacerse en el men?de diplomacia.";;;;;;;;;x
EVTDESC107009;"µ±ÄãÕÒµ½Ò»¸öºÃµÄ»éÒö¶ÔÏóÊ±,ÓÒ»÷Æä»­ÏñÒÔ´ò¿ªÍâ½»½çÃæ.ÕâÊ±ÄãÒªÑ¯ÎÊÄãÒâÖĞÈËµÄÁìÖ÷ÒÔµÃÖªÓëÄã»éÒö¶ÔÏó½áÒöµÄ¿ÉÄÜĞÔ.Íâ½»Ó¡ÏóÊÇÓ°ÏìÆäËû½ÇÉ«µÄÖ÷Òª·½·¨.ÄÇÃ´È¥Ğ­ÉÌ»éÒö°É!";Lorsque vous dénichez la candidate idéale au mariage, cliquez sur son portrait pour ouvrir le menu diplomatique. L? vous pourrez demander la main de la jeune femme ?son seigneur lige. Le menu diplomatique est l'outil principal permettant d'interagir avec d'autres personnages. Lancez-vous et organisez un mariage?;Durch einen Rechtsklick auf das Porträt der Person, die Ihr zu ehelichen gedenkt, öffnet Ihr das Diplomatiemen? wo Ihr den Lehnsherrn Eurer Zukünftigen darum bitten könnt, eine Heirat zu arrangieren. Das Diplomatiemen?ist das meistgenutzte Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando encuentres un buen personaje para casarte, haz clic en su retrato para abrir el men?de diplomacia. Aqu?puede preguntar al señor de tu futura esposa sobre la posibilidad de organizar un matrimonio. El men?de diplomacia es la manera principal de relacionarse con otros personajes. ¡Sigue adelante y concierta el matrimonio!;;;;;;;;;x
EVTDESC107300;"ÄãÏÖÔÚÓµÓĞÁËÒ»¸öĞû³ÆÈ¨,ÄÇÃ´ÏÖÔÚ¾ÍÊÇ¿ª¶¯Õ½Õù»úÆ÷µÄÊ±ºòÁË! µã»÷¼ÓÄÇÀû²¢ÔÚÊ¡·İ½çÃæÖĞÓÒ»÷¸ÃÊ¡Í³ÖÎÕßĞ¤Ïñ.ÔÚÑ¡ÔñÍâ½»½çÃæµÄ 'ĞûÕ½'Ñ¡Ïî¼° 'Ğû³Æ¼ÓÄÇÀû' µÄÕ½ÕùÀíÓÉÒÔ·¢³öĞûÕ½²¼¸æ.";Vous possédez maintenant une revendication, il est temps de déterrer la hache de guerre? Cliquez sur la province des îles Canaries puis faites un clic droit sur le portrait du dirigeant dans la Vue du Comt? Sélectionnez ensuite «Déclarer la guerre?dans le menu diplomatique puis le casus belli «Revendiquer îles Canaries? Envoyez la déclaration de guerre.;Ihr habt nun einen Anspruch und der Krieg kann beginnen! Klickt auf die Kanarischen Inseln und anschließend mit der rechten Maustaste auf das Herrscherporträt in der Grafschaftsansicht. Wählt im Diplomatiemen?die Option "Krieg erklären" und als Kriegsgrund "Anspruch auf die Kanarischen Inseln". Sendet die Kriegserklärung ab.;;¡Ahora tienes una reclamación y es el momento de soltar a los perros de la guerra! Haz clic en la provincia de Canarias y clic con el botón derecho en el retrato del gobernante en la vista del condado. Selecciona 'Declarar la guerra' en el men?de diplomacia y el Casus Belli 'Reclamar Canarias'. Envía la declaración de guerra.;;;;;;;;;x
#EVTDESC107301;Whenever you have Allies that can aid in your Wars, you will see an icon indicating this at the top of the screen. Clicking on this icon will open the Diplomacy Menu of your Allies, where you have the option to Call them to Arms, thus bringing them into your War (if they accept).;;Immer wenn Ihr Verb¨¹ndete habt, die Euch im Krieg unterst¨¹tzen k?nnen, wird dies durch ein einSymbol im oberen Bereich des Bildschirms angezeigt. Per Mausklick auf dieses Symbol l?sst sich das Diplomatiemen¨¹ Eurer Verb¨¹ndeten ?ffnen, die Ihr nun zu den Waffen rufen k?nnt. Wenn sie akzeptieren, treten sie auf Eurer Seite in den Krieg ein.;;Cuando tengas aliados que puedan ayudarte en tus guerras, ver¨¢s un icono indicando esto en lo alto de la pantalla. El clic en este icono abrir¨¢ el men¨² de diplomacia de tus aliados, donde tienes la opci¨®n de llamarlos a las armas, involucr¨¢ndoles en tu guerra (si lo aceptan).;;;;;;;;;x;
EVTDESC107326;Äã³¬³öÁË·â³¼ÉÏÏŞ£¬ÒâÎ¶×ÅÄãÓĞ³¬³öÄã¿ØÖÆÄÜÁ¦ÒÔÍâµÄ¹ı¶à·â³¼¡£ÄãµÄ·â³¼½«»á¸øÄã¸üÉÙµÄË°ÊÕºÍ±øÔ±£¬¶øÔÚÄãËÀÊ±£¬Ò²ÓĞ·â³¼¶ÀÁ¢µÄ·çÏÕ£¬³¤ÆÚÀ´Ëµ£¬Äã¿ÉÒÔÍ¨¹ıÔö¼Ó×ÔÉíÍâ½»ÄÜÁ¦Ôö¼Ó·â³¼ÉÏÏŞ£»µ«¶ÌÆÚÀ´Ëµ×ª·â·â³¼ÊÇ¸öºÃ°ì·¨¡ª¡ªÑ¡ÔñÒ»¸öÄãÏ£Íû½ÓÊÜ×ª·âµÄ·â³¼£¬´ò¿ªÍâ½»½çÃæ¡£½ÓÊÜ×ª·âµÄÄ¿±êĞèÒª±ÈÄãÏ£Íû×ª·âµÄ½ÇÉ«Í·ÏÎµÈ¼¶¸ü¸ß¡£;Vous avez plus de vassaux que vous ne pouvez en diriger. Ainsi, ces derniers vous fournissent moins d'impôts et de levées et si vous mourez, votre héritier risque de perdre ces vassaux. ?long terme, vous pourrez augmenter votre limite de vassaux directs en augmentant votre compétence diplomatie mais pour le moment, la solution est de transférer le vasselage pour réduire le nombre de vassaux. Cliquez sur le personnage auquel vous souhaitez donner le vassal et ouvrez son menu diplomatique. Ce personnage doit être de niveau plus élev?que le vassal dont vous désirez vous départir.;Ihr habt nun Euer Vasallenlimit überschritten, was bedeutet, dass Ihr mehr Vasallen habt, als Ihr kontrollieren könnt. In diesem Fall erhaltet Ihr von Euren Vasallen weniger Steuereinnahmen und Truppen. Es kann sogar dazu kommen, dass manche Vasallen nach Eurem Tod nicht an Euren Erben vererbt werden. Langfristig könnt Ihr das Vasallenlimit erhöhen, indem Ihr Eure Fähigkeit im Bereich Staatsdiplomatie steigert. Kurzfristig jedoch könnt Ihr Vasallen übertragen, um so die Anzahl Eurer direkten Vasallen zu verringern. Hierzu wählt Ihr die Person aus, an die Ihr einen Vasallen übertragen möchtet, und öffnet ihre Diplomatieansicht. Dabei muss die Zielperson (der neue Lehnsherr) einen höheren Rang haben als der zu übertragende Vasall.;;Has superado tu límite de vasallos, lo que significa que tienes más vasallos de los que puedes controlar. Ahora tus vasallos te darán menos impuestos y levas e incluso puede ser que pierdas algunos vasallos cuando mueras y ascienda tu heredero. A largo plazo puedes aumentar tu límite de vasallos aumentando tu diplomacia, pero a corto plazo puedes transferir vasallaje para tener menos vasallos directos. Puedes hacerlo haciendo clic en el personaje al que desees dar vasallos, y abrir su men?de diplomacia. El personaje objetivo debe ser de un nivel más alto que el vasallo que desees entregar.;;;;;;;;;x
