#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
convince_to_straighten_up_named;È°Ëµ [Root.GetTitledFirstName]Õñ×÷ÆğÀ´;Convaincre [Root.GetTitledFirstName] de se reprendre en main;[Root.GetTitledFirstName] zur Besserung überreden;;Convencer a [Root.GetTitledFirstName] a enderezarse;;;;;;;;;x
send_child_into_hiding;Òş²ØÆğÀ´;Cacher;Ins Versteck schicken;;Esconder;;;;;;;;;x
send_child_into_hiding_named;½«[Root.GetFirstName] Òş²ØÆğÀ´;Envoyer [Root.GetFirstName] se cacher;Schickt [Root.GetFirstName] ins Versteck;;Enviar a [Root.GetFirstName] a la Clandestinidad;;;;;;;;;x
take_child_out_of_hiding;ÖØ¼ûÌìÈÕ;Sortir de sa cachette;Aus dem Versteck holen;;Sacar de la Clandestinidad;;;;;;;;;x
take_child_out_of_hiding_named;Ê¹ [Root.GetFirstName]ÖØ¼ûÌìÈÕ;Sortir [Root.GetFirstName] de sa cachette;Holt [Root.GetFirstName] aus dem Versteck;;Sacar a [Root.GetFirstName] de la Clandestinidad;;;;;;;;;x
send_spouse_into_hiding;Òş²ØÆğÀ´;Cacher;Ins Versteck Schicken;;Esconder;;;;;;;;;x
send_spouse_into_hiding_named;½« [Root.GetFirstName] Òş²ØÆğÀ´;Cacher [Root.GetFirstName];Schickt [Root.GetFirstName] ins Versteck;;Enviar a [Root.GetFirstName] a la Clandestinidad;;;;;;;;;x
take_spouse_out_of_hiding;ÖØ¼ûÌìÈÕ;Sortir de sa cachette;Aus dem Versteck holen;;Sacar de la Clandestinidad;;;;;;;;;x
take_spouse_out_of_hiding_named;Ê¹ [Root.GetFirstName] ÖØ¼ûÌìÈÕ;Sortir [Root.GetFirstName] de sa cachette;Holt [Root.GetFirstName] aus dem Versteck;;Sacar a [Root.GetFirstName] de la Clandestinidad;;;;;;;;;x
EVENT_SPAWNED;ÊÂ¼ş½á¹û;Créé par un évènement;Durch Ereignis Erschient;;Creado por Evento;;;;;;;;;x
known_sodomite_pagan;ÈõÊÜÄĞÇéÈË;Amant effémin?Weibischer Liebhaber;;Amante Afeminado;;;;;;;;;x
comfort_of_lover;ÇéÈËµÄ°²Î¿;Trouve du réconfort auprès de son amant(e);Von seiner Geliebte Getröstet;;Consolado por su Amante;;;;;;;;;x
desc_comfort_of_lover;[GetFirstName]ÔÚÇéÈËµÄ»³ÖĞµÃµ½°²Î¿,Ê¹ÆäÔİÊ±°ÚÍÑÁË [GetPossPronoun]³äÂúÕù³³µÄ»éÒöµÄÀ§ÈÅ.;[GetFirstName] souffre d'un mariage tumultueux et trouve réconfort dans les bras de son amant(e).;[GetFirstName] flüchtet [GetPossPronoun] stürmische Ehe und findet Trost in den Armen [GetPossPronoun] Geliebten.;;[GetFirstName], sufriendo un matrimonio tempestuoso, ha encontrado consuelo en los brazos de un amante.;;;;;;;;;x
thrill_of_lover;½û¶ÏÖ®°®µÄ¼¤Çé;Le frisson de l'amour interdit;Spannung Verbotener Liebes;;Emoción de Amor Ilícito;;;;;;;;;x
opinion_dishonorable_duel;²»ÈÙÓşµÄ¾ö¶·;Duel déshonorant;Unehrenhaftes Duell;;Duelo Deshonroso;;;;;;;;;x
dishonorable_duel_tooltip;Õâ±»ÈÏÎªÊÇ²»ÈÙÓşµÄĞĞÎª,»áÒıÆğËûÈËµÄ·´¸Ğ.;Ceci est considér?comme déshonorant et les gens pourrait en être contrariés.;Dies wird als unehrenhaft betrachtet und die Menschen könnte gestört werden.;;Esto se considera deshonroso y podría molestar a la gente.;;;;;;;;;x
desc_thrill_of_lover;[GetFirstName] Í¨¹ıÓë[GetPossPronoun] ÇéÈË×öÒ»Ğ©ĞßĞßµÄÊÂÇéÀ´´ÓÕù³³²»¶ÏµÄ»éÒöÖĞ»ñµÃÔİÊ±µÄ½âÍÑ.;[GetFirstName] souffre d'un mariage tumultueux et retrouve l'excitation dans une liaison.;[GetFirstName] flüchtet [GetPossPronoun] stürmische Ehe und findet Abenteuer in den Armen [GetPossPronoun] Geliebten.;;[GetFirstName], sufriendo un matrimonio tempestuoso, ha encontrado la emoción en los brazos de un amante.;;;;;;;;;x
CIW_GOTOLOCATION_DEL;À­½üÏÔÊ¾½ÇÉ«ÔÚµØÍ¼ÉÏµÄÎ»ÖÃ.;Trouver l'emplacement du personnage sur la carte.;Finde Standort des Charakters auf der Karte.;;Encontrar a la ubicación del personaje en el mapa.;;;;;;;;;x
CIW_GOTOCHARREL_DEL;²é¿´ÆäËû½ÇÉ«¶Ô±¾½ÇÉ«µÄ¿´·¨.;Voir les opinions envers ce personnage.;Die Meinungen der anderen Charaktere zu diesem Charakter Sehen.;;Ver las opiniones de otros personajes sobre este personaje.;;;;;;;;;x
#alert_available_targetted_decision_instant;§YSpecial Actions Possible§!;;§YSpezielle Aktionen M?glich?;;§YAcciones Especiales Posibles?;;;;;;;;;x;
#alert_available_targetted_decision_delayed;The following special actions are available:\n$LIST$;;Die folgenden besonderen Aktionen stehen zur Verf¨¹gung:\n$LIST$;;Las siguientes acciones especiales est¨¢n disponibles:\n$LIST$;;;;;;;;;x;
CAN_CALL_VASSALS_TO_WAR;ÎÒÃÇËùÓĞµÄ·â³¼;Tous nos vassaux;Alle unsere Vasallen;;Todos nuestros vasallos;;;;;;;;;x
IS_NOT_A_FOE_OF;²»ÊÇµĞÈË ;N'est pas un adversaire de ;Ist NICHT ein Feind von ;;NO es un enemigo de ;;;;;;;;;x
IS_A_FOE_OF;ÊÇµĞÈË ;Est un adversaire de ;Ist ein Feind von ;;Es un enemigo de ;;;;;;;;;x
nick_the_scholar;Ñ§Õß;l'Érudit;der Gelehrte;;el Erudito;;;;;;;;;x
nick_the_strange;¹ÖÒìÕß;l'Étrange;der Merkwürdige;;el Extraño;;;;;;;;;x
nick_the_black;ºÚÈË;le Noir;der Schwarze;;el Negro;;;;;;;;;x
WayOfLifeDLC;Éú»îÖ®µÀ;Mode de vie;Way of Life;;Way of Life;;;;;;;;;x
IberianUnitPackDLC;ÒÁ±ÈÀûÑÇµ¥Î»°ü;Pack d'unités ibériques;Iberischen Einheitenpack;;Pack de Unidades ibéricos;;;;;;;;;x
IberianPortraitsDLC;ÒÁ±ÈÀûÑÇĞ¤Ïñ°ü;Portraits ibériques;Iberischen Porträts;;Retratos ibéricos;;;;;;;;;x
tut_0a_7b;ÌáÊ¾£ºÄã¿ÉÒÔÓÒ»÷½ÇÉ«Ğ¤ÏñÀ´´ò¿ª¸Ã½ÇÉ«µÄÍâ½»²Ëµ¥.;Vous pouvez également faire un clic droit sur le portrait d'un personnage pour accéder ?un menu de diplomatie avec ce personnage.;Sie können auch per Rechtsklick ein Diplomatie-Men?für diesen Charakter öffnen.;;También puedes hacer clic derecho sobre el retrato de un personaje para abrir el menu de diplomacia para ese personaje.;;;;;;;;;x
tut_4a_4;×÷Îª¿ªÊ¼,ÓÒ»÷ÄãµÄÍ¬¸¸ÒìÄ¸ĞÖµÜ,°¢Éª¶û²®¾ôÂíÄÂ¶û.Äã»á·¢ÏÖËı³öÏÖÔÚ¼Ò×å½çÃæµÄµ×¶Ë×ó²à,Î»ÓÚÖîÍ¬±²Ç×ÊôÖ®Ê×. (ÄãÔÚÕâÀï¿´µ½µÄĞ¤ÏñÖ»ÊÇÒ»¸öÀı×Ó,²¢²»ÊÇ´ú±íÊµ¼ÊÉÏµÄ²®¾ô.);Pour commencer, faites un clic droit sur votre demi-frère, le comte Malmure d'Atholl. Il se trouve en bas ?gauche de l'arbre généalogique, sous la dénomination 'frères et sœurs'. (Le portrait du comte est juste un exemple, il ne s'agit pas du véritable comte);Klickt als ersten Schritt bitte auf Euren Stiefbruder, Graf Malmure von Atholl. Ihr findet ihn unten links im Familienreiter, unter der Überschrift 'Geschwister'. (Das hier angezeigte Bild hat nur Beispielfunktion und zeigt nicht den echten Grafen.);;Para comenzar, haz clic sobre tu hermanastro, Earl Malmure de Atholl, con el botón derecho. Le encontrarás en la parte inferior izquierda de la pestaña Familia, bajo el encabezado 'hermanos'. (El retrato que aqu?ves es solo un ejemplo, no es el Conde.);;;;;;;;;x
tut_4a_5;ÔÚ×ó²à,ÎÒÃÇ¿ÉÒÔ¿´µ½¿ÉÖ´ĞĞÍâ½»ĞĞ¶¯µÄ²Ëµ¥.ÔÚÓÒ²àÄã½«¿ÉÒÔĞŞÕıÍâ½»Ñ¡Ôñ,²¢ÇÒ¿ÉÒÔ¿´µ½ÄãµÄÍâ½»Ñ¡Ôñ»áÔì³ÉÔõÑùµÄ½á¹û.µã»÷ÏÂÒ»²½¼ÌĞø.;Pour la gauche, vous voyez une liste d'actions diplomatiques possibles. Pour la droite, vous pouvez ajuster les choix diplomatiques et voir quel effet qu'ils auront. Cliquez sur 'Suivant' pour continuer.;Auf der linken Seite sehen Sie eine Liste der möglichen diplomatischen Aktionen. Auf der rechten Seite können Sie die diplomatischen Möglichkeiten anpassen und sehen, welche Wirkung sie haben. Klicken Sie auf 'Weiter' um fortzufahren.;;A la izquierda ves una lista de posibles acciones diplomáticas. A la derecha puedes ajustar las opciones diplomaticas y ver que efecto tendrán una vez que hayas decidido. Haz clic en 'Siguiente' para seguir.;;;;;;;;;x
tut_6a_12;ÏÖÔÚÊÇÕæÕıĞûÕ½µÄÊ±¿ÌÁË.ÄÇÃ´ÔÚ´ËÔÙ´Îµã»÷Søroyar.ÓÒ»÷Ğ¤ÏñÒÔ´ò¿ªÍâ½»²Ëµ¥.;Maintenant, il est temps de réellement déclarer la guerre. Alors cliquez sur Søroyar ?nouveau. Clic droit sur le portrait pour ouvrir le menu de diplomatie.;Nun ist es Zeit, um tatsächlich den Krieg erklären. So klicken Sie Søroyar erneut. Rechtsklick auf das Porträt, um das Diplomatie-Men?zu öffnen.;;Ahora es el momento de seguir adelante y declarar la guerra. Haz clic en Søroyar de nuevo. Después, haz clic derecho en el retrato para abrir el men?de diplomacia.;;;;;;;;;x
tut_4c_9;ÉîË¼ÊìÂÇÒÔ²ÉÈ¡×îºÃµÄ¾ñÔñ,²»ÒªÍü¼Ç»éÒö¶ÔÏóËùÊôµÄÍõ³¯¼°ÆäÍ·ÏÎ»áÓ°ÏìÄãµÄÍşÍûÖµµÄµÃÊ§.µ±Äã×öºÃ¾ö¶¨ºó,ÓÒ»÷ËıµÄĞ¤ÏñÒÔ¼ÌĞø.;Réfléchissez bien avant de faire votre choix et n'oubliez pas que la dynastie et le rang de la personne influeront sur votre prestige lors du mariage. Après avoir fait votre choix, cliquez droit sur le portrait correspondant pour continuer.;Zieht vorsichtig in Betracht, wer für Euch die beste Wahl ist. Behaltet dabei im Hinterkopf, dass die Dynastie und der Rang Eurer zukünftigen Ehefrau für Euren Prestigegewinn oder -verlust bei Eheschluss Bedeutung hat. Wenn Ihr Eure Auswahl getroffen habt, rechtsklickt zum Fortfahren auf ihr Portrait.;;Sopesa cuidadosamente la mejor elección para ti, y ten presente que la dinastía y su rango afectarán a tu ganancia o pérdida de prestigio cuando inicies el matrimonio. Cuando hayas elegido, haz clic derecho en su imagen para continuar.;;;;;;;;;x
#EVTDESC107009;When you have found a good character to marry, right-click on their portrait to open the Diplomacy View. Here you may ask the Liege of your intended wife about the possibility of arranging a marriage. The Diplomacy View is the main way to interact with other characters. Go ahead and arrange the marriage!;;Wenn Ihr eine passende Person zum Heiraten gefunden habt, rechtsklickt auf das Portr?t und das Diplomatiesymbol, um die Diplomatieansicht zu ?ffnen. Ihr k?nnt nun den Lehnsherrn der Person um Erlaubnis bitten. Die Diplomatieansicht ist das wichtigste Instrument zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando encuentres un buen personaje para casarte, haz clic derecho sobre su retrato y el Icono Diplomacia para abrir la Vista Diplom¨¢tica. Entonces tendr¨¢s que pedir la mano de tu pretendida esposa al Se?or feudal para poder arreglar el matrimonio. La Vista Diplom¨¢tica es la principal via de interaccionar con otros personajes. ?Adelante y arregla tu matrimonio!;;;;;;;;;x;
#EVTDESC107310;You are now ready to make Peace. To do this, click on the War icon in the bottom right of the screen. You can also right-click the portrait of the character you are fighting and open their Diplomatic View.;;Ihr k?nnt nun Frieden schlie?en. Klickt dazu auf das Kriegssymbol rechts unten auf dem Bildschirm. Sie k?nnen auch auf das Portr?t von deinen Feind rechtsklicken und damit ihre Diplomatieansicht ?ffnen.;;Ahora est¨¢s preparado para hacer las paces. Para ello, haz clic sobre el icono de guerra en la parte inferior derecha de la pantalla. Tambi¨¦n puedes hacer clic en el retrato de tu enemigo para abrir su pantalla Diplom¨¢tica.;;;;;;;;;x;
#EVTDESC107300;You now have a Claim and it's time to let slip the dogs of War! Click on Canarias province and right-click the Ruler Portrait in the County View. Select 'Declare War' in the Diplomacy View and the 'Claim Canarias' Casus Belli. Send the War Declaration.;;Ihr habt nun einen Anspruch und der Krieg kann beginnen! Klickt auf die Kanarischen Inseln und anschlie?end in die Grafschaftsansicht auf die Portrait der Herrscher rechtsklicken. W?hlt in der Diplomatieansicht die Option 'Krieg erkl?ren' und als Kriegsgrund 'Anspruch auf die Kanarischen Inseln'. Sendet dem Herrscher der Kanaren Eure Kriegserkl?rung.;;Ahora tienes una Reclamaci¨®n... ?es el momento de soltar los perros! Haz clic sobre la provincia de Canarias y despu¨¦s has clic derecho en el retrato del gobernante en la Pantalla de Condado. Selecciona 'Declarar la Guerra' en la vista Diplomacia  y el Casus Belli 'Reclamar Canarias'. Env¨ªa la Declaraci¨®n de Guerra.;;;;;;;;;x;
ca_culture_moors_2;Ä¦¶ûÆï±øÓª;Écuries maures;Maurische Kavalleriekaserne;;Cuartel de la Caballería Mora;;;;;;;;;x
ca_culture_moors_3;Ä¦¶ûÆï±øÓª;Écuries maures;Maurische Kavalleriekaserne;;Cuartel de la Caballería Mora;;;;;;;;;x
ca_culture_moors_4;Ä¦¶ûÆï±øÓª;Écuries maures;Maurische Kavalleriekaserne;;Cuartel de la Caballería Mora;;;;;;;;;x
TRIBAL_TAX_MODIFIER;²¿ÂäË°;Impôt tribal;Stammsteuer;;Impuesto tribu;;;;;;;;;x
