;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
mesoamerican;中美洲人;m閟o-am閞icain;Mesoamerikaner;;Mesoamericano;;;;;;;;;x
GOD_TLALOC;魁札尔科亚特尔;Tlaloc;Tlaloc;;Tlaloc;;;;;;;;;x
job_chancellor_aztec;蛇女;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
job_marshal_aztec;人类切割者;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_aztec;贡赋总管;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_aztec;暗殿守卫;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_aztec;大祭司;Sahag鷑;Sahagun;;Sahagun;;;;;;;;;x
ISNT_TRIBAL_TYPE_TITLE;非部落社会;N'est pas tribal;ist NICHT stammeszugeh鰎ig;;NO es Tribal ;;;;;;;;;x
IS_TRIBAL_TYPE_TITLE;是部落社会;Est tribal;ist stammeszugeh鰎ig;;Es Tribal ;;;;;;;;;x
HAS_HORDE_CULTURE;是游牧文化;Est d'une culture de horde;geh鰎t einer Horden-Kultur an;;Es de una Cultura Horda;;;;;;;;;x
HAS_NOT_HORDE_CULTURE;不是游牧文化;N'est pas d'une culture de horde;geh鰎t KEINER Horden-Kultur an;;NO es de una Cultura Horda;;;;;;;;;x
;#DEATH_SACRIFICED;wasofferedupinsacrificetoPagangodsby$KILLER$;;wurde von $KILLER$ in einem Opferritual den heidnischen G?ttern geopfert;;fue ofrecido en sacrificio a los dioses Paganos a manos de $ASESINOS$;;;;;;;;;x;
DEATH_SACRIFICED_NO_KILLER;的生命被献祭给了异教神祗;a 閠?offert[GetNoneE] aux dieux;wurde in einem Opferritual den G鰐tern geopfert;;fue ofrecido en sacrificio a los Dioses;;;;;;;;;x
RETTYPE_CUL_NAHUA;美洲豹勇士;Guerrier jaguar;Jaguar-Krieger;;Guerrero Jaguar;;;;;;;;;x
EVTDESC_SSI_001;今天,乘坐异域船只,身穿奇装异服的一群陌生人上岸了, 他们要求接见. 他们携带着不可思议的礼品和货物 - 黑曜石珠链, 珍珠和五彩斑斓的羽毛. 没有在场者能够听懂他们的话语, 不过听起来似乎他们想用那些小玩意换走我们的土地！;Des 閠rangers aux allures 閠ranges et bizarres sont arriv閟 aujourd'hui ?bord de bateaux exotiques et ont demand?une audience. Ils ont apport?des marchandises et des cadeaux extraordinaires, des perles stygiennes, de la nacre et des plumes color閑s. Ils parlaient un langage inconnu de tous ?la cour, mais il 閠ait 関ident qu'ils souhaitaient 閏hanger leurs babioles contre des terres!;;Hoy han desembarcado unos forasteros con aspecto extra駉 y barcos ex髏icos, solicitando una audiencia.  Llegaron con regalos maravillosos y mercanc韆 ?abalorios est韌ios, perlas y plumas de vivos colores. Hablaban unaAlpha lengua desconocida por todos en la corte, pero arec韆 que quer韆n tierras a cambio de sus adornos!;;;;;;;;;x
EVTOPTA_SSI_001;我预感此事并不妙……;J'ai un mauvais pressentiment...;Ich habe ein schlechtes Gef黨l bei dieer Sache ?;Tengo un mal presentimiento sobre esto ... ;;;;;;;;;x
EVTNAME_SSI_002;彼岸来客;Des 閠rangers d'au-del?des mers;Fremde von jenseits der Meere;;Extranjeros que vienen de El Otro Lado del Mar ;;;;;;;;;x
EVTDESC_SSI_002;有传言道乘坐异域船只的怪人在大西洋登陆了，他们说着没有人听得懂的语言，尝试用黑曜石珠链五彩斑斓的羽毛和黄金购买土地。拒绝了他们的无理请求后，当地领主似乎被可怕的诅咒和大西洋彼岸存在着异族皇帝的可能性所恐吓。;Selon des rumeurs, des 閠rangers exotiques auraient accost閟 sur toute la c魌e atlantique ?bord de bateaux 閠ranges. Ils parleraient une langue inconnue et essaieraient de se procurer des terres en 閏hange de perles d'obsidienne, de plumes color閟 et d'or. Apr鑣 avoir refus?leurs offres, les chefs locaux ont 閠?menac閟 de recevoir de terribles mal閐ictions et de subir la puissance d'un grand empereur vivant au-del?des mers.;Es gibt Ger點hte von exotisch anmutenden Fremden in seltsamen Schiffen, die an der gesamten atlantischen K黶te landen, in einer unbekannten Sprache sprechen und versuchen, Land gegen Obsidian-Ketten, farbenfrohe Federn und Gold zu tauschen. Lehnten die lokalen Herrscher ihre Forderungen ab, wurde ihnen anscheinend mit furchtbaren Fl點hen und dem Zorn eines gro遝n Herrschers von jenseits des atlantischen Ozeans gedroht.;;Hay rumores de que unos forasteros que navegan en extra駉s barcos han recalado a lo largo de la costa Atl醤tica. Hablan una lengua desconocida y pretenden comprar tierras a cambio de collares de obsidiana, plumas de colores y oro. Al parecer, despu閟 de rechazar su oferta, los gobernantes locales fueron amenazados con terribles maldiciones y el poder de un gran emperador del otro lado del Oc閍no Atl醤tico.;;;;;;;;;x
EVTOPTA_SSI_002;蛤蛤！一个梦呓般的恐吓。;Ah! Une menace fantaisiste.;Ha! Ein Hirngespinst einer Drohung.;;j? Una Amenanza de Fantas韆.;;;;;;;;;x
EVTDESC_SSI_003;数以千计来势汹汹的船只抵达了[Root.GetName]海岸，无数群奇装异服的凶猛战士蜂拥而出。其战吼数英里外亦可耳闻！;Des milliers de bateaux mena鏰nts sont arriv閟 sur les c魌es de [Root.GetName] et y d閎arquent d'innombrables hordes de guerriers redoutables v阾us de tenues 閠ranges. On peut entendre leurs cris de guerre de si loin?;Tausende bedrohlicher Schiffe sind an den K黶ten von [Root.GetName] gelandet und entladen zahllose Horden furchteinfl鲞ender Krieger in seltsamer Gewandung. Ihre heulenden Kampfschreie k鰊nen meilenweit vernommen werden.;;Miles de barcos amenazantes han llegado a las costas de [Root.GetName], derramando innumerables hordas de guerreros feroces vestidos en extra駉s ropajes.  Sus ululantes gritos de guerra se escuchan a gran distancia!;;;;;;;;;x
EVTOPTA_SSI_003;世界末日！;C'est la fin des temps?;Das Ende der Tage ist nah!;;s el fin de los d韆s! ;;;;;;;;;x
EVTNAME_SSI_004;日落入侵;Invasion du Soleil Couchant;Invasion bei Sonnenuntergang;;La invasion del Ocaso;;;;;;;;;x
EVTDESC_SSI_004;数以千计的异域船只到达了[From.SeaZone.GetName], 涌出大量穿着羽毛和白骨为饰的怪异盔甲,吼叫不止的战士. 这些来自日落之地的入侵者崇拜邪恶的魔鬼, 在金字塔状的木制祭坛顶部将每个城镇的所有人民杀死以献祭. 他们活剖出受害者的心脏, 仔细地剥下人皮, 由他们的异教祭司穿在身上数日之久...;Des bateaux exotiques sont arriv閟 par milliers ?[From.SeaZone.GetName] et ils y d閎arquent d'innombrables guerriers hurlant et portant d'閠ranges armures orn閑s de plumes et d'ossements. Ces envahisseurs venus d'au-del?du cr閜uscule v閚鑢ent des dieux d閙ons infernaux en sacrifiant les habitants de villes enti鑢es sur des autels 閞ig閟 sur des b鈚iments de bois en forme de pyramides. Ils arrachent le c渦r de leurs victimes, ils d閜鑓ent les corps soigneusement et leurs pr阾res du diable portent ensuite ces peaux pendant plusieurs jours...;Tausende bedrohlicher Schiffe sind bei [From.SeaZone.GetName] gelandet und entladen zahllose Horden br黮lender Krieger in seltsamen, mit Federn und Knochen verzierten, R黶tungen. Diese Eindringlinge von jenseits des Sonnenuntergangs huldigen h鰈lischen D鋗oneng鰐tern und opfern die Bev鰈kerung ganzer St鋎te auf Alt鋜en, die auf der Spitze von h鰈zernen Pyramiden errichtet wurden. Sie schneiden ihren Opfern das Herz heraus, h鋟ten sie mit gro遝r Fachkundigkeit und lassen ihre teuflischen Priester die Haut ihrer Opfer etliche Tage tragen?;Miles de barcos ex髏icos han llegado a [From.SeaZone.GetName], arrojando innumerables hordas de ululantes guerreros. Estos invasores, que lucen extra馻s armaduras de caza hechas con huesos y plumas, provienen de m醩 all?del ocaso, adoran dioses-demonios infernales y sacrifican la poblaci髇 de ciudades enteras en altares erigidos en la cima de edificios de madera con forma piramidal. A sus v韈timas les arrancan el coraz髇, los despellejan cuidadosamente y entregan las pieles a sus sacerdotes para que las lleven como vestimenta durante d韆s.;;;;;;;;;x
EVTOPTA_SSI_004;愿[This.Religion.GetRandomGodNameCap]保佑我们！;Que [This.Religion.GetRandomGodName] ait piti?de nous?;[This.Religion.GetRandomGodNameCap], hab Erbarmen!;; This.Religion.GetRandomGodNameCap] tenga Clemencia! ;;;;;;;;;x
EVTDESC_SSI_005;林集的船队在海平线上出现了——可怕的阿兹特克之鞭已经扫到我国的海岸！;Une for阾 de voiles est apparue ?l'horizon? le terrible fl閍u azt鑡ue a atteint nos rives?;Ein ganzer Wald von Segeln ist am Horizont erschienen ?der furchtbare, aztekische Schrecken hat unsere K黶ten erreicht!;;Ha aparecido una profusi髇 de velas en el horizonte ?l terrible azote azteca ha llegado a nuestras costas!;;;;;;;;;x
EVTOPTA_SSI_005;备马迎战！;Que l'on pr閜are mon cheval?;Sattelt mein Pferd!;;nsilla mi caballo!;;;;;;;;;x
EVTNAME_SSI_006;日落入侵;Invasion du Soleil Couchant;Invasion bei Sonnenuntergang;; La invasion del Ocaso;;;;;;;;;x
EVTDESC_SSI_006;有人目睹到嗜血的阿兹特克人的另一支庞大船队在[From.SeaZone.GetName]出现。民众因恐惧有关恶魔般的献祭祭坛的传闻而纷纷逃走。据称恶毒的侵略者首领已立誓以维齐洛波奇特利,阿兹特克的太阳与战争之神的名义征服世界……;Une autre immense flotte d'Azt鑡ues assoiff閟 de sang a 閠?aper鐄e en [From.SeaZone.GetName]. Les habitants fuient, terroris閟 par les autels de sacrifice aux dieux d閙oniaques 閠rangers. L'effroyable Roi des envahisseurs aurait fait le serment de conqu閞ir le monde entier au nom de Huitzilopochtli, le dieu azt鑡ue du soleil, et de la guerre...;Eine weitere, gewaltige Flotte der blutr黱stigen Azteken wurde bei [From.SeaZone.GetName] gesichtet. Die Bev鰈kerung flieht in Todesangst vor den Knochen-Alt鋜en der fremden, d鋗onischen G鰐ter. Der uns鋑liche Anf黨rer der Invasoren hat scheinbar einen Eid geschworen, die gesamte Welt im Namen von Huitzilopochtli, dem aztekischen Sonnengott, und im Namen des Krieges zu bezwingen ?; Otra enorme flota de sanguinarios aztecas ha sido avistada en [From.SeaZone.GetName]. La poblaci髇 huye por miedo a los altares-osario de los dioses-demonio extranjeros. Supuestamente, el atroz se駉r de los invasores ha hecho la promesa de conquistar el mundo entero en nombre de Huitzilopochtli, el dios azteca del sol, y de la guerra ...;;;;;;;;;x
EVTOPTA_SSI_006;愿[This.Religion.GetRandomGodNameCap]保佑我们！;Que [This.Religion.GetRandomGodName] ait piti?de nous?;[This.Religion.GetRandomGodNameCap], hab Erbarmen!;;This.Religion.GetRandomGodNameCap] tenga Clemencia!;;;;;;;;;x
EVTNAME_SSI_030;来自彼岸的消息;Des nouvelles de par del?l'oc閍n;Neuigkeiten von jenseits des Meeres;;Noticias de El Otro Lado del Mar;;;;;;;;;x
EVTDESC_SSI_030;有关在大洋彼岸——阿兹特克人的故乡发生了一场大战的传闻开始在欧洲传播。阿兹特克人甚少与外人谈起此事，不过有迹象表明他们陷入了与印加帝国——位于特诺奇提特兰南方远隔万水千山的庞大帝国——的鏖战之中.印加帝国的统治者被称作"独一无二的皇帝"，自称为某个太阳神祗的后代。\n\n若传闻是真实的，印加帝国的战士装备着威力无边的雷电法杖，在很远的地方就可以电倒敌人。阿兹特克帝国最近才能够阻止印加军队的攻势，这很大程度上要归功于他们从欧洲运回以组建骑兵部队的马匹。;Des rumeurs selon lesquelles une lutte titanesque fait rage de l'autre c魌?du vaste oc閍n, au pays des Azt鑡ues, se sont r閜andues en Europe. Les Azt鑡ues 関oquent rarement de telles choses avec des 閠rangers, mais il semble qu'ils soient pris depuis quelque temps dans un conflit meurtrier avec les Tawantinsuyu, un grand empire venu des montagnes et des jungles, loin au sud de T閚ochtitlan. Ceux-ci sont dirig閟 par le Sapa Inca, le pr閟um?descendant d'un autre dieu du soleil.\n\nSi les rumeurs ont un fondement quelconque, les guerriers Incas seraient arm閟 de b鈚ons-tonnerre permettant d'abattre un homme ?grande distance. Ce n'est que tout r閏emment que les Azt鑡ues ont r閡ssi ?freiner leur progression, ce qu'ils doivent en grande partie aux guerriers mont閟 sur les chevaux import閟 d'Europe.;In Europa verbreiten sich Ger點hte von einer titanischen Schlacht jenseits des gewaltigen Meeres, in der Heimat der Azteken. Die Azteken selbst sprechen dar黚er nur selten mit Fremden, doch wie es scheint, sind sie in einem t鰀lichen Krieg mit den Tawantinsuyu gefangen, einem gro遝n Imperium in den Bergen und Dschungeln weit im S黡en von Tenochtitlan. Es wird von den Sapa Inka beherrscht, die laut Erz鋒lungen direkte Nachfahren von irgendeinem Sonnengott sein sollen.\n\nWenn man diesen Geschichten Glauben schenken kann, so besitzen die Krieger der Inka mysteri鰏e Donnerst鋌e, die einen Mann aus weiter Entfernung zu Boden strecken k鰊nen. Die Azteken konnten erst vor Kurzem ihr Eindringen aufhalten, gr鲞tenteils dank ihrer berittenen Krieger, die Pferde aus Europa reiten. ;;Se han extendido rumores por Europa de que al otro lado de El Gran Mar, en la patria azteca, tiene lugar una lucha colosal. Los aztecas raramente hablan del asunto con forasteros, pero parece ser que desde hace tiempo han sido llevados a una guerra a muerte con los Tawantinsuyu, un gran imperio de las lejanas monta馻s y junglas del sur de Tenochtitlan. Est醤 bajo el dominio de Saba Inca, que seg鷑 se dice, es descendiente directo de alg鷑 tipo de dios del Sol. \n\nSi damos cr閐ito a estas historias, los guerreros del Inca estar韆n armados con palos-trueno capaces de hacer caer a un hombre a gran distancia. S髄o recientemente los aztecas han sido capaces de detenerlos en su avance;;;;;;;;;x
EVTOPTA_SSI_030;雷电法杖?太阳神?我没有理会无稽之谈的空闲。;B鈚ons-tonnerre? Dieux du soleil? Je n'ai pas le temps pour ces absurdit閟.;Donnerst鋌e? Sonneng鰐ter? Ich habe keine Zeit f黵 solch einen Unsinn.;;縋alos-trueno? 緿ioses del Sol? No tengo tiempo de estas estupideces.;;;;;;;;;x
EVTNAME_SSI_031;大平原沦陷;La chute des Grandes Plaines;Der Niedergang der gro遝n Ebenen;; La Ca韉a de las Grandes LLanuras;;;;;;;;;x
EVTDESC_SSI_031;阿兹特克人已经摆脱了他们对马匹的恐惧，并把一些种马安置在他们故乡的阿纳瓦克山谷中。来自大洋彼岸的消息并不多，不过从拼凑起来的消息看来，阿兹特克人新组建并投入使用的骑兵部队在平定他们在北方大平原上的顽固对手们时发挥了巨大作用。\n\n肖肖尼自治领和苏族联邦已被并入了他们日益壮大的帝国，而且阿兹特克军队正在向自由易洛魁诸邦同盟位于大西洋沿岸的最后一些抵抗地区进军。整个大陆臣服于伟大帝都特诺奇提特兰的统治之下可能只是时间问题了。;Les Azt鑡ues, qui ne craignent maintenant plus les chevaux, ont 閠abli plusieurs 閘evages dans la vall閑 d'Anahuac situ閑 dans leur pays natal. M阭e s'il y a tr鑣 peu d'informations provenant de l'autre c魌?de l'oc閍n, il semblerait tout de m阭e que les Azt鑡ues ont enfin pu mettre un terme aux conflits avec leurs coriaces rivaux des plaines du nord.\n\nLes terres de Shoshone et la f閐閞ation des Sioux ont d閖?閠?incorpor閟 ?leur empire imp閞ialiste et les arm閑s azt鑡ues se dirigent vers les derni鑢es r閟istances des cit閟-閠ats iroquoises libres de la c魌e atlantique. Ce n'est plus qu'une question de temps avant que tout le continent soit dirig?par la grande ville imp閞iale de Tenochtitlan.;Die Azteken bezwangen ihre Furcht vor Pferden, und etliche Pferdez點hter haben sich im Tal von Anahuac in ihrer Heimat etabliert. Wir erhalten nur wenige Informationen von 躡ersee, doch wie es scheint, konnten die Azteken ihre neuen Kavallerie-Regimente mit gro遝m Erfolg dazu einsetzen, endlich ihre sturen Rivalen in den n鰎dlichen Ebenen zu befrieden.\n\nDie Herrschaftsgebiete der Schoschonen und der Bund der Sioux wurden dem wachsenden Imperium bereits angegliedert, und die Azteken marschieren nun gegen die letzten Bastionen der freien Stadtstaaten der Irokesen an der atlantischen K黶te. Es ist wohl nur noch eine Frage der Zeit, bis der gesamte Kontinent von der gro遝n, imperialen Stadt Tenochtitlan aus regiert wird.;;Los aztecas se han acostumbrado a los caballos, ya no tienen miedo de ellos, y varios criadores se han establecido en el valle de Anahuac, en su patria. Se ha obtenido poqu韘ima informaci髇 de ultramar, sin embargo, y por lo que se puede reconstruir, parece ser que los aztecas han utilizado sus nuevos regimientos de caballer韆 para crear un gran efecto y finalmente lograr pacificar a sus persistentes rivales en las llanuras del norte. \n\nLos dominios de los shoshone y la comunidad de los sioux ya han sido incorporados a su creciente imperio, y los ej閞citos azteca estan avanzando hacia los 鷏timos reticentes de las Libres Ciudades-Estado Iroquis, en la costa Atl醤tica. S髄o es un cuesti髇 de tiempo que todo el continente sea gobernado desde la gran cuidad imperial de Tenochtitlan.;;;;;;;;;x
EVTOPTA_SSI_031;不能让同样的命运发生在这块土地上！;Cela ne doit jamais se produire ici?;Dies darf hier niemals geschehen!;;so nunca suceder?aqu?;;;;;;;;;x
EVTNAME_SSI_035;遥远西方的珍馐佳肴;Les Plaisirs de l'Ouest;Delikatessen aus dem fernen Westen;;Exquisiteces del Extremo Oriente;;;;;;;;;x
EVTDESC_SSI_035;阿兹特克人从他们的家园带来的不仅仅只有战争和疾病。他们的餐饮中包括数种据说可食用的植物，其中大部分现作为异域珍馐在整个欧洲和中东的宫廷里被享用。\n\n在和阿兹特克的商人交易后，大胆的农民已经开始播种一种被称为土豆的植物的种子，同时也有人尝试种植西红柿和玉米。诸多贵族也迷上了一种由可可树种制成的，被称为"巧克力"的甜饮品。;La guerre et la maladie ne sont pas les seules choses qu'ont ramen閑s les Azt鑡ues de Cemanahuac, leur lointain pays d'origine. Plusieurs plantes 閠ranges r閜ut閑s comestibles font partie de leur alimentation, et plusieurs de ces plantes sont consid閞閑s aujourd'hui comme des d閘ices exotiques dans les Cours en Europe et au Moyen-Orient.\n\nApr鑣 avoir troqu?avec les marchands azt鑡ues, des cultivateurs audacieux ont sem?dans leurs champs des graines d'une plante appel閑 pomme de terre. D'autres tentent aussi l'exp閞ience avec les tomates et le ma飐. De plus, de nombreux nobles ont 閠?s閐uits par un breuvage sucr?appel?玞hocolat?et fabriqu??partir des f鑦es du cacaoyer.;Die Azteken brachten nicht nur Krieg und Krankheiten mit sich aus Cemanahuac, ihrer fernen Heimat. Ihre Ern鋒rung beinhaltet zahlreiche, seltsame Pflanzen, die angeblich essbar sind, und nicht wenige davon werden nun als exotische Delikatessen an den H鰂en Europas und des Mittleren Ostens angesehen.\n\nNach Handelsgesch鋐ten mit aztekischen H鋘dlern, bauen nun gesch鋐tst點htige Farmer auf ihren Feldern sogenannte Kartoffeln an, andere wiederum experimentieren mit Tomaten und Mais. Viele  Adelige hingegen schw鰎en auf ein s黶ses Getr鋘k namens "Schokolade", welches aus den Bohnen des Cacao-Baumes gebraut wird.;;Los aztecas no s髄o han llevado guerras y enfermedades de su lejana patria Cemanahuac. Su dieta incluye varias plantas extra馻s supuestamente comestibles, y hoy en d韆 muchas de ellas se disfrutan como exquisiteces ex髏icas en los palacios de Europa y de Oriente Medio. \n\n Despu閟 de comerciar con mercaderes aztecas, agricultores emprendedores han sembrado sus campos con semillas de una planta llamada patata, mientras que otros experimentan con tomates y ma韟. Con todo, muchos nobles se han enamorado de una bebida dulce llamada 'chocolate,' que se hace de los granos del 醨bol de cacao.   ;;;;;;;;;x
EVTOPTA_SSI_035;一种时尚而已，并不会持久。;Une mode passag鑢e. Elle ne durera pas.;Eine schnelllebige Erscheinung, die schon bald in der Bedeutungslosigkeit versinken wird.;;Ser?una moda de pasajera. Jam醩 va a cuajar.;;;;;;;;;x
EVTDESC_SSI_040;整个冰岛已经成为了阿兹特克帝国的殖民地。曾有航行至文兰的维京人被当地原住民警告道南方存在着强大的帝国，但这些警告被忽视了。今后失宠于阿兹特克皇帝的贵族可能会被任命为这个寒冷贫瘠之岛的管理者。;Toute l'Islande est maintenant devenue une colonie de l'Empire azt鑡ue. Les Vikings qui naviguaient vers le Vinland ont crois?des indig鑞es qui les ont pr関enus qu'un puissant empire arrivait par le sud, mais ces avertissements ont 閠?pris ?la l間鑢e. Les nobles azt鑡ues tomb閟 en disgr鈉e peuvent d閟ormais 阾re nomm閟 gouverneurs de cette 頻e froide et st閞ile.;Ganz Island ist nun eine Kolonie des aztekischen Imperiums. Die Wikinger, die nach Vinland segelten, begegneten Eingeborenen, die sie vor einem m鋍htigen Imperium im S黡en warnten, doch sie schlugen die Warnungen in den Wind. Aztekische Adelige, die die Gunst des Imperators verloren haben, k鰊nen nun als Governeure in diesem kalten und kargen Land enden. ;;Toda Islandia es, ahora, una colonia del Imperio Azteca. Los vikingos que navegan hacia Vinland encontraron ind韌enas que les advirtieron de un poderoso imperio en el sur, sin embargo hicieron caso omiso de aquellas advertencias. A partir de ahora los nobles aztecas pueden ser nombrados gobernadores de esta fr韆 y 醨ida isla sin el consentimiento del Emperador.;;;;;;;;;x
EVTOPTA_SSI_040;若曾有人听从警告...;Si seulement quelqu'un les avait 閏out?..;Wenn doch nur jemand zugeh鰎t h鋞te ?;Si alguien hubiera escuchado?;;;;;;;;x
EVTDESC_SSI_041;残暴的阿兹特克入侵者已经完全控制了爱尔兰岛。数以千计的爱尔兰人在祭典中被杀死献祭了，他们的阿兹特克统治者现在正建造着新的神庙和金字塔，毫无疑问将来它们会用以举行取悦神明的仪式。;Les cruels envahisseurs azt鑡ues contr鬺ent maintenant toute l'Irlande. Ils ont d閖?sacrifi?des milliers d'Irlandais pour c閘閎rer et leurs seigneurs azt鑡ues s'appr阾ent ?faire construire des temples et des pyramides o?l'on pourra sans l'ombre d'un doute effectuer des rituels pour satisfaire la soif des dieux.;Die grausamen, aztekischen Invasoren besitzen nun die volle Kontrolle 黚er Irland. Tausende Iren wurden bereits in Festivit鋞en geopfert, und ihre aztekischen Lehensherren bauen nun neue Tempel und Pyramiden, wo, ohne Zweifel, zuk黱ftige Rituale zum Wohlgefallen ihrer G鰐ter erfolgen werden. ;;Los crueles invasores aztecas ahora dominan Irlanda por completo. Miles de Irlandeses han sido sacrificados para celebrarlo, y los caciques aztecas han emprendido el proceso de construir nuevos templos y pir醡ides donde sin lugar a dudas, van a tener lugar futuros rituales para complacer a sus dioses.;;;;;;;;;x
EVTOPTA_SSI_041;必须把他们赶回海里去！;On doit les renvoyer ?la mer?;Jagt sie zur點k ins Meer!;;eben ser devueltos a la mar!;;;;;;;;;x
EVTDESC_SSI_042;整个不列颠岛，从北方的苏格兰高地到南方的多佛白崖，都已被并入了庞大的阿兹特克帝国。这块富饶的新殖民地将不仅会成为阿兹特克殖民帝国的冠上明珠，还会成为未来进攻欧洲大陆的跳板。;Toute la Bretagne, depuis les Highlands d'蒫osse au nord jusqu'aux falaises blanches de Douvres au sud, est maintenant int間r閑 ?la grande nation azt鑡ue. Cette nouvelle colonie prosp鑢e deviendra le joyau de l'empire colonial azt鑡ue et servira de tremplin pour lancer de futures attaques contre l'Europe continentale.;Ganz Britannien, von den Schottischen Highlands im Norden bis hin zu den Kreidefelsen von Dover im S黡en, wurde in die gro遝 aztekische Nation integriert. Diese vielversprechende, neue Kolonie wird das Kronjuwel des aztekischen Kolonialreiches werden, und ein Sprungbrett f黵 zuk黱ftige Angriffe gegen das kontinentale Europa.;;Breta馻 por completo, desde las Tierras Altas de Escocia en el norte hasta los Acantilados Blancos de Dover en el sur, ha sido incorporada en la gran naci髇 azteca. Esta nueva y pr髎pera colonia devendr?la joya de la corona del imperio colonial azteca, y un trampol韓 para futuros ataques contra la Europa continental.;;;;;;;;;x
EVTOPTA_SSI_042;帝国主义的败类！;Salet?d'imp閞ialiste?;Imperialistischer Abschaum!;;scoria imperialista!;;;;;;;;;x
EVTDESC_SSI_043;伦敦已陷落在阿兹特克的魔爪之中。5个处女和50个神职人员在祭典中被杀死献祭了，而且阿兹特克的祭司下了命令要在泰晤士河河畔建造一座大金字塔。;La ville de Londres est pass閑 sous contr鬺e azt鑡ue. Cinq vierges et cinquante religieux ont 閠?sacrifi閟 en c閘閎ration. Les pr阾res azt鑡ues ont d閖?ordonn?la construction d'une grande pyramide c閞閙onielle sur les berges de la Tamise.;London ist in die H鋘de der Azteken gefallen. F黱f Jungfrauen und f黱fzig Geistliche wurden anl鋝slich der Feierlichkeiten geopfert, und aztekische Priester haben bereits den Bau einer gewaltigen Pyramide, f黵 ihre Zeremonien an den Ufern der Themse, veranlasst.;;La ciudad de Londres ha sido sometida al dominio azteca.  Cinco v韗genes y cincuenta cl閞igos fueron sacrificados para celebrarlo, y sacerdotes aztecas ya han ordenado construir una gran pir醡ide ceremonial a las orillas del T醡esis.;;;;;;;;;x
EVTOPTA_SSI_043;真令人不安！;D閏oncertant.;Beunruhigend.;;Desconcertante.;;;;;;;;;x
