#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTOPTA_TOG_3401;µ±È»£¡ÈÃÎÒÃÇÆÚ´ıËüÄÜÓĞÒ»¸öºÃµÄÀ´ÊÀ£¬×ªÊÀ³ÉÈËĞóÎŞº¦µÄÉ­ÁÖ¶¯Îï°É£¡;Bien entendu? Espérons aussi qu'il aura une réincarnation sans encombre parmi les créatures de la forêt.;Selbstverständlich! Lasst uns außerdem auf seine baldige Reinkarnation als eine neue Kreatur des Waldes hoffen.;;¡Claro! ¡Deseemos que se reencarne como una criatura de los bosques!;;;;;;;;;x
EVTOPTB_TOG_3401;°¥Ñ½£¡Ì«¿ÉÏ§ÁË£¡ÎÒÎŞÏ¾Ä¿¶Ã´Ë´ÎÊ¢»á£¡;Malheureusement, je n'ai pas de temps pour cela.;Leider habe ich im Moment keine Zeit für solche Feste.;;Desgraciadamente no tengo tiempo para esto.;;;;;;;;;x
EVTOPTC_TOG_3401;ĞÜÆ¤ºÜÖµÇ®£¬ÎÒÃÇ»áÂôÁËËü£¡;Les peaux d'ours ont une grande valeur. A la place, nous la vendrons.;Bärenfelle sind äußerst wertvoll, also werden wir es stattdessen verkaufen.;;Las pieles de oso son valiosas, ¡Vendámosla!;;;;;;;;;x
EVTOPTD_TOG_3401;ÔÚÑç»áºó£¬ÎÒ»á°ÑĞÜµÄÍ·Â­´øµ½Ê¥ÁÖ¡£;Après avoir profiter de la fête, j'amènerais le crâne de l'ours au bosquet sacr?;Nach dem Gelage werde ich des Bären Schädel in den heiligen Hain bringen.;;Tras disfrutar de la fiesta, llevar?la calavera del oso a la pradera sagrada;;;;;;;;;x
EVTDESC_TOG_3402;Ò»ÈÕÎçºó£¬Äã³öÍâá÷ÁÔ£¬Ò»³¤ĞëÀÏÕß×ßÉÏÇ°À´¡£ËûÉí×Å¼òÒ×µÄÂÃÈË¶·Åñ£¬¿í±ßÃ±ÕÚ¸ÇÁËËûÒ»Ö»ÑÛ¾¦¡£ÏòÄãÎÊºòÖ®ºó£¬ËûÇ«¹§ÓĞÀñµØÒªÇóÒ»½Ç±­·äÃÛ¡£Ö®ºó£¬Ëû¸æËßÄã£¬ÔÚÄÇ±ßÒ»¸ö±»ËêÔÂÒÅÍüµÄ¿İ¾®Àï£¬Âñ²Ø×ÅÂú¾®µÄ»Æ½ğ¡£ËûÇáĞ¦×ÅÆ®È»¶øÈ¥¡£ÄãÈ´×Ü¸Ğ¾õÓëËûËÆÔøÏàÊ¶¡£;Alors que vous chassez un après-midi, un ancien, barbu, s'approche, portant une simple cape de voyageur et un large chapeau cachant son autre oeil. Il vous salue courtoisement, demande une corne d'hydromel, puis vous informe que juste l?bas, un puits gît, oubli?mais rempli d'or. Il repart vagabonder, gloussant doucement, vous laissant frappé[Root.GetNoneE] par la familiarit?de sa présence.;Als Ihr eines Nachmittags auf der Jagd seid, begegnet Ihr einem bärtigen Alten, gekleidet in einen einfachen Mantel eines Wanderers und einen breitkrempigen Hut, der sein anderes Auge verdeckt. Er grüßt Euch höflich, verlangt nach einem Horn Met und erzählt euch dann von einem vergessenen Brunnen ganz in der Nähe, bis oben angefüllt mit Gold. Dann wandert er vor sich hin kichernd von dannen, während Ihr euch des Gefühls nicht erwehren könnt, ihn von irgendwo her zu kennen.;;Una tarde mientras estás cazando, un anciano barbudo se acerca, vistiendo tan sólo una túnica de viaje y un ancho sombrero que tapa uno de sus ojos. Te saluda con entusiasmo, te pide un cuerno con bebida, y te informa que un poco más adelante hay un pozo abandonado lleno de oro. Se marcha cojeando, dejándote pensando en la familiaridad de su presencia.;;;;;;;;;x
EVTOPTA_TOG_3402;Äã¸æËßÄãµÄ³¼ÃñÃÇ£¬ÄÇÎ»Âş²½ÀÏÈË²»ÊÇ±ğÈË£¬ÕıÊÇÖ÷Éñ°Â¶¡£¡;Vous informez vos hommes que ce vagabond n'était autre qu'Odin.;Ihr teilt euren Männern mit, dass der Wanderer niemand geringeres war als Odin höchstselbst.;;Informas a tus hombres que el viajero no era ni más ni menos que Odín;;;;;;;;;x
odin_option_a;ÄãÑï±ŞÔ¾Âí£¬È¥Ì½Ñ°ÉñÖ®±¦²Ø¡£ÓÉÓÚÄãÂíÆïµØÌ«¿ì£¬ÄãËæĞĞµÄá÷ÁÔÕß¶¼ÎŞ·¨¸ÏÉÏÄã£¬ÔÚºóÃæ½ô×·²»Éá¡£;Vous partez ?cheval ?la recherche du trésor divin, avec vos compagnons chasseurs qui vous talonnent.;Ihr treibt euer Pferd vorwärts, dem Schatz des Gottes entgegen, gefolgt von euren treuen Jagdbegleitern.;;Montas tu caballo para buscar el tesoro del Dios liderando tu fiel equipo de cazadores.;;;;;;;;;x
EVTOPTB_TOG_3402;ÄãµÄ³¼Ãñ¼áĞÅÄÇÎ»Âş²½ÀÏÈËÎªÖÚÉñÖ®¸¸£¬ÄãÈ´ÖÃÈôØèÎÅ¡£;Vous ignorez vos hommes qui affirment que c'était Alföğr, Père de tous.;Ihr ignoriert eure Männer, als diese darauf bestehen der Fremde sei der Allvater höchstselbst gewesen.;;Ignoras la insistencia de tus hombres acerca de que el extraño era el Señor de los Dioses;;;;;;;;;x
odin_option_b;Äã¼ÌĞøá÷ÁÔ¡£;Vous poursuivez la chasse.;Ihr setzt eure Jagd fort.;;Continuas con la caza.;;;;;;;;;x
EVTOPTC_TOG_3402;Äã³âÔğÄãµÄ³¼ÃñÃÇ£¬ÒòÎªËûÃÇ¾¹È»»áÏàĞÅÖîÉñµÄ´«Ëµ¡£;Vous réprimandez vos hommes pour croire aux dieux.;Ihr scheltet eure Männer für ihren Glauben an die Götter.;;Reprendes a tus hombres por creer en los Dioses;;;;;;;;;x
odin_option_c;µ½Í·À´£¬ËûÃÇÎªÄã×öÁËÊ²Ã´ÄØ£¿;Après tout, qu'ont-ils fait pour vous?;Was haben sie schließlich je für euch getan?;;Después de todo, ¿Qu?han hecho por ti?;;;;;;;;;x
MONTHLY_PRESTIGE_TO_LIEGE;ÁìÖ÷Ã¿ÔÂÍşÍû±ä»¯: §G+$VALUE$§!\n;Prestige mensuel pour le seigneur lige: §G+$VALUE$?\n;Monatliches Prestige für Lehnsherr: §G+$VALUE$?\n;;Prestigio Mensual al Señor: §G+$VALUE$?\n;;;;;;;;;x
MONTHLY_PIETY_TO_LIEGE;ÁìÖ÷ÔÂ¶È $PIETYNAME$ ò¯³Ï: §G+$VALUE$§!\n;$PIETYNAME$ par mois pour le seigneur lige: §G+$VALUE$?\n;Monatliche $PIETYNAME$ für Lehnsherr: §G+$VALUE$?\n;;$PIETYNAME$ Mensual al Señor: §G+$VALUE$?\n;;;;;;;;;x
NO_LIEGEPRESTIGE;´Ë·â³¼²»»á¸øÄã´øÀ´ÈÎºÎÍşÍû¡£\nÓĞĞ©½¨ÖşÄÜ¸ø½¨ÖşÓµÓĞÕßºÍÓµÓĞÕßµÄÁìÖ÷´øÀ´ÍşÍû;Ce vassal ne vous procure pas de prestige.\nCertains bâtiments donnent du prestige au détenteur et ?son seigneur lige.;Dieser Vasall gibt Euch kein Prestige.\nEinige Gebäude geben sowohl ihrem Besitzer als auch dessen Lehnsherr Prestige.;;Este vasallo no est?dnándote nada de prestigio.\nAlgunas construcciones dan prestigio al poseedor y a su Señor.;;;;;;;;;x
NO_LIEGEPIETY;´Ë·â³¼²»»á¸øÄã´øÀ´ÈÎºÎ$PIETYNAME$¡£\nÓĞĞ©½¨ÖşÄÜ¸ø½¨ÖşÓµÓĞÕßºÍÓµÓĞÕßµÄÁìÖ÷´øÀ´ $PIETYNAME$¡£;Ce vassal ne vous procure pas de $PIETYNAME$.\nCertains bâtiments procurent de la $PIETYNAME$ au détenteur et ?son seigneur lige.;Dieser Vasall gibt Euch keine $PIETYNAME$.\nEinige Gebäude geben sowohl ihrem Besitzer als auch dessen Lehnsherr $PIETYNAME$.;;Este vasallo no est?dnándote nada de $PIETYNAME$.\nAlgunas construcciones dan $PIETYNAME$ al poseedor y a su Señor.;;;;;;;;;x
LIEGE_PRESTIGE_SELF;Ö±Êô½¨Öş´øÀ´µÄÍşÍûµã£º§G+$VALUE$§!;Prestige de vos propres bâtiments? §G+$VALUE$?;Prestige von eigenen Gebäuden: §G+$VALUE$?;;Prestigio de nuestras construcciones: §G+$VALUE$?;;;;;;;;;x
#LIEGE_PRESTIGE;Prestige from vassal buildings: §G+$VALUE$§!;;Prestige von Vasallengeb?uden: §G+$VALUE$?;;Prestigio de las construcciones de los vasallos: §G+$VALUE$?;;;;;;;;;x;
EVTOPTA62910_CUSTOM;§RËùÓĞ¿¦¶û°ÍÚäÉ½Âö¶«²¿µÄ²®¾ô¶¼¶ªÊ§ÁË¡£§!\nËùÓĞÔÚ·¨ÀíÉÏÊôÓÚĞÙÑÀÀûµÄ²®¾ô¶¼±ä³ÉĞÙÑÀÀûÎÄ»¯ÁË¡£\n;§RTous les comtés ?l'est des Carpathes sont perdus.?\nTous les comtés de jure de la Hongrie adoptent la culture hongroise.\n;§RAlle Grafschaften östlich der Karpaten sind verloren.?\nAlle Grafschaften innerhalb de jure-Ungarns ändern ihre Kultur in ungarisch.\n;;§RTodos los condados al este de los cárpatos se pierden.?\nTodos los condados dentro de la esfera de jure de Hungría cambian su cultura a Húngara.\n;;;;;;;;;x
