;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
title_chief_architect_desc;Ê×Ï¯¼Ü¹¹Ê¦¸ºÔğÉè¼ÆºÍ¶½½¨¹¬µî¡¢ÇåÕæËÂºÍ¼ÍÄîÌÃ.;Le maître-architecte est charg?de la création et de la surveillance de la construction des palais, mosquées et autres grands monuments.;Der Chef-Architekt ist für die Planung und Beaufsichtigung beim Bau von Palästen, Moscheen und großen Denkmälern verantwortlich.;;El Arquitecto Jefe es responsable de diseñar y supervisar la construcción de palacios, mezquitas y grandes monumentos.;;;;;;;;;x
title_chief_qadi;Ê×Ï¯¿¨µÏ;Cadi;Ober-Kadi;;Cad?Jefe;;;;;;;;;x
title_chief_qadi_desc;Ê×Ï¯¿¨µÏÊÇ¾³ÄÚ×î¸ß·¨¹ÙÓëÒÁË¹À¼·¨È¨Íş. ÊÇÄÂË¹ÁÖËùÓĞÈÙÓşÍ·ÏÎÖĞ×î¾ßÉùÍûµÄ. ËüÖ»ÊÚÓèÊÜ¹ıÁ¼ºÃ×Ú½Ì½ÌÓıµÄÈË. ;Le cadi est le juge suprême et fait figure de représentant de la loi (charia) au sein du pays. Plus prestigieux des titres honorifiques musulmans, cette fonction n'est accessible qu'aux personnes bénéficiant d'une éducation religieuse bien spécifique.;Der Ober-Kadi ist der oberste Richter und die Autorität des Gesetzes (Sharia) im Reich. Der renommierteste aller muslimischen Ehrentitel steht nur den Charakteren offen, die einen angemessenen Religionsunterricht genossen haben.;;El Cad?Jefe es el juez supremo y autoridad de la ley (Sharia) en el dominio. Es el más prestigioso de los títulos honorarios musulmanes, solo disponible a personajes con la debida educación religiosa.;;;;;;;;;x
title_court_dwarf;¹¬Í¢ÙªÈå;Nain de la Cour;Hofzwerg;;Enano de la corte;;;;;;;;;x
title_court_dwarf_desc;ÙªÈåÊÇ÷ÈÁ¦ÓëĞÂÆæµÄ´úÃû´Ê. ¹¬Í¢ÀïÊÇ·ñÓĞÒ»¸öÙªÈåÊÂ¹ØÍşÍûÓëÈÙÓş.;Les nains suscitent ?la fois fascination et curiosit? Posséder un nain ?sa Cour est une marque de prestige.;Zwerge sind Objekte der Faszination und Neugier. Einen am Hof zu beschäftigen, ist eine Frage des Ansehens.;;Los enanos son objeto de fascinación y curiosidad. Tener uno en la corte es cuestión de prestigio.;;;;;;;;;x
job_spiritual_muslim;¹¬Í¢ÒÁÂêÄ¿;Imam;Hof-Imam;;Imán de la corte;;;;;;;;;x
job_spiritual_shiite;¹¬Í¢ÄÂÀ­;Mollah;Hof-Mullah;;Mul?de la corte;;;;;;;;;x
job_chancellor_iranian;´óÎ¬Æë¶û;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
job_chancellor_turkish;´óÎ¬Æë¶û;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
PROV911;Í¢°Í¿ËÍ¼;Tombouctou;Timbuktu;;Tombuct?;;;;;;;;x
PROV912;°Â´ï¸çË¹ÌØ;Aoudaghost;Aoudaghost;;Audaghost;;;;;;;;;x
PROV913;¼ÓÄÉ;Ghana;Ghana;;Ghana;;;;;;;;;x
PROV914;¼Ó°Â;Gao;Gao;;Gao;;;;;;;;;x
PROV915;½ÜÄÚ;Djenn?Djenn?;Djenn?;;;;;;;;x
PROV916;Ì©¸ÇÔú;Teghazza;Taghaza;;Taghaza;;;;;;;;;x
PROV917;°¢ÀÍ°²;Araouane;Araouane;;Araouane;;;;;;;;;x
PROV918;Î÷¼ª¶ûÂíÈø;Sijilmasa;Sijilmasa;;Sijilmasa;;;;;;;;;x
PROV919;ÍßÀ­Ëş;Oualata;Oualata;;Oualata;;;;;;;;;x
PROV920;Å·Íßµ¤;Ouadane;Ouadane;;Ouadane;;;;;;;;;x
PROV921;ÒÁ¼ªÀÕ;Kedia d'Idjil;Idjil;;Idjil;;;;;;;;;x
PROV922;ËşµÃÂõ¿¨;Tadamakat;Tadmekka;;Tadmekka;;;;;;;;;x
PROV923;°¢µÂÀ­¶û¸ßµØ;Plateau de l'Adrar;Adrar-Plateau;;Adrar;;;;;;;;;x
PROV924;Î÷Èö¹şÀ­;Sahara occidental;Westsahara;;Sáhara Occidental;;;;;;;;;x
PROV925;ÂíÀï;Mali;Mali;;Mali;;;;;;;;;x
PROV926;°à²¼¿Ë;Bambouk;Bambuk;;Bambuk;;;;;;;;;x
PROV927;Ôú¶ûÂí;Zarma;Zarma;;Zarma;;;;;;;;;x
PROV928;¹Å¶ûÂí;Gourmantch?Gurma;;Gurma;;;;;;;;;x
;#TITLE_CREATION_EMPEROR_DESC;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;;Wir m¨¹ssen §Y$REQ_PERC$%? der rechtm??igen Grafschaften in der Gewalt haben, um diesen Titel zu erschaffen. Momentan kontrollieren wir $PERC$ ($HELD$/§Y$ALL$?). Die Erschaffung dieses Titels w¨¹rde Euch §G$PRESTIGE$? Ansehen gew?hren und Euch §R$GOLD$? Gold und §R$PIETY$?$PIETYNAME$.;;Necesitamos controlar el §Y$REQ_PERC$%? de sus condados de facto para crear este t¨ªtulo. Actualmente, controlamos el $PERC$ ($HELD$/§Y$ALL$?). Crear este t¨ªtulo te dar¨ªa §G$PRESTIGE$? de Prestigio y te costar¨ªa §R$GOLD$? de oro y §R$PIETY$? de $PIETYNAME$.;;;;;;;;;x;
c_ifni_adj;ËşÂ³µ¤ÌØ;taroudant;Taroudannter;;Tarudanti;;;;;;;;;x
c_tharasset_adj;ËşÂ³µ¤ÌØµÄ;tamdoulti;Tamdoultier;;Tamdulti;;;;;;;;;x
e_persia;²¨Ë¹µÛ¹ú;Empire perse;Das persische Reich;;Imperio persa;;;;;;;;;x
e_persia_adj;²¨Ë¹;persanne;Persisch;;Persa;;;;;;;;;x
e_arabia;°¢À­²®µÛ¹ú;Empire arabe;Das arabische Reich;;Imperio árabe;;;;;;;;;x
e_arabia_adj;°¢À­²®;arabe;Arabisch;;Árabe;;;;;;;;;x
k_volga_bulgaria;·ü¶û¼Ó±£¼ÓÀûÑÇ;Bulgarie de la Volga;Wolga-Bulgarien;;Bulgaria del Volga;;;;;;;;;x
k_volga_bulgaria_adj;·ü¶û¼Ó±£¼ÓÀûÑÇ;bulgo-volga;Wolga-Bulgarisch;;Búlgaro del Volga;;;;;;;;;x
k_perm;±Ë¶ûÄ·;Perm;Perm;;Perm;;;;;;;;;x
k_perm_adj;±Ë¶ûÄ·;permien;Permisch;;Permio;;;;;;;;;x
k_taurica;ÌÕÀï¼Ó;Tauride;Taurika;;Táurica;;;;;;;;;x
k_taurica_adj;ÌÕÀï¼Ó;taurique;Taurisch;;Táurico;;;;;;;;;x
k_alania;°¢À¼;Alanie;Alanien;;Alania;;;;;;;;;x
k_alania_adj;°¢À¼;alanienne;Alanisch;;Alano;;;;;;;;;x
k_khiva;Ï£Íß;Khiva;Xiva;;Jiva;;;;;;;;;x
k_khiva_adj;Ï£Íß;de Khiva;Xivaisch;;Jivo;;;;;;;;;x
e_britannia;²»ÁĞµßÄáÑÇ;Britannia;Britannien;;Bretaña;;;;;;;;;x
e_britannia_adj;²»ÁĞµß;britannique;Britisch;;Bretón;;;;;;;;;x
e_spain;Î÷°àÑÀ;Hispanie;Hispanien;;Hispania;;;;;;;;;x
e_spain_adj;Î÷°àÑÀ;hispanique;Hispanisch;;Hispañol;;;;;;;;;x
west_african;Î÷·ÇÎÄ»¯;ouest-africain;Westafrikanisch;;Africano occidental;;;;;;;;;x
manden;Ã·µÇ;mandée;Mand?;Mand?;;;;;;;;x
k_byzantium;Ï£À°;Grèce;Griechenland;;Grecia;;;;;;;;;x
k_byzantium_adj;Ï£À°;grecque;Griechisch;;Griego;;;;;;;;;x
k_anatolia;°²ÄÉÍĞÀûÑÇ;Anatolie;Anatolien;;Anatolia;;;;;;;;;x
k_anatolia_adj;°²ÄÉÍĞÀûÑÇ;anatolienne;Anatolisch;;Anatolio;;;;;;;;;x
k_ruthenia;Â³ÈûÄáÑÇ;Ruthénie;Ruthenien;;Rutenia;;;;;;;;;x
k_ruthenia_adj;Â³ÈûÄáÑÇ;ruthène;Ruthenisch;;Ruteno;;;;;;;;;x
e_russia;¶íÂŞË¹;Russie;Russland;;Rusia;;;;;;;;;x
e_russia_adj;¶íÂŞË¹;russe;Russisch;;Ruso;;;;;;;;;x
e_scandinavia;Ë¹¿°µÄÄÉÎ¬ÑÇ;Scandinavie;Skandinavien;;Escandinavia;;;;;;;;;x
e_scandinavia_adj;Ë¹¿°µÄÄÉÎ¬ÑÇ;scandinave;Skandinavisch;;Escandinavo;;;;;;;;;x
e_france;·¨À¼¿Ë;France;Frankreich;;Francia;;;;;;;;;;x
e_france_adj;·¨À¼¿Ë;française;Französisch;;Francés;;;;;;;;;x
mujahid;Ê¥Õ½Ê¿;Moudjahid;Mudschahed;;Muyaidín;;;;;;;;;x
mujahid_desc;´ËÈËÄËÊÇÊ¥Õ½ÀÏ±ø.;Ce personnage est un vétéran du djihad.;Dieser Charakter ist ein Veteran des Dschihad;;Este personaje es un veterano de la yihad.;;;;;;;;;x
hajjaj;¹şÒÁ;Hâjj?Hadsch;;Hajj;;;;;;;;;x
hajjaj_desc;´ËÈËÔøÈ¥Âó¼Ó³¯êî¹ı.;Ce personnage a fait le hajj, le pèlerinage ?La Mecque.;Dieser Charakter hat den Hadsch - die Pilgerfahrt nach Mekka vollzogen.;;Este personaje ha realizado el Hajj: la peregrinación a La Meca;;;;;;;;;x
on_hajj;³¯êîÖĞ;En pèlerinage;Auf Hadsch;;En el Hajj;;;;;;;;;x
on_hajj_desc;´ËÈËÕıÔÚÇ°ÍùÂó¼Ó³¯êîµÄÂ·ÉÏ.;Ce personnage est en pèlerinage ?La Mecque.;Dieser Charakter ist auf Wallfahrt nach Mekka.;;Este personaje est?de peregrinación a La Meca.;;;;;;;;;x
faqih;½Ì·¨Ñ§¼Ò;Faqih;Faqih;;Faqih;;;;;;;;;x
faqih_desc;´ËÈËÊÜ¹ıÕı¹æµÄÒÁË¹À¼½Ì·¨µÄÑµÁ·.;Ce personnage est juriste islamique.;Dieser Charakter wird formal in islamischer Rechtsprechung geschult.;;Este personaje ha sido educado formalmente en la jurisprudencia Islámica.;;;;;;;;;x
hafiz;¹ş·Æ×È;Hafiz;Hafiz;;Hafiz;;;;;;;;;x
hafiz_desc;´ËÈËÄÜ±³ËĞÕû±¾¹ÅÀ¼¾­.;Ce personnage connaît le Coran par cœur.;Dieser Charakter hat den Koran vollständig auswendig gelernt.;;Este personaje ha memorizado completamente el Corán;;;;;;;;;x
sayyid;ÈüÒåµÂ;Sayyid;Sayyid;;Sayyid;;;;;;;;;x
sayyid_desc;´ËÈËÄËÊÇÏÈÖªÄÂº±Ä¬µÂµÄÊå²®ÃÇ°¢°ÍË¹ºÍ°¢²¼ËşÀû²¼,»òÕßËûÅ®¶ù·¨µÙÂêµÄ¶ù×ÓÃÇ¹şÉ£ÒÁ±¾°¢ÀïºÍºîÈûÒòÒÁ±¾°¢ÀïµÄ¸¸ÏµºóÒá;Ce personnage descend, d'un point de vue patrilinéaire, des oncles du Prophète Mahomet, al-Abbas et Abu Talib, ou des fils de sa sœur Fatima, Hasan ibn Ali et Husain ibn Ali.;Dieser Charakter stammt patrilinear von al-Abbas und Abu Talibden, den Onkeln des Propheten Mohammed, oder von den Söhnen seiner Tochter Fatimah - Hasan ibn Ali und Husain ibn Ali-ab.;;Este personaje desciende de la línea paterna de los tíos del Profeta Mahoma, al-Abbas y Abu Talib, o de los hijos de su hermana Fátima, Hasan ibn Ali y Husain ibn Ali.;;;;;;;;;x
mirza;Ã×¶ûÔú;Mirza;Mirza;;Mirza;;;;;;;;;x
mirza_desc;´ËÈËµÄÄ¸Ç×ÊÇÈüÒåµÂ(ÏÈÖªÄÂº±Ä¬µÂµÄ¸¸ÏµºóÒá).;La mère de ce personnage est une Sayyida (elle descend d'un point de vue patrilinéaire du Prophète Mahomet).;Die Mutter dieses Charakters ist eine Sayyida (patrilinear vom Propheten Mohammed abstammend).;;La madre de este personaje es una Sayyida (descendiente por línea paterna del Profeta Mahoma).;;;;;;;;;x
scarred;ÉË°Ì;Balafres;Vernarbt;;Señalado;;;;;;;;;x
scarred_desc;´ËÈËÉíÉÏ¿É¼û¾ÉÉËµÄ°ÌºÛ.;D'anciennes blessures ont laiss?sur ce personnage des balafres.;Alte Wunden haben diesen Charakter sichtlich vernarbt.;;Las viejas heridas han dejado visibles cicatrices en este personaje.;;;;;;;;;x
pilgrim;³¯Ê¥Õß;Pèlerin;Pilger;;Peregrino;;;;;;;;;x
pilgrim_desc;´ËÈËÍê³É¹ıÒ»´ÎÎ°´óµÄ³¯Ê¥.;Ce personnage a termin?un grand pèlerinage.;Der Charakter hat eine große Wallfahrt beendet.;;Este personaje ha completado una gran peregrinación.;;;;;;;;;x
MUSLIM_VIEW;$TRAIT$: $VALUE$;$TRAIT$? $VALUE$;$TRAIT$: $VALUE$;;$TRAIT$: $VALUE$;;;;;;;;;x
AIREASON_IS_HIGHER_RANK_SPOUSE;§Y[GetTitledFirstName]§!ÊÇÎÒµÄÅäÅ¼, ÖÖĞÕ±ÈÎÒ¸ü¸ß;§Y[GetTitledFirstName]? est mon épouse de plus haut rang.;§Y[GetTitledFirstName]? ist mein Ehepartner und höheren Ranges;;§Y[GetTitledFirstName]? es mi cónyuge y de rango más alto;;;;;;;;;x
FIGHTING_ANOTHER_WAR;ÕıÃ¦ÓÚÁíÒ»³¡Õ½Õù;Mène déj?une autre guerre.;Damit beschäftigt, in einem anderen Krieg zu kämpfen;;Ocupado en otra guerra;;;;;;;;;x
empire;µÛ¹ú;Empire;Reich;;Imperio;;;;;;;;;x
kingdom;Íõ¹ú;Royaume;Königreich;;Reino;;;;;;;;;x
duchy;¹«¾ôÁì;Duch?Herzogtum;;Ducado;;;;;;;;;x
county;²®¾ôÁì;Comt?Grafschaft;;Condado;;;;;;;;;x
barony;ÄĞ¾ôÁì;Baronnie;Baronie;;Baronía;;;;;;;;;x
city_empire;Ö÷È¨¹ú;Principaut?Fürstentum;;Principado;;;;;;;;;x
city_kingdom;ÖÁ×ğ¹²ºÍ¹ú;République Sérénissime;Die durchlauchtigste Republik;;Serenísima República;;;;;;;;;x
city_duchy;¹²ºÍ¹ú;République;Republik;;República;;;;;;;;;x
city_county;´óÊĞ;Grande cit?Prachtvolle Stadt;;Gran Ciudad;;;;;;;;;x
city_barony;³ÇÊĞ;Cit?Stadt;;Ciudad;;;;;;;;;x
temple_kingdom_catholic;ÉñÈ¨¹ú;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_kingdom_orthodox;ÄÁÊ×Çø;Patriarcat;Patriarchat;;Patriarcado;;;;;;;;;x
temple_kingdom_muslim;¹şÀï·¢¹ú;Califat;Kalifat;;Califato;;;;;;;;;x
temple_kingdom_pagan_group;ÉñÈ¨¹ú;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_duchy_christian;²ÉÒØ´óÖ÷½ÌÇø;Archevêch?princier;Prinzen-Erzbistum;;Arzobispado;;;;;;;;;x
temple_duchy_muslim;ÉñÈ¨Áì;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_duchy_pagan_group;ÉñÈ¨Áì;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_county_christian;²ÉÒØÖ÷½ÌÇø;Évêch?princier;Prinzen-Bistum;;Obispado;;;;;;;;;x
temple_county_muslim;Ğ»ºÕÇø;Cheikat;Scheichtum;;Dominio del Jeque;;;;;;;;;x
temple_county_pagan_group;ÉñÈ¨Çø;Théocratie;Theokratie;;Teocracia;;;;;;;;;x
temple_barony_christian;Ö÷½ÌÇø;Évêch?Bistum;;Obispado;;;;;;;;;x
temple_barony_muslim;ÇåÕæËÂ;Mosquée;Scheichtum;;Dominio del Jeque;;;;;;;;;x
temple_barony_pagan_group;Éñµî;Temple;Tempel;;Templo;;;;;;;;;x
count_arabic_female;Ğ»¹ş;Cheika;Shaykhah;;Jequesa;;;;;;;;;x
empire_altaic;´óº¹¹ú;Khaganat;Khaganat;;Khaganato;;;;;;;;;x
kingdom_altaic;º¹¹ú;Khanat;Khanat;;Kanato;;;;;;;;;x
barony_arabic;Î¬À­ÑÇ;Wilaya;Wilayah;;Vilayato;;;;;;;;;x
county_arabic;Ğ»ºÕÁì;Cheikat;Scheichtum;;Dominio del Jeque;;;;;;;;;x
duchy_arabic;°£Ã×¶û¹ú;Émirat;Emirat;;Emirato;;;;;;;;;x
kingdom_arabic;ËÕµ¤¹ú;Sultanat;Sultanat;;Sultanato;;;;;;;;;x
barony_turkish;ÌáÂí¶û;Timar;Timar;;Timar;;;;;;;;;x
county_turkish;±´ÒÁÁì;Beylicat;Beylik;;Beylik;;;;;;;;;x
duchy_turkish;±´ÒÁÀÕ±´ÒÁ¹ú;Beylerbeylicat;Beylerbeylik;;Beylerbeylik;;;;;;;;;x
kingdom_turkish;ËÕµ¤¹ú;Sultanat;Sultanat;;Sultanato;;;;;;;;;x
barony_mongol;Ì«Ê¦;Taïshi;Taishi;;Taishi;;;;;;;;;x
