;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
opinion_hajj_promised;麦加朝圣之诺.;A promis de faire le hajj;Hat versprochen auf Hadsch zu gehen.;;Prometi?ir de Hajj.;;;;;;;;;x
EVTDESC86001;我准备我到麦加的旅程,我已经明白,我的宫廷成员中有人尚未去麦加朝过圣.作为[Root.PrimaryTitle.GetRulerTitle],善待我的人民是我的责任,我会带上他们中的一个.;Je me pr閜are ?effectuer mon voyage jusqu'?La Mecque et j'ai entendu que de nombreux membres de ma Cour ne sont jamais partis en p鑜erinage ?La Mecque. En tant que [Root.PrimaryTitle.GetRulerTitle], je me dois d'阾re charitable envers mes gens, et j'ai d閏id?d'emmener l'un d'eux avec moi.;Ich bereite mich auf meine Reise nach Mekka vor und habe festgestellt, dass es Mitglieder meines Hofes gibt, die bisher noch nicht auf eine Wallfahrt nach Mekka gegangen sind. Als [Root.PrimaryTitle.GetRulerTitle] ist es meine Pflicht, barmherzig zu meinem Volk zu sein, und werde einen von ihnen mit mir nehmen. ;;Me estoy preparando para mi viaje a La Meca, y he comprendido que hay miembros de mi corte que todav韆 no han hecho la peregrinaci髇 a La Meca. Como [Root.PrimaryTitle.GetRulerTitle], es mi deber ser generoso con mi gente y llevar?a uno de ellos conmigo.;;;;;;;;;x
EVTOPTA86001;它会让旅行更愉快...;Cela 間aiera le voyage...;Es wird die Reise reizvoller machen...;;Har?el viaje m醩 placentero...;;;;;;;;;x
EVTOPTB86001;这太贵了...;C'est trop on閞eux...;Das ist zu kostspielig...;;Es demasiado costoso...;;;;;;;;;x
EVTDESC86010;在准备我的朝圣之旅时, 我意识到 [Root.Liege.GetTitledName] 不是一个朝圣者.;Alors que je me pr閜arais pour mon voyage vers La Mecque, je me suis rendu compte que [Root.Liege.GetTitledName] n'avait jamais fait le hajj.;W鋒rend meiner Vorbereitungen der Wallfahrt nach Mekka wurde mir klar, dass [Root.Liege.GetTitledName] kein Wallfahrer nach Mekka ist.;;Mientras me preparo para mi peregrinaci髇 a La Meca, me he dado cuenta de que [Root.Liege.GetTitledName] no es un Hajjaj.;;;;;;;;;x
EVTOPTA86010;痛斥 [Root.Liege.GetHerHim] 吧!;[Root.Liege.GetHerHimCap] r閜rimander pour ce grave manquement?;Scheltet ihn deswegen!;;epr閚delo por ello!;;;;;;;;;x
EVTTOOLTIP86011;听从我们...;nous 閏outera...;wird auf uns h鰎en...;;nos escuchar?..;;;;;;;;;x
EVTOPTB86010;显然, [Root.Liege.GetSheHe] 是一个忙碌的 [Root.Liege.GetManWoman]...;C'est un[Root.Liege.GetNoneE] [Root.Liege.GetManWoman] tr鑣 occup閇Root.Liege.GetNoneE]...;Er ist wahrlich ein besch鋐tigter Mann...;;Es obvio que es un hombre ocupado...;;;;;;;;;x
EVTDESC86011;我亲爱的[Root.GetTitle]!\n 我正准备去麦加朝圣. 不幸的是留言告诉我你没有自己的朝圣之旅,你是否愿意和你忠诚的仆人一起前往?\n你卑微的 [From.GetTitledName];M[Root.GetHerHis] ch[Root.GetBoyGirl] [Root.GetTitle]?\nJe me pr閜are ?partir pour La Mecque pour mon grand p鑜erinage. Malheureusement, des rumeurs disent que vous-m阭e ne vous y 阾es jamais rendu? Aimeriez-vous m'accompagner en tant que fid鑜e serviteur?\nVotre humble [From.GetTitledName];Mein geliebter [Root.GetTitle]!\n Ich bereite mich darauf vor auf einen Hadsch nach Mekka zu gehen. Leider ist mir Ger點hte zu Ohren gekommen, dass Ihr selbst bisher noch nicht an einer Wallfahrt teilgenommen habt. M鯿htet Ihr mit mir reisen, Eurem getreuen Diener?\nEuer dem黷iger [From.GetTitledName];;Mi querido [Root.GetTitle]\n Me estoy preparando para ir a La Meca en la Hajj. Lamentablemente,  los rumores dicen que t?no has ido a hacer la peregrinaci髇. 縏e gustar韆 viajar conmigo, tu fiel sirviente? \nSu humilde [From.GetTitledName];;;;;;;;;x
EVTOPTA86011;我立即准备;Je me pr閜are imm閐iatement?;Ich werde sofort meine Vorbereitungen treffen!;;e preparar?inmediatamente!;;;;;;;;;x
EVTTOOLTIP86012;与我们同行...;voyagera en notre compagnie...;wird mit uns zusammen reisen... ;;viajar?junto a nosotros....;;;;;;;;;x
EVTOPTB86011;我太忙了!;Je suis trop occup闋!;Ich bin zu besch鋐tigt! ;;stoy demasiado ocupado!;;;;;;;;;x
EVTTOOLTIP86013;会对我失望;sera d殓u de mon attitude;wird von mir entt鋟scht sein ;;se decepcionar?conmigo;;;;;;;;;x
EVTDESC86012;亲爱的 [Root.GetTitledFirstName]!\n我会加入你的麦加之行!\n你的臣民, [From.GetTitledName];Ch[Root.GetBoyGirl] [Root.GetTitledFirstName]?\nJ'accepte de faire ce voyage ?La Mecque avec vous?\nVotre [From.GetLordLady] lige, [From.GetTitledName];[Root.GetTitledFirstName]!\nIch werde mich Euch auf Eurem Weg nach Mekka anschlie遝n!\nEuer Lehnsherr, [From.GetTitledName];;Querido [Root.GetTitledFirstName]\nTe acompa馻r?en tu  camino a La Meca\nTu Se駉r, [From.GetTitledName];;;;;;;;;x
EVTOPTA86012;真主至大 !;Allah est Grand?;Allah ist gro?;;l?es grande!;;;;;;;;;x
EVTDESC86013;我很遗憾真诚的通知你,我不能加入你们的朝圣之旅.\n[From.GetTitledName];Je suis au regret de vous informer que je ne pourrai me joindre ?vous pour ce p鑜erinage.\n[From.GetTitledName];Ich bedaure es zutiefst, Euch mitteilen zu m黶sen, dass ich Euch auf Eurer Wallfahrt nicht begleiten kann.\n[From.GetTitledName];;Me apena mucho tener que decirte que no podr?unirme a tu peregrinaci髇.\n[From.GetTitledName];;;;;;;;;x
EVTOPTA86013;真主会惩戒他...;Allah le punira...;Allah wird 黚er ihn richten... ;;Al?lo juzgar?..;;;;;;;;;x
EVTDESC86015;我们的君主, [Root.Liege.GetTitledName], 听说了我们要去麦加朝圣, 并且真诚的提醒我们道路上满是危险的异教徒和土匪.;M[Root.Liege.GetHerHis] [Root.Liege.GetLordLady] lige, [Root.Liege.GetTitledName], a entendu parler de notre projet d'aller ?La Mecque et nous informe que la route est tr鑣 dangereuse, parsem閑 de bandits et de cruels infid鑜es.;Unser F黵st, [Root.Liege.GetTitledName], hat von Euren Pl鋘en geh鰎t, nach Mekka zu gehen, und entsendet uns den Rat, dass die Stra遝 durch Banditen und Ungl鋟bige gef鋒rlich ist.;;Nuestro se駉r, [Root.Liege.GetTitledName], ha escuchado nuestros planes de ir a La Meca, y nos advierte que el camino est?infestado de infieles y bandidos.;;;;;;;;;x
EVTOPTA86015;带上警卫;Emmener des gardes avec vous;Nehmt Wachen mit;;Llevar guardas contigo;;;;;;;;;x
EVTOPTB86015;轻装前往;Voyager l間er;Reist mit leichtem Gep鋍k;;Viajar ligero;;;;;;;;;x
EVTDESC86020;在我准备前往麦加朝圣前, 我的孩子来找我,  [target_child.GetSheHe] 想要与我一同前去.;Alors que je me pr閜arais pour mon p鑜erinage pour La Mecque, m[target_child.GetHerHis] [target_child.GetSonDaughter] est venu[target_child.GetNoneE] me demander si [target_child.GetSheHe] pouvait m'accompagner.;W鋒rend meiner Vorbereitungen der Wallfahrt nach Mekk, kommt mein Sohn auf mich zu und bittet darum, sich mir anschlie遝n zu d黵fen. ;;Mientras me preparaba para la peregrinaci髇 a La Meca, mi hijo se acerca y pregunta si puede unirse al viaje.;;;;;;;;;x
EVTOPTA86020;带上 [target_child.GetHerHim] ;L'emmener avec vous;Nehmt ihn mit;;Tr醗lo contigo;;;;;;;;;x
EVTOPTB86020;太贵了;Cela serait trop on閞eux;Das w鋜e zu kostspielig;;Ser韆 demasiado costoso;;;;;;;;;x
EVTDESC86100;我已经做好了去麦加的准备! 摄政统治会实行于 [Root.PrimaryTitle.GetName]在我离开的时候.;Je suis fin pr阾 pour mon voyage ?La Mecque? Pendant mon absence, un r間ent prendra les r阯es du [Root.PrimaryTitle.GetName].;F黵 meine Reise nach Mekka bin ich nun vollst鋘dig vorbereitet! Ein Regent wird [Root.PrimaryTitle.GetName] regieren, w鋒rend ich weg bin. ;;a estoy totalmente listo para mi viaje a La Meca! Habr?un regente gobernando [Root.PrimaryTitle.GetName] en mi ausencia.;;;;;;;;;x
EVTOPTA86100;前往麦加!;En route pour La Mecque?;Auf nach Mekka!;;acia La Meca!;;;;;;;;;x
EVTDESC86101;一伙强盗在跟踪我们,好像他们正在逼近我们.;Un groupe de bandits nous a pris en chasse et il semble qu'ils gagnent du terrain.;Eine Gruppe Banditen verfolgt uns und es scheint, als w黵den sie sich uns n鋒ern. ;;Un grupo de bandidos nos persigue, y parece que nos est醤 dando alcance;;;;;;;;;x
EVTOPTA86101;试着避开他们!;Tenter de les semer?;Versucht, ihnen aus dem Weg zu gehen!;;ntentar evitarlos!;;;;;;;;;x
EVTOPTB86101;阻止他们是我们的天职..;C'est notre devoir de les arr阾er.;Es ist unsere Pflicht, sie aufzuhalten...;;Es nuestro deber detenerlos...;;;;;;;;;x
EVTTOOLTIP86102;我和我团队的朝圣者将与土匪遭遇.;Mon groupe de p鑜erins et moi-m阭e allons attaquer les bandits.;Meine Gruppe von Wallfahrern und ich werden die Banditen besch鋐tigen. ;;Mi grupo de peregrinos y yo nos enfrentaremos a los bandidos.;;;;;;;;;x
EVTDESC86102;我们不可能逃离这些土匪,我们被迫面对他们.总有我们可以生存的可能.;Impossible de semer les bandits, nous sommes oblig閟 de nous battre contre eux. Nous avons une chance sur deux de survivre ?cet affrontement.;Es ist nicht m鰃lich, diesen Banditen zu entkommen, und wir sind gezwungen, ihnen entgegen zu treten. Die M鰃lichkeit, dass wir dies 黚erleben, ist immer gegeben. ;;No es posible escaparse de estos bandidos, as?que estamos obligados a enfrentarlos. Siempre hay la posibilidad de que sobrevivamos.;;;;;;;;;x
EVTOPTA86102;他们足够少可以独自打败..;Ils ne sont pas nombreux, je peux les vaincre seul...;Es sind wenige genug, um sie allein zu bezwingen.... ;;Son suficientemente pocos para derrotarlos yo solo...;;;;;;;;;x
EVTOPTB86102;冲啊!;Chargez?;Angriff!;; la carga!;;;;;;;;;x
EVTOPTC86102;给他们我们剩下的钱.;Payer les bandits avec l'or restant.;Bezahlt sie mit Eurem verbliebenen Gold.;;P醙ales con lo que nos queda de oro.;;;;;;;;;x
EVTDESC86105;航海使你感到晕船. 幸运的是船上有一个能够引用古兰经的穆斯林. 他们喝了一杯姜汁'.;Le voyage en mer vous rend malade. Heureusement, un hafiz voyage avec vous et il vous r閏ite un passage du Coran. 珷Et l? ils seront abreuv閟 d'une coupe dont le m閘ange sera de gingembre牷.;Das Reisen mit dem Schiff f黨rt dazu, dass Ihr seekrank seid. Gl點klicherweise befindet sich ein Hafiz auf dem Schiff, der aus dem heiligen Koran zitiert. 'Und sie sollen darinnen getr鋘kt werden mit einem Becher, gemischt mit Ingwer'.;;Viajar por mar te causa n醬seas. Por fortuna, hay un hafiz en la nave que recita el Sagrado Cor醤. "All?se les servir?una copa que contendr?una mezcla de jengibre".;;;;;;;;;x
EVTOPTA86105;感觉不错!;Je me sens mieux?;Ich f黨le mich gut!;;e siento bien!;;;;;;;;;x
EVTDESC86110;当你航海时, 你观察到一个知名的基督教海盗的帆影. 我们有更快的船,让我们永久的抹除它!;Durant votre voyage en mer, le capitaine aper鏾it les couleurs d'un navire chr閠ien pirate bien connu. Nous avons un navire plus rapide, et une occasion d'閘iminer ?tout jamais cette menace pour nos p鑜erins?;W鋒rend Ihr auf einem Schiff reist, entdeckt Euer Schiff die Segel eines bekannten christlichen Piraten. Wir haben ein schnelleres Schiff und die Chance, diese Bedrohung f黵 Wallfahrer f黵 immer zu eliminieren! ;;Mientras navegas por el mar, tu nave avista las velas de un muy conocido pirata Cristiano. enemos una nave m醩 r醦ida y la oportunidad de eliminar esta amenaza a los peregrinos de una vez por todas.!;;;;;;;;;x
EVTOPTA86110;太冒险了...;Cette entreprise est trop risqu閑...;Das Risiko ist zu gro?..;;Es un riesgo demasiado grande...;;;;;;;;;x
EVTOPTB86110;我们必须阻止这些异教徒!;Nous devons stopper ces infid鑜es?;Wir m黶sen diese Ungl鋟bigen aufhalten!;;ebemos detener a esos infieles!;;;;;;;;;x
EVTDESC86150;你在附近看到一群土匪包围了一群同伴.很有可能他们会抢劫并杀了他们.;?proximit? vous constatez que des bandits ont encercl?un groupe de fid鑜es p鑜erins. Ces derniers vont certainement se faire d閠rousser avant d'阾re tu閟.;Ihr seht, wie in der N鋒e eine Gruppe von Banditen eine Gruppe befreundeter Wallfahrer umzingelt. Es ist sehr wahrscheinlich, dass sie sie ausrauben und t鰐en werden. ;;En la cercan韆 divisas a un grupo de bandidos que ha rodeado a unos hermanos peregrinos. Es muy probable que los roben y los maten.;;;;;;;;;x
EVTOPTA86150;我们无能为力...;On ne peut rien y faire...;Wir k鰊nen nichts f黵 sie tun...;;No hay nada que podamos hacer...;;;;;;;;;x
EVTOPTB86150;尝试救他们!;Il faut tenter de les secourir?;Versucht, sie zu retten!;;ntenta rescatarlos!;;;;;;;;;x
EVTDESC86151;当有人来救我们时我正被强盗包围着,非常确信自己将要被洗劫一空丢下等死.;Nous avons 閠?encercl閟 par des bandits et j'閠ais certain qu'ils allaient nous d閠rousser avant de nous tuer. Mais de fid鑜es p鑜erins nous ont port?secours.;Wir wurden von Banditen umzingelt und ich war mir sicher, dass ich in K黵ze ausgeraubt und dem Tode 黚erlassen werden w黵de, als einige befreundete Wallfahrer uns zur Hilfe eilten. ;;Unos bandidos nos rodearon, estaba seguro de que pronto me robar韆n y dejar韆n por muerto cuando unos compa馿ros peregrinos llegaron para salvarnos.;;;;;;;;;x
EVTOPTA86151;兄弟!;Mon fr鑢e?;Mein Bruder!;;ermano!;;;;;;;;;x
EVTDESC86160;我的一个仆人已经注意到一个讨厌的对手在离我们不远处露营.我知道攻击在他人朝觐途中攻击他是对先知的违逆,但这是一个千载难逢的机会.;Un serviteur a remarqu?que l'un de nos ennemis jur閟 a 閠abli son campement non loin du n魌re. Je sais que cela va ?l'encontre des enseignements du proph鑤e que d'attaquer un p鑜erin, mais c'est une opportunit?en or.;Einer meiner Bediensteten stellte fest, dass ein verhasster Rivale nicht weit von uns sein Lager aufgeschlagen hat. Ich wei? dass es gegen die Lehren des Prophets ist, jemanden w鋒rend des Hadsch anzugreifen, doch dies ist eine einzigartige M鰃lichkeit.;;Uno de mis sirvientes ha avisado de que un enconado rival acampa no muy lejos de aqu? S?que atacar a alguien en Hajj va en contra de las ense馻nzas del profeta, pero esta es una oportunidad de oro.;;;;;;;;;x
EVTOPTA86160;趁夜偷袭..;Lui tendre une embuscade de nuit...;Versucht ihne in der Nacht aus einem Hinterhalt zu 黚erfallen... ;;Intenta emboscarlo en la noche...;;;;;;;;;x
EVTTOOLTIP86161;面对我们的武器!;va subir notre courroux?;wird Euren Stahl zu Gesicht bekommen! ;;entir?nuestro acero!;;;;;;;;;x
EVTOPTB86160;与他为友...;S'en faire un ami...;Freundet Euch mit ihm an...;;Entablar amistad con 閘...;;;;;;;;;x
EVTTOOLTIP86165;会听到我们的邀请.;entendra notre invitation.;wird sich Eure Einladung anh鰎en...;;escuchar?nuestra invitaci髇.;;;;;;;;;x
EVTOPTC86160;无视他.;Je vais le laisser tranquille.;Ich werde ihn einfach ignorieren.;;Lo ignorar?;;;;;;;;;x
EVTDESC86161;我们被伏击了, 好像是 [From.GetTitledName] 试图杀死你. 这种卑鄙的手段令人愤怒,  [From.GetSheHe] 不是一名真正的穆斯林!;Nous avons subi une embuscade et il semble que [From.GetTitledName] essaie de vous tuer. C'est un outrage et il est 関ident qu'aucun musulman digne de ce nom n'aurait commis un acte aussi vil en pleine nuit?;Wir wurden aus dem Hinterhalt angegriffen, und es scheint sich um [From.GetTitledName] zu handeln, der versucht mich zu t鰐en. Es ist eine Schandtat und es ist klar, dass er kein wahrer Moslem ist, wenn er eine solch widerw鋜tige Tat in der Dunkelheit versucht! ;;Nos han emboscado, y pareciera que es [From.GetTitledFirstName] quien intenta matarte.  Es un ultraje, queda claro que no es un verdadero musulm醤, al intentar un acto tan vil en la oscuridad.  ;;;;;;;;;x
EVTOPTA86161;回击!;Se d閒endre?;Wehrt Euch!;;ontraatacar!;;;;;;;;;x
EVTTOOLTIP86162;留着在夜间等死..;est laiss?pour mort au milieu de la nuit...;wird in der Nacht dem Tode 黚erlassen... ;;es dejado por muerto en la noche...;;;;;;;;;x
EVTOPTB86161;回击!;D閒endons-nous?;Wehrt Euch!;;ontraatacar!;;;;;;;;;x
EVTOPTC86161;我们有足够的时间逃跑..;Nous disposons de suffisamment de temps pour nous enfuir.;Wir haben genug Zeit, um davonzulaufen...;;Tuvimos suficiente tiempo para huir...;;;;;;;;;x
EVTDESC86162;伏击让我措手不及...  [From.GetTitledName] 不仅逃跑了,   [From.GetSheHe] 还让我身受重伤.;Notre embuscade a tourn?au d閟astre... Non seulement [From.GetTitledName] a r閡ssi ?s'enfuir, mais [From.GetSheHe] m'a aussi inflig?de graves blessures.;Unser Hinterhalt endete in einem Disaster... Nicht nur, dass [From.GetTitledName] fliehen konnte, er hat mich auch noch ernsthaft verletzt. ;;Nuestra emboscada fue un desastre... [From.GetTitledFirstName] no soloescap? sino que me hiri?de gravedad.;;;;;;;;;x
EVTOPTA86162;[From.GetTitledName] 得到了我最好的东西..;[From.GetTitledName] a eu le dessus...;[From.GetTitledName] hat mich ausgetrickst..;;[From.GetTitledFirstName] me super?..;;;;;;;;;x
EVTDESC86163;成功!\n我留下 [From.GetTitledName], 出血严重,在沙漠里等死...;Victoire?\nJ'ai abandonn?le corps de [From.GetTitledName] dans le d閟ert, saignant abondamment...;Erfolg!\nIch habe [From.GetTitledName] ernsthaft blutend zur點kgelassen, um in der W黶te zu sterben... ;;ictoria!\nHe dejado a [From.GetTitledName] sangrando profusamente, para que muera en el desierto...;;;;;;;;;x
EVTOPTA86163;[From.GetSheHeCap] 很快会死..;[From.GetSheHeCap] quittera le monde des vivants bien assez t魌...;Er wird sicherlich bald sterben... ;;Seguramente morir?pronto...;;;;;;;;;x
EVTDESC86164;看起来[From.GetTitledName] 在夜色中逃脱了...;Il semble que [From.GetTitledName] s'est 閏happ?dans le silence de la nuit.;Es scheint als h鋞te sich [From.GetTitledName] in der Stille der Nacht davongestohlen...;;Parece que [From.GetTitledFirstName] ha huido en el silencio de la noche...;;;;;;;;;x
EVTOPTA86164;毫无帮助...;C'est in関itable...;Daran l鋝st sich nichts 鋘dern...;;Nada puede hacerse...;;;;;;;;;x
EVTDESC86165;一个来自在附近扎营的 [From.GetTitledName] 的使者带来了一个口信, 希望举办一场宴会来调和我们之间的分歧.;Un messager est venu transmettre une invitation de la part de [From.GetTitledName] dont le camp est 閠abli non loin du n魌re. Il nous invite ?faire la paix et ?nous r閏oncilier.;Ein Bote kommt mit einer Einladung von [From.GetTitledName], der nicht weit von uns sein Lager aufgeschlagen hat, indem er anbietet, das Brot mit mir zu brechen und unsere Differenzen beizulegen. ;;Un mensajero viene con una invitaci髇 de [From.GetTitledFirstName], quien acampa no muy lejos de nosotros y nos invita a compartir el pan y solucionar nuestras diferencias.;;;;;;;;;x
EVTOPTA86165;我们毕竟是信仰上的兄弟..;Nous sommes de la m阭e foi, apr鑣 tout...;Wir sind schlie遧ich Br黡er im Glauben... ;;Somos hermanos en la fe despu閟 de todo...;;;;;;;;;x
EVTOPTB86165;礼貌的拒绝...;D閏liner poliment...;Lehnt h鰂lich ab... ;;Declinar cort閟mente...;;;;;;;;;x
EVTDESC86166;[From.GetTitledName] 来到我的营帐,我们一起分吃面包,调和了我们之间的分歧.;[From.GetTitledName] a rejoint notre campement pour partager un repas et nous r閏oncilier.;[From.GetTitledName] hat sich unserem Lager angeschlossen und wir brechen das Brot und legen unsere Differenzen bei. ;;[From.GetTitledFirstName] se ha unido a nuestro campamento y estamos compartiendo el pan y solucionando nuestras diferencias.;;;;;;;;;x
EVTOPTA86166;真主至大;Gloire ?Allah;Subhan'Allah;;Subhan'Allah;;;;;;;;;x
EVTDESC86167;可敬的 [Root.GetTitledName]!\n我很遗憾的通知你,我将无法与今天的你会餐,因为我需要立即攻破营帐.\n\n[From.GetTitledName] ;Honorable [Root.GetTitledName]?\nJe suis au regret de vous informer que je ne pourrai pas venir partager votre repas, car il me faut lever le camp sans attendre.\n\n[From.GetTitledName];Werter [Root.GetTitledName]!\nEs tut mir leid Euch mitteilen zu m黶sen, dass es mir nicht m鰃lich ist, mit Euch heute das Brot zu brechen, da ich sofort das Lager abbrechen muss.\n\n[From.GetTitledName] ;;onorable [Root.Liege.GetTitledName]!\nLamento informarte que hoy no podr?compartir el pan contigo, pues necesito partir de inmediato.\n\n[From.GetTitledName] ;;;;;;;;;x
EVTOPTA86167;我丢脸了!;Nous avons perdu la face?;Wir haben das Gesicht verloren!;;emos perdido la reputaci髇!;;;;;;;;;x
EVTDESC86170;去麦加的旅途中我反思了许多. 一个 [Root.GetManWoman] 不应浪费食物, 应永远戒酒!;Voyager jusqu'?La Mecque laisse du temps pour r閒l閏hir. Un[Root.GetNoneE] [Root.GetManWoman] ne doit pas c閐er aux exc鑣 en termes de nourriture et devrait toujours s'abstenir de boire du vin?;Die Reise nach Mekka bietet einem Zeit zur Reflexion. Ein Mann sollte nicht der Ma遧osigkeit beim Essen verfallen, und sollte auf Wein verzichten! om wine!;;Viajar a La Meca me da tiempo para reflexionar. n hombre no debe excederse cuando se trata de comida, y siempre debe abstenerse del vino!;;;;;;;;;x
EVTOPTA86170;我要让我的饮食更加温和..;Je devrais mod閞er mes ardeurs en termes de nourriture...;Ich sollte mich beim Essen z黦eln... ;;Ser?m醩 moderado cuando coma...;;;;;;;;;x
EVTOPTB86170;感谢真主!;Alhamdulillah?;Alhamdulillah!;;lhamdulillah!;;;;;;;;;x
EVTDESC86180;我们似乎已经迷失在沙漠里. 一个卑微的仆人看上去像知道正确的撸.;Il semble que nous nous sommes perdus dans le d閟ert. Mais l'un des serviteurs pr閠end conna顃re le chemin pour retrouver notre route.;Es scheint so, als h鋞ten wir es geschafft, uns in der W黶te zu verirren. Einer der niederen Bediensteten k鰊nte den richtigen Weg kennen. ;;Parece que nos hemos perdido en el desierto. Uno de nuestros humildes sirvientes parece saber el camino correcto.;;;;;;;;;x
EVTOPTA86180;我是 [Root.GetTitle]! 我知道最好的路线!;Je suis [Root.GetTitle]? Je connais le meilleur chemin?;Ich bin [Root.GetTitle]! Ich kenne den besten Weg! ;;o soy [Root.GetTitle]! onozco el mejor camino!;;;;;;;;;x
EVTOPTB86180;听从那个仆人...;Faire confiance au serviteur...;H鰎t auf den Bediensteten... ;;Escuchar al sirviente...;;;;;;;;;x
EVTDESC86300;当你夜晚扎营时, 你注意到一位可怜的老人在同一处扎营. 如果你给他一些面包,他会告诉你一条圣训.;Alors que vous vous arr阾ez pour 閠ablir votre campement pour la nuit, vous remarquez qu'un vieillard en guenilles s'est install?au m阭e endroit. L'homme vous propose de r閏iter un hadith en 閏hange d'un peu de pain.;Als Ihr anhaltet, um f黵 den Abend ein Lager aufzuschlagen, bemerkt ihr einen alten, schlecht gekleideten Mann, der am selben Ort sein Lager aufgeschlagen hat. Der Mann bietet Euch an, einen Hadith zu erz鋒len, sofern Ihr etwas Brot f黵 ihn habt. ;;Habi閚dote detenido para acampar una noche, ves que un anciano en harapos ha acampado en el mismo sitio. El viejo te ofrece contarte un jadiz que sabe si compartes con 閘 un poco de pan.;;;;;;;;;x
EVTOPTA86300;听那个老人的;蒫outer le vieil homme;H鰎t dem alten Mann zu ;;Escuchar al anciano;;;;;;;;;x
EVTOPTB86300;不过只是个糟老头..;Ce n'est qu'un vieillard...;Es ist nur ein alter Mann... ;;Es solo un anciano...;;;;;;;;;x
TOOLTIP_LISTEN_TO_HADITH;你仔细听老人的圣训.\n;Vous 閏outez attentivement le hadith du vieil homme.\n;Ihr h鰎t dem Hadith des alten Mannes genau zu.\n;;Escuchas con cuidado el jadiz del anciano.\n;;;;;;;;;x
