;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ca_culture_nahuatl_1;美洲虎武士军营;Hutte de guerrier jaguar;Jaguarkriegerh黷te;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_2;美洲虎武士军营;Hutte de guerrier jaguar;Jaguarkriegerh黷te;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_3;美洲虎武士军营;Hutte de guerrier jaguar;Jaguarkriegerh黷te;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_4;美洲虎武士军营;Hutte de guerrier jaguar;Jaguarkriegerh黷te;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_1_desc;无畏的美洲虎武士在此地接受训练。他们代表了阿兹特克战争机器中的精英。总所周知，所有军队只要看到美洲虎武士们的盔甲覆盖着斑纹点点的皮毛，都会溃不成军。;Les intr閜ides guerriers de l'ordre des guerriers jaguars s'entra頽ent ici. Ils repr閟entent l'閘ite de la machine de guerre azt鑡ue et de nombreuses arm閑s sont connues pour leur d閞oute ?la simple vue des fourrures qui couvrent l'armure des guerriers jaguars.;Hier werden die furchtlosen Krieger des Jaguarordens ausgebildet. Sie sind die Elite der aztekischen Kriegsmaschine und haben schon ganze Armeen durch die blo遝 Erscheinung ihrer bepelzten R黶tungen in die Flucht geschlagen.;;Aqu?se entrenan los valientes guerreros de la Orden del Jaguar. Representan la unidad de 閘ite de los ej閞citos aztecas y se dice que el s髄o vislumbrar la piel que cubre sus petos causaron el terror en muchos ej閞citos.;;;;;;;;;x
pagan_group_succ_desc_1;去见众神了。;a rejoint les dieux;ist zu den G鰐tern gegangen;;se fue con los dioses;;;;;;;;;x
pagan_group_succ_desc_4;为来世铺平了道路。;a mis le cap pour l'Au-del?hat den Pfad ins Jenseits betreten;;emprendi?su camino a la otra vida;;;;;;;;;x
pagan_group_succ_desc_8;与众神共享仙馔琼浆;festoie avec les dieux;schlemmt nun mit den G鰐tern;;est?festejando con los dioses;;;;;;;;;x
norse_pagan_succ_desc_3;被众瓦尔基丽女武神挑选走了。;a 閠?emport?par les Valkyries;ist von den Walk黵en erw鋒lt worden;;ha sido reclamado por las Valkirias;;;;;;;;;x
norse_pagan_reformed_succ_desc_3;被众瓦尔基丽女武神挑选走了。;a 閠?emport?par les Valkyries;ist von den Walk黵en erw鋒lt worden;;ha sido reclamado por las Valkirias;;;;;;;;;x
norse_pagan_succ_desc_4;为通往阿萨神域铺平道路。;a mis le cap pour Asgard;hat den Pfad nach Asgard betreten;;emprendi?su camino a Asgard;;;;;;;;;x
norse_pagan_reformed_succ_desc_4;为通往阿萨神域铺平道路。;a mis le cap pour Asgard;hat den Pfad nach Asgard betreten;;emprendi?su camino a Asgard;;;;;;;;;x
norse_pagan_succ_desc_8;在华海拉英烈祠飨宴。;festoie ?pr閟ent au Valhalla;schlemmt nun in Walhall;;est?festejando en el Valhalla;;;;;;;;;x
norse_pagan_reformed_succ_desc_8;在华海拉英烈祠飨宴。;festoie ?pr閟ent au Valhalla;schlemmt nun in Walhall;;est?festejando en el Valhalla;;;;;;;;;x
muslim_succ_desc_1;正在极乐园享用白葡萄干。;mange des raisins blancs au bienheureux Paradis;isst nun Sultaninen im Paradies;;est?comiendo d醫iles blancos en el Para韘o;;;;;;;;;x
muslim_succ_desc_2;骑着天园的白骆驼。;chevauche les chameaux blancs du Paradis;reitet wei遝 Kamele im Paradies;;cabalga a lomos de los camellos blancos del Para韘o;;;;;;;;;x
muslim_succ_desc_3;被阿拉召唤去了。;a rejoint Allah;ist zu Allah gegangen;;ha sido llamado por Al?;;;;;;;;x
muslim_succ_desc_4;为通往天园铺平道路。;a mis le cap pour al-Jannah;hat den Pfad nach Dschanna betreten;;ha emprendido su camino hac韆 el al-Jannah;;;;;;;;;x
muslim_succ_desc_8;与众天园美女共处;est avec les hourris au Paradis;ist bei den Huris im Paradies;;est?con las Hur韊s en el Para韘o;;;;;;;;;x
west_african_pagan_succ_desc_1;去追随列祖列宗的英灵。;a rejoint les Anc阾res;ist zu den Ahnen gegangen;;se ha reunido con sus antepasados;;;;;;;;;x
west_african_pagan_reformed_succ_desc_1;已经加入了先祖的行列;a rejoint les Anc阾res;ist zu den Ahnen gegangen;;se ha reunido con sus antepasados;;;;;;;;;x
DE_JURE_INDP_DESC;法理独立成为$TITLE$?的进度（$YEARS$?/$NEEDED_YEARS$年）;Devenir de jure ind閜endant, en tant que $TITLE$? ($YEARS$?/$NEEDED_YEARS$ ann閑s);Wird, de jure, unabh鋘gig als $TITLE$? ($YEARS$?/$NEEDED_YEARS$ Jahre);;Haci閚dose independiente, de jure, como $TITLE$? ($YEARS$?/$NEEDED_YEARS$ a駉s);;;;;;;;;x
EVTDESC_TOG_4016;阁下贵体必定无恙吧，[Root.GetTitledFirstName].鄙人乃帕尔纳托克，致力于建立一个使众勇士们现身于托尔和奥丁的联盟。沿着沃尔海岸航行时，我发现了一个建立我们的具体的绝佳地点。因此，我希望能征得你的同意，把据点建立在这个岛屿上。\n\n叹气\n[From.GetTitledName];Je vous crois en bonne sant? [Root.GetTitledFirstName]. Mon nom est Palnatoke et j'ai entrepris de cr閑r une confr閞ie de guerriers d関ou閟 ?Thor et ?Odin. Alors que je naviguais au long de la c魌e de R黦en, j'ai d閏ouvert le site parfait pour b鈚ir notre forteresse et je vous demande la permission de coloniser cette terre.\n\nsign?\n[From.GetTitledName];Ich hoffe Ihr seid in bester Gesundheit, [Root.GetTitledFirstName]. Mein Name ist Palnatoke und ich habe es mir zur Aufgabe gemacht, eine Bruderschaft von Kriegern zu Ehren von Thor und Odin zu gr黱den. W鋒rend ich die K黶te R黦ens entlangsegelte entdeckte ich die perfekte Stelle f黵 unsere Festung und ich bitte Euch nun um Erlaubnis, jenes Land zu besiedeln.\n\nGezeichnet,\n[From.GetTitledName];;Mi nombre es Palnatoke, y he decidido crear una hermandad de guerreros dedicada a Thor y Od韓. Mientras navegaba por la costa de R黦en, descubr?el sitio perfecto para construir nuestra fortaleza y le pido permiso para establecernos en esas tierras.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_TOG_4026;I祝您健康，[Root.GetTitledFirstName].  我叫包纳托基，我自愿奔走组建一个为索尔与奥丁献身的勇士兄弟会. 在吕根的海滨航行时，我发现了一个建设要塞的绝佳地址，我请求您能让我使用那片土地.\n\n此致，\n[From.GetTitledName];Je vous crois en bonne sant? [Root.GetTitledFirstName]. Mon nom est Palnatoke et j'ai entrepris de cr閑r une confr閞ie de guerriers d関ou閟 ?Thor et ?Odin. Alors que je naviguais au long de la c魌e de Werle, j'ai d閏ouvert le site parfait pour b鈚ir notre forteresse et je vous demande la permission de coloniser cette terre.\n\nsign?\n[From.GetTitledName];Ich hoffe Ihr seid in bester Gesundheit, [Root.GetTitledFirstName]. Mein Name ist Palnatoke und ich habe es mir zur Aufgabe gemacht, eine Bruderschaft von Kriegern zu Ehren von Thor und Odin zu gr黱den. W鋒rend ich die K黶te Werles entlangsegelte entdeckte ich die perfekte Stelle f黵 unsere Festung und ich bitte Euch nun um Erlaubnis, jenes Land zu besiedeln.\n\nGezeichnet,\n[From.GetTitledName];;Mi nombre es Palnatoke, y he decidido crear una hermandad de guerreros dedicada a Thor y Od韓. Mientras navegaba por la costa de Werle, descubr?el sitio perfecto para construir nuestra fortaleza y le pido permiso para establecernos en esas tierras.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
INTERACTION_CONSORT_NOT_PREGNANT;不能让情妇怀孕。;La concubine ne doit pas 阾re enceinte;Konkubine kann nicht schwanger sein;;La concubina no debe estar embarazada;;;;;;;;;x
SETTLEMENT_LOOTED_LOG;$SETTLEMENT$?被$LOOTER$?劫掠了$LOOT$??$LOOT$??ont 閠?pill閑s ?$SETTLEMENT$? par $LOOTER$?;$SETTLEMENT$? wurde von $LOOTER$? um $LOOT$??gepl黱dert;;$LOOT$? ha sido saqueado de $SETTLEMENT$? por $LOOTER$?;;;;;;;;;x
EVTDESC20377;主上，[From.Location.GetName]当地的贵族[FromFrom.GetTitledName]企图用暗杀让我永远闭嘴！ 万幸的是我设法逃过此劫. 我会继续散播关于[FromFrom.GetHerHis]腐败的谣言，以在[FromFrom.GetHerHis]封臣中败坏[FromFrom.GetHerHis]名声.\n\n您谦卑的间谍总管，\n[From.GetTitledName];M[Root.GetHerHis][Root.GetLordLady],\n [FromFrom.GetTitledName], le noble de [From.Location.GetName], a tent?de me faire taire par l'entremise de brutes charg閑s de me tuer? Je suis heureusement parvenu[From.GetNoneE] ?m'閏happer. Je vais prendre les devants et r閜andre la rumeur de sa corruption et d閠ruire sa r閜utation parmi ses vassaux.\n\nVotre humble ma顃re-espion,\n[From.GetTitledName];Mein Herr, der ans鋝sige Herrscher in [From.Location.GetName], [FromFrom.GetTitledName], wollte mich zum Schweigen bringen, indem er seine Schergen ausschickte, um micht zu t鰐en! Gl點klicherweise konnte ich entkommen. Ich werde nun Ger點hte 黚er [FromFrom.GetHerHis] Korruption streuen und [FromFrom.GetHerHis] Reputation bei [FromFrom.GetHerHis] Vasallen zerst鰎en.\n\nEuer Ergebener Agentenf黨rer,\n[From.GetTitledName];;Mi Se駉r, l se駉r feudal de [From.Location.GetName], [FromFrom.GetTitledName], intent?silenciarme enviando a unos bandidos a asesinarme!. Gracias a Dios consegu?escapar. Ahora me encargar?de extender el rumor de que es un corrupto y destruir su reputaci髇 entre sus vasallos.\n\nTu humilde Jefe de Espias,\n[From.GetTitledName];;;;;;;;;x
