#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
AUTO_STOP_PLOT_START_LETTER;ÎÒÒÑÏòËùÓĞÒÑÖªµÄÃÜÄ±²ÎÓëÕßÅÉ³öÃÜÊ¹£¬ÈÃËûÃÇÁ¢¼´Í£Ö¹ÃÜÄ±¡£\n\nÄúµÄ¼äµı×Ü¹Ü,\n$SPYMASTER$;J'ai envoy?des émissaires auprès de tous les comploteurs connus afin qu'ils cessent cela immédiatement.\n\nVotre humble maître-espion,\n$SPYMASTER$;Ich habe eine Verschwörung aufgedeckt, wo $PLOTTER$  $PLOTNAME$ erreichen will. Ich habe einen Emissaer entsandt, um ihn dieses beenden zu lassen.\n\nIhr demuetiger Agentenführer,\n$SPYMASTER$;;He enviado emisarios a todos los conspiradores conocidos para que desistan de inmediato.\n\nTu humilde jefe de espías,\n$SPYMASTER$;;;;;;;;;x
siege_leader;Î§³ÇÖ¸»Ó¹Ù¡£;Spécialiste des sièges;Belagerungsfuehrer;;Líder del Asedio;;;;;;;;;x
siege_leader_desc;´Ë½ÇÉ«ÉÆÓÚÖ¸»ÓÎ§³Ç×÷Õ½¡£;Ce personnage est particulièrement dou?pour mener ?bien les sièges;Dieser Character ist geuebt, Belagerungen zu fuehren;;Este personaje est?especializado en liderar asedios;;;;;;;;;x
SIEGE;Î§³Ç;Siège;Belagerung;;Asedio;;;;;;;;;x
ADD_IP;Ìí¼ÓIPµØÖ·;Ajouter IP;IP hinzufuegen;;Añadir IP;;;;;;;;;x
REMOVE_IP;Çå³ıIPµØÖ·;Retirer IP;IP entfernen;;Borrar IP;;;;;;;;;x
PENDING_PLOT_REQUEST;µÈºò´ğ¸²;Attend une réponse.;Wartet auf Antwort.;;Esperando respuesta.;;;;;;;;;x
ACCEPTED_PLOT_REQUEST;ÕıÖ§³ÖÃÜÄ±¡£;Soutient un complot.;Unterstuetzt Verschwörung.;;Apoyando un complot.;;;;;;;;;x
LOADING_TIP_52;Äã¿ÉÒÔÊ¹ÓÃAlt¼üµãÑ¡ÌØ¶¨µÄ½¢¶Ó¡£;Vous pouvez ne sélectionner que vos flottes en utilisant la touche ALT.;Sie können eine Auswahl nur auf Flotten treffen, indem Sie die Alt-Taste gedrueckt halten.;;Puedes hacer que la tropa seleccionada se embarque usando simplemente la tecla ALT;;;;;;;;;x
EXIT;¹Ø±Õ;Sortie;Exit;;Salir;;;;;;;;;x
CUT;¼ô°É£¡;Coupez?;Schnitt!;;¡Cortar!;;;;;;;;;x
#CONFIRMEXPORTTITLE;Export CK2 Game to EU4;;CK2 Spiel nach EU4 exportieren;;Exportar partida a EU4;;;;;;;;;x;
#CONFIRMEXPORTTEXT;The game will be exported with the name $NAME$. This might take a couple of minutes.;;Das Spiel wird mit dem Namen $NAME$ exportiert. Es kann m?glicherweise ein paar Minuten dauern.;;La partida se exportar¨¢ con el nombre $NAME$. Esta operaci¨®n puede tardar un par de minutos.;;;;;;;;;x;
#CONFIRMEXPORTTEXT_WARNING;The game will be exported with the name $NAME$.\n\n THIS NAME IS ALREADY IN USE!\nAre you sure you want to continue?;;Das Spiel wird mit dem Namen $NAME$ exportiert.\n\n DIESER NAME WIRD BEREITS BENUTZT!\nSind Sie sicher, dass Sie fortsetzen wollen?;;La partida se exportar¨¢ con el nombre $NAME$.\n\n ?ESTE NOMBRE YA EST¨¢ EN USO!\n?Seguro que quieres continuar?;;;;;;;;;x;
STYLE;ÀàĞÍ;Style;Stil;;Estilo;;;;;;;;;x
CAN_PERSUADE_TO_JOIN_PLOT;¿ÉÒÔÓÃÒ»´ü½ğ±ÒÊÕÂò;Peut être convaincu par une escarcelle d'or...;Könnte von einem Sack Gold ueberzeugt werden.;;Puede convencersele con un saco de oro...;;;;;;;;;x
city_job_chancellor_arabic;´óÎ¬Æë¶û;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_iranian;´óÎ¬Æë¶û;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_turkish;´óÎ¬Æë¶û;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_west_african;´óÎ¬Æë¶û;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_greek;Ì«Ê¦;Magistros;Magistros;;Magistros;;;;;;;;;x
city_job_spymaster_greek;ÉñÃØÊéÀô;Mystikos;Mystikos;;Mystikos;;;;;;;;;x
city_job_treasurer_greek;±¦¿â×Ü¹Ü;Sakellarios;Sakellarios;;Sakellarios;;;;;;;;;x
#city_job_marshal_greek;Strategos;;Strategos;;Estratega;;;;;;;;;x;
city_job_chancellor_aztec;ÉßÅ®;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
city_job_treasurer_aztec;¹±¸³×Ü¹Ü;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
city_job_spiritual_aztec;´ó¼ÀË¾;Sahagún;Sahagun;;Sahagun;;;;;;;;;x
city_job_spymaster_aztec;°µµîÊØÎÀ;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
city_job_marshal_aztec;ÈËÀàÇĞ¸îÕß;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
city_job_chancellor_zoroastrian_group;°Ù¹ÙÖ®¸®;Astabadh;Astabadh;;Astabadh;;;;;;;;;x
city_job_treasurer_zoroastrian_group;ÄÚÊ××Ü¹Ü;Darik-Pat;Darik-Pat;;Darik-Pat;;;;;;;;;x
city_job_marshal_zoroastrian_group;ÒÁÀ¼Ë¹ÅÁ²¨µÂ;Eran Spahbod;Eran Spahbod;;Eran Spahbod;;;;;;;;;x
city_job_spiritual_zoroastrian_group;´ó¼ÀË¾;Mobad;Mobad;;Mobad;;;;;;;;;x
city_job_spiritual_zoroastrian;´ó¼ÀË¾;Mobad;Mobed;;Mobad;;;;;;;;;x
city_job_spiritual_christian;¹¬Í¢ÄÁÊ¦;Chapelain;Hofprediger;;Capellán;;;;;;;;;x
city_job_spiritual_orthodox;½Ì»áÊ×Áì;Sacristain;Ekklesiarch;;Eclesiarca;;;;;;;;;x
city_job_spiritual_muslim;¹¬Í¢ÒÁÂêÄ¿;Imam;Hof-Imam;;Imán de la corte;;;;;;;;;x
city_job_spiritual_shiite;¹¬Í¢ÄÂÀ­;Mollah;Hof-Mullah;;Mul?de la corte;;;;;;;;;x
city_job_spiritual_pagan_group;Õ¼²·Ê¦;Devin;Oberster Wahrsager;;Gran Chamán;;;;;;;;;x
city_job_spiritual_pagan;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_baltic_pagan;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_baltic_pagan_reformed;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_finnish_pagan;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_finnish_pagan_reformed;Õ¼²·Ê¦;Devin ;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_norse_pagan_reformed;ÏÈÖª;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_norse_pagan;ÏÈÖª;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_female_norse_pagan_reformed;Å®ÏÈÖª;Voyante;Seherin;;Vidente;;;;;;;;;x
city_job_spiritual_female_norse_pagan;Å®ÏÈÖª;Voyante;Seherin;;Vidente;;;;;;;;;x
city_job_spiritual_slavic_pagan;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_slavic_pagan_reformed;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_tengri_pagan;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_tengri_pagan_reformed;Õ¼²·Ê¦;Devin;Wahrsager;;Augur;;;;;;;;;x
EU4ConverterDLC;Å·Â½·çÔÆ4×ª»¯Æ÷;Convertisseur EUIV;;;;;;;;;;;;x
CustomizationPackDLC;¶¨ÖÆ°ü;;;;;;;;;;;;;x
